date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,200.522,5.458,78.0,61.125,35.0,13.348,18.0,22.75,4.75,,0.417,17.5,78.0,29.333,-13.0,213.87
2011-01-02,200.435,4.333,91.0,65.917,35.0,8.826,10.652,14.261,3.609,,0.208,10.417,96.0,45.0,12.0,209.261
2011-01-03,193.304,3.522,77.0,59.125,36.0,4.783,8.833,9.708,0.875,,0.125,9.875,80.0,40.417,5.0,198.087
2011-01-04,195.087,4.042,82.0,60.167,34.0,4.217,8.083,8.542,0.458,,2.125,17.292,75.0,37.542,8.0,199.304
2011-01-05,195.043,3.833,95.0,67.625,42.0,7.696,14.125,17.25,3.125,,0.333,10.417,63.0,23.792,-12.0,202.739
2011-01-06,194.478,3.708,86.0,64.292,54.0,10.826,20.125,24.333,4.208,,1.13,11.792,77.0,38.5,0.0,205.304
2011-01-07,194.696,3.542,87.0,57.625,31.0,9.087,13.958,16.083,2.125,,0.417,6.458,77.0,37.042,-3.0,203.783
2011-01-08,194.826,3.167,72.0,50.0,31.0,6.609,12.0,13.208,1.208,,0.292,7.167,77.0,32.417,-14.0,201.435
2011-01-09,196.348,4.0,87.0,63.208,50.0,8.304,14.739,17.87,3.13,,1.75,14.417,86.0,42.417,11.0,204.652
2011-01-10,197.739,5.348,94.0,69.125,45.0,17.565,24.667,36.167,11.5,,1.708,21.375,99.0,47.208,1.0,215.304
2011-01-11,196.522,4.333,83.0,62.125,37.0,14.826,16.417,25.083,8.667,,1.458,15.792,90.0,49.292,13.0,211.348
2011-01-12,193.609,3.458,71.0,45.708,30.0,6.783,13.083,15.167,2.083,,0.625,7.958,63.0,23.292,-13.0,200.391
2011-01-13,196.727,4.217,76.0,60.083,43.0,15.136,18.042,28.417,10.375,,1.739,13.435,85.0,41.083,-4.0,211.864
2011-01-14,195.0,4.087,85.0,65.958,42.0,6.696,11.042,13.583,2.542,,2.333,12.583,75.0,47.708,24.0,201.696
2011-01-15,194.609,3.625,92.0,69.75,48.0,7.0,10.958,12.75,1.792,,1.208,12.375,75.0,43.833,6.0,201.609
