date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,199.391,75.0,59.208,37.0,20.783,20.375,31.583,11.208,,8.2,3.825,-0.1,220.174
2011-01-02,195.783,85.0,65.458,38.0,13.522,10.348,14.565,4.217,,10.5,4.933,1.8,209.304
2011-01-03,192.652,72.0,57.333,38.0,11.217,11.292,14.375,3.083,,8.3,5.046,2.0,203.87
2011-01-04,195.261,77.0,57.125,30.0,10.565,8.542,11.0,2.458,,8.5,4.475,1.1,205.826
2011-01-05,193.522,89.0,68.292,43.0,10.565,12.25,16.542,4.292,,6.9,3.075,0.7,204.087
2011-01-06,195.435,76.0,62.458,48.0,17.739,22.5,38.875,16.375,,9.1,4.671,1.9,213.174
2011-01-07,193.217,80.0,55.417,35.0,8.739,11.792,15.083,3.292,,8.2,4.3,1.3,201.957
2011-01-08,192.783,73.0,51.167,29.0,11.696,13.542,19.292,5.75,,9.3,3.779,-0.3,204.478
2011-01-09,193.783,76.0,61.042,46.0,13.652,13.391,15.87,2.478,,10.0,4.929,1.6,207.435
2011-01-10,196.217,81.0,65.25,45.0,20.522,26.458,48.875,22.417,,10.4,5.583,1.0,216.739
2011-01-11,194.261,76.0,59.917,46.0,17.739,17.042,30.583,13.542,,9.3,5.542,1.4,212.0
2011-01-12,192.95,64.0,45.625,31.0,12.15,17.591,26.318,8.727,,7.8,2.946,0.0,205.1
2011-01-13,194.957,82.0,60.833,39.0,20.174,20.0,36.792,16.792,,10.2,4.821,0.0,215.13
2011-01-14,193.87,74.0,62.292,42.0,9.565,9.333,11.083,1.75,,9.3,5.617,3.5,203.435
2011-01-15,192.652,78.0,65.792,48.0,8.783,9.292,10.5,1.208,,8.5,5.421,3.4,201.435
2011-01-16,193.304,74.0,49.75,40.0,10.87,18.522,22.87,4.348,,6.3,4.658,3.1,204.174
2011-01-17,192.304,83.0,57.167,31.0,13.826,17.667,24.583,6.917,,10.3,5.325,2.3,206.13
2011-01-18,196.174,79.0,59.167,39.0,28.261,31.25,56.708,25.458,,10.2,4.338,-1.2,224.435
2011-01-19,195.826,91.0,72.417,46.0,36.217,31.105,49.316,18.211,,7.6,4.479,1.5,232.043
2011-01-20,191.435,92.0,87.375,80.0,23.957,24.708,33.208,8.5,,9.9,7.058,4.7,215.391
2011-01-21,191.435,91.0,86.958,80.0,22.87,21.667,26.542,4.875,,8.9,7.371,6.2,214.304
2011-01-22,189.826,90.0,70.083,50.0,12.217,10.5,12.458,1.958,,12.4,7.879,4.3,202.043
2011-01-23,193.261,79.0,65.667,39.0,12.609,14.783,19.696,4.913,,11.9,7.446,4.1,205.87
2011-01-24,191.957,73.0,55.667,38.0,9.304,10.417,12.208,1.792,,6.9,3.779,0.9,201.261
2011-01-25,192.217,65.0,49.25,35.0,8.174,13.167,16.292,3.125,,7.3,3.388,0.8,200.391
2011-01-26,196.909,85.0,68.75,41.0,9.318,11.957,14.957,3.0,,5.8,1.983,-0.2,206.227
2011-01-27,197.435,82.0,67.042,45.0,17.696,20.25,40.167,19.917,,7.9,2.85,-0.5,215.13
2011-01-28,193.783,85.0,68.208,45.0,10.478,15.292,18.75,3.458,,7.3,3.204,1.1,204.261
2011-01-29,193.696,69.0,51.667,32.0,8.217,11.083,12.167,1.083,,7.9,2.65,-1.0,201.913
2011-01-30,194.957,80.0,60.0,37.0,12.957,18.478,28.522,10.043,,6.2,2.283,-1.6,207.913
2011-01-31,197.625,82.0,69.739,45.0,15.25,22.571,31.81,9.238,,5.8,1.922,0.0,212.875
2011-02-01,197.25,87.0,73.083,52.0,37.333,19.667,36.25,16.583,,5.6,1.121,-2.3,234.583
2011-02-02,193.87,88.0,75.0,61.0,20.478,12.708,15.792,3.083,,1.4,-0.525,-2.2,214.348
2011-02-03,197.609,82.0,68.875,48.0,26.391,28.0,48.125,20.125,,3.1,-0.467,-4.7,224.0
2011-02-04,198.826,85.0,66.875,43.0,32.304,22.125,42.375,20.25,,6.5,1.833,-3.1,231.13
2011-02-05,194.304,83.0,60.792,42.0,22.522,13.25,15.083,1.833,,8.3,5.325,1.5,216.826
2011-02-06,195.609,92.0,85.75,77.0,33.217,28.652,39.348,10.696,,5.8,4.725,3.4,228.826
2011-02-07,195.696,94.0,78.25,62.0,33.087,17.667,24.292,6.625,,10.9,7.658,5.5,228.783
2011-02-08,191.217,71.0,58.958,47.0,15.522,5.75,7.25,1.5,,6.1,3.075,-0.4,206.739
2011-02-09,193.45,78.0,61.958,42.0,13.75,13.0,18.909,5.909,,5.3,1.483,-1.5,207.2
2011-02-10,191.565,82.0,64.542,37.0,19.348,17.583,35.208,17.625,,7.8,3.242,-0.3,210.913
2011-02-11,190.87,77.0,60.292,39.0,17.957,8.167,9.125,0.958,,8.6,4.112,0.7,208.826
2011-02-12,191.304,79.0,57.625,36.0,16.826,7.625,8.083,0.458,,8.6,4.321,1.7,208.13
2011-02-13,202.609,90.0,64.333,38.0,21.13,22.783,27.609,4.826,,6.4,3.021,1.3,223.739
2011-02-14,195.783,92.0,87.958,84.0,40.043,32.917,63.083,30.167,,6.0,4.521,2.5,235.826
2011-02-15,213.609,93.0,74.0,51.0,34.913,20.458,39.125,18.667,,9.1,4.446,0.6,248.522
2011-02-16,190.826,58.0,44.75,25.0,16.913,11.5,13.25,1.75,,10.1,4.554,1.3,207.739
2011-02-17,190.87,67.0,53.292,42.0,13.696,9.417,13.292,3.875,,8.9,4.129,1.3,204.565
2011-02-18,193.391,82.0,50.0,34.0,12.261,9.417,10.583,1.167,,5.5,1.908,-0.9,205.652
2011-02-19,194.957,70.0,51.125,35.0,13.13,11.167,12.125,0.958,,7.3,1.917,-2.7,208.087
2011-02-20,195.043,78.0,56.083,32.0,18.304,20.565,30.261,9.696,,10.3,4.429,-0.5,213.348
2011-02-21,193.391,77.0,57.0,40.0,21.261,21.75,30.0,8.25,,11.5,5.533,-0.6,214.652
2011-02-22,192.783,92.0,62.583,34.0,21.435,26.583,31.708,5.125,,12.6,8.838,4.5,214.217
2011-02-23,191.875,94.0,80.652,58.0,49.875,18.739,24.304,5.565,,12.8,9.03,7.5,241.75
2011-02-24,194.87,69.0,49.625,31.0,39.391,15.375,16.917,1.542,,14.6,10.129,6.8,234.261
2011-02-25,195.565,84.0,69.292,59.0,33.435,16.292,18.417,2.125,,10.5,8.35,6.0,229.0
2011-02-26,193.217,65.0,49.583,38.0,16.261,5.542,6.083,0.542,,9.0,5.217,1.7,209.478
2011-02-27,194.696,58.0,39.625,28.0,14.304,13.348,15.435,2.087,,7.8,3.183,-0.5,209.0
2011-02-28,194.087,58.0,40.75,21.0,16.217,19.792,21.667,1.875,,9.0,4.646,-0.8,210.304
2011-03-01,194.478,80.0,68.522,46.0,31.87,31.042,43.042,12.0,,15.7,9.891,5.1,226.348
2011-03-02,199.391,93.0,83.917,71.0,45.261,28.917,47.958,19.042,,9.5,8.667,7.8,244.652
2011-03-03,192.739,72.0,53.167,32.0,20.261,8.667,9.083,0.417,,15.2,9.504,5.7,213.0
2011-03-04,195.696,93.0,72.5,52.0,21.913,18.833,20.417,1.583,,8.0,6.238,4.4,217.609
2011-03-05,198.391,95.0,93.208,90.0,37.348,31.0,41.565,10.565,,11.6,9.833,7.1,235.739
2011-03-06,200.174,95.0,81.792,68.0,51.261,29.417,45.167,15.75,,17.5,13.7,10.1,251.435
2011-03-07,197.13,67.0,52.958,40.0,35.435,12.833,13.708,0.875,,13.0,11.167,8.3,232.565
2011-03-08,196.65,64.0,51.667,34.0,27.65,16.375,18.0,1.625,,17.0,11.146,7.1,224.3
2011-03-09,194.391,87.0,76.75,57.0,15.913,,,,,9.9,8.229,7.1,210.304
2011-03-10,193.565,85.0,61.042,37.0,8.652,,,,,14.6,8.754,5.1,202.217
2011-03-11,192.913,63.0,49.667,34.0,5.391,,,,,12.3,6.467,2.4,198.304
2011-03-12,194.348,89.0,72.708,47.0,5.087,,,,,8.7,3.162,0.2,199.435
2011-03-13,194.391,73.0,52.333,32.0,8.913,,,,,8.1,3.971,0.2,203.304
2011-03-14,196.522,77.0,50.292,30.0,19.174,,,,,11.8,5.404,-0.8,215.696
2011-03-15,195.478,82.0,50.333,25.0,16.043,,,,,12.2,6.196,1.8,211.522
2011-03-16,194.87,74.0,51.917,33.0,14.261,,,,,13.0,7.767,0.6,209.13
2011-03-17,195.522,94.0,91.458,81.0,20.391,,,,,11.3,9.442,7.4,215.913
2011-03-18,196.87,94.0,80.542,66.0,17.217,,,,,14.1,11.621,9.0,214.087
2011-03-19,193.609,70.0,48.042,30.0,3.913,,,,,11.1,7.675,3.2,197.522
2011-03-20,192.826,57.0,46.083,26.0,6.478,,,,,14.3,7.35,1.7,199.304
2011-03-21,193.739,54.0,40.667,23.0,5.87,,,,,12.2,6.938,3.3,199.609
2011-03-22,194.571,68.0,51.833,24.0,20.238,,,,,16.5,8.946,1.4,214.81
2011-03-23,194.364,94.0,82.25,64.0,27.636,37.222,44.333,7.111,,9.7,8.683,8.0,222.0
2011-03-24,195.478,94.0,72.875,45.0,22.304,15.833,20.625,4.792,,14.3,9.538,6.8,217.783
2011-03-25,195.0,78.0,63.958,47.0,4.261,4.125,4.458,0.333,,9.2,6.025,3.5,199.261
2011-03-26,195.609,83.0,58.375,34.0,6.565,7.696,8.478,0.783,,11.1,6.204,1.8,202.174
2011-03-27,197.522,81.0,54.208,29.0,14.261,19.583,24.208,4.625,,16.0,9.146,2.7,211.783
2011-03-28,196.391,75.0,58.125,37.0,15.783,21.083,25.5,4.417,,14.4,8.8,3.8,212.174
2011-03-29,196.217,68.0,46.208,18.0,13.174,22.375,25.125,2.75,,16.9,10.762,5.0,209.391
2011-03-30,198.043,73.0,58.458,39.0,24.217,33.25,43.375,10.125,,18.6,12.754,5.9,222.261
2011-03-31,192.478,92.0,75.5,60.0,7.478,12.917,13.542,0.625,,15.2,10.617,5.0,199.957
2011-04-01,208.435,66.0,41.833,15.0,23.522,27.292,33.167,5.875,,18.6,11.071,3.3,231.957
2011-04-02,209.913,63.0,46.708,29.0,25.913,18.333,22.958,4.625,,20.4,12.079,6.5,235.826
2011-04-03,206.348,49.0,33.875,19.0,10.13,4.958,5.958,1.0,,13.6,8.833,5.3,216.478
2011-04-04,205.913,52.0,30.667,15.0,10.304,9.174,10.174,1.0,,17.5,9.967,3.6,216.217
2011-04-05,207.565,66.0,35.333,14.0,16.391,20.917,22.542,1.625,,18.6,11.275,4.5,223.957
2011-04-06,208.522,73.0,49.25,25.0,25.261,25.542,28.833,3.292,,20.9,13.283,5.8,233.783
2011-04-07,208.909,69.0,53.625,35.0,30.136,26.818,32.318,5.5,,20.9,15.362,9.6,239.045
2011-04-08,206.783,92.0,74.083,52.0,34.609,24.625,29.083,4.458,,18.5,15.567,12.7,241.391
2011-04-09,204.696,92.0,72.75,48.0,31.261,11.917,13.667,1.75,,19.7,15.454,11.4,235.957
2011-04-10,205.391,70.0,38.375,20.0,18.913,7.583,7.75,0.167,,22.7,15.633,9.6,224.304
2011-04-11,210.913,69.0,47.292,25.0,23.0,15.0,17.174,2.174,,20.7,12.875,7.8,233.913
2011-04-12,206.261,47.0,28.542,16.0,12.043,10.208,11.333,1.125,,18.2,11.35,5.6,218.304
2011-04-13,209.565,57.0,39.875,23.0,26.609,28.458,32.792,4.333,,20.7,13.212,4.7,236.174
2011-04-14,208.652,60.0,40.167,18.0,29.217,25.083,27.667,2.583,,24.0,16.504,8.5,237.87
2011-04-15,213.348,81.0,58.875,30.0,41.217,29.292,36.417,7.125,,22.3,16.454,11.7,254.565
2011-04-16,207.348,85.0,58.0,37.0,25.957,9.833,12.542,2.708,,21.4,14.779,8.7,233.304
2011-04-17,204.87,73.0,47.625,24.0,14.652,6.25,6.583,0.333,,20.0,13.583,7.2,219.522
2011-04-18,207.783,90.0,68.375,45.0,26.0,17.348,19.522,2.174,,19.7,14.796,9.3,233.783
2011-04-19,205.87,89.0,70.208,40.0,19.826,9.458,10.417,0.958,,17.4,11.271,8.8,225.696
2011-04-20,204.87,74.0,57.75,40.0,13.13,5.375,6.167,0.792,,17.6,12.167,8.6,218.0
2011-04-21,206.875,72.0,50.958,22.0,15.375,19.136,21.136,2.0,,20.2,13.575,6.9,222.25
2011-04-22,,91.0,71.292,55.0,,33.208,40.917,7.708,,17.5,14.158,12.0,
2011-04-23,204.0,91.0,82.875,67.0,37.043,14.542,15.875,1.333,,16.9,14.646,10.2,241.043
2011-04-24,206.87,82.0,59.375,35.0,24.87,9.625,10.333,0.708,,18.6,12.292,8.5,231.739
2011-04-25,211.522,88.0,64.458,39.0,35.043,15.0,16.909,1.909,,17.8,12.179,7.3,246.565
2011-04-26,208.478,74.0,57.083,36.0,32.652,26.167,30.583,4.417,,18.7,13.858,8.0,241.13
2011-04-27,206.043,94.0,79.167,58.0,34.304,20.708,24.542,3.833,,24.7,18.05,13.9,240.348
2011-04-28,204.783,92.0,62.542,41.0,25.13,9.0,10.292,1.292,,19.8,14.825,11.3,229.913
2011-04-29,206.174,69.0,49.667,35.0,18.0,12.042,13.333,1.292,,19.6,14.079,8.8,224.174
2011-04-30,209.304,85.0,61.208,43.0,28.783,21.958,25.542,3.583,,18.0,14.179,8.8,238.087
2011-05-01,204.652,92.0,85.25,75.0,29.043,12.5,13.875,1.375,,17.8,15.892,14.5,233.696
2011-05-02,204.913,74.0,48.333,29.0,22.304,7.87,8.913,1.043,,24.4,18.029,13.0,227.217
2011-05-03,209.13,66.0,50.958,39.0,24.826,16.333,17.833,1.5,,18.9,16.254,12.5,233.957
2011-05-04,207.739,82.0,46.792,25.0,26.043,12.458,14.667,2.208,,25.5,18.042,10.5,233.783
2011-05-05,205.217,74.0,45.833,19.0,19.609,10.375,10.708,0.333,,23.1,17.6,12.7,224.826
2011-05-06,208.826,72.0,60.292,52.0,29.0,17.625,20.042,2.417,,23.0,18.483,14.7,237.826
2011-05-07,201.565,74.0,61.083,46.0,27.13,11.75,12.25,0.5,,23.6,19.958,17.8,228.696
2011-05-08,206.652,74.0,47.542,23.0,33.522,11.667,12.417,0.75,,29.0,22.475,17.2,240.174
2011-05-09,207.652,76.0,50.292,25.0,32.435,23.609,26.043,2.435,,27.0,20.471,13.6,240.087
2011-05-10,206.739,95.0,84.792,76.0,63.652,24.625,36.792,12.167,,24.0,21.275,18.6,270.391
2011-05-11,205.391,95.0,92.875,88.0,46.348,18.917,20.833,1.917,,18.6,17.496,16.6,251.739
2011-05-12,214.778,95.0,93.125,88.0,49.778,21.818,27.5,5.682,,20.2,18.429,16.9,264.556
2011-05-13,202.391,93.0,51.875,27.0,31.261,9.0,10.083,1.083,,24.0,20.062,15.3,233.652
2011-05-14,208.174,71.0,42.917,27.0,30.348,15.083,18.125,3.042,,25.6,19.225,12.7,238.522
2011-05-15,206.522,70.0,46.542,25.0,25.087,10.792,11.417,0.625,,25.2,19.521,12.3,231.609
2011-05-16,208.652,78.0,60.333,39.0,32.217,21.522,23.696,2.174,,24.3,19.812,14.8,240.87
2011-05-17,206.13,84.0,58.75,38.0,36.217,18.333,20.042,1.708,,24.8,19.892,15.4,242.348
2011-05-18,205.043,80.0,49.708,21.0,31.609,18.0,19.042,1.042,,27.3,20.208,12.7,236.652
2011-05-19,209.467,75.0,54.292,26.0,46.333,22.875,25.375,2.5,,27.1,20.946,13.8,255.8
2011-05-20,207.565,81.0,59.167,39.0,42.13,19.167,21.167,2.0,,27.7,22.417,17.5,249.696
2011-05-21,206.565,82.0,62.833,42.0,36.087,15.625,17.083,1.458,,30.3,24.175,18.7,242.652
2011-05-22,202.348,89.0,73.625,58.0,40.261,10.25,11.542,1.292,,25.5,21.412,17.5,242.609
2011-05-23,204.826,93.0,77.875,65.0,29.261,16.913,19.217,2.304,,18.3,16.358,14.3,234.087
2011-05-24,202.87,93.0,76.208,57.0,25.826,14.75,16.458,1.708,,20.5,16.679,13.6,228.696
2011-05-25,205.652,72.0,56.792,44.0,29.043,17.792,19.25,1.458,,24.1,20.262,16.8,234.696
2011-05-26,206.714,85.0,64.875,50.0,29.524,19.609,21.826,2.217,,23.3,20.221,17.1,236.238
2011-05-27,203.696,93.0,82.125,69.0,31.087,13.917,15.25,1.333,,20.0,17.788,16.2,234.783
2011-05-28,206.087,95.0,91.792,85.0,42.391,16.375,18.667,2.292,,19.9,18.346,16.4,248.478
2011-05-29,202.391,98.0,94.208,91.0,33.304,8.333,10.583,2.25,,22.9,20.55,18.8,235.696
2011-05-30,202.087,95.0,72.625,52.0,25.652,8.13,10.478,2.348,,24.5,19.858,17.2,227.739
2011-05-31,201.652,74.0,60.583,42.0,20.087,7.167,7.875,0.708,,25.5,20.133,15.7,221.739
2011-06-01,204.435,94.0,87.875,80.0,24.783,19.708,23.667,3.958,,17.7,15.9,15.4,229.217
2011-06-02,205.652,95.0,93.0,87.0,35.957,24.917,29.75,4.833,,18.6,16.888,15.4,241.609
2011-06-03,206.043,96.0,73.875,53.0,40.783,22.792,27.125,4.333,,26.0,20.55,16.1,246.826
2011-06-04,211.217,91.0,70.208,46.0,51.652,19.542,24.042,4.5,,28.5,22.629,17.7,262.87
2011-06-05,209.435,90.0,72.25,54.0,37.826,14.042,14.917,0.875,,25.8,22.446,19.7,247.261
2011-06-06,206.045,86.0,49.375,27.0,29.5,14.304,15.696,1.391,,31.1,24.775,18.1,235.545
2011-06-07,210.348,81.0,65.25,53.0,38.565,24.667,28.833,4.167,,25.4,21.742,19.9,248.913
2011-06-08,204.957,85.0,68.25,50.0,31.261,13.875,14.875,1.0,,27.2,22.75,19.3,236.217
2011-06-09,204.739,81.0,69.208,56.0,30.609,14.208,15.125,0.917,,27.5,23.717,20.9,235.348
2011-06-10,206.933,93.0,78.083,65.0,40.4,19.773,21.955,2.182,,25.5,23.238,21.1,247.333
2011-06-11,,95.0,77.65,63.0,,12.15,14.05,1.9,,26.7,23.24,21.0,
2011-06-12,,95.0,71.708,50.0,,8.792,9.25,0.458,,25.6,21.883,17.6,
2011-06-13,205.222,95.0,68.125,45.0,25.333,8.826,10.783,1.957,,28.7,23.088,17.2,230.556
2011-06-14,204.13,78.0,53.208,36.0,24.522,7.0,8.417,1.417,,30.3,24.738,20.9,228.652
2011-06-15,207.565,80.0,59.042,29.0,26.696,14.458,16.875,2.417,,27.8,22.554,18.9,234.261
2011-06-16,208.522,95.0,83.458,67.0,50.435,20.25,23.667,3.417,,23.4,20.488,18.4,258.957
2011-06-17,205.826,95.0,81.292,67.0,30.435,9.917,11.75,1.833,,24.9,21.638,18.5,236.261
2011-06-18,209.174,95.0,88.542,80.0,41.261,17.167,19.833,2.667,,22.7,21.367,20.6,250.435
2011-06-19,218.739,95.0,85.833,75.0,43.565,11.833,13.5,1.667,,23.8,22.217,20.7,262.304
2011-06-20,210.348,94.0,89.542,77.0,44.696,23.696,29.043,5.348,,24.7,22.662,21.6,255.043
2011-06-21,210.13,96.0,78.167,60.0,38.565,24.083,31.083,7.0,,29.5,25.462,21.7,248.696
2011-06-22,223.652,91.0,70.375,54.0,38.913,24.667,29.792,5.125,,32.8,27.683,22.6,262.565
2011-06-23,211.136,91.0,66.0,47.0,37.773,20.391,35.13,14.739,,35.0,29.808,24.9,248.909
2011-06-24,202.957,76.0,59.625,40.0,37.913,13.958,23.417,9.458,,36.3,30.838,26.5,240.87
2011-06-25,204.217,92.0,68.708,49.0,35.304,10.5,13.292,2.792,,34.5,29.858,25.0,239.522
2011-06-26,196.913,94.0,74.583,58.0,26.739,7.25,10.292,3.042,,31.2,28.125,25.0,223.652
2011-06-27,196.609,93.0,77.625,62.0,26.261,9.217,15.174,5.957,,31.8,28.396,25.0,222.87
2011-06-28,203.048,93.0,66.417,47.0,34.048,12.292,18.292,6.0,,34.7,30.179,25.7,237.095
2011-06-29,207.571,78.0,53.625,34.0,29.619,11.292,14.667,3.375,,38.1,32.358,26.7,237.19
2011-06-30,189.348,68.0,54.458,37.0,27.522,11.5,15.25,3.75,,37.7,31.912,27.6,216.87
2011-07-01,192.696,81.0,64.917,50.0,30.391,13.609,16.783,3.174,,32.5,28.954,26.1,223.087
2011-07-02,193.304,86.0,63.875,42.0,31.826,10.083,14.417,4.333,,35.7,29.692,24.9,225.13
2011-07-03,190.261,90.0,66.958,49.0,28.043,10.5,11.917,1.417,,33.3,29.283,25.9,218.304
2011-07-04,187.826,90.0,72.0,50.0,31.13,13.652,17.696,4.043,,34.5,29.317,24.6,218.957
2011-07-05,192.087,94.0,60.792,35.0,26.739,12.0,14.333,2.333,,34.4,28.762,24.2,218.826
2011-07-06,197.478,93.0,62.667,43.0,28.261,16.458,19.667,3.208,,33.5,27.342,23.4,225.739
2011-07-07,187.95,95.0,92.667,89.0,42.15,17.682,28.273,10.591,,24.9,24.492,24.0,230.1
2011-07-08,199.043,95.0,75.167,59.0,38.652,16.375,23.917,7.542,,33.9,28.962,23.9,237.696
2011-07-09,199.087,87.0,67.75,43.0,33.913,15.0,19.417,4.417,,36.2,30.779,26.9,233.0
2011-07-10,181.739,82.0,69.25,43.0,25.783,8.0,10.417,2.417,,34.9,29.612,26.9,207.522
2011-07-11,183.261,79.0,67.167,51.0,26.478,10.957,18.739,7.783,,33.9,29.896,26.8,209.739
2011-07-12,184.13,82.0,68.417,55.0,27.217,10.583,15.875,5.292,,33.8,29.454,26.7,211.348
2011-07-13,183.348,82.0,66.583,46.0,27.609,10.625,17.083,6.458,,33.9,29.567,26.0,210.957
2011-07-14,184.348,83.0,63.542,36.0,28.174,13.125,20.375,7.25,,34.2,29.479,25.9,212.522
2011-07-15,185.826,80.0,62.375,40.0,27.522,13.042,15.625,2.583,,35.5,29.917,25.4,213.348
2011-07-16,184.261,82.0,65.417,48.0,23.913,12.375,16.625,4.25,,34.5,29.85,26.5,208.174
2011-07-17,181.87,81.0,66.875,48.0,24.783,8.25,10.583,2.333,,33.9,29.738,26.2,206.652
2011-07-18,178.261,77.0,67.792,58.0,22.565,5.826,8.565,2.739,,32.5,29.812,27.8,200.826
2011-07-19,175.739,95.0,86.667,76.0,22.913,6.25,10.292,4.042,,28.5,26.583,24.9,198.652
2011-07-20,180.87,96.0,85.875,69.0,26.478,9.292,12.333,3.042,,29.6,26.812,24.6,207.348
2011-07-21,191.773,89.0,78.333,64.0,30.909,14.591,19.0,4.409,,31.3,26.775,21.9,222.682
2011-07-22,186.391,86.0,75.375,63.0,28.957,15.958,19.958,4.0,,25.7,23.421,21.6,215.348
2011-07-23,191.696,86.0,60.417,38.0,29.043,11.125,12.917,1.792,,34.1,28.125,23.2,220.739
2011-07-24,189.913,84.0,68.292,50.0,23.391,10.083,11.25,1.167,,30.5,27.058,23.1,213.304
2011-07-25,187.773,95.0,87.333,68.0,37.591,19.087,23.13,4.043,,27.7,24.946,22.9,225.364
2011-07-26,193.478,95.0,79.333,61.0,38.87,19.417,26.0,6.583,,30.0,26.696,23.5,232.348
2011-07-27,187.696,94.0,81.333,58.0,37.609,22.667,32.542,9.875,,32.1,27.208,24.7,225.304
2011-07-28,195.957,90.0,66.375,44.0,38.696,16.417,26.875,10.458,,33.7,29.142,25.4,234.652
2011-07-29,184.13,79.0,63.958,49.0,23.391,7.833,11.417,3.583,,33.3,28.862,25.5,207.522
2011-07-30,184.0,81.0,63.375,42.0,21.609,8.083,8.875,0.792,,35.6,29.804,26.3,205.609
2011-07-31,187.913,82.0,69.417,56.0,26.609,10.792,11.25,0.458,,32.5,27.942,25.3,214.522
2011-08-01,188.913,76.0,64.875,54.0,27.783,12.043,14.217,2.174,,30.9,27.708,25.5,216.696
2011-08-02,190.522,90.0,79.542,65.0,39.261,17.792,20.458,2.667,,27.7,25.512,23.5,229.783
2011-08-03,188.565,90.0,71.208,54.0,35.304,15.917,22.667,6.75,,32.4,28.154,24.3,223.87
2011-08-04,183.864,86.0,66.125,50.0,28.182,11.565,15.522,3.957,,33.4,29.392,25.7,212.045
2011-08-05,182.783,83.0,71.667,57.0,24.957,12.0,15.667,3.667,,33.1,28.888,26.6,207.739
2011-08-06,182.261,87.0,70.667,48.0,25.87,10.75,14.25,3.5,,35.5,30.096,26.7,208.13
2011-08-07,185.261,77.0,62.042,44.0,25.522,9.0,10.292,1.292,,34.9,31.092,27.3,210.783
2011-08-08,186.696,80.0,65.417,47.0,32.696,16.174,18.043,1.87,,36.4,31.167,27.9,219.391
2011-08-09,190.478,80.0,64.333,46.0,32.043,18.583,21.625,3.042,,35.8,31.371,27.1,222.522
2011-08-10,186.87,80.0,62.708,47.0,28.696,14.042,15.792,1.75,,36.9,32.271,28.2,215.565
2011-08-11,183.13,67.0,55.25,40.0,19.435,6.375,7.25,0.875,,37.3,31.992,28.3,202.565
2011-08-12,187.304,73.0,54.0,34.0,20.609,8.75,9.917,1.167,,38.1,31.746,26.7,207.913
2011-08-13,183.478,73.0,58.042,40.0,20.391,6.667,7.292,0.625,,36.9,32.175,28.2,203.87
2011-08-14,192.087,80.0,64.333,49.0,45.435,8.875,9.875,1.0,,35.7,31.371,28.2,237.522
2011-08-15,204.3,87.0,70.292,50.0,54.2,10.522,11.957,1.435,,34.0,29.942,27.1,258.5
2011-08-16,197.333,91.0,78.292,51.0,32.667,10.25,11.417,1.167,,33.6,28.438,25.9,230.0
2011-08-17,203.261,89.0,70.708,53.0,35.043,16.917,20.125,3.208,,34.2,30.108,25.9,238.304
2011-08-18,194.2,86.0,64.625,48.0,25.75,14.381,17.0,2.619,,36.5,31.388,27.1,219.95
2011-08-19,196.435,90.0,68.375,50.0,22.739,12.208,15.083,2.875,,33.5,29.025,26.1,219.174
2011-08-20,191.174,96.0,84.625,66.0,29.435,15.708,17.125,1.417,,26.9,23.933,21.8,220.609
2011-08-21,198.565,96.0,92.292,84.0,39.478,16.5,18.583,2.083,,25.6,23.942,22.0,238.043
2011-08-22,189.522,97.0,77.625,52.0,26.739,13.217,15.348,2.13,,32.4,26.458,22.4,216.261
2011-08-23,184.174,93.0,76.875,57.0,22.739,14.667,18.292,3.625,,33.0,28.346,25.2,206.913
2011-08-24,181.957,88.0,73.042,52.0,20.261,11.708,17.875,6.167,,32.9,28.717,25.9,202.217
2011-08-25,181.522,92.0,80.833,68.0,25.217,12.875,23.208,10.333,,29.0,27.104,25.8,206.739
2011-08-26,187.304,87.0,74.5,54.0,29.261,16.0,24.25,8.25,,32.9,28.221,25.6,216.565
2011-08-27,185.304,97.0,79.458,63.0,24.739,9.333,13.792,4.458,,31.1,27.896,25.2,210.043
2011-08-28,190.783,89.0,75.375,56.0,24.783,8.417,9.708,1.292,,32.2,27.792,25.3,215.565
2011-08-29,197.389,88.0,70.042,52.0,30.722,13.783,17.348,3.565,,32.6,28.458,24.6,228.111
2011-08-30,196.087,81.0,63.542,45.0,31.609,14.458,17.208,2.75,,35.3,29.721,25.7,227.696
2011-08-31,191.609,79.0,62.417,52.0,30.739,15.333,18.583,3.25,,32.5,29.588,26.8,222.348
2011-09-01,184.182,90.0,65.792,54.0,26.773,9.826,17.13,7.304,,33.0,30.012,26.5,210.955
2011-09-02,188.652,89.0,74.0,54.0,24.696,7.458,18.0,10.542,,31.5,28.554,26.7,213.348
2011-09-03,177.13,89.0,77.542,71.0,13.696,2.5,3.583,1.083,,29.7,28.225,26.7,190.826
2011-09-04,178.261,94.0,87.792,78.0,17.087,5.458,6.208,0.75,,27.4,25.371,23.4,195.348
2011-09-05,183.478,96.0,79.208,62.0,24.739,9.783,12.217,2.435,,28.4,25.017,22.8,208.217
2011-09-06,188.739,79.0,54.708,32.0,17.087,8.375,9.5,1.125,,30.6,24.912,20.3,205.826
2011-09-07,194.13,79.0,54.458,30.0,24.087,19.25,23.125,3.875,,31.6,24.675,17.6,218.217
