date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,200.913,20.957,25.375,39.208,13.833,22.208,221.87
2011-01-02,196.652,12.217,14.435,20.87,6.435,9.708,208.87
2011-01-03,192.261,10.261,18.042,25.667,7.625,10.417,202.522
2011-01-04,193.217,6.435,12.25,14.083,1.833,20.583,199.652
2011-01-05,195.261,11.739,28.333,44.875,16.542,11.208,207.0
2011-01-06,192.087,13.783,32.542,52.583,20.042,13.25,205.87
2011-01-07,193.957,17.522,24.042,41.583,17.542,8.708,211.478
2011-01-08,193.13,12.087,21.583,32.792,11.208,12.0,205.217
2011-01-09,194.391,13.13,25.304,36.391,11.087,13.25,207.522
2011-01-10,,,35.136,86.864,51.727,25.478,
2011-01-11,,,17.292,36.708,19.417,18.042,
2011-01-12,,,17.375,29.083,11.708,10.625,
2011-01-13,,,21.458,53.25,31.792,14.083,
2011-01-14,,,14.5,20.625,6.125,12.917,
2011-01-15,,,13.458,20.375,6.917,14.75,
2011-01-16,,,23.348,34.217,10.87,17.5,
2011-01-17,,,25.792,48.417,22.625,18.333,
2011-01-18,,,35.708,104.542,68.833,28.125,
2011-01-19,,,38.75,101.208,62.458,30.417,
2011-01-20,,,30.458,49.667,19.208,12.375,
2011-01-21,,,27.833,41.458,13.625,15.792,
2011-01-22,,,14.583,20.417,5.833,7.375,
2011-01-23,,,18.0,38.174,20.174,7.417,
2011-01-24,,,13.75,20.875,7.125,6.375,
2011-01-25,,,13.958,18.417,4.458,16.083,
2011-01-26,,,14.0,20.417,6.417,7.375,
2011-01-27,,,21.542,42.167,20.625,15.0,
2011-01-28,,,17.292,24.125,6.833,18.042,
2011-01-29,,,8.208,10.583,2.375,10.167,
2011-01-30,,,16.429,34.476,18.048,8.0,
2011-01-31,,,22.208,42.417,20.208,11.042,
2011-02-01,,,19.125,47.792,28.667,13.292,
2011-02-02,,,11.583,13.542,1.958,7.458,
2011-02-03,,,30.652,72.435,41.783,15.545,
