date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,198.167,4.333,97.0,84.0,65.0,10.958,13.333,17.542,4.208,1.042,25.208,7.7,2.508,-1.9,209.125
2011-01-02,195.083,3.417,98.0,75.167,44.0,9.125,8.333,12.458,4.125,0.708,19.375,10.8,4.0,-1.6,204.208
2011-01-03,187.083,2.375,84.0,55.042,29.0,3.292,5.167,6.333,1.167,0.417,2.333,9.6,3.921,-2.1,190.375
2011-01-04,191.375,3.292,95.0,66.208,39.0,7.083,10.208,13.083,2.875,1.083,8.75,9.6,3.042,-3.6,198.458
2011-01-05,188.25,2.0,76.0,46.167,28.0,3.125,4.917,6.042,1.125,0.875,2.375,8.1,3.838,-1.1,191.375
2011-01-06,191.87,3.208,90.0,69.167,39.0,9.739,17.864,23.409,5.545,0.955,16.458,9.1,1.675,-3.6,201.609
2011-01-07,192.167,2.87,97.0,65.667,30.0,9.208,12.792,17.75,4.958,0.667,8.125,8.2,1.275,-4.6,201.375
2011-01-08,191.542,3.0,94.0,68.292,36.0,7.417,16.667,24.5,7.833,1.083,9.708,8.1,1.275,-5.0,198.958
2011-01-09,192.458,3.167,98.0,76.625,50.0,9.333,17.417,23.0,5.583,1.583,17.75,11.0,4.071,-0.4,201.792
2011-01-10,190.333,2.875,98.0,72.333,39.0,8.333,21.458,27.917,6.458,1.708,11.667,10.2,4.592,-2.6,198.667
2011-01-11,188.625,2.375,98.0,80.667,47.0,6.5,12.458,16.75,4.292,1.167,12.792,10.1,3.471,-2.2,195.125
2011-01-12,188.542,2.833,94.0,61.083,37.0,7.375,16.458,25.583,9.125,0.875,9.917,5.9,0.183,-5.5,195.917
2011-01-13,193.421,4.875,97.0,71.917,38.0,17.947,26.913,46.87,19.957,2.0,22.917,10.4,1.921,-5.1,211.368
2011-01-14,192.833,3.348,97.0,65.583,31.0,6.125,11.917,16.167,4.25,1.0,8.25,7.5,1.283,-4.7,198.958
2011-01-15,194.292,3.167,86.0,65.333,42.0,6.167,10.875,12.917,2.042,1.0,14.625,6.3,1.604,-2.4,200.458
2011-01-16,191.208,2.167,70.0,58.875,44.0,3.542,9.042,10.333,1.292,1.0,11.625,4.8,2.654,0.6,194.75
2011-01-17,189.625,2.583,95.0,69.0,45.0,4.708,12.667,18.875,6.208,1.0,10.875,7.1,2.629,-2.5,194.333
2011-01-18,193.667,3.167,97.0,77.833,48.0,9.75,21.917,32.917,11.0,1.167,23.083,9.8,2.175,-5.0,203.417
2011-01-19,194.958,3.292,98.0,79.125,63.0,11.292,14.667,26.833,12.167,1.583,26.708,9.9,4.342,-3.1,206.25
2011-01-20,186.174,1.75,98.0,92.792,75.0,2.348,4.286,5.286,1.0,1.19,14.957,5.6,4.467,3.0,188.522
2011-01-21,186.542,2.0,98.0,97.25,94.0,3.083,6.667,7.875,1.208,0.333,8.958,4.3,3.158,2.1,189.625
2011-01-22,187.292,2.167,99.0,98.917,98.0,4.25,7.125,8.333,1.208,0.292,8.958,6.6,4.296,0.9,191.542
2011-01-23,191.458,3.375,99.0,96.417,81.0,9.042,12.5,23.167,10.667,0.625,11.75,8.1,3.038,-0.7,200.5
2011-01-24,190.792,2.875,99.0,90.792,61.0,6.833,12.25,18.208,5.958,0.542,13.667,4.0,0.758,-2.4,197.625
2011-01-25,193.125,3.458,98.0,81.792,41.0,11.208,18.375,30.792,12.417,0.875,17.958,8.4,1.671,-3.2,204.333
2011-01-26,189.333,2.417,98.0,71.333,36.0,4.708,11.542,14.042,2.5,0.958,9.542,5.2,0.088,-4.5,194.042
2011-01-27,191.652,3.043,98.0,79.917,48.0,9.478,16.522,24.304,7.783,1.13,12.333,6.4,-0.617,-7.1,201.13
2011-01-28,189.333,2.652,96.0,67.375,37.0,5.083,9.75,11.125,1.375,1.375,14.542,5.3,-0.175,-4.2,194.417
2011-01-29,188.208,2.0,85.0,49.667,29.0,3.958,3.708,4.708,1.0,0.958,5.5,5.1,1.046,-3.7,192.167
2011-01-30,188.708,3.458,85.0,54.708,28.0,8.75,13.583,30.75,17.167,1.042,9.542,5.3,0.329,-4.6,197.458
2011-01-31,192.333,3.75,96.0,64.292,33.0,12.917,19.958,35.417,15.458,1.625,13.542,8.6,0.754,-7.2,205.25
2011-02-01,187.292,3.083,93.0,60.875,43.0,8.0,11.167,14.292,3.125,2.042,13.375,11.6,4.292,-4.6,195.292
2011-02-02,186.833,2.125,75.0,44.083,21.0,4.583,6.292,7.542,1.25,1.25,7.25,4.8,0.767,-3.7,191.417
2011-02-03,191.391,3.75,95.0,62.583,26.0,8.087,19.182,33.409,14.227,1.273,9.458,6.5,-0.821,-7.2,199.478
2011-02-04,195.833,4.957,96.0,62.625,26.0,15.708,24.083,52.25,28.167,1.792,17.667,11.0,1.65,-6.4,211.542
2011-02-05,189.917,3.042,98.0,69.292,44.0,3.75,9.042,10.667,1.625,2.292,14.875,8.6,3.954,-3.3,193.667
2011-02-06,193.167,3.958,99.0,97.917,95.0,10.5,22.208,29.583,7.375,1.0,49.333,4.8,2.996,-1.5,203.667
2011-02-07,189.625,4.375,99.0,98.792,98.0,12.458,20.333,29.833,9.5,0.875,35.708,15.5,7.75,3.9,202.083
2011-02-08,186.833,2.833,99.0,73.625,41.0,5.167,9.583,10.958,1.375,1.0,11.125,7.5,5.625,2.6,192.0
2011-02-09,186.875,2.292,86.0,55.083,26.0,3.333,9.833,12.333,2.5,1.125,4.167,7.2,2.171,-2.8,190.208
2011-02-10,190.565,2.833,97.0,73.625,40.0,7.826,14.087,18.696,4.609,1.217,13.083,9.0,2.854,-2.9,198.391
2011-02-11,189.458,3.0,98.0,72.792,34.0,6.292,13.583,19.208,5.625,1.042,15.125,8.7,2.817,-3.0,195.75
2011-02-12,190.708,2.417,93.0,57.417,29.0,5.667,7.833,9.542,1.708,0.958,8.458,8.4,2.675,-3.3,196.375
2011-02-13,192.667,2.958,90.0,78.917,59.0,7.875,15.75,20.75,5.0,1.208,15.458,9.5,3.462,-4.0,200.542
2011-02-14,187.917,2.458,98.0,96.25,85.0,7.25,13.292,14.375,1.083,0.958,24.75,6.6,5.079,3.9,195.167
2011-02-15,191.875,4.5,99.0,91.875,70.0,16.667,21.792,31.125,9.333,1.125,50.458,8.0,5.567,3.2,208.542
2011-02-16,187.5,2.167,98.0,82.292,61.0,4.5,10.625,11.875,1.25,1.083,14.458,3.4,1.512,-0.2,192.0
2011-02-17,187.565,2.417,98.0,90.375,68.0,4.609,9.667,12.095,2.429,1.095,14.583,6.5,2.158,-0.4,192.174
2011-02-18,189.0,2.0,98.0,66.542,30.0,2.208,5.333,6.583,1.25,1.0,8.542,5.1,0.367,-4.1,191.208
2011-02-19,192.167,2.625,97.0,65.292,29.0,4.5,12.25,14.75,2.5,1.0,9.208,7.0,0.012,-7.1,196.667
2011-02-20,195.167,4.0,97.0,81.824,43.0,10.292,22.792,35.625,12.833,1.667,17.083,7.5,-0.465,-6.3,205.458
2011-02-21,195.917,3.75,98.0,63.708,19.0,10.875,20.667,34.708,14.042,1.583,18.292,13.4,5.225,-3.2,206.792
2011-02-22,189.875,2.875,91.0,72.917,61.0,3.875,14.417,16.333,1.917,3.958,22.958,9.1,6.417,1.9,193.75
2011-02-23,190.375,3.917,99.0,97.458,83.0,11.042,19.542,23.833,4.292,1.25,35.958,8.1,5.583,3.7,201.417
2011-02-24,191.0,3.565,98.0,70.125,41.0,6.273,14.826,16.435,1.609,3.522,28.318,13.2,8.558,3.9,197.273
2011-02-25,188.5,3.0,98.0,96.958,90.0,4.292,8.375,9.417,1.042,1.292,15.542,8.3,5.508,3.3,192.792
2011-02-26,188.708,2.125,98.0,78.208,54.0,3.458,6.5,7.75,1.25,0.958,7.667,8.7,4.883,1.8,192.167
2011-02-27,190.125,2.167,88.0,54.833,27.0,3.75,6.875,8.125,1.25,0.875,8.208,8.1,3.488,0.1,193.875
2011-02-28,190.958,2.083,75.0,62.208,52.0,3.792,11.167,12.833,1.667,1.75,7.083,5.9,2.738,-1.4,194.75
2011-03-01,188.875,2.292,98.0,97.042,93.0,5.625,13.625,16.083,2.458,0.792,17.25,10.8,6.7,2.9,194.5
2011-03-02,186.565,2.333,98.0,96.208,87.0,3.391,11.455,13.045,1.591,1.318,16.208,9.6,6.65,3.6,189.957
2011-03-03,188.417,2.435,98.0,83.292,67.0,2.25,6.208,7.458,1.25,1.542,13.0,9.8,6.104,3.3,190.667
2011-03-04,190.25,2.542,97.0,80.417,73.0,2.292,8.708,10.167,1.458,3.458,15.0,6.2,5.008,3.2,192.542
2011-03-05,189.083,2.583,99.0,98.5,98.0,5.917,13.708,15.625,1.917,1.0,16.75,14.3,6.529,2.6,195.0
2011-03-06,186.583,2.958,99.0,97.667,95.0,6.875,19.25,23.667,4.417,1.25,21.583,14.2,10.638,7.8,193.458
2011-03-07,186.875,3.125,99.0,81.292,63.0,3.917,14.292,16.083,1.792,2.0,25.583,13.8,11.442,9.9,190.792
2011-03-08,186.833,2.083,97.0,89.875,75.0,2.25,6.083,7.167,1.083,1.542,17.042,9.8,8.292,6.3,189.083
2011-03-09,187.348,2.0,98.0,98.0,98.0,2.609,5.087,6.087,1.0,1.0,17.167,8.4,7.488,6.2,189.957
2011-03-10,187.375,2.0,98.0,97.083,94.0,1.958,3.708,4.708,1.0,1.0,5.708,5.9,4.729,3.9,189.333
2011-03-11,187.792,2.125,98.0,88.292,74.0,3.458,6.875,8.208,1.333,1.458,9.75,9.9,6.121,2.6,191.25
2011-03-12,187.958,2.25,98.0,60.625,32.0,2.667,6.792,8.833,2.042,1.167,3.5,11.3,5.592,-0.6,190.625
2011-03-13,189.125,2.125,86.0,53.583,31.0,2.667,7.583,8.625,1.042,1.208,4.708,10.2,5.446,2.0,191.792
2011-03-14,190.417,2.417,88.0,69.833,47.0,4.167,16.333,18.875,2.542,1.917,7.917,11.2,5.675,1.0,194.583
2011-03-15,194.0,2.833,98.0,65.458,29.0,11.417,15.0,21.167,6.167,1.5,17.875,12.8,4.933,-2.2,205.417
2011-03-16,190.391,2.667,95.0,69.0,42.0,10.783,20.545,24.591,4.045,2.136,15.917,10.1,4.429,-3.6,201.174
2011-03-17,194.083,3.652,99.0,94.042,77.0,14.208,16.792,22.042,5.25,1.583,25.792,12.1,8.596,7.3,208.292
2011-03-18,188.625,3.917,99.0,98.458,96.0,12.375,15.625,18.5,2.875,2.125,42.542,11.8,8.812,6.9,201.0
2011-03-19,184.917,2.25,99.0,67.917,31.0,6.458,8.25,9.25,1.0,1.917,9.125,11.7,8.275,6.0,191.375
2011-03-20,185.917,2.375,98.0,82.0,67.0,7.083,12.167,14.375,2.208,2.125,13.542,11.3,6.392,2.0,193.0
2011-03-21,186.167,2.208,97.0,57.458,27.0,5.625,7.917,8.792,0.875,1.458,7.292,11.0,5.379,-0.3,191.792
2011-03-22,192.042,5.042,97.0,73.75,43.0,16.375,28.583,45.625,17.042,3.292,22.542,14.0,6.408,-2.2,208.417
2011-03-23,196.087,5.043,98.0,95.5,81.0,15.783,20.696,37.217,16.522,2.261,44.833,11.4,8.212,3.6,211.87
2011-03-24,186.792,2.957,98.0,98.0,98.0,7.25,10.958,12.667,1.708,1.667,8.708,8.6,6.7,3.0,194.042
2011-03-25,192.375,2.75,99.0,67.292,37.0,9.625,8.25,10.5,2.25,1.583,7.875,13.5,7.15,0.6,202.0
2011-03-26,191.5,2.75,97.0,69.833,30.0,8.25,15.583,19.208,3.625,1.917,10.208,11.1,4.238,-2.6,199.75
2011-03-27,196.292,2.875,98.0,64.542,22.0,10.25,14.667,18.708,4.042,1.833,12.083,14.3,6.408,-2.0,206.542
2011-03-28,195.167,3.417,98.0,73.292,31.0,12.167,17.167,20.958,3.792,3.042,23.583,17.5,8.45,-0.2,207.333
2011-03-29,194.25,2.333,98.0,63.125,25.0,6.625,7.167,9.125,1.958,1.917,13.25,15.9,8.462,-1.3,200.875
2011-03-30,186.667,2.083,86.0,68.583,50.0,4.905,4.857,5.714,0.857,2.095,20.826,18.6,13.846,8.3,191.571
2011-03-31,182.75,1.739,98.0,76.25,55.0,4.0,2.708,3.542,0.833,1.125,24.833,19.5,13.862,7.1,186.75
