date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-19,88.0,64.167,47.0,18.273,29.591,11.318,,0.0,2.087,24.833,10.5,5.638,1.3
2011-01-20,93.0,87.042,66.0,10.875,11.417,0.542,,15.0,1.0,16.792,5.7,3.283,2.4
2011-01-21,95.0,86.708,77.0,12.25,12.875,0.625,,17.0,0.542,10.375,3.7,3.412,3.2
2011-01-22,97.0,93.375,85.0,11.292,12.917,1.625,,21.0,1.0,8.375,6.9,4.658,1.7
2011-01-23,98.0,85.583,61.0,16.833,25.833,9.0,,6.0,1.458,12.833,9.0,4.517,1.0
2011-01-24,94.0,71.0,39.0,13.273,15.0,1.727,,1.0,0.818,8.182,4.9,1.736,-0.2
2011-01-25,95.0,71.958,30.0,16.542,26.708,10.167,,0.0,1.167,13.0,8.9,3.012,-0.9
2011-01-26,95.0,58.174,24.0,15.857,20.381,4.524,,0.0,1.136,12.87,5.8,1.317,-2.6
2011-01-27,83.0,61.167,34.0,16.542,26.375,9.833,,0.0,2.0,12.167,7.2,1.788,-4.3
2011-01-28,89.0,51.75,27.0,11.0,15.917,4.917,,0.0,1.417,11.458,5.5,1.388,-2.9
2011-01-29,51.0,33.792,22.0,6.333,7.083,0.75,,0.0,1.292,7.0,5.9,2.696,-0.3
2011-01-30,60.0,34.5,24.0,13.292,15.792,2.5,,0.0,1.333,9.208,6.2,3.0,-0.4
2011-01-31,80.0,51.333,31.0,16.542,24.167,7.625,,0.0,1.583,9.125,9.0,2.458,-4.3
2011-02-01,73.0,45.913,32.0,8.565,10.304,1.739,,0.0,2.87,15.957,11.8,6.178,-2.7
2011-02-02,68.0,32.708,16.0,13.227,15.136,1.909,,0.0,3.043,8.042,5.0,2.162,-2.0
2011-02-03,80.0,47.917,17.0,15.458,19.792,4.333,,0.0,2.417,13.583,6.1,1.1,-3.9
2011-02-04,87.0,58.542,31.0,14.417,19.958,5.542,,0.0,1.208,13.958,11.3,3.738,-3.6
2011-02-05,80.0,56.667,31.0,15.875,18.708,2.833,,0.0,2.125,18.708,9.4,3.429,-2.0
2011-02-06,96.0,89.25,81.0,31.458,43.042,11.583,,8.0,1.583,34.25,4.6,3.504,0.6
2011-02-07,98.0,94.167,86.0,22.167,33.042,10.875,,52.0,1.5,33.75,17.3,10.625,4.7
2011-02-08,97.0,60.958,36.0,14.625,16.292,1.667,,0.0,1.417,11.913,8.3,6.046,3.0
2011-02-09,82.0,48.042,22.0,11.636,16.091,4.455,,0.0,1.13,6.583,8.7,4.092,-1.6
2011-02-10,79.0,56.958,30.0,17.792,23.458,5.667,,0.0,2.125,11.458,8.9,3.796,-0.9
2011-02-11,92.0,56.292,28.0,12.542,14.375,1.833,,0.0,1.625,13.417,7.8,4.158,0.1
2011-02-12,82.0,44.0,25.0,9.792,11.458,1.667,,0.0,1.333,9.583,9.3,4.479,-1.5
2011-02-13,87.0,53.833,35.0,24.875,33.375,8.5,,0.0,4.042,21.417,8.6,4.771,-0.6
2011-02-14,95.0,88.875,66.0,30.167,36.875,6.708,,7.0,1.958,34.917,5.7,4.629,3.8
2011-02-15,96.0,70.167,43.0,28.333,37.083,8.75,,1.0,2.458,29.75,10.7,7.158,4.6
2011-02-16,92.0,71.583,39.0,12.591,14.909,2.318,,1.0,1.565,15.625,5.1,2.212,0.7
2011-02-17,96.0,72.458,27.0,15.292,19.917,4.625,,4.0,2.208,18.375,7.5,3.379,0.6
2011-02-18,90.0,44.458,18.0,7.75,9.542,1.792,,0.0,1.333,9.875,6.5,2.492,-1.2
2011-02-19,75.0,48.708,22.0,11.167,13.042,1.875,,0.0,2.083,11.583,7.1,1.192,-3.6
2011-02-20,86.0,57.042,23.0,17.625,24.25,6.625,,0.0,2.625,13.667,9.8,3.3,-3.2
2011-02-21,91.0,56.583,21.0,19.5,26.958,7.458,,0.0,2.0,15.458,11.8,5.379,-2.1
2011-02-22,75.0,60.292,52.0,10.667,12.083,1.417,,0.0,2.542,21.875,9.5,7.1,5.1
2011-02-23,96.0,89.708,58.0,31.5,48.25,16.75,,35.0,3.19,32.708,9.6,6.433,4.2
2011-02-24,72.0,46.958,23.0,11.875,12.917,1.042,,0.0,3.375,24.292,14.0,10.488,7.8
2011-02-25,94.0,89.0,76.0,14.792,16.333,1.542,,13.0,1.458,16.958,9.5,5.862,4.0
2011-02-26,79.0,53.583,33.0,8.0,8.833,0.833,,0.0,1.208,7.75,7.5,5.433,3.7
2011-02-27,41.0,29.917,22.0,6.833,7.875,1.042,,0.0,0.917,8.167,8.6,4.471,1.8
2011-02-28,61.0,45.333,34.0,8.083,9.333,1.25,,0.0,1.708,8.958,5.3,2.933,0.4
2011-03-01,95.0,83.542,71.0,21.045,25.818,4.773,,1.0,2.0,18.5,10.2,7.471,4.0
2011-03-02,95.0,90.958,80.0,16.083,17.417,1.333,,22.0,1.25,15.125,8.4,6.758,4.2
2011-03-03,95.0,70.083,46.0,9.375,10.625,1.25,,1.0,2.208,13.667,10.7,6.629,3.6
2011-03-04,86.0,65.292,60.0,5.75,6.042,0.292,,0.0,1.542,15.208,6.3,5.25,3.8
2011-03-05,96.0,94.583,88.0,24.875,30.75,5.875,,46.0,1.5,13.125,7.6,5.2,3.0
2011-03-06,97.0,86.708,66.0,23.875,43.458,19.583,,21.0,2.792,23.917,17.2,12.946,7.7
2011-03-07,98.0,79.458,60.0,14.542,17.167,2.625,,0.0,2.417,24.333,13.8,11.354,10.1
2011-03-08,92.0,75.375,62.0,11.273,11.909,0.636,,2.0,1.609,16.0,9.7,8.271,6.8
2011-03-09,95.0,93.875,93.0,13.083,13.625,0.542,,33.0,0.75,13.125,7.8,6.988,5.3
2011-03-10,95.0,87.167,77.0,7.375,7.708,0.333,,21.0,0.25,5.208,6.3,4.721,3.4
2011-03-11,82.0,66.625,42.0,8.125,8.958,0.833,,0.0,2.167,12.708,12.1,7.683,3.9
2011-03-12,79.0,42.333,25.0,9.5,10.583,1.083,,0.0,1.833,6.667,12.0,7.175,2.5
2011-03-13,66.0,33.75,17.0,13.625,14.833,1.208,,0.0,1.292,7.458,10.0,6.442,2.5
2011-03-14,79.0,56.5,29.0,12.333,13.625,1.292,,0.0,3.0,10.708,11.0,6.312,2.0
2011-03-15,90.0,52.792,24.0,14.136,22.318,8.182,,0.0,2.739,16.375,12.8,6.45,-0.1
2011-03-16,67.0,46.125,23.0,11.542,13.958,2.417,,0.0,2.625,15.25,11.3,6.658,-0.8
2011-03-17,96.0,86.542,61.0,7.958,9.125,1.167,,22.0,1.417,14.0,14.7,11.283,8.3
2011-03-18,97.0,93.292,85.0,17.875,22.958,5.083,,0.0,2.417,32.042,12.6,9.562,6.7
2011-03-19,97.0,47.5,28.0,13.833,15.125,1.292,,0.0,2.125,11.875,10.4,8.892,7.3
2011-03-20,79.0,47.125,33.0,14.25,16.5,2.25,,0.0,2.375,12.958,12.1,7.988,5.1
2011-03-21,66.0,33.417,16.0,10.958,12.125,1.167,,0.0,1.292,8.958,11.3,7.338,3.1
2011-03-22,87.0,61.167,35.0,18.136,22.045,3.909,,0.0,2.609,20.167,15.1,9.133,0.3
2011-03-23,97.0,82.417,56.0,43.174,53.87,10.696,,25.0,3.174,35.625,10.5,8.629,7.5
2011-03-24,97.0,91.958,77.0,17.208,20.417,3.208,,7.0,1.75,18.625,10.0,8.254,6.0
2011-03-25,93.0,52.042,28.0,8.458,9.875,1.417,,1.0,1.167,8.375,14.0,8.862,2.3
2011-03-26,84.0,50.417,25.0,13.375,15.708,2.333,,0.0,1.875,12.375,11.1,6.05,0.1
2011-03-27,81.0,54.958,22.0,10.875,13.292,2.417,,0.0,1.25,11.333,13.4,7.425,-0.1
2011-03-28,91.0,56.208,30.0,11.208,14.417,3.208,,0.0,2.917,22.792,17.9,10.025,2.2
2011-03-29,61.0,38.458,11.0,8.042,9.042,1.0,,0.0,2.0,11.75,16.5,11.271,6.4
2011-03-30,70.0,61.375,51.0,4.625,5.208,0.583,,0.0,1.75,14.917,17.5,14.525,12.5
2011-03-31,89.0,62.083,42.0,2.917,3.042,0.125,,8.0,1.083,13.917,19.0,14.304,7.2
2011-04-01,79.0,51.417,25.0,8.364,9.318,0.955,,0.0,2.217,14.083,15.6,10.258,1.7
2011-04-02,77.0,56.458,39.0,9.458,9.625,0.167,,0.0,2.708,26.375,17.9,14.621,10.8
2011-04-03,67.0,48.292,31.0,5.042,5.167,0.125,,0.0,0.667,10.958,10.2,7.825,6.6
2011-04-04,65.0,47.25,20.0,8.25,9.042,0.792,,0.0,0.833,11.667,13.3,8.238,4.0
2011-04-05,70.0,38.792,18.0,11.333,12.583,1.25,,0.0,1.958,11.292,15.2,8.392,1.9
2011-04-06,87.0,54.875,16.0,12.417,15.375,2.958,,0.0,2.042,19.609,18.7,11.721,2.4
2011-04-07,71.0,61.083,46.0,6.375,6.625,0.25,,0.0,2.25,13.625,18.4,15.275,12.6
2011-04-08,82.0,64.875,53.0,4.318,4.5,0.182,,0.0,1.391,14.792,17.3,16.179,14.7
2011-04-09,93.0,85.75,72.0,4.167,4.25,0.083,,6.0,0.542,12.208,16.8,15.858,12.5
2011-04-10,92.0,64.417,33.0,5.333,5.625,0.292,,1.0,1.375,14.75,18.0,13.388,10.1
2011-04-11,91.0,67.125,38.0,9.458,11.292,1.833,,0.0,2.125,21.083,18.4,13.417,8.1
2011-04-12,78.0,38.958,14.0,7.542,8.208,0.667,,0.0,1.125,13.833,15.3,10.442,6.2
2011-04-13,84.0,55.5,24.0,9.917,11.625,1.708,,0.0,2.0,21.667,18.2,12.525,4.3
2011-04-14,87.0,57.583,19.0,16.625,19.583,2.958,,0.0,3.917,30.625,22.0,15.238,7.3
2011-04-15,90.0,72.0,54.0,5.227,5.5,0.273,,1.0,2.957,24.875,20.3,16.925,14.7
2011-04-16,91.0,68.75,35.0,5.167,5.292,0.125,,1.0,1.333,19.958,21.3,17.625,13.3
2011-04-17,78.0,50.5,34.0,4.667,4.792,0.125,,0.0,1.167,13.75,17.1,13.333,10.2
2011-04-18,87.0,64.917,48.0,4.042,4.125,0.083,,1.0,0.25,10.792,17.4,14.233,11.1
2011-04-19,95.0,75.25,44.0,11.875,14.583,2.708,,20.0,2.583,13.542,18.3,12.079,7.1
2011-04-20,85.0,61.083,36.0,7.167,8.417,1.25,,0.0,1.458,7.75,16.5,10.446,4.0
2011-04-21,88.0,69.583,55.0,5.542,6.25,0.708,,0.0,1.542,10.167,16.8,12.771,9.0
2011-04-22,88.0,69.583,45.0,9.182,10.409,1.227,,0.0,1.261,17.625,18.5,15.421,11.6
2011-04-23,90.0,84.958,73.0,1.542,1.667,0.125,,30.0,0.458,10.292,19.0,16.608,14.4
2011-04-24,84.0,51.708,35.0,5.042,5.458,0.417,,0.0,1.125,13.292,19.7,16.304,13.0
2011-04-25,90.0,56.125,30.0,11.083,11.875,0.792,,0.0,1.708,16.375,18.7,14.404,8.1
2011-04-26,86.0,60.667,32.0,8.75,10.208,1.458,,0.0,1.792,17.0,20.2,15.258,7.4
2011-04-27,88.0,72.375,59.0,2.208,2.375,0.167,,0.0,1.333,37.083,22.3,19.633,17.1
2011-04-28,91.0,65.208,39.0,5.125,5.292,0.167,,4.0,1.458,19.792,20.8,18.075,14.7
2011-04-29,77.0,53.292,32.0,6.682,7.727,1.045,,0.0,1.261,12.375,19.4,14.792,11.1
2011-04-30,90.0,73.125,43.0,6.042,7.417,1.375,,0.0,1.167,18.0,19.3,15.95,9.2
2011-05-01,94.0,80.542,63.0,3.375,4.167,0.792,,2.0,1.042,19.292,20.1,17.733,16.0
2011-05-02,93.0,57.958,20.0,10.125,11.75,1.625,,0.0,1.333,54.083,23.4,18.067,13.2
2011-05-03,92.0,80.208,64.0,6.292,7.292,1.0,,1.0,0.667,45.792,18.3,15.492,12.8
2011-05-04,92.0,66.833,43.0,5.292,6.208,0.917,,1.0,1.792,18.125,21.6,16.6,12.8
2011-05-05,88.0,71.917,55.0,3.792,4.625,0.833,,0.0,0.958,21.458,17.8,15.212,12.0
2011-05-06,86.0,70.333,53.0,14.636,15.727,1.091,,0.0,3.0,23.435,21.6,16.346,12.2
2011-05-07,93.0,86.625,75.0,8.5,8.917,0.417,,3.0,0.375,19.292,18.6,16.492,14.5
2011-05-08,95.0,69.417,36.0,9.417,10.0,0.583,,0.0,1.667,20.625,23.6,19.633,13.8
2011-05-09,80.0,58.75,31.0,6.0,6.25,0.25,,0.0,1.208,21.333,22.9,18.671,12.7
2011-05-10,94.0,79.125,55.0,6.958,7.917,0.958,,19.0,1.5,32.0,27.1,21.271,17.1
2011-05-11,95.0,92.917,89.0,5.167,5.208,0.042,,61.0,0.0,6.25,15.7,14.417,13.4
2011-05-12,97.0,95.292,94.0,16.917,18.125,1.208,,29.0,1.292,14.083,16.6,15.188,13.5
2011-05-13,95.0,76.333,41.0,9.227,10.091,0.864,,0.0,1.913,16.542,25.4,20.246,16.2
2011-05-14,85.0,58.708,41.0,8.958,9.125,0.167,,0.0,1.667,41.667,22.2,18.75,14.3
2011-05-15,89.0,46.917,16.0,4.917,5.625,0.708,,0.0,1.958,20.208,24.5,18.583,10.6
2011-05-16,71.0,54.583,26.0,3.417,3.417,0.0,,0.0,1.667,26.375,23.3,19.946,17.9
2011-05-17,92.0,75.042,59.0,6.125,6.333,0.208,,13.0,1.208,20.417,20.7,17.496,13.2
2011-05-18,96.0,73.25,51.0,11.833,13.208,1.375,,0.0,2.542,28.667,23.3,17.579,11.4
2011-05-19,86.0,62.458,26.0,6.292,6.417,0.125,,0.0,1.875,28.292,24.9,19.671,13.1
2011-05-20,84.0,71.583,61.0,4.909,5.455,0.545,,0.0,1.913,28.5,22.9,20.35,18.2
2011-05-21,89.0,79.458,67.0,4.125,4.625,0.5,,0.0,1.417,20.75,23.6,21.062,18.6
2011-05-22,92.0,86.125,72.0,3.958,4.25,0.292,,2.0,0.875,14.458,23.8,19.221,15.1
2011-05-23,90.0,73.667,55.0,7.542,8.0,0.458,,1.0,1.667,10.792,18.1,15.529,13.2
2011-05-24,94.0,85.5,63.0,10.083,10.667,0.583,,30.0,1.083,11.667,16.6,13.212,10.9
2011-05-25,95.0,70.125,44.0,6.167,6.917,0.75,,0.0,0.708,12.792,21.8,16.567,9.3
2011-05-26,92.0,75.875,55.0,5.625,6.208,0.583,,0.0,0.083,12.542,21.9,18.079,14.0
2011-05-27,94.0,82.0,65.0,6.318,6.636,0.318,,1.0,0.0,13.333,19.7,17.717,15.6
2011-05-28,96.0,95.583,94.0,18.458,21.833,3.375,,28.0,0.875,13.417,19.1,18.35,16.8
2011-05-29,97.0,95.917,95.0,5.25,5.333,0.083,,51.0,0.083,4.083,19.1,18.338,17.8
2011-05-30,97.0,80.458,60.0,6.583,6.958,0.375,,9.0,0.5,5.375,20.2,17.129,15.3
2011-05-31,74.0,63.625,52.0,4.625,5.375,0.75,,0.0,0.625,15.292,17.1,14.433,11.6
2011-06-01,80.0,65.125,53.0,7.333,8.375,1.042,,0.0,2.208,28.583,18.3,14.812,11.1
2011-06-02,96.0,91.042,79.0,11.625,17.042,5.417,,23.0,0.542,23.391,17.8,16.138,14.7
2011-06-03,96.0,81.25,57.0,17.364,20.364,3.0,,0.0,3.565,23.583,24.0,19.275,15.5
2011-06-04,95.0,75.625,50.0,4.583,5.042,0.458,,0.0,1.042,21.625,25.7,21.375,16.4
2011-06-05,87.0,77.208,65.0,4.875,5.167,0.292,,0.0,1.5,22.333,24.5,21.6,18.8
2011-06-06,92.0,67.917,23.0,9.917,10.917,1.0,,0.0,2.208,26.208,28.8,21.946,16.5
2011-06-07,90.0,76.708,58.0,5.208,5.292,0.083,,0.0,1.5,27.042,22.8,20.317,18.1
2011-06-08,94.0,87.125,70.0,11.5,11.917,0.417,,2.0,1.083,14.542,21.9,18.792,17.0
2011-06-09,95.0,77.75,49.0,6.375,6.917,0.542,,0.0,1.25,15.208,25.4,20.412,15.4
2011-06-10,91.0,78.958,64.0,3.636,4.182,0.545,,0.0,0.609,10.375,26.1,22.492,18.9
2011-06-11,94.0,89.417,84.0,7.208,8.167,0.958,,42.0,0.333,28.75,23.3,21.388,19.8
2011-06-12,93.0,77.708,50.0,8.958,9.792,0.833,,0.0,2.333,27.417,27.1,22.054,18.4
2011-06-13,96.0,88.25,73.0,12.625,14.333,1.708,,76.0,1.0,15.792,23.3,19.942,17.8
2011-06-14,93.0,84.458,71.0,8.583,9.792,1.208,,0.0,0.083,20.167,23.4,20.412,17.5
2011-06-15,89.0,69.75,52.0,5.333,5.833,0.5,,0.0,0.125,9.083,22.3,20.096,18.1
2011-06-16,94.0,82.75,67.0,7.333,8.292,0.958,,8.0,0.417,14.458,23.1,19.888,17.1
2011-06-17,96.0,91.292,84.0,9.955,10.636,0.682,,15.0,1.13,9.0,21.0,19.275,17.7
2011-06-18,95.0,87.125,70.0,10.0,10.583,0.583,,11.0,0.667,10.958,22.8,19.679,18.0
2011-06-19,96.0,86.667,66.0,8.542,9.0,0.458,,1.0,1.5,13.625,25.0,20.988,18.8
2011-06-20,91.0,85.042,70.0,4.542,4.708,0.167,,1.0,0.833,7.625,25.8,22.7,19.9
2011-06-21,90.0,82.958,71.0,6.333,7.0,0.667,,1.0,1.542,9.292,25.8,23.629,22.3
2011-06-22,95.0,73.583,50.0,9.958,12.0,2.042,,0.0,2.208,24.75,30.1,25.575,20.2
2011-06-23,90.0,82.375,74.0,6.542,9.042,2.5,,0.0,1.833,23.25,27.0,24.85,23.3
2011-06-24,90.0,84.458,74.0,4.318,6.182,1.864,,0.0,1.174,26.042,27.1,24.871,23.3
2011-06-25,91.0,77.125,57.0,4.333,5.583,1.25,,0.0,0.667,17.458,31.9,24.388,20.0
2011-06-26,95.0,89.333,79.0,10.083,11.583,1.5,,0.0,4.167,32.875,23.9,21.667,19.4
2011-06-27,95.0,86.917,72.0,7.167,10.833,3.667,,0.0,2.417,25.75,28.1,24.854,20.7
2011-06-28,92.0,74.708,57.0,4.917,7.375,2.458,,0.0,1.25,21.542,31.8,27.496,24.4
2011-06-29,90.0,68.208,42.0,7.143,9.286,2.143,,0.0,1.286,29.792,34.8,28.467,23.6
2011-06-30,93.0,76.75,49.0,16.083,19.917,3.833,,18.0,4.167,25.13,33.6,27.029,24.0
2011-07-01,94.0,74.792,44.0,10.375,13.167,2.792,,0.0,3.917,33.458,33.5,27.062,23.9
2011-07-02,87.0,76.667,61.0,3.042,4.875,1.833,,0.0,0.875,12.375,29.9,26.308,23.5
2011-07-03,91.0,76.0,57.0,4.125,5.958,1.833,,0.0,2.5,23.0,31.2,27.204,23.8
2011-07-04,89.0,83.5,75.0,2.708,4.417,1.708,,0.0,1.667,42.75,28.6,26.475,25.3
2011-07-05,86.0,76.167,63.0,3.833,5.292,1.458,,0.0,1.375,25.333,29.0,26.325,24.0
2011-07-06,88.0,69.0,43.0,6.583,8.0,1.417,,0.0,1.75,26.042,31.6,26.979,22.9
2011-07-07,90.0,82.625,72.0,5.318,6.727,1.409,,0.0,1.478,14.958,26.7,25.062,23.2
2011-07-08,89.0,82.167,73.0,7.042,10.875,3.833,,0.0,1.875,16.542,28.3,26.321,24.9
2011-07-09,87.0,72.125,54.0,4.333,6.792,2.458,,0.0,1.042,11.208,31.1,27.908,25.2
2011-07-10,90.0,68.583,42.0,2.583,4.125,1.542,,0.0,0.708,9.417,33.3,28.479,24.6
2011-07-11,93.0,73.458,53.0,3.333,6.875,3.542,,0.0,3.625,11.958,31.9,28.217,24.8
2011-07-12,88.0,72.583,52.0,1.958,4.0,2.042,,0.0,0.417,9.5,32.3,28.071,25.3
2011-07-13,86.0,69.875,53.0,2.333,5.083,2.75,,0.0,2.958,8.208,32.0,27.667,24.7
2011-07-14,86.0,69.083,49.0,3.136,6.182,3.045,,0.0,0.87,6.083,32.2,27.729,24.4
2011-07-15,86.0,67.333,47.0,4.208,7.458,3.25,,0.0,1.0,9.375,31.8,28.05,24.8
2011-07-16,89.0,71.125,47.0,2.875,5.375,2.5,,0.0,2.667,14.625,31.9,28.221,24.9
2011-07-17,88.0,71.667,49.0,3.167,5.375,2.208,,0.0,2.875,15.958,34.0,29.062,25.5
2011-07-18,90.0,77.5,59.0,3.125,5.958,2.833,,0.0,1.25,24.625,32.4,28.679,26.5
2011-07-19,89.0,84.667,80.0,1.667,3.375,1.708,,23.0,0.0,25.667,27.7,27.025,26.3
2011-07-20,94.0,84.167,70.0,2.417,3.708,1.292,,8.0,0.958,21.042,29.5,25.938,20.7
2011-07-21,93.0,78.917,61.0,8.273,10.136,1.864,,1.0,2.087,12.125,21.8,20.058,18.5
2011-07-22,85.0,64.667,45.0,8.875,11.5,2.625,,0.0,2.25,12.708,25.0,20.729,17.2
2011-07-23,84.0,72.75,62.0,7.083,9.083,2.0,,0.0,1.583,7.75,24.3,21.975,19.0
2011-07-24,91.0,73.625,56.0,7.083,9.917,2.833,,0.0,1.833,13.792,29.1,25.283,20.6
2011-07-25,88.0,73.083,54.0,3.625,5.0,1.375,,0.0,1.5,21.083,30.4,26.654,23.5
2011-07-26,88.0,81.292,71.0,6.0,7.5,1.5,,0.0,1.708,14.083,27.3,25.838,25.0
2011-07-27,88.0,80.375,67.0,7.25,10.042,2.792,,0.0,1.875,15.478,28.5,26.321,25.2
2011-07-28,92.0,84.458,74.0,14.909,20.636,5.727,,2.0,2.913,33.708,27.8,26.133,24.1
2011-07-29,94.0,83.167,65.0,7.75,9.792,2.042,,2.0,1.583,21.708,28.8,25.604,22.8
2011-07-30,95.0,84.625,54.0,7.292,9.167,1.875,,11.0,1.167,19.208,29.8,25.15,23.2
2011-07-31,94.0,87.083,81.0,5.875,7.292,1.417,,0.0,1.167,23.792,24.7,23.167,21.6
2011-08-01,92.0,74.667,53.0,4.5,6.083,1.583,,0.0,0.583,23.792,28.1,23.871,20.5
2011-08-02,94.0,80.083,63.0,6.917,9.125,2.208,,0.0,1.0,19.042,28.2,24.396,20.5
2011-08-03,95.0,87.542,69.0,8.417,12.542,4.125,,37.0,0.625,14.417,28.7,24.904,22.1
2011-08-04,95.0,85.75,59.0,5.182,10.182,5.0,,5.0,0.652,17.625,30.8,25.979,23.3
2011-08-05,95.0,83.5,67.0,3.0,4.833,1.833,,4.0,0.208,7.75,29.7,26.675,23.9
2011-08-06,88.0,76.417,58.0,3.375,5.25,1.875,,0.0,0.958,12.542,31.5,27.95,25.3
2011-08-07,92.0,80.333,54.0,8.875,12.792,3.917,,1.0,2.091,20.136,33.3,27.704,24.9
2011-08-08,94.0,77.167,56.0,7.5,9.167,1.667,,0.0,2.458,26.333,32.7,28.404,24.8
2011-08-09,91.0,75.875,55.0,6.208,8.0,1.792,,0.0,2.083,23.25,33.1,28.846,25.0
2011-08-10,90.0,76.333,57.0,6.083,7.333,1.25,,0.0,2.375,29.292,32.3,28.954,26.7
2011-08-11,89.0,75.5,59.0,7.727,10.136,2.409,,0.0,2.739,41.542,33.4,29.104,26.5
2011-08-12,91.0,71.75,48.0,9.333,10.667,1.333,,0.0,3.167,53.792,34.2,29.333,26.6
2011-08-13,87.0,75.5,54.0,6.458,7.375,0.917,,0.0,4.833,50.75,34.0,28.688,25.2
2011-08-14,90.0,76.208,56.0,3.833,4.625,0.792,,0.0,2.083,47.167,33.1,28.879,26.5
2011-08-15,89.0,79.125,63.0,4.917,5.875,0.958,,0.0,2.375,29.125,31.7,28.288,26.2
2011-08-16,90.0,75.75,57.0,7.208,9.375,2.167,,0.0,2.75,33.083,33.0,28.792,26.1
2011-08-17,87.0,76.083,57.0,8.667,10.708,2.042,,0.0,2.917,40.333,32.9,28.896,26.5
2011-08-18,90.0,80.0,70.0,6.864,8.864,2.0,,0.0,2.304,47.333,31.0,28.35,26.5
2011-08-19,93.0,88.458,77.0,9.542,10.5,0.958,,14.0,1.958,30.417,29.3,24.442,20.8
2011-08-20,93.0,83.958,70.0,10.292,11.875,1.583,,0.0,1.375,14.167,24.9,23.025,21.6
2011-08-21,95.0,93.458,91.0,6.875,7.667,0.792,,5.0,0.417,10.25,21.9,20.621,19.9
2011-08-22,96.0,93.167,88.0,14.875,17.667,2.792,,14.0,1.5,21.958,23.1,21.596,19.9
2011-08-23,96.0,80.083,58.0,4.375,6.208,1.833,,2.0,0.375,24.417,31.0,26.462,22.3
2011-08-24,94.0,81.417,59.0,2.955,6.364,3.409,,8.0,2.318,13.783,32.0,27.367,24.0
2011-08-25,91.0,84.417,72.0,3.045,5.773,2.727,,1.0,1.043,15.375,29.4,27.167,25.8
2011-08-26,95.0,77.792,56.0,5.542,8.75,3.208,,54.0,1.417,11.125,32.0,27.562,23.4
2011-08-27,95.0,86.25,73.0,7.333,8.083,0.75,,0.0,1.125,16.625,27.9,24.146,22.4
2011-08-28,92.0,75.208,54.0,6.5,7.042,0.542,,0.0,1.792,15.792,29.8,25.421,21.6
2011-08-29,92.0,79.667,57.0,9.0,10.208,1.208,,0.0,2.375,22.542,28.9,25.371,22.9
2011-08-30,94.0,74.708,42.0,9.917,11.333,1.417,,2.0,3.125,17.708,31.1,26.021,23.2
2011-08-31,94.0,82.125,58.0,9.208,12.458,3.25,,1.0,1.75,16.625,31.2,26.196,22.5
2011-09-01,93.0,79.417,58.0,2.045,4.455,2.409,,3.0,0.0,15.5,31.8,28.183,25.6
2011-09-02,94.0,77.833,60.0,1.375,3.042,1.667,,12.0,0.0,19.5,31.3,28.112,25.0
2011-09-03,88.0,76.5,65.0,0.292,1.25,0.958,,12.0,0.0,22.167,30.0,27.717,25.2
