date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-01,6.875,6.958,0.083,2.864,23.625
2011-01-02,4.417,4.625,0.208,2.333,15.417
2011-01-03,4.25,4.25,0.0,2.292,7.625
2011-01-04,5.083,5.583,0.5,2.5,9.792
2011-01-05,3.667,3.708,0.042,4.727,5.667
2011-01-06,14.696,20.0,5.304,8.542,17.042
2011-01-07,5.5,6.375,0.875,7.875,6.625
2011-01-08,6.958,7.625,0.667,8.5,12.167
2011-01-09,10.125,11.375,1.25,11.208,18.875
2011-01-10,9.792,11.417,1.625,9.5,10.083
2011-01-11,5.833,6.375,0.542,8.417,11.833
2011-01-12,11.208,15.875,4.667,8.25,10.917
2011-01-13,22.13,33.087,10.957,10.125,20.792
2011-01-14,6.111,11.333,5.222,9.458,12.5
2011-01-15,0.0,0.125,0.125,8.917,16.0
2011-01-16,0.0,0.042,0.042,7.292,11.25
2011-01-17,0.0,0.25,0.25,7.792,10.333
2011-01-18,0.0,6.542,6.542,11.875,20.375
2011-01-19,0.0,8.0,8.0,10.625,23.333
2011-01-20,0.0,0.0,0.0,8.292,11.667
2011-01-21,1.588,1.647,0.059,6.875,6.1
2011-01-22,5.5,5.708,0.208,,4.292
2011-01-23,11.333,18.75,7.417,,9.542
2011-01-24,8.583,9.792,1.208,,6.25
2011-01-25,16.125,21.208,5.083,,12.292
2011-01-26,7.0,7.333,0.333,,5.167
2011-01-27,12.348,15.87,3.522,,9.5
2011-01-28,3.75,3.792,0.042,,11.208
2011-01-29,1.958,1.958,0.0,,5.25
2011-01-30,10.0,11.083,1.083,,7.625
2011-01-31,14.583,18.625,4.042,,9.5
2011-02-01,9.333,10.0,0.667,,9.083
2011-02-02,2.958,3.0,0.042,,4.125
2011-02-03,14.739,17.957,3.217,,10.208
2011-02-04,21.75,32.583,10.833,,19.542
2011-02-05,5.208,5.417,0.208,,9.333
2011-02-06,14.458,15.625,1.167,,25.542
2011-02-07,16.958,20.542,3.583,,22.708
2011-02-08,9.875,10.583,0.708,,7.833
2011-02-09,5.75,6.167,0.417,,3.458
2011-02-10,15.739,19.261,3.522,,10.708
2011-02-11,7.292,7.625,0.333,,13.333
2011-02-12,4.333,4.333,0.0,,8.292
2011-02-13,11.833,13.792,1.958,,11.875
2011-02-14,6.708,6.708,0.0,,12.625
