date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,76.0,59.167,49.0,23.958,29.667,5.708,2.333,28.208,8.7,4.925,1.0
2011-01-02,76.0,53.25,26.0,17.042,22.667,5.625,1.833,18.75,10.5,5.962,2.5
2011-01-03,49.0,31.083,20.0,11.708,14.0,2.292,1.667,4.417,9.7,6.967,3.5
2011-01-04,66.0,46.5,29.0,20.75,34.625,13.875,2.208,16.208,9.9,4.954,-0.5
2011-01-05,40.0,29.542,20.0,16.75,22.875,6.125,2.333,4.958,9.2,6.238,4.6
2011-01-06,68.0,44.458,33.0,28.5,44.75,16.25,2.333,15.125,8.3,4.308,1.3
2011-01-07,74.0,43.333,21.0,26.083,72.167,46.083,1.375,13.333,8.4,3.7,-1.6
2011-01-08,60.0,43.0,24.0,18.167,26.75,8.583,1.042,7.75,9.1,3.771,-1.9
2011-01-09,79.0,53.583,40.0,26.333,40.292,13.958,1.833,24.875,10.3,5.638,2.1
2011-01-10,80.0,57.542,32.0,23.167,49.75,26.583,1.042,12.917,10.1,5.654,0.1
2011-01-11,77.0,61.708,34.0,23.458,50.125,26.667,1.667,13.083,10.7,5.304,2.3
2011-01-12,59.0,37.458,26.0,22.0,32.591,10.591,1.636,8.75,6.2,2.642,0.3
2011-01-13,66.0,54.583,38.0,40.708,104.875,64.167,3.875,34.625,9.7,4.167,-1.7
2011-01-14,72.0,44.958,27.0,25.125,48.0,22.875,2.542,8.5,7.5,3.721,-1.1
2011-01-15,60.0,44.625,31.0,22.083,33.083,11.0,1.292,21.125,6.5,3.275,-1.0
2011-01-16,54.0,41.833,33.0,17.458,19.792,2.333,1.0,8.917,5.0,3.675,1.7
2011-01-17,70.0,49.417,32.0,16.167,23.792,7.625,1.0,9.667,7.4,3.942,-0.3
2011-01-18,74.0,58.5,40.0,32.583,77.333,44.75,1.042,18.875,9.1,4.046,-2.2
2011-01-19,69.0,57.083,49.0,24.167,51.583,27.417,2.25,26.833,10.2,6.083,0.8
2011-01-20,87.0,79.958,59.0,17.458,21.708,4.25,0.875,13.042,6.2,4.054,3.0
2011-01-21,88.0,80.75,71.0,21.667,30.0,8.333,1.458,16.208,4.4,3.658,3.0
2011-01-22,90.0,87.0,80.0,19.875,30.333,10.458,1.792,12.333,7.6,5.133,3.2
2011-01-23,89.0,80.708,59.0,21.542,55.125,33.583,0.833,9.417,8.9,4.421,1.0
2011-01-24,88.0,64.125,40.0,20.0,27.792,7.792,0.5,6.417,4.8,2.229,0.5
2011-01-25,86.0,61.917,28.0,33.583,80.167,46.583,3.083,15.042,8.3,3.546,-0.3
2011-01-26,80.0,49.25,23.0,27.083,42.125,15.042,1.917,5.958,5.8,2.108,-0.9
2011-01-27,74.0,54.167,30.0,26.227,60.5,34.273,1.273,15.043,7.1,1.775,-3.6
2011-01-28,67.0,42.375,23.0,21.833,29.167,7.333,1.667,16.083,5.7,2.033,-1.3
2011-01-29,48.0,32.75,22.0,11.583,13.458,1.875,2.25,11.0,5.7,2.621,-0.4
2011-01-30,56.0,33.792,21.0,22.125,34.042,11.917,1.75,8.875,5.7,2.846,-1.0
2011-01-31,62.0,42.208,25.0,37.208,80.667,43.458,4.5,21.0,8.3,3.296,-3.0
2011-02-01,64.0,44.375,33.0,22.708,34.542,11.833,4.75,16.458,11.7,6.1,-2.1
2011-02-02,39.0,27.958,15.0,18.167,25.917,7.75,5.167,8.333,5.1,2.708,0.5
2011-02-03,69.0,40.75,19.0,30.792,54.0,23.208,2.917,14.5,5.6,1.625,-3.4
2011-02-04,72.0,48.958,29.0,33.708,70.75,37.042,3.583,18.625,10.2,4.242,-3.1
2011-02-05,77.0,49.917,30.0,17.25,23.875,6.625,1.875,21.042,8.5,5.146,-0.9
2011-02-06,88.0,82.0,73.0,37.833,64.792,26.958,1.583,43.625,5.4,4.4,2.4
2011-02-07,95.0,89.917,87.0,28.375,49.292,20.917,1.25,37.167,16.7,9.925,5.1
2011-02-08,91.0,51.667,26.0,21.13,28.565,7.435,1.682,9.958,9.3,6.962,4.4
2011-02-09,54.0,32.542,17.0,27.333,40.542,13.208,2.75,7.875,7.7,4.708,2.0
2011-02-10,78.0,50.958,30.0,32.208,59.667,27.458,3.375,15.875,8.4,4.575,0.1
2011-02-11,83.0,51.458,25.0,17.625,24.167,6.542,1.167,13.25,8.5,4.658,0.1
2011-02-12,60.0,32.917,23.0,18.708,23.333,4.625,2.25,15.042,8.9,5.288,1.3
2011-02-13,72.0,50.792,31.0,26.375,41.208,14.833,1.208,15.458,9.9,5.362,-0.2
2011-02-14,90.0,81.5,57.0,33.25,51.208,17.958,1.458,39.542,6.9,5.538,4.7
2011-02-15,88.0,66.083,36.0,34.25,59.167,24.917,2.958,44.958,10.4,7.45,5.0
2011-02-16,87.0,65.583,39.0,14.375,16.542,2.167,0.708,12.667,4.6,2.454,1.2
2011-02-17,89.0,69.583,38.0,19.458,26.167,6.708,1.292,22.042,7.5,3.25,0.6
2011-02-18,79.0,42.792,17.0,14.667,18.958,4.292,1.625,11.917,5.4,2.0,-1.1
2011-02-19,66.0,44.542,24.0,17.917,23.292,5.375,1.125,11.083,6.8,1.725,-3.6
2011-02-20,71.0,47.083,21.0,28.792,58.792,30.0,1.667,14.25,9.5,3.879,-2.2
2011-02-21,76.0,47.292,24.0,31.958,63.875,31.917,2.292,20.125,12.0,6.196,-0.9
2011-02-22,71.0,56.0,49.0,16.25,18.0,1.75,2.333,29.917,9.1,7.238,4.1
2011-02-23,91.0,82.625,46.0,41.478,76.652,35.174,3.136,41.478,10.7,7.071,5.1
2011-02-24,69.0,43.792,26.0,17.0,19.333,2.333,4.125,25.458,14.1,10.904,8.4
2011-02-25,90.0,81.292,64.0,19.292,24.375,5.083,0.875,14.958,9.0,6.312,4.4
2011-02-26,65.0,49.875,31.0,12.083,13.333,1.25,1.25,6.833,8.3,6.196,4.2
2011-02-27,38.0,29.417,19.0,19.083,24.583,5.5,2.417,9.083,8.1,4.833,1.7
2011-02-28,56.0,43.75,32.0,9.875,11.0,1.125,0.75,7.5,5.4,3.371,-0.1
2011-03-01,85.0,78.417,72.0,26.208,35.125,8.917,1.75,20.083,11.0,7.858,3.6
2011-03-02,90.0,82.417,74.0,21.25,25.083,3.833,1.5,13.667,8.8,7.312,4.6
2011-03-03,88.0,65.0,48.0,10.5,11.292,0.792,1.292,12.5,10.1,6.817,3.9
2011-03-04,77.0,61.667,55.0,7.292,7.792,0.5,0.917,14.333,6.5,5.646,4.4
2011-03-05,91.0,88.333,84.0,31.667,48.375,16.708,0.667,12.25,9.3,6.0,3.2
2011-03-06,94.0,87.458,77.0,25.625,46.292,20.667,1.083,27.417,15.8,11.383,9.0
2011-03-07,94.0,71.208,47.0,12.773,15.0,2.227,0.682,19.792,13.8,11.804,10.4
2011-03-08,87.0,72.0,56.0,10.75,11.625,0.875,0.417,8.542,10.2,8.838,7.2
2011-03-09,90.0,88.875,87.0,13.75,15.458,1.708,0.0,8.833,8.4,7.654,6.1
2011-03-10,89.0,80.5,70.0,9.042,10.042,1.0,0.0,5.833,6.6,5.254,3.6
2011-03-11,79.0,67.792,50.0,9.167,9.958,0.792,1.125,7.417,10.2,7.358,4.2
2011-03-12,81.0,40.75,22.0,21.417,28.958,7.542,3.208,7.667,11.6,7.258,3.3
2011-03-13,73.0,33.042,17.0,21.208,27.5,6.292,1.833,3.917,10.1,6.788,4.0
2011-03-14,73.0,54.125,31.0,18.708,22.125,3.417,1.25,11.875,10.7,6.496,2.4
2011-03-15,81.0,44.917,17.0,24.75,45.083,20.333,2.833,16.042,12.9,6.996,0.8
2011-03-16,62.0,48.458,29.0,19.125,31.708,12.583,0.833,16.0,10.5,6.438,0.5
2011-03-17,92.0,83.75,61.0,31.042,53.917,22.875,1.333,27.125,11.7,9.425,8.3
2011-03-18,91.0,86.333,76.0,22.833,33.292,10.458,1.565,40.208,12.2,9.925,8.3
2011-03-19,91.0,43.833,21.0,20.875,27.333,6.458,1.667,12.917,11.1,9.579,8.0
2011-03-20,70.0,54.667,32.0,22.417,26.583,4.167,2.042,12.833,12.5,8.196,4.3
2011-03-21,78.0,34.667,17.0,23.25,29.5,6.25,2.208,15.958,11.6,7.912,4.5
2011-03-22,69.0,52.75,36.0,46.0,80.125,34.125,5.458,32.083,15.1,8.883,0.9
2011-03-23,93.0,79.667,52.0,34.227,64.727,30.5,1.273,41.478,11.3,9.479,7.1
2011-03-24,91.0,85.458,56.0,20.167,29.042,8.875,0.333,13.417,9.5,8.108,6.2
2011-03-25,85.0,48.042,26.0,17.583,23.833,6.25,2.0,9.25,13.9,8.779,2.1
2011-03-26,68.0,40.792,20.0,24.0,34.875,10.875,1.833,13.833,11.3,7.275,1.5
2011-03-27,71.0,46.0,21.0,26.417,42.458,16.042,1.792,6.792,14.0,8.412,2.3
2011-03-28,79.0,49.417,31.0,32.458,50.917,18.458,5.042,29.125,16.5,10.725,3.6
2011-03-29,65.0,36.167,7.0,20.042,24.625,4.583,2.292,12.0,15.9,10.979,4.8
2011-03-30,65.0,56.208,44.0,17.667,20.958,3.292,1.0,14.75,18.3,15.167,12.1
2011-03-31,85.0,56.875,33.0,11.0,12.708,1.708,1.417,14.875,20.1,14.975,8.9
2011-04-01,71.0,49.5,29.0,21.208,31.5,10.292,1.958,12.375,16.5,10.596,3.3
2011-04-02,79.0,56.25,41.0,29.75,36.958,7.208,4.0,29.792,18.6,13.688,7.7
2011-04-03,67.0,47.375,33.0,8.458,8.792,0.333,0.667,15.958,10.8,8.288,6.6
2011-04-04,64.0,46.125,25.0,16.292,19.75,3.458,0.917,15.667,13.0,8.525,4.4
2011-04-05,66.0,38.375,18.0,18.958,23.417,4.458,0.875,8.458,14.5,8.583,1.7
2011-04-06,75.0,49.0,17.0,35.136,62.091,26.955,3.909,30.0,18.5,12.096,3.8
2011-04-07,82.0,56.875,32.0,18.292,20.75,2.458,1.042,16.0,20.2,15.421,9.5
2011-04-08,76.0,57.208,47.0,12.042,14.083,2.042,0.375,12.375,18.6,17.25,15.2
2011-04-09,88.0,79.875,70.0,9.083,10.333,1.25,0.208,16.958,17.7,16.642,12.3
2011-04-10,82.0,59.167,33.0,4.792,4.875,0.083,0.375,14.917,17.1,13.417,10.2
2011-04-11,84.0,66.25,32.0,22.167,28.75,6.583,2.542,27.833,19.7,13.554,7.4
2011-04-12,82.0,39.333,10.0,13.875,17.167,3.292,1.083,17.458,15.8,10.662,6.8
2011-04-13,70.0,46.458,20.0,24.0,32.708,8.708,2.333,28.083,20.0,14.004,7.9
2011-04-14,73.0,51.792,25.0,31.0,37.333,6.333,3.708,40.042,21.4,15.567,8.0
2011-04-15,84.0,63.208,44.0,19.208,22.875,3.667,1.625,31.042,21.9,18.108,12.0
2011-04-16,81.0,59.083,35.0,14.333,17.083,2.75,2.333,20.458,24.0,19.071,13.6
2011-04-17,72.0,49.333,37.0,5.75,5.917,0.167,0.583,8.917,16.3,13.342,10.1
2011-04-18,80.0,60.833,44.0,7.25,7.75,0.5,0.083,12.667,17.6,14.7,11.1
2011-04-19,93.0,71.958,38.0,18.083,24.0,5.917,1.0,19.333,19.3,12.708,7.2
2011-04-20,75.0,57.417,40.0,11.417,15.292,3.875,0.25,3.083,15.3,10.529,5.4
2011-04-21,81.0,68.125,55.0,9.0,9.696,0.696,0.043,12.957,15.7,12.633,9.6
2011-04-22,83.0,65.458,39.0,24.042,32.958,8.917,2.5,31.75,19.8,16.312,12.3
2011-04-23,90.0,84.167,70.0,4.75,5.375,0.625,0.25,12.375,19.1,16.908,15.0
2011-04-24,86.0,57.458,36.0,9.542,10.625,1.083,1.125,11.542,19.4,16.6,11.1
2011-04-25,89.0,56.333,30.0,21.75,28.125,6.375,1.583,18.042,20.1,14.821,9.1
2011-04-26,80.0,55.417,29.0,23.708,36.375,12.667,1.917,17.333,21.5,16.279,8.7
2011-04-27,86.0,64.042,48.0,7.792,8.833,1.042,1.042,44.875,24.6,20.846,17.7
2011-04-28,91.0,61.292,32.0,14.583,16.5,1.917,1.208,20.167,23.3,19.492,14.4
2011-04-29,84.0,59.875,46.0,8.125,8.417,0.292,0.292,8.167,17.7,14.454,11.3
2011-04-30,88.0,63.667,33.0,14.708,20.042,5.333,1.0,20.083,22.2,17.096,9.9
2011-05-01,93.0,70.875,55.0,8.458,9.25,0.792,0.917,26.583,21.0,19.021,17.3
2011-05-02,89.0,45.667,21.0,23.625,27.208,3.583,2.583,66.5,24.6,19.746,15.4
2011-05-03,89.0,75.833,56.0,9.208,9.5,0.292,0.167,39.208,18.5,15.95,13.5
2011-05-04,87.0,62.958,35.0,8.208,8.792,0.583,1.417,20.25,22.2,17.458,13.1
2011-05-05,87.0,65.167,47.0,5.333,5.375,0.042,0.75,19.917,18.4,15.529,13.4
2011-05-06,87.0,70.417,57.0,7.773,8.273,0.5,0.318,20.292,19.7,16.483,12.9
2011-05-07,89.0,82.833,68.0,10.208,10.958,0.75,0.125,23.542,19.5,17.35,16.1
2011-05-08,91.0,64.333,42.0,18.25,21.042,2.792,2.708,39.208,27.0,21.0,15.1
2011-05-09,74.0,56.667,32.0,14.792,19.625,4.833,0.667,23.917,24.0,19.508,13.8
2011-05-10,90.0,71.625,48.0,20.833,27.208,6.375,1.708,42.708,29.3,22.829,16.0
2011-05-11,93.0,89.417,81.0,7.875,8.292,0.417,0.0,15.375,15.8,14.808,13.9
2011-05-12,94.0,90.417,83.0,16.083,17.958,1.875,0.0,11.958,17.8,15.979,14.1
2011-05-13,90.0,79.792,62.0,19.167,26.208,7.042,0.625,32.708,23.5,19.912,16.7
2011-05-14,79.0,50.958,31.0,14.875,16.083,1.208,1.375,45.458,24.6,20.225,15.3
2011-05-15,77.0,34.0,12.0,13.417,15.125,1.708,3.208,12.333,26.3,21.25,15.4
2011-05-16,76.0,55.083,28.0,9.25,10.292,1.042,1.583,27.542,24.9,20.767,17.4
2011-05-17,86.0,71.0,55.0,16.542,19.042,2.5,0.917,26.25,21.6,18.267,15.2
2011-05-18,90.0,67.625,40.0,16.364,20.409,4.045,0.909,51.043,23.3,18.775,14.0
2011-05-19,79.0,54.083,25.0,22.833,27.667,4.833,1.75,33.958,26.7,20.908,13.7
