date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,81.0,60.583,43.0,18.375,22.625,4.25,35.042,7.2,2.525,-0.6
2011-01-02,84.0,56.583,27.0,11.435,17.304,5.87,25.708,9.3,3.7,-0.8
2011-01-03,55.0,33.375,20.0,8.375,10.042,1.667,4.625,9.1,4.712,0.4
2011-01-04,76.0,47.583,31.0,16.208,23.625,7.417,12.292,7.7,2.775,-2.8
2011-01-05,48.0,31.375,19.0,10.375,12.042,1.667,5.292,7.5,3.704,0.5
2011-01-06,67.0,47.625,28.0,25.417,39.208,13.792,19.25,8.2,2.254,-2.2
2011-01-07,82.0,46.542,21.0,18.75,42.708,23.958,11.625,7.3,1.475,-4.2
2011-01-08,67.0,46.125,23.0,16.5,23.625,7.125,13.292,7.6,1.592,-4.3
2011-01-09,84.0,57.208,37.0,19.783,27.391,7.609,26.75,9.1,3.142,-1.5
2011-01-10,83.0,58.833,29.0,23.727,32.409,8.682,22.875,8.6,3.379,-2.3
2011-01-11,85.0,66.125,34.0,17.042,28.167,11.125,19.083,8.7,2.904,-0.4
2011-01-12,72.0,42.917,28.0,17.5,25.917,8.417,15.625,4.7,0.404,-3.4
2011-01-13,81.0,56.208,29.0,34.292,90.125,55.833,28.5,8.9,1.8,-5.3
2011-01-14,82.0,51.25,24.0,21.917,60.083,38.167,12.917,6.9,0.85,-4.4
2011-01-15,69.0,49.958,33.0,22.75,38.333,15.583,26.667,5.2,0.908,-3.9
2011-01-16,67.0,48.458,33.0,16.043,19.696,3.652,20.292,3.9,1.612,-1.3
2011-01-17,82.0,50.917,31.0,13.667,25.0,11.333,14.583,6.6,2.4,-1.9
2011-01-18,87.0,64.375,38.0,28.417,61.917,33.5,31.583,8.6,2.038,-4.1
2011-01-19,82.0,63.125,50.0,18.333,33.083,14.75,33.75,9.7,4.271,-2.1
2011-01-20,92.0,86.583,60.0,6.875,7.875,1.0,17.583,5.1,2.904,2.0
2011-01-21,94.0,87.208,78.0,8.125,9.417,1.292,10.25,3.5,2.646,2.1
2011-01-22,95.0,93.458,90.0,10.0,16.625,6.625,11.708,6.4,3.683,0.7
