date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,203.087,99.0,80.333,62.0,38.87,22.667,36.0,13.333,,0.0,3.292,25.458,6.8,3.371,0.2,241.957
2011-01-02,196.583,99.0,72.458,43.0,29.5,13.208,21.625,8.417,,0.0,2.417,17.833,10.3,4.204,0.0,226.083
2011-01-03,187.208,66.0,47.875,32.0,15.417,8.875,10.208,1.333,,0.0,1.917,2.458,9.9,5.517,2.7,202.625
2011-01-04,190.208,87.0,64.458,44.0,25.417,15.696,19.957,4.261,,0.0,2.75,10.125,8.9,3.775,-0.9,215.625
2011-01-05,186.636,73.0,51.583,32.0,14.0,9.792,10.917,1.125,,0.0,2.0,4.042,8.3,4.175,0.9,200.636
2011-01-06,194.739,81.0,60.875,36.0,31.217,26.292,44.458,18.167,,0.0,3.5,14.167,10.4,4.283,1.1,225.957
2011-01-07,192.958,97.0,58.583,34.0,22.708,13.417,17.083,3.667,,0.0,2.458,6.167,9.0,3.996,-0.4,215.667
2011-01-08,194.833,70.0,55.042,37.0,19.625,11.708,15.042,3.333,,0.0,2.417,7.708,9.0,4.412,0.3,214.458
2011-01-09,196.208,99.0,72.708,51.0,34.417,23.833,30.708,6.875,,0.0,3.75,19.583,9.6,4.488,-0.4,230.625
2011-01-10,195.417,99.0,73.958,43.0,35.75,25.917,40.708,14.792,,0.0,3.583,22.542,9.6,4.671,-1.0,231.167
2011-01-11,194.636,99.0,79.042,54.0,24.182,20.391,30.957,10.565,,1.0,3.042,16.917,9.4,4.0,0.8,218.818
2011-01-12,196.042,88.0,54.708,31.0,20.375,19.042,38.208,19.167,,0.0,2.292,11.292,6.7,1.862,-2.2,216.417
2011-01-13,200.583,88.0,65.667,39.0,34.083,33.833,65.625,31.792,,0.0,3.5,16.083,10.1,3.438,-3.0,234.667
2011-01-14,198.125,94.0,60.667,36.0,21.458,20.708,30.083,9.375,,0.0,2.5,8.125,7.8,2.908,-1.9,219.583
2011-01-15,204.958,79.0,66.583,49.0,26.708,24.083,35.667,11.583,,0.0,2.958,17.708,6.4,2.45,-1.4,231.667
2011-01-16,201.708,89.0,70.583,60.0,21.875,25.5,41.042,15.542,,0.0,2.783,20.783,4.2,2.542,-0.1,223.583
2011-01-17,197.667,98.0,67.708,45.0,17.542,17.125,28.0,10.875,,0.0,2.458,11.708,6.8,3.196,-0.3,215.208
2011-01-18,204.045,99.0,78.125,48.0,35.682,35.043,68.261,33.217,,0.0,4.125,29.375,8.9,2.979,-2.8,239.727
2011-01-19,195.958,96.0,81.542,65.0,25.042,21.542,41.5,19.958,,0.0,3.833,28.875,9.7,4.562,-1.0,221.0
2011-01-20,188.583,99.0,98.375,87.0,8.5,14.792,16.542,1.75,,21.0,1.833,18.333,4.3,2.017,1.3,197.083
2011-01-21,186.208,99.0,93.875,85.0,8.417,12.125,13.583,1.458,,18.0,1.0,9.542,3.3,2.483,1.8,194.625
2011-01-22,189.375,99.0,97.5,94.0,12.833,13.5,18.583,5.083,,7.0,1.292,9.167,6.5,3.938,2.1,202.208
2011-01-23,196.0,99.0,93.333,69.0,26.708,20.333,42.958,22.625,,11.0,1.708,14.583,7.0,3.371,0.3,222.708
2011-01-24,192.542,99.0,80.75,48.0,19.542,21.833,36.333,14.5,,9.0,1.667,11.625,3.7,0.942,-0.9,212.083
2011-01-25,198.364,97.0,71.125,27.0,26.273,28.0,53.913,25.913,,5.0,2.333,19.042,8.4,2.504,-1.8,224.636
2011-01-26,196.458,98.0,61.458,31.0,17.083,22.833,30.083,7.25,,0.0,2.125,9.875,5.8,1.117,-2.1,213.542
2011-01-27,205.625,93.0,71.208,39.0,31.208,28.625,60.542,31.917,,0.0,2.583,14.417,6.2,0.738,-3.9,236.833
2011-01-28,202.25,96.0,59.792,31.0,18.917,19.667,33.583,13.917,,0.0,2.292,13.208,5.9,1.017,-2.9,221.167
2011-01-29,193.625,56.0,48.042,33.0,5.083,5.542,6.292,0.75,,0.0,1.958,5.0,5.7,1.817,0.0,198.708
2011-01-30,199.917,82.0,55.875,31.0,19.833,20.792,37.708,16.917,,0.0,2.391,7.458,5.6,1.112,-3.8,219.75
2011-01-31,204.042,91.0,61.208,38.0,29.25,29.75,53.792,24.042,,0.0,3.25,16.458,8.0,1.833,-4.6,233.292
2011-02-01,195.773,91.0,64.917,41.0,26.318,22.609,49.304,26.696,,0.0,3.292,15.208,11.9,3.017,-3.5,222.091
2011-02-02,189.75,63.0,47.458,30.0,7.0,7.875,8.917,1.042,,0.0,2.375,7.542,4.9,1.412,-1.3,196.75
2011-02-03,196.389,83.0,58.667,31.0,14.333,26.833,50.75,23.917,,0.0,2.958,14.875,6.4,0.979,-4.2,210.722
2011-02-04,197.438,88.0,57.042,28.0,18.875,29.875,61.5,31.625,,0.0,3.667,21.042,10.1,3.754,-3.6,216.312
2011-02-05,198.125,99.0,69.417,46.0,12.75,13.917,16.042,2.125,,0.0,3.917,16.917,8.5,4.512,-1.0,210.875
2011-02-06,201.042,99.0,96.75,88.0,29.75,34.167,49.875,15.708,,6.0,3.042,50.667,4.4,3.217,1.0,230.792
2011-02-07,196.708,99.0,98.792,97.0,33.625,28.583,43.167,14.583,,19.0,2.292,49.625,8.7,6.454,4.1,230.333
2011-02-08,193.682,97.0,52.917,35.0,13.0,14.913,17.783,2.87,,0.0,2.292,9.792,7.8,6.029,2.4,206.682
2011-02-09,193.625,69.0,40.5,22.0,10.875,14.75,17.542,2.792,,0.0,2.333,5.083,7.7,3.371,0.2,204.5
2011-02-10,199.667,92.0,63.042,33.0,24.083,27.5,45.75,18.25,,0.0,3.042,14.542,8.6,3.717,-0.7,223.75
2011-02-11,198.167,96.0,57.875,28.0,17.417,19.292,25.292,6.0,,0.0,2.333,11.792,8.0,3.738,-1.3,215.583
2011-02-12,196.875,68.0,47.708,30.0,10.625,12.708,14.083,1.375,,0.0,2.917,7.667,8.7,3.592,-0.9,207.5
2011-02-13,200.333,77.0,63.958,45.0,17.75,26.167,32.792,6.625,,0.0,3.333,17.083,8.7,4.204,-0.4,218.083
