date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,201.208,5.708,23.375,27.833,44.333,16.5,,29.667,224.583
2011-01-02,196.667,3.833,17.208,18.708,29.167,10.458,,19.667,213.875
2011-01-03,188.125,2.583,8.708,14.792,20.583,5.792,,2.792,196.833
2011-01-04,198.391,4.292,17.174,26.625,54.25,27.625,,12.0,215.565
2011-01-05,192.292,2.375,8.292,22.625,29.75,7.125,,5.792,200.583
2011-01-06,200.708,5.739,25.75,38.625,101.042,62.417,,18.875,226.458
2011-01-07,198.125,4.75,17.708,32.667,95.667,63.0,,10.708,215.833
2011-01-08,198.042,3.875,14.5,28.125,58.083,29.958,,7.792,212.542
2011-01-09,200.333,4.833,20.375,31.042,58.083,27.042,,22.708,220.708
2011-01-10,196.391,4.333,16.609,36.292,77.5,41.208,,20.75,213.0
2011-01-11,191.783,3.474,14.478,30.087,62.957,32.87,,15.0,206.261
2011-01-12,193.167,3.217,14.292,34.75,84.5,49.75,,8.792,207.458
2011-01-13,199.958,5.25,33.958,43.042,124.417,81.375,,21.042,233.917
2011-01-14,195.25,3.5,17.167,33.625,94.333,60.708,,10.417,212.417
2011-01-15,200.167,3.958,21.125,30.458,61.792,31.333,,18.375,221.292
2011-01-16,193.524,1.182,15.571,31.5,59.091,27.591,,15.818,209.095
2011-01-17,191.5,2.0,13.417,33.833,73.875,40.042,,11.208,204.917
2011-01-18,201.083,4.739,30.542,44.708,112.417,67.708,,30.792,231.625
2011-01-19,195.458,3.5,21.75,34.208,78.917,44.708,,28.917,217.208
2011-01-20,189.792,1.875,8.625,20.0,28.625,8.625,,14.875,198.417
2011-01-21,189.083,1.583,8.542,18.542,25.5,6.958,,8.25,197.625
2011-01-22,192.217,2.875,10.913,19.792,40.958,21.167,,9.042,203.13
2011-01-23,200.833,5.833,24.542,38.417,161.333,122.917,,16.583,225.375
2011-01-24,194.583,4.826,12.917,38.083,86.75,48.667,,11.0,207.5
2011-01-25,198.261,5.833,21.957,38.913,118.522,79.609,,19.417,220.217
2011-01-26,194.0,4.375,12.458,34.708,78.292,43.583,,11.167,206.458
2011-01-27,198.792,5.875,19.542,43.708,137.5,93.792,,17.333,218.333
2011-01-28,196.391,4.417,14.391,31.667,61.458,29.792,,16.333,210.783
2011-01-29,191.375,2.583,6.417,13.625,17.792,4.167,,6.333,197.792
2011-01-30,195.125,4.87,14.625,34.5,94.667,60.167,,8.958,209.75
2011-01-31,199.083,5.333,23.125,39.917,113.083,73.167,,18.042,222.208
2011-02-01,192.625,3.042,12.125,23.458,62.25,38.792,,14.375,204.75
2011-02-02,190.208,2.625,8.708,24.708,39.0,14.292,,5.708,198.917
2011-02-03,198.826,6.125,18.739,42.75,130.292,87.542,,14.375,217.565
2011-02-04,203.292,8.0,31.25,43.625,140.75,97.125,,21.833,234.542
2011-02-05,194.25,3.87,11.0,23.958,36.583,12.625,,18.25,205.25
2011-02-06,196.833,4.167,21.792,38.542,76.667,38.125,,39.792,218.625
2011-02-07,193.417,3.792,18.125,30.417,68.75,38.333,,33.625,211.542
2011-02-08,191.273,3.727,11.409,28.955,54.636,25.682,,7.739,202.682
2011-02-09,191.087,4.083,9.696,31.042,54.208,23.167,,6.375,200.783
2011-02-10,193.292,4.875,12.25,35.375,85.5,50.125,,14.125,205.542
2011-02-11,193.167,4.957,9.917,24.792,44.917,20.125,,12.625,203.083
2011-02-12,192.208,4.708,7.75,22.25,34.125,11.875,,8.75,199.958
2011-02-13,194.625,5.125,12.583,40.0,83.458,43.458,,17.208,207.208
2011-02-14,194.583,4.958,18.583,36.25,70.167,33.917,,36.917,213.167
2011-02-15,195.652,5.583,20.391,35.875,73.625,37.75,,36.75,216.043
2011-02-16,191.167,3.958,7.125,33.292,53.792,20.5,,14.667,198.292
2011-02-17,192.792,3.043,10.917,30.958,57.458,26.5,,21.5,203.708
2011-02-18,191.833,2.583,5.875,20.375,30.667,10.292,,7.25,197.708
