date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,197.917,3.625,93.0,81.167,64.0,9.583,7.25,7.667,0.417,1.0,22.167,7.4,2.35,-1.6,207.5
2011-01-02,194.458,3.042,96.0,75.792,47.0,8.167,6.708,7.458,0.75,1.042,14.667,9.6,3.258,-1.3,202.625
2011-01-03,189.348,1.958,79.0,56.125,33.0,3.217,2.625,2.625,0.0,1.0,1.875,9.6,3.367,-2.1,192.565
2011-01-04,191.75,2.792,93.0,63.667,42.0,5.458,6.13,6.826,0.696,1.333,4.792,9.0,2.692,-3.1,197.208
2011-01-05,191.125,2.0,70.0,47.5,30.0,3.458,4.0,4.125,0.125,1.0,2.292,7.7,3.196,-0.6,194.583
2011-01-06,194.357,2.667,83.0,62.208,38.0,6.643,17.304,24.087,6.783,1.435,9.125,8.2,2.129,-2.9,201.0
2011-01-07,,2.435,94.0,61.417,33.0,,7.292,7.542,0.25,1.0,3.625,7.8,1.629,-3.8,
2011-01-08,,2.292,81.0,60.125,35.0,,5.75,5.917,0.167,1.333,5.375,8.7,1.862,-3.9,
2011-01-09,,3.0,96.0,74.417,51.0,,10.375,11.375,1.0,2.083,13.542,10.4,3.621,-1.5,
2011-01-10,,2.542,98.0,71.167,37.0,,9.25,10.667,1.417,1.333,10.083,9.9,4.154,-3.0,
2011-01-11,192.8,2.375,95.0,77.458,53.0,7.2,7.739,9.174,1.435,1.292,8.25,10.0,2.921,-2.1,200.0
2011-01-12,195.292,2.292,84.0,55.375,36.0,9.125,7.917,8.292,0.375,1.13,5.417,5.4,0.233,-4.8,204.417
2011-01-13,198.292,3.87,94.0,69.042,39.0,19.5,23.792,28.625,4.833,1.958,13.5,10.2,1.567,-5.4,217.792
2011-01-14,195.75,2.957,93.0,60.042,31.0,9.583,6.75,7.292,0.542,1.125,5.167,6.7,1.488,-4.3,205.333
2011-01-15,197.333,3.0,80.0,61.875,40.0,10.0,6.5,6.542,0.042,1.375,9.458,5.8,1.279,-3.1,207.333
2011-01-16,195.125,2.292,70.0,59.0,41.0,8.333,5.792,5.875,0.083,1.0,7.958,4.6,2.133,-0.5,203.458
2011-01-17,189.261,2.167,89.0,64.375,40.0,5.913,10.0,10.0,0.0,1.0,4.875,7.2,2.642,-1.9,195.174
2011-01-18,193.167,2.917,94.0,74.083,42.0,9.917,14.087,17.391,3.304,1.667,18.458,9.0,2.058,-4.5,203.083
2011-01-19,194.5,3.375,96.0,76.5,60.0,12.792,12.458,19.583,7.125,1.478,22.667,8.9,3.921,-3.3,207.292
