date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,199.625,6.125,74.0,59.625,52.0,15.625,22.913,27.913,5.0,,1.083,20.583,8.6,5.054,2.3,215.25
2011-01-02,196.25,5.208,85.0,63.292,37.0,11.417,15.833,19.458,3.625,,0.292,15.708,10.5,5.25,2.4,207.667
2011-01-03,190.792,3.696,57.0,43.958,30.0,6.917,9.583,10.25,0.667,,0.0,3.417,10.1,6.021,2.5,197.708
2011-01-04,195.417,4.958,70.0,53.833,42.0,10.917,19.458,23.333,3.875,,1.045,10.958,10.0,5.008,1.7,206.333
2011-01-05,192.864,4.333,55.0,41.417,29.0,7.227,13.958,17.458,3.5,,0.667,3.5,9.0,5.192,0.1,200.091
2011-01-06,199.125,6.083,76.0,53.25,39.0,14.542,33.625,53.458,19.833,,1.875,13.167,8.3,5.196,2.5,213.667
2011-01-07,194.81,4.0,74.0,44.739,21.0,9.619,15.727,18.045,2.318,,0.565,6.13,8.4,4.717,1.2,204.429
2011-01-08,194.083,4.042,44.0,33.708,23.0,7.583,13.25,14.667,1.417,,0.583,6.417,9.2,5.446,2.0,201.667
2011-01-09,198.75,5.391,79.0,52.042,38.0,14.625,27.25,34.375,7.125,,1.583,18.625,9.3,5.308,1.8,213.375
2011-01-10,197.917,5.5,78.0,58.5,35.0,14.333,32.042,47.917,15.875,,1.591,18.667,9.6,5.775,0.6,212.25
2011-01-11,193.955,4.583,93.0,61.875,41.0,15.591,23.792,34.792,11.0,,1.375,16.792,9.9,5.062,1.5,209.545
2011-01-12,195.0,4.375,59.0,39.917,29.0,14.625,21.417,35.167,13.75,,0.792,7.208,6.3,3.125,0.3,209.625
2011-01-13,206.375,7.5,78.0,55.042,39.0,30.292,40.565,90.087,49.522,,2.583,17.625,9.2,4.375,-0.7,236.667
