date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-29,199.542,47.0,38.5,28.0,11.417,19.417,24.875,5.458,0.0,6.875,8.417,5.5,2.533,-0.1,210.958
2011-01-30,201.542,50.0,37.125,27.0,6.208,11.792,15.417,3.625,0.0,3.042,5.167,6.2,2.492,-1.1,207.75
2011-01-31,207.958,69.0,46.583,32.0,21.125,22.417,33.708,11.292,0.0,4.5,15.042,9.2,2.871,-3.6,229.083
2011-02-01,194.739,62.0,45.333,33.0,7.609,9.696,10.13,0.435,0.0,3.696,12.913,11.7,5.896,-2.2,202.348
2011-02-02,192.545,44.0,31.417,18.0,9.591,11.0,12.542,1.542,0.0,2.435,2.565,5.3,2.588,0.1,202.136
2011-02-03,193.083,72.0,44.292,21.0,12.458,20.292,26.25,5.958,0.0,5.0,11.167,5.8,1.425,-2.6,205.542
2011-02-04,192.917,85.0,56.083,29.0,14.042,16.75,22.333,5.583,0.0,4.083,11.583,11.1,3.967,-3.6,206.958
2011-02-05,190.875,87.0,53.125,30.0,13.958,17.833,20.417,2.583,0.0,6.333,19.417,9.1,4.688,0.7,204.833
2011-02-06,193.208,93.0,90.25,85.0,34.792,32.125,49.333,17.208,7.0,2.083,37.25,5.0,3.454,0.6,228.0
2011-02-07,186.958,96.0,92.833,87.0,35.625,22.304,36.652,14.348,73.0,1.083,25.667,16.6,9.871,4.8,222.583
2011-02-08,181.913,94.0,61.25,37.0,17.826,21.261,25.478,4.217,1.0,3.913,12.478,8.3,5.971,3.5,199.739
2011-02-09,176.042,61.0,43.125,27.0,9.583,17.125,20.083,2.958,0.0,3.292,5.042,7.9,3.754,0.2,185.625
2011-02-10,172.125,84.0,58.875,36.0,11.458,24.375,31.75,7.375,0.0,5.417,14.708,8.9,3.492,-1.5,183.583
2011-02-11,165.833,92.0,58.292,30.0,10.0,15.625,19.292,3.667,0.0,3.667,14.125,8.0,3.654,-1.6,175.833
2011-02-12,160.875,67.0,42.167,30.0,12.083,21.292,25.792,4.5,0.0,6.167,15.917,9.6,4.608,0.4,172.958
2011-02-13,160.0,87.0,54.833,38.0,14.958,27.125,32.625,5.5,0.0,5.417,15.875,10.8,5.179,0.0,174.958
2011-02-14,180.857,94.0,88.958,69.0,37.667,35.25,53.417,18.167,12.0,3.348,38.696,5.5,4.571,3.8,218.524
2011-02-15,197.87,93.0,72.542,43.0,34.435,34.304,48.957,14.652,1.0,5.478,32.304,10.1,6.925,4.7,232.304
2011-02-16,196.917,92.0,74.238,46.0,12.792,15.792,17.625,1.833,2.0,2.917,19.125,5.0,2.219,0.8,209.708
2011-02-17,200.625,94.0,76.958,44.0,17.125,20.0,25.958,5.958,6.0,3.0,18.792,8.2,3.242,0.5,217.75
2011-02-18,198.708,88.0,50.167,23.0,13.333,15.0,18.25,3.25,0.0,4.375,10.292,6.2,1.821,-2.2,212.042
2011-02-19,200.125,70.0,47.333,24.0,10.167,11.542,14.292,2.75,0.0,4.083,9.625,6.7,1.192,-4.6,210.292
2011-02-20,204.208,82.0,52.292,25.0,21.042,21.125,29.167,8.042,0.0,5.083,14.542,9.9,3.625,-3.4,225.25
2011-02-21,204.667,88.0,52.917,22.0,18.5,20.417,29.083,8.667,0.0,3.542,16.0,12.9,5.908,-1.5,223.167
2011-02-22,196.182,79.0,63.875,53.0,14.909,12.522,12.87,0.348,0.0,3.348,21.304,10.0,6.808,4.7,211.091
2011-02-23,201.875,94.0,88.292,64.0,38.75,38.75,53.208,14.458,33.0,5.167,33.5,8.6,6.308,4.6,240.625
2011-02-24,198.292,80.0,50.167,26.0,18.792,15.042,16.333,1.292,1.0,5.917,23.042,15.0,10.579,8.1,217.083
2011-02-25,198.696,94.0,89.583,81.0,25.087,18.625,22.208,3.583,11.0,2.833,20.333,8.4,5.629,3.9,223.783
2011-02-26,196.458,78.0,58.292,35.0,8.042,12.417,13.625,1.208,0.0,2.708,7.208,7.5,5.35,3.4,204.5
2011-02-27,196.292,48.0,35.792,25.0,17.875,25.208,31.75,6.542,0.0,7.167,12.5,9.0,4.383,0.5,214.167
2011-02-28,198.042,62.0,49.25,35.0,5.0,6.417,6.792,0.375,0.0,1.5,5.333,5.5,3.108,-0.4,203.042
2011-03-01,197.0,92.0,85.083,78.0,28.958,23.958,33.542,9.583,1.0,5.0,18.522,10.7,7.45,3.6,225.958
2011-03-02,196.458,94.0,89.875,84.0,16.25,19.542,21.667,2.125,26.0,3.458,14.708,8.3,6.838,4.6,212.708
2011-03-03,195.826,94.0,73.583,49.0,8.957,10.708,11.5,0.792,1.0,2.708,10.292,11.1,6.725,3.7,204.783
2011-03-04,196.833,84.0,69.875,62.0,4.792,4.958,4.958,0.0,0.0,1.292,10.0,7.2,5.242,4.2,201.625
2011-03-05,200.083,95.0,93.458,88.0,25.417,29.375,36.708,7.333,37.0,4.333,12.75,8.5,5.571,3.2,225.5
2011-03-06,200.333,96.0,91.167,76.0,17.292,18.417,30.917,12.5,7.0,1.958,24.083,16.0,11.592,8.6,217.625
2011-03-07,195.958,95.0,80.167,60.0,8.917,8.87,10.174,1.304,0.0,1.261,20.217,13.5,10.996,9.4,204.875
2011-03-08,195.375,92.0,79.667,66.0,8.542,12.083,12.375,0.292,3.0,2.417,12.25,9.9,8.317,6.5,203.917
2011-03-09,195.708,94.0,93.5,92.0,25.417,22.292,25.042,2.75,41.0,4.333,14.042,8.3,7.262,5.7,221.125
2011-03-10,196.087,95.0,90.375,83.0,16.174,16.167,17.875,1.708,25.0,4.167,2.75,5.9,4.65,3.3,212.261
2011-03-11,197.458,88.0,74.125,49.0,7.333,6.25,6.625,0.375,0.0,1.708,9.792,10.6,7.025,3.5,204.792
2011-03-12,195.375,84.0,47.333,27.0,10.333,12.75,14.208,1.458,0.0,2.667,7.625,11.7,6.529,1.1,205.708
2011-03-13,196.917,74.0,39.708,22.0,9.0,11.708,12.75,1.042,0.0,1.5,5.375,10.3,5.696,1.0,205.917
2011-03-14,199.263,80.0,60.083,33.0,11.632,9.889,10.833,0.944,0.0,2.167,9.222,10.7,5.988,0.6,210.895
2011-03-15,204.25,91.0,53.917,26.0,27.375,21.5,32.167,10.667,0.0,4.667,35.167,13.5,6.35,0.0,231.625
2011-03-16,199.0,69.0,51.417,30.0,10.167,9.333,10.583,1.25,0.0,1.958,10.167,11.1,6.138,-1.3,209.167
2011-03-17,201.087,94.0,87.583,65.0,41.652,26.792,50.5,23.708,18.0,2.625,22.792,11.5,8.958,8.2,242.739
2011-03-18,200.5,95.0,91.667,86.0,19.667,19.833,22.417,2.583,3.0,1.792,35.083,12.0,9.35,6.2,220.167
2011-03-19,196.208,95.0,52.958,30.0,11.333,17.083,20.333,3.25,0.0,3.042,12.625,11.8,8.625,6.7,207.542
2011-03-20,196.917,84.0,59.917,44.0,19.0,22.5,28.375,5.875,0.0,6.5,16.042,12.0,7.504,4.2,215.917
2011-03-21,194.875,64.0,38.208,21.0,11.125,17.696,20.13,2.435,0.0,3.391,8.478,11.2,6.833,2.5,206.0
2011-03-22,203.833,73.0,57.792,41.0,24.583,31.75,41.292,9.542,0.0,5.542,26.542,14.3,8.146,0.6,228.417
2011-03-23,202.083,95.0,81.167,58.0,40.833,40.5,50.083,9.583,26.0,3.125,35.75,10.7,8.867,6.4,242.917
2011-03-24,197.435,95.0,92.167,84.0,19.478,15.0,15.625,0.625,9.0,1.458,17.958,9.5,7.471,4.3,216.913
2011-03-25,197.25,86.0,53.708,31.0,15.792,14.917,17.042,2.125,1.0,4.125,8.75,13.8,8.296,2.1,213.042
2011-03-26,198.125,72.0,46.375,27.0,12.667,14.958,17.458,2.5,0.0,3.125,6.769,11.5,6.4,0.3,210.792
2011-03-27,199.667,74.0,50.792,25.0,13.125,16.167,19.75,3.583,0.0,3.667,9.0,13.9,8.079,1.1,212.792
2011-03-28,200.478,91.0,55.458,33.0,18.87,19.522,23.087,3.565,0.0,3.909,22.091,17.3,10.246,2.5,219.348
2011-03-29,196.583,69.0,39.333,14.0,16.375,16.917,19.542,2.625,0.0,6.167,11.542,16.3,10.983,6.0,212.958
2011-03-30,192.083,68.0,59.75,47.0,7.083,3.083,3.083,0.0,0.0,1.125,10.625,17.5,14.342,11.5,199.167
2011-03-31,190.333,90.0,60.417,40.0,8.917,6.708,7.167,0.458,15.0,1.417,12.625,19.2,14.146,7.9,199.25
2011-04-06,200.1,77.0,44.846,14.0,4.9,8.75,9.5,0.75,0.0,4.0,11.231,19.8,14.877,10.4,205.0
2011-04-07,201.833,77.0,59.25,35.0,2.417,3.542,3.542,0.0,0.0,1.583,9.917,19.6,14.842,10.4,204.25
2011-04-08,200.5,80.0,60.75,49.0,1.417,1.5,1.5,0.0,0.0,1.083,12.083,17.4,16.167,14.4,201.917
2011-04-09,200.208,90.0,84.25,75.0,5.625,2.708,2.875,0.167,3.0,1.0,9.667,17.2,15.762,12.4,205.833
2011-04-10,207.0,88.0,63.208,30.0,3.25,1.0,1.0,0.0,0.0,0.917,9.583,16.8,12.762,9.7,210.25
2011-04-11,201.333,90.0,65.667,33.0,13.467,5.5,5.792,0.292,2.0,1.609,17.087,20.1,13.442,7.3,214.8
2011-04-12,,88.0,42.333,16.0,,7.583,8.792,1.208,1.0,2.667,10.25,15.7,10.05,5.5,
2011-04-13,,78.0,50.0,23.0,,11.609,14.957,3.348,0.0,2.913,17.174,19.6,13.242,6.3,
2011-04-14,192.6,85.0,55.708,19.0,17.7,17.792,22.25,4.458,0.0,6.5,25.333,22.4,14.925,6.9,210.3
2011-04-15,190.0,90.0,67.75,44.0,16.619,3.417,3.417,0.0,1.0,2.625,23.542,21.0,17.029,12.7,206.619
2011-04-16,190.833,88.0,65.375,47.0,17.0,4.125,4.125,0.0,0.0,1.792,12.792,22.8,17.879,11.4,207.833
2011-04-17,196.125,75.0,53.958,34.0,17.208,4.5,4.625,0.125,0.0,1.792,11.417,17.0,12.442,7.8,213.333
2011-04-18,198.917,85.0,64.458,47.0,14.917,1.458,1.458,0.0,1.0,0.708,7.625,17.6,14.046,10.7,213.833
2011-04-19,194.625,94.0,76.917,42.0,22.792,13.542,15.542,2.0,32.0,2.917,11.5,17.3,11.875,5.6,217.417
2011-04-20,194.957,89.0,64.5,42.0,10.0,6.739,8.261,1.522,0.0,2.783,2.13,16.7,9.879,1.9,204.957
2011-04-21,194.625,86.0,72.333,57.0,6.083,1.833,1.833,0.0,0.0,0.5,5.75,15.9,12.3,8.7,200.708
2011-04-22,191.125,88.0,69.125,48.0,12.708,10.042,11.208,1.167,0.0,2.417,19.458,18.6,15.354,11.4,203.833
2011-04-23,186.167,93.0,88.708,79.0,7.5,0.125,0.125,0.0,28.0,0.292,8.875,17.5,15.854,14.0,193.667
2011-04-24,189.958,89.0,58.042,35.0,11.542,6.958,7.792,0.833,1.0,2.333,7.667,20.6,15.733,10.4,201.5
2011-04-25,192.458,92.0,59.958,32.0,11.292,8.083,8.875,0.792,0.0,2.5,16.083,19.2,13.612,7.2,203.75
2011-04-26,193.333,90.0,60.917,32.0,13.583,8.875,10.542,1.667,0.0,2.542,19.625,19.9,15.129,6.9,206.917
2011-04-27,189.565,91.0,68.375,54.0,11.696,0.545,0.545,0.0,0.0,1.091,30.455,22.6,19.625,16.3,201.261
2011-04-28,189.875,92.0,66.542,36.0,12.042,4.208,4.208,0.0,6.0,1.25,14.167,22.0,18.104,13.4,201.917
2011-04-29,194.708,87.0,66.5,51.0,9.5,3.583,3.625,0.042,0.0,0.458,6.625,17.8,13.312,9.1,204.208
2011-04-30,195.25,93.0,69.5,40.0,9.542,3.875,4.042,0.167,0.0,0.958,14.167,21.1,15.958,7.6,204.792
2011-05-01,188.042,93.0,76.125,62.0,9.458,1.708,1.708,0.0,3.0,0.708,13.583,20.1,17.696,15.5,197.5
2011-05-02,192.708,91.0,54.625,23.0,14.75,12.833,14.917,2.083,0.0,3.542,56.083,24.1,17.792,12.5,207.458
2011-05-03,196.333,91.0,80.417,62.0,18.583,7.583,7.667,0.083,2.0,0.917,37.375,18.0,15.083,11.5,214.917
2011-05-04,190.087,91.0,67.167,43.0,6.957,5.522,5.652,0.13,0.0,2.478,12.652,21.6,16.571,12.3,197.043
2011-05-05,192.083,87.0,69.958,54.0,2.375,1.958,1.958,0.0,0.0,1.333,14.083,19.9,15.146,11.5,194.458
2011-05-06,192.958,88.0,73.542,57.0,1.792,3.75,3.75,0.0,0.0,1.0,13.167,19.9,15.771,11.8,194.75
2011-05-07,192.083,91.0,86.5,74.0,5.625,5.0,5.042,0.042,2.0,0.833,13.833,18.5,16.296,14.6,197.708
2011-05-08,191.542,94.0,67.042,44.0,8.333,8.417,8.417,0.0,0.0,1.792,16.5,25.1,19.779,13.8,199.875
2011-05-09,191.208,77.0,56.5,30.0,5.833,4.917,4.917,0.0,0.0,1.833,18.583,23.2,18.492,11.9,197.042
2011-05-10,185.292,92.0,76.083,54.0,7.375,5.375,5.458,0.083,13.0,1.833,28.75,26.9,21.438,15.6,192.667
2011-05-11,192.773,94.0,92.458,89.0,11.773,1.857,1.857,0.0,56.0,0.0,5.174,15.2,14.121,13.2,204.545
2011-05-12,193.125,95.0,93.792,92.0,26.208,17.167,18.083,0.917,24.0,2.042,11.333,17.0,15.317,13.3,219.333
2011-05-13,191.0,95.0,85.042,67.0,21.667,11.333,12.333,1.0,1.0,2.417,17.417,24.6,19.167,16.0,212.667
2011-05-14,190.25,81.0,58.25,30.0,17.958,6.375,6.375,0.0,0.0,1.792,40.25,22.8,18.429,13.7,208.208
2011-05-15,192.0,84.0,44.667,15.0,14.25,5.042,5.167,0.125,0.0,2.542,17.417,24.5,18.521,10.9,206.25
2011-05-16,187.917,78.0,58.292,28.0,12.333,1.958,1.958,0.0,0.0,2.042,20.875,23.3,19.283,15.4,200.25
2011-05-17,187.792,92.0,75.5,60.0,13.792,5.625,5.625,0.0,8.0,1.292,19.5,20.6,16.912,13.1,201.583
2011-05-18,195.043,94.0,72.5,43.0,13.739,6.522,6.783,0.261,0.0,1.391,26.87,23.1,17.379,12.0,208.783
2011-05-19,189.417,81.0,56.417,25.0,10.958,4.125,4.125,0.0,0.0,1.875,22.917,25.1,19.85,13.4,200.375
2011-05-20,186.391,80.0,65.792,53.0,12.783,2.958,2.958,0.0,0.0,1.583,25.25,24.7,20.571,17.5,199.174
2011-05-21,184.625,86.0,72.625,53.0,13.375,2.375,2.375,0.0,0.0,0.917,17.792,25.9,21.45,17.9,198.0
2011-05-22,185.042,92.0,81.542,62.0,13.5,1.625,1.625,0.0,4.0,0.458,7.042,25.3,19.575,14.7,198.542
2011-05-23,191.625,91.0,76.583,55.0,13.25,6.25,6.25,0.0,2.0,1.083,8.375,18.5,15.308,12.9,204.875
2011-05-24,193.292,93.0,87.625,71.0,20.375,10.708,10.875,0.167,29.0,1.375,9.5,16.3,12.738,9.9,213.667
2011-05-25,194.955,94.0,70.292,41.0,13.5,4.696,5.087,0.391,2.0,1.182,10.091,22.7,16.612,9.3,208.455
2011-05-26,194.333,91.0,76.792,53.0,13.208,2.167,2.167,0.0,0.0,0.583,11.458,22.3,17.7,13.9,207.542
2011-05-27,199.167,91.0,82.292,66.0,13.625,2.167,2.167,0.0,1.0,0.125,11.0,20.1,17.546,15.6,212.792
2011-05-28,195.167,94.0,92.75,91.0,18.583,11.583,12.25,0.667,33.0,0.458,9.833,20.1,18.562,17.0,213.75
2011-05-29,190.333,95.0,93.875,93.0,13.833,2.583,2.583,0.0,56.0,0.0,2.083,18.9,18.033,17.2,204.167
2011-05-30,187.917,95.0,82.083,64.0,27.375,14.125,16.75,2.625,23.0,5.333,4.75,18.8,16.604,15.1,215.292
2011-05-31,188.542,76.0,66.708,52.0,15.375,5.417,5.667,0.25,0.0,2.208,12.875,17.3,14.183,10.9,203.917
2011-06-01,192.087,82.0,67.958,52.0,4.217,1.957,1.957,0.0,0.0,0.652,27.522,18.0,14.5,10.7,196.304
2011-06-02,198.458,94.0,90.0,83.0,12.667,9.542,15.792,6.25,29.0,0.708,19.625,17.6,15.775,13.9,211.125
2011-06-03,194.625,95.0,79.75,58.0,28.042,20.542,24.667,4.125,0.0,4.417,30.708,24.0,19.112,15.2,222.667
2011-06-04,190.25,93.0,72.0,45.0,10.25,3.0,3.042,0.042,0.0,1.167,16.792,26.9,21.488,16.1,200.5
2011-06-05,,85.0,73.125,62.0,,2.167,2.167,0.0,0.0,1.25,21.917,25.7,21.612,18.3,
2011-06-06,,91.0,64.625,25.0,,12.792,13.417,0.625,0.0,6.458,25.5,28.9,21.808,16.2,
2011-06-07,191.143,89.0,77.042,60.0,10.357,3.667,3.667,0.0,0.0,1.833,23.0,23.0,20.029,17.1,201.5
2011-06-08,196.273,92.0,87.75,77.0,19.727,10.652,11.0,0.348,4.0,1.696,16.826,21.1,18.35,16.4,216.0
2011-06-09,193.0,94.0,79.25,58.0,13.5,5.625,5.667,0.042,0.0,2.083,18.042,25.5,20.092,15.5,206.5
2011-06-10,188.042,91.0,78.167,63.0,8.292,1.083,1.083,0.0,0.0,0.375,9.708,26.0,22.162,18.1,196.333
2011-06-11,191.833,94.0,89.792,84.0,14.042,7.708,7.833,0.125,66.0,0.542,29.25,22.6,20.567,18.8,205.875
2011-06-12,203.5,93.0,78.167,48.0,12.583,3.708,3.708,0.0,0.0,0.917,26.375,26.7,21.896,17.6,216.083
2011-06-13,197.042,94.0,87.917,80.0,17.625,10.083,10.167,0.083,68.0,1.917,18.542,22.6,19.362,17.7,214.667
2011-06-14,196.667,93.0,84.875,68.0,9.292,2.417,2.417,0.0,1.0,0.0,18.75,22.3,19.471,16.8,205.958
2011-06-15,196.87,89.0,73.375,55.0,8.913,1.913,1.913,0.0,0.0,0.348,8.174,21.7,19.058,16.7,205.783
2011-06-16,202.458,92.0,83.208,69.0,9.5,2.167,2.208,0.042,8.0,0.208,11.667,22.8,19.55,16.1,211.958
2011-06-17,192.167,94.0,91.375,86.0,12.333,4.583,4.583,0.0,21.0,0.542,6.667,20.9,19.021,17.7,204.5
2011-06-18,197.083,93.0,87.667,73.0,10.708,3.292,3.292,0.0,9.0,0.292,10.417,21.8,19.3,17.3,207.792
2011-06-19,196.875,94.0,86.542,75.0,15.042,5.292,5.833,0.542,0.0,1.375,13.583,24.0,20.704,18.5,211.917
2011-06-20,186.917,92.0,83.583,70.0,9.542,1.75,1.75,0.0,0.0,0.458,8.125,26.5,22.583,19.5,196.458
2011-06-21,180.958,89.0,79.208,66.0,9.25,2.875,2.875,0.0,2.0,0.708,10.542,27.0,23.967,22.1,190.208
2011-06-22,186.565,92.0,70.542,47.0,15.304,6.739,7.087,0.348,0.0,1.522,29.478,31.1,26.158,20.6,201.87
2011-06-23,180.708,86.0,77.333,66.0,11.375,3.792,4.292,0.5,0.0,1.13,20.391,28.7,25.517,23.8,192.083
2011-06-24,177.667,86.0,78.583,67.0,10.583,2.167,2.25,0.083,0.0,0.542,16.708,28.4,25.704,23.6,188.25
2011-06-25,186.375,88.0,76.292,62.0,11.917,2.208,2.333,0.125,0.0,0.417,14.5,29.4,24.162,19.9,198.292
2011-06-26,201.333,92.0,89.75,85.0,19.75,6.708,7.208,0.5,0.0,0.708,21.292,22.4,20.946,19.3,221.083
2011-06-27,196.739,94.0,87.333,78.0,14.087,2.565,2.739,0.174,1.0,0.174,19.609,27.4,23.758,20.0,210.826
2011-06-28,181.875,88.0,72.208,52.0,12.708,2.708,3.75,1.042,0.0,1.25,21.375,33.1,28.062,24.4,194.583
2011-06-29,198.043,89.0,68.167,47.0,17.609,7.304,7.696,0.391,0.0,1.304,22.174,34.0,28.0,23.0,215.652
2011-06-30,190.25,89.0,71.083,37.0,11.208,11.833,12.292,0.458,2.0,3.167,29.583,34.0,27.538,24.3,201.458
2011-07-01,191.417,91.0,73.625,54.0,17.333,12.625,14.292,1.667,0.0,4.333,47.583,32.5,26.988,23.5,208.75
2011-07-02,190.667,88.0,76.5,61.0,6.333,2.125,2.292,0.167,0.0,0.25,10.542,29.9,25.779,22.3,197.0
2011-07-03,185.958,89.0,72.875,53.0,16.042,4.625,5.042,0.417,0.0,2.208,28.667,32.1,27.346,23.5,202.0
2011-07-04,178.792,85.0,77.333,67.0,4.958,1.583,1.583,0.0,0.0,1.167,45.0,29.7,27.079,25.7,183.75
2011-07-05,185.083,83.0,72.167,56.0,6.458,3.042,3.042,0.0,0.0,1.083,22.042,30.4,26.883,23.7,191.542
2011-07-06,196.318,86.0,69.917,49.0,13.318,4.609,4.652,0.043,0.0,1.087,28.696,31.2,26.6,22.8,209.636
2011-07-07,179.208,89.0,77.583,66.0,8.417,1.833,1.833,0.0,0.0,0.625,10.375,27.6,25.479,22.9,187.625
2011-07-08,176.875,82.0,77.083,70.0,9.167,3.292,3.75,0.458,0.0,0.875,13.417,28.8,26.696,24.8,186.042
2011-07-09,178.708,85.0,69.875,50.0,9.5,1.25,1.583,0.333,0.0,0.5,11.167,32.9,28.05,25.0,188.208
2011-07-10,179.292,88.0,65.417,38.0,8.375,0.333,0.375,0.042,0.0,0.167,9.708,33.9,28.692,23.9,187.667
2011-07-11,181.417,90.0,70.583,53.0,8.25,0.833,1.417,0.583,0.0,3.583,10.083,32.9,28.392,24.2,189.667
2011-07-12,180.833,88.0,69.542,48.0,7.542,0.0,0.0,0.0,0.0,0.708,6.542,32.7,28.012,24.1,188.375
2011-07-13,181.348,87.0,66.292,46.0,8.783,0.522,0.522,0.0,0.0,4.87,7.522,32.5,27.629,23.6,190.13
2011-07-14,181.25,86.0,64.958,42.0,8.458,0.833,1.042,0.208,0.0,0.208,5.958,32.7,27.504,23.0,189.708
2011-07-15,181.625,87.0,64.917,39.0,8.958,1.542,1.833,0.292,0.0,0.333,10.083,33.1,28.142,23.6,190.583
2011-07-16,183.0,89.0,68.917,40.0,9.833,0.917,0.917,0.0,0.0,2.792,17.583,33.6,28.225,23.9,192.833
2011-07-17,180.067,88.0,68.417,43.0,8.933,0.167,0.167,0.0,0.0,2.292,10.5,34.8,29.112,24.7,189.0
2011-07-18,,86.0,74.042,59.0,,0.167,0.167,0.0,0.0,0.792,25.583,31.8,28.588,26.3,
2011-07-19,176.533,90.0,86.542,81.0,9.4,0.391,0.435,0.043,19.0,0.0,21.958,27.6,26.321,25.1,185.933
2011-07-20,181.19,93.0,85.458,77.0,10.0,0.826,0.826,0.0,10.0,0.364,18.182,28.4,25.229,20.4,191.19
2011-07-21,186.083,93.0,80.917,65.0,10.667,4.792,4.792,0.0,2.0,1.208,9.125,21.8,19.604,17.8,196.75
2011-07-22,188.958,84.0,66.167,45.0,13.083,5.667,5.833,0.167,0.0,1.958,10.833,25.4,20.646,16.6,202.042
2011-07-23,188.375,82.0,73.583,67.0,18.167,9.458,9.958,0.5,0.0,4.208,9.417,24.5,21.629,18.6,206.542
2011-07-24,188.875,88.0,74.917,58.0,15.583,4.75,5.292,0.542,0.0,1.75,12.042,27.8,24.392,20.1,204.458
2011-07-25,183.125,88.0,71.458,51.0,8.583,1.25,1.25,0.0,0.0,1.417,19.042,30.7,26.408,23.1,191.708
2011-07-26,182.583,86.0,78.625,67.0,8.458,3.083,3.083,0.0,0.0,0.958,10.625,27.6,25.65,24.3,191.042
2011-07-27,179.565,84.0,76.667,63.0,12.435,4.826,5.13,0.304,0.0,1.348,16.087,28.9,26.2,24.7,192.0
2011-07-28,197.75,92.0,86.708,77.0,20.083,14.042,18.667,4.625,16.0,2.042,34.792,27.3,25.075,23.4,217.833
2011-07-29,196.292,92.0,87.0,77.0,18.917,9.417,10.25,0.833,5.0,2.0,34.417,27.9,24.942,22.8,215.208
2011-07-30,193.375,93.0,89.833,78.0,18.125,5.333,5.375,0.042,13.0,0.583,27.583,26.9,23.933,22.2,211.5
