date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,197.792,,,,25.458,16.042,25.125,9.083,,28.958,,,,223.25
2011-01-02,196.417,,,,17.25,8.958,15.333,6.375,,20.458,,,,213.667
2011-01-03,185.542,,,,8.75,5.833,7.958,2.125,,2.5,,,,194.292
2011-01-04,193.958,,,,19.458,11.348,18.087,6.739,,10.375,,,,213.417
2011-01-05,190.652,,,,9.217,5.458,6.833,1.375,,4.042,,,,199.87
2011-01-06,196.833,,,,24.0,19.125,32.0,12.875,,20.625,,,,220.833
2011-01-07,199.667,,,,22.875,15.542,26.917,11.375,,11.667,,,,222.542
2011-01-08,199.125,,,,26.75,14.917,23.542,8.625,,12.583,,,,225.875
2011-01-09,198.875,,,,22.875,17.417,26.042,8.625,,22.875,,,,221.75
2011-01-10,195.167,,,,19.042,15.417,23.458,8.042,,22.889,,,,214.208
2011-01-11,193.708,,,,14.708,15.417,22.583,7.167,,,,,,208.417
2011-01-12,192.609,,,,20.783,17.5,32.75,15.25,,25.167,,,,213.391
2011-01-13,201.167,,,,32.875,36.435,69.609,33.174,,24.375,,,,234.042
2011-01-14,196.696,,,,22.957,20.87,37.13,16.261,,13.583,,,,219.652
2011-01-15,198.417,,,,18.625,19.042,24.875,5.833,,20.458,,,,217.042
2011-01-16,192.417,,,,11.5,13.167,15.375,2.208,,15.458,,,,203.917
2011-01-17,191.875,,,,20.042,16.458,31.708,15.25,,17.542,,,,211.917
2011-01-18,200.25,,,,27.25,31.0,51.333,20.333,,34.542,,,,227.5
2011-01-19,193.435,,,,19.217,22.042,37.708,15.667,,25.583,,,,212.652
2011-01-20,186.333,,,,8.708,6.87,8.174,1.304,,14.958,,,,195.042
2011-01-21,187.208,,,,9.417,8.375,9.167,0.792,,9.042,,,,196.625
2011-01-22,189.0,,,,13.125,11.292,14.25,2.958,,9.25,,,,202.125
2011-01-23,197.583,,,,22.375,20.375,38.208,17.833,,16.958,,,,219.958
2011-01-24,192.458,,,,18.167,18.458,28.75,10.292,,13.5,,,,210.625
2011-01-25,196.333,,,,24.667,26.833,50.0,23.167,,18.043,,,,221.0
2011-01-26,193.739,,,,14.609,18.792,24.458,5.667,,11.042,,,,208.348
2011-01-27,201.167,,,,24.792,25.043,47.0,21.957,,15.0,,,,225.958
2011-01-28,194.083,,,,12.417,16.25,18.833,2.583,,12.625,,,,206.5
2011-01-29,192.625,,,,7.708,6.292,7.375,1.083,,7.042,,,,200.333
2011-01-30,193.167,,,,16.875,15.333,26.375,11.042,,10.542,,,,210.042
2011-01-31,199.333,,,,25.25,28.667,45.708,17.042,,16.417,,,,224.583
2011-02-01,190.619,,,,15.286,14.75,19.083,4.333,,17.958,,,,205.905
2011-02-02,190.783,,,,9.478,7.542,8.792,1.25,,12.917,,,,200.261
2011-02-03,197.083,,,,28.417,25.348,51.609,26.261,,15.208,,,,225.5
2011-02-04,205.917,,,,39.375,33.708,71.208,37.5,,21.125,,,,245.292
2011-02-05,193.5,,,,12.667,12.333,14.875,2.542,,15.583,,,,206.167
2011-02-06,197.917,,,,19.708,32.083,41.167,9.083,,46.333,,,,217.625
2011-02-07,193.583,,,,19.625,24.125,33.583,9.458,,32.25,,,,213.208
2011-02-08,191.125,,,,13.958,14.375,17.167,2.792,,8.333,,,,205.083
2011-02-09,191.13,,,,11.609,18.417,26.833,8.417,,5.542,,,,202.739
2011-02-10,194.826,,,,16.174,22.087,30.826,8.739,,11.958,,,,211.0
2011-02-11,192.208,,,,12.25,15.042,18.667,3.625,,12.833,,,,204.458
2011-02-12,194.125,,,,11.125,13.333,15.792,2.458,,9.625,,,,205.25
2011-02-13,196.958,,,,17.958,23.833,33.292,9.458,,17.0,,,,214.917
2011-02-14,190.583,,,,10.083,19.167,20.792,1.625,,25.958,,,,200.667
2011-02-15,194.208,,,,18.208,29.625,41.5,11.875,,46.542,,,,212.417
2011-02-16,187.565,,,,5.957,10.625,12.0,1.375,,12.625,,,,193.522
2011-02-17,187.708,,,,8.917,13.87,16.957,3.087,,14.5,,,,196.625
2011-02-18,188.125,,,,6.0,7.333,8.708,1.375,,6.292,,,,194.125
2011-02-19,193.125,,,,13.542,15.75,20.417,4.667,,11.125,,,,206.667
2011-02-20,197.958,,,,20.75,26.042,39.542,13.5,,17.5,,,,218.708
2011-02-21,198.458,,,,22.0,27.75,45.375,17.625,,19.792,,,,220.458
2011-02-22,190.091,,,,8.955,14.208,17.167,2.958,,22.739,,,,199.045
2011-02-23,192.348,,,,21.13,28.583,41.0,12.417,,36.792,,,,213.478
2011-02-24,189.583,,,,12.542,13.348,14.957,1.609,,26.25,,,,202.125
2011-02-25,188.0,,,,11.125,10.5,12.0,1.5,,15.625,,,,199.125
2011-02-26,187.917,,,,10.125,8.958,10.167,1.208,,6.917,,,,198.042
2011-02-27,188.583,,,,9.0,7.708,8.667,0.958,,5.875,,,,197.583
2011-02-28,188.958,,,,8.833,8.958,10.417,1.458,,7.833,,,,197.792
2011-03-01,184.522,,,,12.087,20.083,22.542,2.458,,21.0,,,,196.609
2011-03-02,183.958,,,,8.625,13.565,15.217,1.652,,15.833,,,,192.583
2011-03-03,184.0,,,,5.958,5.458,6.375,0.917,,11.208,,,,189.958
2011-03-04,184.667,,,,6.458,6.542,7.25,0.708,,11.833,,,,191.125
2011-03-05,186.333,,,,12.417,18.083,20.5,2.417,,15.042,,,,198.75
2011-03-06,186.458,,,,13.333,18.417,23.542,5.125,,22.542,,,,199.792
2011-03-07,182.958,,,,8.333,8.667,10.75,2.083,,24.583,,,,191.292
2011-03-08,187.174,,,,10.696,6.792,8.292,1.5,,14.625,,,,197.87
2011-03-09,187.417,,,,9.667,6.261,7.217,0.957,,13.0,,,,197.083
2011-03-10,188.125,,,,8.625,4.333,4.667,0.333,,3.833,,,,196.75
2011-03-11,188.833,,,,9.333,5.875,6.667,0.792,,8.917,,,,198.167
2011-03-12,189.0,,,,9.542,7.083,8.375,1.292,,4.542,,,,198.542
2011-03-13,189.375,,,,10.917,7.917,8.833,0.917,,6.042,,,,200.292
2011-03-14,190.25,,,,12.542,11.75,13.417,1.667,,10.125,,,,202.792
2011-03-15,195.435,,,,17.217,15.708,21.25,5.542,,16.875,,,,212.652
2011-03-16,194.417,,,,18.167,15.304,19.565,4.261,,18.167,,,,212.583
2011-03-17,197.583,,,,17.25,15.708,20.875,5.167,,20.958,,,,214.833
2011-03-18,192.75,,,,18.667,19.542,22.958,3.417,,43.458,,,,211.417
2011-03-19,187.875,,,,11.25,7.792,8.958,1.167,,9.542,,,,199.125
2011-03-20,190.042,,,,13.25,9.333,10.5,1.167,,13.625,,,,203.292
2011-03-21,189.261,,,,13.391,10.083,11.5,1.417,,6.696,,,,202.652
2011-03-22,197.875,,,,31.875,29.458,43.25,13.792,,28.75,,,,229.75
2011-03-23,201.542,,,,27.583,19.87,34.391,14.522,,42.875,,,,229.125
2011-03-24,189.375,,,,15.708,12.667,16.542,3.875,,8.333,,,,205.083
2011-03-25,197.208,,,,17.125,9.833,13.25,3.417,,7.5,,,,214.333
2011-03-26,193.333,,,,17.167,14.167,17.625,3.458,,10.167,,,,210.5
2011-03-27,198.583,,,,18.208,15.167,20.708,5.542,,11.875,,,,216.792
2011-03-28,198.0,,,,18.375,17.875,21.958,4.083,,25.292,,,,216.375
2011-03-29,194.167,,,,14.375,8.875,10.917,2.042,,12.708,,,,208.542
2011-03-30,185.917,,,,9.833,3.739,3.739,0.0,,21.875,,,,195.75
2011-03-31,182.417,,,,9.208,3.292,3.75,0.458,,31.375,,,,191.625
2011-04-01,,,,,,7.083,8.875,1.792,,13.708,,,,
2011-04-02,,,,,,10.542,12.333,1.792,,26.458,,,,
2011-04-03,,,,,,5.833,7.0,1.167,,14.542,,,,
