date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,202.375,3.792,62.0,48.083,39.0,16.667,23.417,29.208,5.792,,24.292,9.2,5.5,2.1,219.042
2011-01-02,197.261,2.435,72.0,51.25,26.0,14.609,14.652,20.13,5.478,,17.542,10.8,5.633,2.5,211.87
2011-01-03,189.583,1.25,42.0,30.833,17.0,7.875,9.958,12.333,2.375,,1.375,10.5,6.538,3.7,197.458
2011-01-04,195.87,2.87,58.0,41.083,28.0,16.348,21.565,29.783,8.217,,8.957,10.2,5.375,1.2,212.217
2011-01-05,192.167,1.875,43.0,28.917,15.0,12.833,22.25,50.375,28.125,,3.917,9.5,5.638,2.7,205.0
2011-01-06,199.208,4.083,59.0,40.5,26.0,22.042,39.0,94.292,55.292,,15.167,9.2,5.679,2.7,221.25
2011-01-07,194.625,2.167,61.0,37.417,19.0,13.042,18.042,25.25,7.208,,6.083,8.7,5.017,2.0,207.667
2011-01-08,194.875,2.0,45.0,33.458,20.0,10.458,13.833,15.917,2.083,,4.25,9.5,5.667,1.9,205.333
2011-01-09,196.0,2.913,72.0,48.542,31.0,18.0,29.957,40.478,10.522,,21.208,9.9,5.788,1.6,214.0
2011-01-10,196.583,3.542,72.0,51.625,31.0,20.792,40.0,88.5,48.5,,24.167,10.2,6.167,0.6,217.375
2011-01-11,190.609,1.957,79.0,57.208,36.0,15.348,22.773,36.273,13.5,,16.913,10.8,5.188,1.8,205.957
2011-01-12,193.417,3.0,50.0,33.167,21.0,15.667,27.375,63.625,36.25,,7.167,6.7,3.438,0.3,209.083
2011-01-13,196.958,4.792,68.0,47.458,29.0,34.208,48.875,138.042,89.167,,23.875,9.6,4.721,-0.8,231.167
2011-01-14,195.667,3.375,62.0,38.125,24.0,17.542,27.083,46.708,19.625,,8.833,8.1,4.658,1.4,213.208
2011-01-15,200.0,4.542,50.0,42.542,29.0,22.0,30.75,50.125,19.375,,19.125,6.5,3.8,0.3,222.0
2011-01-16,195.955,2.227,52.0,43.0,35.0,15.182,27.045,38.364,11.318,,20.174,5.4,3.9,2.0,211.136
2011-01-17,192.0,1.792,65.0,43.167,28.0,14.167,25.083,43.208,18.125,,12.167,7.6,4.733,2.8,206.167
2011-01-18,202.0,4.167,67.0,52.958,34.0,30.792,42.083,87.25,45.167,,30.167,9.9,4.767,-0.3,232.792
2011-01-19,195.208,2.458,63.0,54.833,47.0,20.167,26.125,48.833,22.708,,26.875,10.4,5.996,0.9,215.375
2011-01-20,189.417,1.083,87.0,81.75,59.0,8.625,14.5,17.167,2.667,,16.958,5.9,3.146,2.3,198.042
2011-01-21,188.792,1.042,88.0,80.333,72.0,8.292,15.333,20.167,4.833,,9.458,4.2,3.446,2.9,197.083
2011-01-22,191.458,1.75,90.0,85.583,79.0,10.833,15.25,21.292,6.042,,9.042,7.3,5.067,3.4,202.292
2011-01-23,204.522,4.435,89.0,79.75,58.0,24.304,31.652,104.261,72.609,,16.833,9.2,5.038,1.1,228.826
2011-01-24,196.167,2.708,90.0,60.417,37.0,12.875,32.958,79.083,46.125,,10.083,5.2,2.875,0.1,209.042
2011-01-25,201.043,4.348,76.0,56.208,27.0,24.87,43.818,123.0,79.182,,25.217,8.4,3.967,-0.2,225.913
2011-01-26,194.917,2.083,78.0,45.833,23.0,12.375,24.542,32.375,7.833,,10.542,6.3,2.621,-0.5,207.292
2011-01-27,200.5,3.458,60.0,47.417,31.0,20.458,30.708,59.958,29.25,,15.583,7.4,2.817,-1.5,220.958
2011-01-28,197.625,2.417,62.0,40.833,21.0,12.417,22.333,30.75,8.417,,16.708,6.1,2.258,-1.0,210.042
2011-01-29,192.417,1.125,40.0,31.333,19.0,4.333,6.333,7.292,0.958,,4.5,6.3,2.942,1.3,196.75
2011-01-30,192.154,3.273,47.0,31.583,20.0,9.077,27.091,49.727,22.636,,8.435,6.7,3.129,-0.6,201.231
2011-01-31,195.667,3.208,57.0,38.792,24.0,18.111,39.417,86.167,46.75,,14.875,8.7,3.708,-1.6,213.778
2011-02-01,196.083,3.583,50.0,37.667,27.0,17.0,35.0,75.083,40.083,,19.5,13.7,6.962,0.5,213.083
2011-02-02,192.292,1.25,42.0,26.292,10.0,9.75,15.25,20.417,5.167,,4.792,6.1,2.617,0.1,202.042
2011-02-03,205.375,5.542,58.0,34.75,13.0,25.375,43.583,112.583,69.0,,16.958,7.4,2.775,-1.7,230.75
2011-02-04,206.208,5.958,62.0,36.708,18.0,30.375,43.792,108.292,64.5,,18.458,10.9,5.288,-1.2,236.583
2011-02-05,197.5,2.958,71.0,46.125,28.0,12.958,21.125,27.875,6.75,,18.125,9.3,5.817,1.6,210.458
2011-02-06,198.565,4.125,87.0,77.0,66.0,24.609,36.542,59.792,23.25,,46.917,5.4,4.279,2.1,223.174
2011-02-07,194.478,4.217,93.0,89.833,86.0,22.826,33.348,60.043,26.696,,46.955,9.2,7.542,5.2,217.304
2011-02-08,190.542,1.875,86.0,45.958,27.0,15.083,22.292,43.542,21.25,,9.208,9.1,7.092,3.5,205.625
2011-02-09,191.917,2.083,48.0,30.333,12.0,14.167,33.792,67.667,33.875,,7.917,9.0,4.892,1.3,206.083
