date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,,,24.458,30.667,6.208,2.0,30.667,
2011-01-02,,,15.083,20.333,5.25,0.708,21.958,
2011-01-03,,,8.708,9.792,1.083,0.167,4.042,
2011-01-04,,,18.0,27.364,9.364,0.955,5.864,
2011-01-05,,,12.167,13.792,1.625,0.833,3.5,
2011-01-06,,,30.5,60.917,30.417,1.458,19.833,
2011-01-07,,,22.875,60.208,37.333,0.583,14.083,
2011-01-08,,,17.75,27.292,9.542,0.458,5.625,
2011-01-09,,,25.25,39.25,14.0,1.458,14.0,
2011-01-10,,,25.542,41.875,16.333,1.208,20.833,
2011-01-11,,,20.958,30.083,9.125,1.167,14.167,
2011-01-12,,,19.591,36.182,16.591,0.773,6.0,
2011-01-13,,,39.292,102.75,63.458,2.833,21.583,
2011-01-14,,,23.625,50.958,27.333,0.917,10.375,
2011-01-15,,,22.958,36.542,13.583,1.0,19.375,
2011-01-16,,,16.75,18.667,1.917,1.0,14.625,
2011-01-17,,,16.208,26.708,10.5,0.958,11.917,
2011-01-18,,,32.875,80.542,47.667,0.958,26.125,
2011-01-19,,,24.208,46.625,22.417,2.042,31.542,
2011-01-20,,,11.25,11.958,0.708,0.75,13.458,
2011-01-21,,,12.792,13.792,1.0,0.208,6.792,
2011-01-22,,,14.292,21.375,7.083,0.083,11.667,
2011-01-23,,,21.667,70.292,48.625,0.542,11.708,
2011-01-24,,,22.957,36.652,13.696,0.391,7.542,
2011-01-25,,,31.292,76.333,45.042,1.917,20.25,
2011-01-26,,,26.167,40.75,14.583,1.042,9.833,
2011-01-27,,,30.125,76.625,46.5,1.25,14.625,
2011-01-28,,,20.875,29.625,8.75,1.25,11.042,
2011-01-29,,,7.708,8.167,0.458,1.0,5.667,
2011-01-30,,,17.542,31.708,14.167,1.0,5.458,
2011-01-31,,,33.125,83.125,50.0,3.167,17.625,
2011-02-01,,,17.083,27.667,10.583,2.917,8.875,
2011-02-02,,,11.625,13.208,1.583,1.083,4.917,
2011-02-03,,,28.708,58.75,30.042,1.792,9.667,
2011-02-04,,,31.917,76.75,44.833,2.958,16.0,
2011-02-05,,,16.625,22.0,5.375,1.542,17.708,
2011-02-06,,,35.5,52.625,17.125,0.875,43.875,
2011-02-07,,,26.792,40.125,13.333,0.917,33.042,
2011-02-08,,,19.609,22.783,3.174,0.87,8.87,
2011-02-09,,,21.875,34.833,12.958,0.958,3.708,
2011-02-10,,,30.875,66.875,36.0,2.25,10.792,
2011-02-11,,,17.75,25.0,7.25,0.708,12.792,
2011-02-12,,,15.125,18.542,3.417,0.917,6.167,
2011-02-13,,,25.333,41.542,16.208,1.0,12.542,
2011-02-14,,,30.917,37.375,6.458,1.0,36.042,
2011-02-15,,,30.542,42.583,12.042,1.083,36.5,
2011-02-16,,,14.042,15.125,1.083,0.625,11.667,
2011-02-17,,,18.542,22.083,3.542,1.167,6.792,
2011-02-18,,,10.583,11.875,1.292,0.917,6.917,
2011-02-19,,,19.667,27.833,8.167,0.917,11.75,
2011-02-20,,,31.5,52.667,21.167,1.417,14.625,
2011-02-21,,,35.375,72.0,36.625,1.292,18.125,
2011-02-22,,,17.087,18.435,1.348,2.565,24.0,
2011-02-23,,,35.333,63.833,28.5,1.792,44.75,
2011-02-24,,,15.167,15.917,0.75,2.833,24.333,
2011-02-25,,,14.667,15.542,0.875,0.625,14.792,
2011-02-26,,,9.083,9.458,0.375,0.458,5.917,
2011-02-27,,,8.75,9.5,0.75,0.792,7.042,
2011-02-28,,,10.25,11.25,1.0,0.833,7.958,
2011-03-01,,,21.625,25.0,3.375,0.5,13.458,
2011-03-02,,,19.583,22.375,2.792,1.083,17.375,
2011-03-03,,,8.958,9.5,0.542,0.875,12.542,
2011-03-04,,,8.833,9.25,0.417,2.167,10.833,
2011-03-05,,,27.208,35.125,7.917,0.25,14.167,
2011-03-06,,,26.696,41.826,15.13,0.783,20.0,
2011-03-07,,,13.292,15.042,1.75,0.667,21.875,
2011-03-08,,,9.0,9.458,0.458,0.833,16.792,
2011-03-09,,,10.25,10.833,0.583,0.042,6.708,
2011-03-10,,,7.125,7.5,0.375,0.042,3.042,
2011-03-11,,,9.708,10.375,0.667,1.0,6.542,
2011-03-12,,,14.125,18.083,3.958,1.042,3.667,
2011-03-13,,,11.208,11.958,0.75,0.667,4.833,
2011-03-14,,,18.375,20.625,2.25,1.125,8.25,
2011-03-15,,,22.208,41.125,18.917,1.167,15.583,
2011-03-16,,,22.708,40.458,17.75,1.083,13.708,
2011-03-17,,,30.667,46.542,15.875,0.792,22.458,
2011-03-18,,,23.458,31.25,7.792,0.958,35.208,
2011-03-19,,,16.208,18.208,2.0,0.708,9.792,
2011-03-20,,,22.042,24.833,2.792,1.958,15.458,
2011-03-21,,,16.783,18.565,1.783,0.87,10.833,
2011-03-22,,,42.417,69.0,26.583,3.792,18.792,
2011-03-23,,,35.208,71.542,36.333,0.833,42.833,
2011-03-24,,,21.083,37.458,16.375,0.208,8.75,
2011-03-25,,,14.833,22.833,8.0,0.875,5.333,
2011-03-26,,,21.25,33.708,12.458,0.792,7.708,
2011-03-27,,,21.833,35.625,13.792,1.542,7.625,
2011-03-28,,,29.0,51.292,22.292,4.167,28.167,
2011-03-29,,,16.708,21.667,4.958,2.458,11.208,
2011-03-30,,,22.833,24.167,1.333,9.5,21.375,
2011-03-31,,,9.708,10.0,0.292,2.583,15.25,
2011-04-01,,,20.875,31.458,10.583,2.417,14.833,
2011-04-02,,,21.833,26.625,4.792,4.208,24.292,
2011-04-03,,,8.583,8.583,0.0,0.875,12.208,
2011-04-04,,,13.292,14.417,1.125,0.75,12.208,
2011-04-05,,,18.583,20.792,2.208,0.958,8.75,
2011-04-06,,,27.957,44.609,16.652,3.652,19.217,
2011-04-07,,,19.0,20.25,1.25,5.667,27.917,
2011-04-08,,,17.167,18.042,0.875,6.917,25.333,
2011-04-09,,,11.792,12.5,0.708,3.333,26.458,
2011-04-10,,,5.417,5.625,0.208,0.917,33.042,
