date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-01-01,18.545,21.545,3.0,,2.042,29.583
2011-01-02,,,,,0.917,23.042
2011-01-03,,,,,0.708,2.208
2011-01-04,12.357,14.357,2.0,,1.375,10.625
2011-01-05,10.792,12.167,1.375,,1.042,4.75
2011-01-06,25.318,47.318,22.0,,1.5,14.739
2011-01-07,21.875,49.333,27.458,,0.583,13.208
2011-01-08,15.75,22.75,7.0,,0.375,11.542
2011-01-09,19.5,27.292,7.792,,0.917,24.375
2011-01-10,20.875,33.375,12.5,,1.0,18.0
2011-01-11,17.5,28.833,11.333,,0.917,15.292
2011-01-12,18.136,30.636,12.5,,0.364,9.818
2011-01-13,36.583,92.25,55.667,,3.25,25.958
2011-01-14,21.667,50.042,28.375,,0.875,11.083
2011-01-15,19.292,25.75,6.458,,1.0,23.875
2011-01-16,14.167,17.708,3.542,,1.0,15.542
2011-01-17,15.375,23.917,8.542,,1.0,10.5
2011-01-18,27.909,59.0,31.091,,1.0,28.125
2011-01-19,20.75,38.708,17.958,,1.875,29.958
2011-01-20,7.167,7.75,0.583,,0.917,12.5
2011-01-21,10.208,11.208,1.0,,0.292,8.833
2011-01-22,11.875,15.708,3.833,,0.042,6.667
2011-01-23,17.708,47.208,29.5,,0.542,10.75
2011-01-24,19.208,34.667,15.458,,0.542,7.167
2011-01-25,27.625,62.375,34.75,,1.708,21.625
2011-01-26,20.375,30.167,9.792,,1.083,12.0
2011-01-27,25.167,57.292,32.125,,1.125,11.292
2011-01-28,17.125,26.208,9.083,,1.292,15.25
2011-01-29,5.792,6.417,0.625,,0.958,10.708
2011-01-30,15.375,24.458,9.083,,1.0,4.417
2011-01-31,30.208,59.083,28.875,,3.042,15.833
2011-02-01,15.636,20.136,4.5,,2.636,18.478
2011-02-02,11.958,14.417,2.458,,1.0,8.167
2011-02-03,27.083,49.958,22.875,,1.375,9.042
2011-02-04,32.417,64.542,32.125,,3.0,16.917
2011-02-05,14.542,18.708,4.167,,1.458,15.042
2011-02-06,32.458,46.333,13.875,,0.708,31.917
2011-02-07,22.5,32.042,9.542,,0.542,22.458
2011-02-08,17.167,21.292,4.125,,0.792,8.625
2011-02-09,21.333,35.583,14.25,,0.792,4.292
2011-02-10,27.458,47.583,20.125,,2.375,17.042
2011-02-11,15.0,22.333,7.333,,0.583,10.458
2011-02-12,13.333,15.75,2.417,,1.0,10.875
2011-02-13,22.417,37.208,14.792,,1.042,11.167
2011-02-14,23.25,26.542,3.292,,0.458,28.25
2011-02-15,28.909,41.5,12.591,,1.182,34.417
2011-02-16,10.792,11.875,1.083,,0.75,7.625
2011-02-17,13.917,16.417,2.5,,1.125,11.958
2011-02-18,8.375,9.542,1.167,,0.875,7.583
2011-02-19,15.25,18.958,3.708,,0.792,7.875
2011-02-20,22.792,35.0,12.208,,0.875,18.042
2011-02-21,27.958,48.5,20.542,,1.167,16.667
2011-02-22,12.708,13.917,1.208,,2.75,26.125
2011-02-23,29.958,51.167,21.208,,1.333,29.0
2011-02-24,11.5,11.958,0.458,,2.875,22.583
2011-02-25,11.042,11.833,0.792,,0.5,10.875
2011-02-26,8.083,8.5,0.417,,0.458,4.833
2011-02-27,7.833,8.583,0.75,,0.792,5.083
2011-02-28,8.833,9.875,1.042,,1.0,3.875
2011-03-01,17.417,19.583,2.167,,0.875,13.167
2011-03-02,15.292,18.292,3.0,,1.25,13.917
2011-03-03,7.667,8.542,0.875,,1.083,10.917
2011-03-04,7.708,8.167,0.458,,2.375,10.917
2011-03-05,23.625,29.375,5.75,5.2,0.417,6.333
2011-03-06,21.083,29.333,8.25,6.958,0.875,20.583
2011-03-07,10.417,12.042,1.625,11.958,0.75,23.708
2011-03-08,7.292,7.875,0.583,8.833,1.042,13.208
2011-03-09,7.542,8.042,0.5,5.375,0.333,13.292
2011-03-10,5.708,6.208,0.5,0.125,0.458,3.542
2011-03-11,8.125,8.708,0.583,5.167,1.25,6.375
2011-03-12,12.708,15.875,3.167,4.333,1.208,4.375
2011-03-13,12.375,15.083,2.708,6.625,1.0,6.25
2011-03-14,16.5,18.636,2.136,8.545,1.136,7.917
2011-03-15,18.5,31.0,12.5,18.042,1.25,16.167
2011-03-16,18.542,26.292,7.75,15.792,1.208,15.458
2011-03-17,25.625,39.875,14.25,15.417,0.875,25.5
2011-03-18,21.333,27.75,6.417,22.167,1.083,34.875
2011-03-19,14.042,15.375,1.333,5.958,0.875,11.833
2011-03-20,14.25,15.5,1.25,12.75,1.25,17.208
2011-03-21,16.042,18.042,2.0,10.0,0.75,12.458
2011-03-22,39.625,56.875,17.25,24.292,4.125,28.458
2011-03-23,28.833,52.458,23.625,33.5,0.875,40.708
2011-03-24,15.875,25.583,9.708,7.458,0.292,7.958
2011-03-25,13.208,19.417,6.208,7.833,0.792,4.75
2011-03-26,18.833,24.792,5.958,10.292,0.833,10.5
2011-03-27,20.667,28.958,8.292,12.5,1.708,12.917
2011-03-28,25.652,38.348,12.696,24.75,4.261,25.435
2011-03-29,12.667,15.875,3.208,13.25,2.125,14.5
2011-03-30,11.708,12.25,0.542,13.333,3.0,17.125
2011-03-31,5.208,5.208,0.0,9.208,0.5,28.125
2011-04-01,13.333,18.208,4.875,,1.75,14.083
2011-04-02,15.208,16.417,1.208,,3.208,30.875
2011-04-03,6.25,6.25,0.0,,0.5,12.083
2011-04-04,10.167,10.917,0.75,,0.583,13.875
2011-04-05,11.25,11.917,0.667,,0.583,5.542
2011-04-06,20.083,25.708,5.625,,2.417,20.458
2011-04-07,10.542,11.125,0.583,,1.917,26.5
2011-04-08,5.833,5.875,0.042,,0.75,41.167
2011-04-09,6.625,6.625,0.0,,0.875,19.625
2011-04-10,4.75,4.792,0.042,,0.625,15.5
2011-04-11,12.667,15.375,2.708,,2.042,28.375
2011-04-12,7.167,7.375,0.208,,0.083,9.0
2011-04-13,18.783,22.522,3.739,,3.043,23.667
2011-04-14,18.0,19.833,1.833,,2.958,32.25
2011-04-15,8.75,9.125,0.375,,2.5,41.458
2011-04-16,8.625,9.25,0.625,,2.5,22.417
2011-04-17,4.75,4.75,0.0,,0.458,16.333
2011-04-18,5.958,6.125,0.167,,0.125,9.125
2011-04-19,9.5,10.917,1.417,,0.75,14.958
2011-04-20,8.167,10.75,2.583,,0.167,5.708
2011-04-21,8.083,8.25,0.167,,0.0,9.958
2011-04-22,14.958,16.833,1.875,,1.958,26.917
2011-04-23,2.75,2.75,0.0,,0.167,17.917
2011-04-24,4.625,4.625,0.0,,0.5,29.833
2011-04-25,14.833,17.583,2.75,,1.125,19.958
2011-04-26,13.227,16.955,3.727,,1.318,19.913
2011-04-27,3.167,3.167,0.0,,1.083,45.667
2011-04-28,10.583,11.167,0.583,,1.917,28.75
2011-04-29,7.292,7.458,0.167,,0.375,9.708
2011-04-30,10.083,11.333,1.25,,0.625,35.042
2011-05-01,8.125,8.167,0.042,,1.542,28.875
2011-05-02,11.625,11.917,0.292,,1.167,69.167
2011-05-03,5.917,5.917,0.0,,0.0,39.833
2011-05-04,4.417,4.458,0.042,,0.583,17.625
2011-05-05,4.375,4.417,0.042,,0.375,17.167
2011-05-06,8.042,8.417,0.375,,0.417,18.083
2011-05-07,7.167,7.375,0.208,,0.0,23.958
2011-05-08,15.958,17.167,1.208,,2.5,33.083
2011-05-09,10.417,11.292,0.875,,0.833,23.917
2011-05-10,15.958,17.5,1.542,,2.417,37.667
2011-05-11,6.864,7.182,0.318,,0.0,13.667
2011-05-12,8.542,8.917,0.375,,0.0,13.458
2011-05-13,13.25,15.833,2.583,,0.625,34.095
2011-05-14,10.333,10.542,0.208,,1.208,50.909
2011-05-15,8.25,8.625,0.375,,1.75,19.667
2011-05-16,4.208,4.208,0.0,,1.208,27.217
2011-05-17,8.5,8.583,0.083,,1.083,23.875
2011-05-18,12.458,14.25,1.792,,0.75,39.333
2011-05-19,13.0,14.042,1.042,,2.542,32.25
2011-05-20,16.167,17.25,1.083,,5.083,40.833
2011-05-21,11.25,12.292,1.042,,3.083,21.625
2011-05-22,5.458,6.167,0.708,,0.875,20.5
2011-05-23,7.583,8.125,0.542,,0.0,7.583
2011-05-24,9.042,9.75,0.708,,0.0,9.333
2011-05-25,13.609,20.13,6.522,,1.522,21.565
2011-05-26,8.125,8.792,0.667,,0.542,16.708
2011-05-27,7.083,7.375,0.292,,0.0,12.833
