date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,,,,7.833,9.25,1.417,,37.583,,,
2011-01-02,,,,4.375,5.625,1.25,,29.208,,,
2011-01-03,,,,3.583,4.75,1.167,,15.458,,,
2011-01-04,,,,5.818,7.091,1.273,,22.042,,,
2011-01-05,,,,3.958,4.792,0.833,,13.875,,,
2011-01-06,,,,12.708,17.5,4.792,,35.417,,,
2011-01-07,,,,6.625,8.208,1.583,,20.292,,,
2011-01-08,,,,7.417,8.875,1.458,,38.833,,,
2011-01-09,,,,7.375,8.625,1.25,,35.792,,,
2011-01-10,,,,9.333,10.917,1.583,,29.833,,,
2011-01-11,,,,6.591,7.318,0.727,,23.25,,,
2011-01-12,,,,9.708,11.542,1.833,,27.958,,,
2011-01-13,,,,19.833,23.583,3.75,,35.083,,,
2011-01-14,,,,9.792,11.542,1.75,,24.125,,,
2011-01-15,,,,7.583,8.333,0.75,,32.042,,,
2011-01-16,,,,6.5,6.917,0.417,,26.458,,,
2011-01-17,,,,8.167,9.625,1.458,,29.917,,,
2011-01-18,,,,10.636,12.136,1.5,,22.125,,,
2011-01-19,,,,8.652,9.957,1.304,,1.75,,,
2011-01-20,,,,6.583,7.083,0.5,,13.545,,,
2011-01-21,,,,7.167,7.625,0.458,,23.708,,,
2011-01-22,,,,4.667,5.125,0.458,,21.167,,,
2011-01-23,,,,7.542,9.833,2.292,,26.542,,,
2011-01-24,,,,6.25,7.625,1.375,,20.292,,,
2011-01-25,,,,14.318,18.591,4.273,,27.875,,,
2011-01-26,,,,7.042,8.458,1.417,,23.375,,,
2011-01-27,,,,10.25,13.25,3.0,,22.75,,,
2011-01-28,,,,5.458,6.083,0.625,,24.125,,,
2011-01-29,,,,2.292,2.583,0.292,,15.625,,,
2011-01-30,,,,8.417,10.5,2.083,,18.5,,,
2011-01-31,,,,11.792,13.25,1.458,,22.583,,,
2011-02-01,,,,7.217,7.957,0.739,,30.565,,,
2011-02-02,,,,3.958,4.292,0.333,,15.75,,,
2011-02-03,,,,11.167,12.625,1.458,,22.875,,,
2011-02-04,,,,19.167,26.958,7.792,,30.917,,,
2011-02-05,,,,4.375,4.667,0.292,,22.958,,,
2011-02-06,,,,14.375,16.292,1.917,,57.125,,,
2011-02-07,,,,10.895,11.526,0.632,,43.609,,,
2011-02-08,,,,6.043,6.304,0.261,,20.125,,,
2011-02-09,,,,7.542,8.958,1.417,,16.0,,,
2011-02-10,,,,9.125,10.542,1.417,,21.958,,,
2011-02-11,,,,5.708,6.0,0.292,,22.917,,,
2011-02-12,,,,3.375,3.458,0.083,,18.375,,,
2011-02-13,,,,6.625,7.375,0.75,,25.833,,,
2011-02-14,,,,5.958,6.042,0.083,,26.625,,,
2011-02-15,,,,13.227,14.909,1.682,,50.208,,,
2011-02-16,,,,6.667,7.375,0.708,,24.083,,,
2011-02-17,,,,5.583,6.292,0.708,,25.833,,,
2011-02-18,,,,2.542,2.792,0.25,,17.5,,,
2011-02-19,,,,5.333,5.792,0.458,,18.917,,,
2011-02-20,,,,10.375,11.75,1.375,,26.292,,,
2011-02-21,,,,12.25,14.25,2.0,,32.042,,,
2011-02-22,,,,4.217,4.217,0.0,,34.292,,,
2011-02-23,,,,14.5,15.583,1.083,,43.208,,,
2011-02-24,,,,11.208,11.917,0.708,,50.625,,,
2011-02-25,,,,5.958,6.125,0.167,,30.292,,,
2011-02-26,,,,3.917,4.542,0.625,,19.792,,,
2011-02-27,,,,4.167,4.458,0.292,,18.833,,,
2011-02-28,,,,4.125,4.583,0.458,,15.958,,,
2011-03-01,,,,7.167,7.833,0.667,,26.792,,,
2011-03-02,,,,7.125,7.542,0.417,,28.917,,,
2011-03-03,,,,4.583,5.042,0.458,,24.833,,,
2011-03-04,,,,2.458,2.667,0.208,,23.25,,,
2011-03-05,,,,9.417,9.625,0.208,,29.75,,,
2011-03-06,,,,11.833,13.833,2.0,,43.458,,,
2011-03-07,,,,5.087,5.435,0.348,,39.083,,,
2011-03-08,,,,8.75,9.25,0.5,,29.458,,,
2011-03-09,,,,9.125,9.542,0.417,,32.667,,,
2011-03-10,,,,5.042,5.083,0.042,,18.875,,,
2011-03-11,,,,3.417,3.5,0.083,,19.292,,,
2011-03-12,,,,3.708,4.208,0.5,,13.833,,,
2011-03-13,,,,4.708,5.042,0.333,,16.375,,,
2011-03-14,,,,7.261,7.957,0.696,,19.75,,,
2011-03-15,,,,5.565,6.261,0.696,,25.5,,,
