date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-02-20,202.917,99.0,67.333,29.0,24.875,13.25,18.833,5.583,0.0,1.5,11.792,11.1,2.667,-4.6,227.792
2011-02-21,208.25,99.0,66.125,26.0,31.083,14.292,21.292,7.0,0.0,2.042,19.708,13.3,5.129,-3.1,239.333
2011-02-22,193.739,94.0,75.083,66.0,23.0,8.913,10.609,1.696,0.0,1.818,22.826,9.4,6.65,4.1,216.739
2011-02-23,199.875,99.0,98.25,85.0,48.625,29.542,38.25,8.708,62.0,3.5,35.708,8.9,6.412,4.7,248.5
2011-02-24,196.375,84.0,59.833,35.0,29.375,8.458,9.458,1.0,0.0,3.542,23.167,14.5,10.3,7.7,225.75
2011-02-25,196.958,99.0,98.375,88.0,30.917,12.542,13.667,1.125,10.0,1.583,17.75,9.2,5.904,4.3,227.875
2011-02-26,192.208,99.0,73.0,49.0,23.958,7.125,7.375,0.25,0.0,1.042,7.125,8.2,5.4,3.3,216.167
2011-02-27,191.75,55.0,43.875,32.0,23.625,6.583,6.833,0.25,0.0,1.083,4.792,10.1,4.296,0.3,215.375
2011-02-28,193.167,73.0,58.5,45.0,16.333,5.375,6.5,1.125,0.0,0.833,6.125,5.4,2.829,-0.6,209.5
2011-03-01,192.75,99.0,98.833,97.0,35.375,15.75,18.375,2.625,1.0,1.667,22.75,10.3,7.129,3.2,228.125
2011-03-02,191.833,99.0,98.833,96.0,31.208,12.917,14.042,1.125,17.0,1.25,16.542,8.6,6.867,4.4,223.042
2011-03-03,191.833,99.0,83.792,60.0,25.333,6.667,7.25,0.583,2.0,1.5,14.458,11.0,6.529,3.4,217.167
2011-03-04,192.417,99.0,80.875,75.0,19.5,4.375,4.667,0.292,0.0,0.75,14.417,6.6,5.108,3.7,211.917
2011-03-05,198.458,99.0,99.0,99.0,37.167,23.042,27.625,4.583,32.0,1.75,17.625,8.4,5.567,3.0,235.625
2011-03-06,197.792,99.0,98.375,92.0,36.625,14.75,23.208,8.458,12.0,1.167,30.5,16.8,12.421,8.5,234.417
2011-03-07,196.304,99.0,90.708,77.0,28.609,7.87,9.783,1.913,0.0,0.957,22.783,13.4,11.158,9.7,224.913
2011-03-08,194.208,99.0,92.625,79.0,26.958,6.583,6.958,0.375,4.0,0.792,15.917,9.8,8.254,6.3,221.167
2011-03-09,194.542,99.0,99.0,99.0,28.583,10.25,10.625,0.375,34.0,0.583,12.375,8.4,7.296,5.8,223.125
2011-03-10,193.833,99.0,98.792,97.0,23.875,7.083,7.25,0.167,22.0,0.583,5.667,6.1,4.817,3.0,217.708
2011-03-11,195.333,99.0,89.083,60.0,23.458,4.708,4.792,0.083,0.0,0.667,12.25,10.6,7.046,3.6,218.792
2011-03-12,195.0,99.0,58.25,35.0,22.792,9.375,10.75,1.375,0.0,2.167,5.25,11.4,6.321,0.1,217.792
2011-03-13,197.0,84.0,50.958,23.0,27.167,10.958,12.083,1.125,0.0,1.458,3.542,11.7,5.35,-0.7,224.167
2011-03-14,194.87,99.0,72.708,39.0,24.478,8.913,11.304,2.391,0.0,1.87,8.652,11.5,5.525,1.0,219.348
2011-03-15,201.167,99.0,61.958,28.0,35.625,13.417,20.292,6.875,0.0,2.708,19.417,14.8,6.196,-1.8,236.792
2011-03-16,194.542,83.0,61.875,35.0,19.375,7.167,10.083,2.917,0.0,0.708,9.167,11.7,5.808,-3.1,213.917
2011-03-17,197.167,99.0,94.75,78.0,39.625,11.625,22.125,10.5,11.0,1.042,18.583,14.3,10.904,8.8,236.792
2011-03-18,196.917,99.0,99.0,99.0,35.5,14.75,17.667,2.917,3.0,1.125,42.917,12.4,9.542,6.1,232.417
2011-03-19,192.083,99.0,62.5,36.0,26.417,10.5,11.25,0.75,0.0,1.208,11.375,11.4,8.858,7.0,218.5
2011-03-20,194.375,99.0,77.583,49.0,29.333,12.375,14.917,2.542,1.0,2.208,14.5,13.5,7.271,2.7,223.708
2011-03-21,195.217,88.0,48.292,24.0,24.565,10.174,11.0,0.826,0.0,1.957,7.174,12.9,6.754,0.2,219.783
2011-03-22,198.875,98.0,70.208,47.0,36.75,19.75,25.75,6.0,0.0,2.913,28.208,15.3,8.167,-1.4,235.625
2011-03-23,204.625,99.0,96.25,75.0,54.625,30.083,36.875,6.792,21.0,1.708,42.826,10.8,8.667,5.0,259.25
2011-03-24,196.75,99.0,99.0,99.0,29.333,10.792,12.417,1.625,7.0,0.667,19.417,9.4,7.512,4.3,226.083
2011-03-25,195.667,99.0,65.042,37.0,25.167,8.125,9.542,1.417,0.0,1.917,5.375,13.8,7.904,0.1,220.833
2011-03-26,197.833,99.0,61.667,30.0,25.292,10.625,13.292,2.667,0.0,1.958,11.667,13.2,5.8,-1.5,223.125
2011-03-27,198.333,99.0,64.958,29.0,29.708,12.167,15.792,3.625,0.0,2.417,10.833,14.1,7.246,-0.7,228.042
2011-03-28,196.913,99.0,64.292,38.0,33.087,13.304,17.391,4.087,0.0,3.217,22.0,18.4,9.904,0.9,230.0
2011-03-29,193.292,73.0,44.833,13.0,27.333,10.5,13.042,2.542,0.0,2.667,10.083,18.4,11.117,4.6,220.625
2011-03-30,189.208,74.0,66.583,50.0,27.875,3.917,5.292,1.375,0.0,1.125,21.583,18.0,14.6,11.6,217.083
2011-03-31,186.833,99.0,71.875,50.0,24.333,3.292,3.792,0.5,6.0,0.542,20.875,19.1,14.283,7.8,211.167
2011-04-06,,83.0,56.2,23.0,,6.2,7.4,1.2,0.0,1.7,13.8,20.5,13.81,9.8,
2011-04-07,,87.0,65.583,37.0,,4.625,6.375,1.75,0.0,1.542,17.125,21.7,15.283,10.6,
2011-04-08,,85.0,67.333,56.0,,2.333,3.792,1.458,0.0,1.0,25.458,17.7,16.496,14.6,
2011-04-09,,99.0,95.625,81.0,,3.458,4.0,0.542,4.0,0.667,13.0,17.4,16.042,12.6,
2011-04-10,,99.0,74.042,36.0,,2.625,2.958,0.333,0.0,1.042,18.125,17.6,12.917,9.5,
2011-04-11,,99.0,75.542,39.0,,6.375,8.75,2.375,2.0,1.417,22.042,21.0,13.296,6.3,
2011-04-12,195.8,98.0,51.5,20.0,2.2,4.792,5.375,0.583,0.0,1.958,13.375,18.2,10.738,6.0,198.0
2011-04-13,198.773,95.0,58.333,29.0,7.227,8.957,12.913,3.957,0.0,1.826,19.375,21.0,13.333,4.4,206.0
2011-04-14,192.042,99.0,63.0,21.0,19.75,14.458,17.625,3.167,0.0,4.0,32.375,23.8,15.304,5.1,211.792
2011-04-15,184.792,99.0,74.708,49.0,13.875,3.458,4.583,1.125,2.0,2.292,28.458,21.4,17.5,13.1,198.667
2011-04-16,184.708,99.0,74.75,51.0,17.75,4.042,5.333,1.292,0.0,1.0,19.875,24.8,18.458,11.2,202.458
2011-04-17,189.792,89.0,60.583,42.0,8.417,3.292,4.0,0.708,0.0,0.708,13.083,17.5,12.679,8.7,198.208
2011-04-18,195.208,95.0,73.958,54.0,9.917,3.5,5.542,2.042,0.0,0.667,12.375,18.7,14.45,10.6,205.125
2011-04-19,188.167,99.0,87.917,49.0,18.208,10.125,12.458,2.333,24.0,1.125,14.958,18.1,12.175,5.5,206.375
2011-04-20,192.85,99.0,75.458,45.0,9.1,4.429,6.952,2.524,0.0,0.905,6.727,18.6,9.988,1.5,201.95
2011-04-21,194.292,99.0,84.542,70.0,11.042,4.208,6.542,2.333,0.0,0.667,9.0,15.9,12.3,8.7,205.333
2011-04-22,197.375,99.0,80.25,54.0,15.833,9.5,12.208,2.708,0.0,1.708,19.625,19.8,15.679,11.4,213.208
2011-04-23,194.167,99.0,98.917,97.0,12.833,1.125,2.292,1.167,26.0,0.542,15.792,18.0,16.108,14.1,207.0
2011-04-24,188.792,99.0,66.75,48.0,12.0,4.333,4.958,0.625,1.0,1.208,16.792,20.1,16.108,9.9,200.792
2011-04-25,199.167,99.0,68.583,40.0,12.083,7.542,9.792,2.25,0.0,1.042,18.167,19.4,13.596,6.7,211.25
2011-04-26,196.333,99.0,70.042,37.0,12.833,7.042,10.292,3.25,0.0,1.75,18.375,20.9,14.988,5.4,209.167
2011-04-27,190.955,99.0,77.083,61.0,9.682,2.261,3.391,1.13,0.0,1.087,39.75,23.7,19.946,16.6,200.636
2011-04-28,189.375,99.0,74.625,44.0,10.167,4.875,5.958,1.083,5.0,1.167,27.125,21.9,18.421,14.0,199.542
2011-04-29,195.333,99.0,78.125,63.0,4.875,4.208,5.875,1.667,0.0,0.25,13.292,17.6,13.492,9.3,200.208
2011-04-30,200.292,99.0,74.708,41.0,5.0,3.833,5.875,2.042,0.0,0.667,21.083,22.5,16.454,6.9,205.292
2011-05-01,186.708,99.0,84.375,71.0,8.667,1.583,1.708,0.125,1.0,0.667,24.75,20.2,18.283,16.7,195.375
2011-05-02,195.083,99.0,63.333,28.0,9.625,7.625,8.917,1.292,1.0,1.375,71.417,26.3,18.062,11.8,204.708
2011-05-03,196.583,99.0,93.208,78.0,10.833,5.792,6.583,0.792,1.0,0.333,46.042,18.1,15.121,10.5,207.417
2011-05-04,193.091,99.0,75.917,38.0,4.727,4.478,4.957,0.478,0.0,1.609,18.625,22.3,16.85,12.3,197.818
2011-05-05,191.833,99.0,82.833,64.0,3.583,2.5,2.667,0.167,0.0,1.208,20.417,18.8,14.875,10.6,195.417
2011-05-06,192.833,99.0,85.708,63.0,4.458,4.875,7.458,2.583,0.0,0.75,17.417,20.5,16.0,11.8,197.292
2011-05-07,192.375,99.0,98.125,90.0,6.083,4.292,6.792,2.5,2.0,0.167,14.25,18.9,16.292,13.8,198.458
2011-05-08,195.333,99.0,76.167,52.0,9.458,6.75,7.792,1.042,0.0,1.0,26.042,27.2,20.233,13.2,204.792
2011-05-09,198.583,96.0,70.083,37.0,6.5,5.042,7.583,2.542,0.0,0.917,23.208,24.6,18.475,10.5,205.083
2011-05-10,184.125,99.0,86.0,61.0,11.333,5.542,8.0,2.458,10.0,1.458,30.0,28.9,21.85,15.6,195.458
2011-05-11,191.364,99.0,99.0,99.0,1.955,3.095,4.667,1.571,57.0,0.043,7.292,15.3,14.308,13.5,193.318
2011-05-12,190.042,99.0,99.0,99.0,7.5,10.333,11.417,1.083,27.0,0.333,16.667,17.1,15.567,13.5,197.542
2011-05-13,188.958,99.0,94.625,77.0,9.167,10.542,13.0,2.458,1.0,1.917,36.75,25.6,19.708,16.2,198.125
2011-05-14,192.833,99.0,69.958,44.0,7.292,6.167,7.708,1.542,0.0,1.292,52.458,24.0,18.671,12.7,200.125
2011-05-15,208.458,99.0,56.5,21.0,2.292,3.917,5.125,1.208,0.0,1.583,21.25,25.5,18.433,8.7,210.75
2011-05-16,198.792,91.0,67.833,38.0,1.542,3.458,5.333,1.875,0.0,1.875,25.833,23.9,19.488,15.8,200.333
2011-05-17,201.375,99.0,87.0,68.0,2.333,5.167,7.083,1.917,7.0,0.583,21.417,20.7,17.029,12.8,203.708
2011-05-18,204.955,99.0,84.125,57.0,8.364,7.312,10.125,2.812,0.0,0.864,40.0,23.8,17.333,11.0,213.318
2011-05-19,194.708,99.0,65.75,34.0,2.667,5.208,6.583,1.375,0.0,1.458,25.667,26.2,19.954,10.3,197.375
2011-05-20,186.458,90.0,72.792,57.0,4.958,4.708,6.042,1.333,0.0,1.375,32.5,26.1,21.162,17.4,191.417
2011-05-21,184.375,98.0,81.75,55.0,7.25,3.458,4.667,1.208,0.0,0.958,19.042,27.6,22.342,18.2,191.625
2011-05-22,183.333,99.0,91.958,75.0,9.333,2.417,2.75,0.333,3.0,0.125,11.833,26.9,20.133,14.8,192.667
2011-05-23,187.875,99.0,86.958,64.0,2.375,6.875,7.625,0.75,1.0,1.458,12.833,18.2,15.35,12.5,190.25
2011-05-24,192.583,99.0,96.042,74.0,5.417,9.167,10.125,0.958,28.0,0.625,12.458,17.7,12.912,9.2,198.0
2011-05-25,203.364,99.0,81.0,51.0,9.955,4.476,7.333,2.857,0.0,0.652,13.792,23.6,16.704,7.9,213.318
2011-05-26,196.333,99.0,88.875,67.0,12.875,4.458,7.083,2.625,0.0,0.542,14.125,22.4,17.817,13.2,209.208
2011-05-27,199.542,99.0,94.583,83.0,11.25,4.917,8.583,3.667,2.0,0.333,13.542,21.3,17.888,15.7,210.792
2011-05-28,190.625,99.0,99.0,99.0,15.625,6.708,7.125,0.417,30.0,0.25,16.417,20.7,19.008,17.2,206.25
2011-05-29,187.125,99.0,99.0,99.0,14.5,2.875,3.0,0.125,62.0,0.125,7.125,19.1,18.421,17.9,201.625
2011-05-30,184.5,99.0,92.625,78.0,13.625,5.25,5.667,0.417,29.0,0.625,18.542,19.2,17.021,15.1,198.125
2011-05-31,186.042,89.0,80.375,66.0,6.792,4.136,4.955,0.818,0.0,0.958,15.458,16.6,13.933,10.9,192.833
2011-06-01,191.5,97.0,80.25,64.0,1.909,3.667,6.292,2.625,0.0,0.522,24.458,18.2,14.671,10.8,193.409
2011-06-02,197.75,99.0,98.833,97.0,2.417,5.333,10.458,5.125,24.0,0.167,18.5,18.9,16.404,14.4,200.167
2011-06-03,197.292,99.0,90.792,68.0,14.125,17.125,21.5,4.375,0.0,3.083,30.042,24.9,19.329,15.6,211.417
2011-06-04,190.917,99.0,80.333,49.0,4.25,3.417,5.042,1.625,0.0,0.708,23.792,27.6,21.762,15.3,195.167
2011-06-05,185.292,99.0,87.0,73.0,4.375,3.0,3.542,0.542,0.0,1.25,27.833,26.8,22.021,19.0,189.667
2011-06-06,203.917,99.0,74.75,35.0,13.167,9.75,12.042,2.292,0.0,5.417,25.667,30.6,22.121,14.7,217.083
2011-06-07,192.833,99.0,90.125,72.0,5.917,4.957,7.522,2.565,0.0,1.917,32.833,23.5,20.033,16.7,198.75
2011-06-08,195.5,99.0,97.125,87.0,15.136,7.136,8.045,0.909,2.0,0.478,19.875,22.1,18.804,15.7,210.636
2011-06-09,199.458,99.0,88.25,62.0,14.292,5.458,8.708,3.25,0.0,0.333,17.083,26.2,20.233,14.9,213.75
2011-06-10,195.0,99.0,90.125,74.0,11.958,4.0,6.583,2.583,0.0,0.417,16.292,27.3,22.454,17.8,206.958
2011-06-11,194.0,99.0,99.0,99.0,12.625,6.292,7.292,1.0,48.0,0.458,27.042,23.4,20.979,19.0,206.625
2011-06-12,204.583,99.0,89.75,64.0,13.042,3.667,4.375,0.708,0.0,0.375,28.625,26.9,22.162,17.4,217.625
2011-06-13,203.917,99.0,98.542,96.0,13.875,10.5,12.833,2.333,61.0,1.25,23.292,22.9,19.454,16.7,217.792
2011-06-14,200.708,99.0,96.625,84.0,12.583,5.417,8.167,2.75,0.0,0.0,20.5,22.0,19.512,16.9,213.292
2011-06-15,198.091,99.0,86.625,65.0,6.591,4.591,7.455,2.864,0.0,0.273,8.435,22.0,19.2,16.8,204.682
2011-06-16,211.792,99.0,95.0,82.0,6.792,4.13,8.13,4.0,7.0,0.167,14.0,23.3,19.846,16.0,218.583
2011-06-17,187.625,99.0,97.875,92.0,7.875,4.167,4.708,0.542,19.0,0.083,11.042,22.3,19.55,18.1,195.5
2011-06-18,198.125,99.0,97.292,88.0,10.625,5.458,9.792,4.333,10.0,0.125,11.583,22.6,19.662,17.3,208.75
2011-06-19,201.417,99.0,97.042,86.0,13.167,3.042,3.667,0.625,0.0,0.25,10.958,24.4,21.046,18.9,214.583
2011-06-20,189.625,99.0,95.208,83.0,9.167,3.542,5.875,2.333,0.0,0.208,10.458,27.9,22.983,19.6,198.792
2011-06-21,180.792,99.0,92.25,80.0,11.042,4.083,5.917,1.833,1.0,0.333,5.75,28.0,24.65,22.5,191.833
2011-06-22,190.364,99.0,79.833,57.0,10.773,8.125,10.583,2.458,0.0,0.957,27.917,31.7,26.633,20.1,201.136
2011-06-23,180.167,99.0,90.458,79.0,4.917,4.13,6.783,2.652,0.0,0.75,24.042,29.7,26.221,24.3,185.083
2011-06-24,176.917,99.0,91.333,80.0,3.292,2.625,4.708,2.083,0.0,0.375,15.708,29.5,26.375,24.5,180.208
2011-06-25,185.542,99.0,89.292,72.0,4.042,3.042,4.625,1.583,0.0,0.333,13.625,31.1,24.35,19.7,189.583
2011-06-26,202.25,99.0,98.958,98.0,4.292,4.542,5.583,1.042,0.0,0.083,24.375,23.1,21.254,19.5,206.542
2011-06-27,197.375,99.0,96.167,89.0,3.583,2.875,6.25,3.375,0.0,0.0,24.333,28.1,24.412,20.3,200.958
2011-06-28,185.167,99.0,84.917,60.0,8.333,3.042,5.75,2.708,0.0,0.417,22.333,34.8,28.438,24.4,193.5
2011-06-29,200.19,99.0,77.417,54.0,24.571,5.0,7.261,2.261,0.0,0.682,27.174,34.5,28.508,22.9,224.762
2011-06-30,204.833,99.0,80.208,43.0,28.25,10.083,13.667,3.583,2.0,1.833,29.625,35.2,28.025,24.1,233.083
2011-07-01,197.417,99.0,87.167,66.0,29.833,11.167,14.917,3.75,0.0,2.458,57.583,33.1,27.075,23.2,227.25
2011-07-02,193.792,99.0,91.125,73.0,20.958,2.833,5.417,2.583,0.0,0.208,17.417,30.5,25.721,21.6,214.75
2011-07-03,185.333,99.0,83.458,59.0,27.792,4.833,6.708,1.875,0.0,1.583,23.417,32.8,27.842,23.5,213.125
2011-07-04,176.125,96.0,88.25,75.0,18.417,1.208,2.542,1.333,0.0,0.667,43.25,31.0,27.867,26.0,194.542
2011-07-05,183.708,99.0,83.625,60.0,19.667,3.5,4.958,1.458,0.0,0.708,20.0,32.3,27.367,22.8,203.375
2011-07-06,200.261,99.0,82.208,55.0,19.043,4.739,7.0,2.261,0.0,0.87,28.042,32.0,26.746,21.8,219.304
2011-07-07,179.833,99.0,91.375,78.0,15.583,2.333,4.167,1.833,1.0,0.458,17.042,28.6,25.821,22.9,195.417
2011-07-08,176.625,96.0,89.167,81.0,15.25,3.375,6.25,2.875,0.0,0.458,12.125,29.5,27.412,25.9,191.875
2011-07-09,179.583,99.0,80.333,57.0,10.125,3.083,5.542,2.458,0.0,0.292,12.667,34.9,28.862,24.8,189.708
2011-07-10,185.542,99.0,75.375,44.0,11.292,1.167,2.458,1.292,0.0,0.292,13.875,36.1,29.321,23.5,196.833
2011-07-11,188.333,99.0,80.208,57.0,12.5,2.167,5.333,3.167,0.0,2.125,15.083,34.3,28.767,24.0,200.833
2011-07-12,189.25,99.0,80.75,51.0,9.667,1.5,4.542,3.042,0.0,1.522,13.478,34.4,28.388,24.2,198.917
2011-07-13,187.348,99.0,76.333,53.0,3.739,2.409,4.955,2.545,0.0,4.696,13.958,34.4,28.392,23.9,191.087
2011-07-14,191.958,99.0,74.417,46.0,2.583,2.542,5.542,3.0,0.0,0.167,7.75,34.5,28.262,22.4,194.542
2011-07-15,192.958,99.0,75.375,45.0,3.0,2.792,5.542,2.75,0.0,0.208,13.542,35.0,28.75,22.6,195.958
2011-07-16,194.792,99.0,79.0,51.0,4.25,2.0,4.0,2.0,0.0,2.042,15.042,34.5,28.492,22.5,199.042
2011-07-17,184.625,99.0,78.958,50.0,7.167,1.167,2.042,0.875,0.0,2.417,15.167,36.3,29.579,24.1,191.792
2011-07-18,180.833,99.0,85.0,64.0,6.833,1.625,3.458,1.833,0.0,0.625,17.636,34.1,29.171,26.5,187.667
2011-07-19,182.375,99.0,98.833,97.0,6.625,1.25,4.75,3.5,13.0,0.0,21.292,28.4,26.729,25.3,189.0
2011-07-20,184.957,99.0,98.0,92.0,9.87,1.875,3.75,1.875,10.0,0.217,23.125,28.9,25.433,20.6,194.826
2011-07-21,184.083,99.0,94.083,80.0,8.417,1.875,1.958,0.083,6.0,0.0,6.208,21.7,19.45,17.6,192.5
2011-07-22,186.75,99.0,79.042,57.0,11.667,4.25,5.0,0.75,0.0,0.5,10.125,25.6,20.542,16.2,198.417
2011-07-23,187.208,99.0,89.042,77.0,19.167,5.125,5.917,0.792,0.0,0.75,7.042,24.3,21.425,18.3,206.375
2011-07-24,197.042,99.0,86.208,66.0,14.0,4.042,5.875,1.833,0.0,0.667,14.292,29.1,24.758,19.8,211.042
2011-07-25,188.708,99.0,82.417,60.0,8.292,3.333,5.75,2.417,0.0,1.5,23.75,32.0,26.721,22.3,197.0
2011-07-26,184.5,99.0,91.958,76.0,7.042,3.708,5.542,1.833,0.0,0.625,15.375,29.0,25.958,24.2,191.542
2011-07-27,177.783,99.0,91.25,73.0,5.783,6.333,9.5,3.167,0.0,0.957,9.833,29.6,26.462,24.6,183.565
2011-07-28,194.125,99.0,97.375,89.0,17.917,14.875,20.833,5.958,8.0,2.292,46.167,27.9,25.421,23.5,212.042
2011-07-29,204.083,99.0,97.417,90.0,19.5,10.625,14.292,3.667,4.0,2.667,51.917,28.5,25.304,22.9,223.583
2011-07-30,193.083,99.0,98.667,95.0,14.25,5.833,8.333,2.5,19.0,0.292,27.042,27.4,24.288,22.6,207.333
