date,CO_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,6.0,18.75,28.375,9.625,36.333
2011-01-02,4.333,12.458,20.25,7.792,24.208
2011-01-03,3.13,8.292,12.375,4.083,5.667
2011-01-04,5.125,17.125,31.667,14.542,13.5
2011-01-05,3.667,13.333,19.542,6.208,7.5
2011-01-06,6.792,28.174,66.391,38.217,21.625
2011-01-07,5.75,21.5,61.167,39.667,15.667
2011-01-08,6.125,20.083,45.875,25.792,15.208
2011-01-09,4.917,20.667,27.625,6.958,28.75
2011-01-10,5.348,26.75,47.958,21.208,24.522
2011-01-11,3.833,19.042,27.875,8.833,19.042
2011-01-12,5.5,21.292,51.792,30.5,16.917
2011-01-13,8.333,34.348,87.435,53.087,29.792
2011-01-14,6.583,21.542,53.292,31.75,17.542
2011-01-15,7.25,24.917,48.0,23.083,27.333
2011-01-16,3.75,19.417,25.458,6.042,20.833
2011-01-17,4.609,18.708,39.208,20.5,15.667
2011-01-18,6.208,30.542,65.125,34.583,27.833
2011-01-19,4.625,21.625,44.75,23.125,
2011-01-20,2.875,7.913,9.391,1.478,13.75
2011-01-21,2.833,10.25,12.458,2.208,14.208
2011-01-22,3.667,11.417,18.542,7.125,12.833
2011-01-23,7.208,20.958,81.708,60.75,19.792
2011-01-24,5.087,21.375,41.0,19.625,15.292
2011-01-25,7.083,28.833,74.625,45.792,26.75
2011-01-26,4.333,20.583,31.125,10.542,18.292
2011-01-27,6.333,24.261,58.957,34.696,20.75
2011-01-28,4.458,19.083,30.917,11.833,18.25
2011-01-29,3.25,8.75,11.5,2.75,10.458
2011-01-30,5.458,18.625,41.667,23.042,13.292
2011-01-31,9.143,34.0,103.0,69.0,29.25
2011-02-01,4.333,17.167,37.583,20.417,19.583
2011-02-02,2.958,10.958,13.958,3.0,9.792
2011-02-03,7.792,30.565,85.652,55.087,18.955
2011-02-04,9.792,35.25,123.792,88.542,27.958
2011-02-05,4.542,13.625,21.083,7.458,20.375
2011-02-06,5.208,31.375,49.958,18.583,56.304
2011-02-07,5.0,23.625,38.208,14.583,46.708
2011-02-08,4.042,16.042,24.208,8.167,10.333
2011-02-09,3.375,17.875,25.417,7.542,8.708
2011-02-10,5.333,25.043,53.391,28.348,16.792
2011-02-11,3.917,15.708,24.208,8.5,16.667
2011-02-12,3.0,13.375,16.208,2.833,12.542
2011-02-13,4.875,23.875,50.458,26.583,20.792
2011-02-14,4.087,26.958,33.5,6.542,46.958
2011-02-15,4.917,26.667,39.542,12.875,49.333
2011-02-16,2.875,15.0,20.375,5.375,16.875
2011-02-17,2.917,14.609,18.652,4.043,24.583
2011-02-18,2.375,9.417,11.917,2.5,10.167
2011-02-19,4.5,18.375,31.583,13.208,14.417
2011-02-20,5.609,28.783,51.391,22.609,22.75
2011-02-21,5.435,31.292,53.167,21.875,24.875
2011-02-22,3.333,14.167,16.125,1.958,23.625
2011-02-23,5.0,26.5,41.417,14.917,41.375
2011-02-24,4.417,16.13,18.957,2.826,28.792
2011-02-25,3.208,10.375,11.375,1.0,14.917
2011-02-26,2.583,7.5,8.583,1.083,9.167
2011-02-27,2.125,7.375,8.083,0.708,9.917
2011-02-28,2.391,11.5,13.292,1.792,8.792
2011-03-01,3.083,18.042,21.875,3.833,20.708
2011-03-02,2.833,16.087,18.435,2.348,16.333
2011-03-03,3.0,7.875,9.0,1.125,13.25
2011-03-04,2.708,6.25,6.667,0.417,14.917
2011-03-05,4.042,22.792,31.833,9.042,15.708
2011-03-06,4.0,22.417,39.333,16.917,25.375
2011-03-07,3.708,16.0,21.0,5.0,27.583
2011-03-08,2.75,10.5,11.292,0.792,19.042
2011-03-09,2.708,10.652,11.435,0.783,15.0
2011-03-10,2.542,7.292,7.667,0.375,4.958
2011-03-11,3.042,10.708,13.708,3.0,12.208
2011-03-12,2.958,14.167,21.375,7.208,7.0
2011-03-13,2.391,9.667,10.917,1.25,7.208
2011-03-14,3.583,19.042,25.667,6.625,11.208
2011-03-15,3.667,17.083,29.25,12.167,20.875
2011-03-16,4.208,24.174,35.522,11.348,20.958
2011-03-17,5.0,31.042,43.083,12.042,32.833
2011-03-18,4.833,18.583,28.0,9.417,42.417
2011-03-19,4.111,13.174,15.826,2.652,13.75
2011-03-20,,16.75,20.0,3.25,18.917
2011-03-21,,13.875,16.833,2.958,12.458
2011-03-22,7.5,41.125,91.875,50.75,32.667
2011-03-23,7.042,30.583,68.042,37.458,49.583
2011-03-24,5.5,19.667,34.667,15.0,15.5
2011-03-25,5.125,14.5,36.875,22.375,11.583
2011-03-26,4.435,20.958,37.792,16.833,14.833
2011-03-27,4.174,22.458,31.75,9.292,15.667
2011-03-28,4.625,23.958,34.667,10.708,26.875
2011-03-29,4.083,18.667,27.417,8.75,17.417
2011-03-30,2.708,8.458,10.583,2.125,17.375
2011-03-31,2.5,7.625,8.75,1.125,21.167
2011-04-01,4.542,21.167,39.625,18.458,18.417
2011-04-02,4.792,20.875,29.292,8.417,30.625
2011-04-03,2.75,8.333,10.375,2.042,17.167
2011-04-04,2.833,11.292,14.083,2.792,16.304
2011-04-05,3.826,17.826,25.391,7.565,13.292
2011-04-06,5.75,27.708,54.625,26.917,24.5
2011-04-07,4.417,18.833,25.917,7.083,22.583
2011-04-08,4.875,11.75,15.0,3.25,22.833
2011-04-09,3.625,10.958,14.375,3.417,18.375
2011-04-10,3.417,7.542,10.542,3.0,16.375
2011-04-11,4.833,18.875,31.083,12.208,26.0
2011-04-12,2.696,10.261,13.478,3.217,15.708
2011-04-13,4.417,23.25,31.75,8.5,25.292
2011-04-14,4.667,23.583,29.417,5.833,32.083
2011-04-15,4.708,13.708,17.167,3.458,33.583
2011-04-16,4.083,10.667,14.083,3.417,19.375
2011-04-17,2.75,7.375,10.083,2.708,15.708
2011-04-18,2.792,12.833,16.833,4.0,15.792
2011-04-19,2.87,11.522,14.652,3.13,12.5
2011-04-20,3.042,11.042,16.083,5.042,7.042
2011-04-21,2.792,11.583,15.625,4.042,12.833
2011-04-22,4.667,18.625,25.417,6.792,22.75
2011-04-23,2.667,8.625,11.708,3.083,14.5
2011-04-24,3.125,6.625,8.667,2.042,12.375
2011-04-25,4.083,18.333,24.333,6.0,17.75
2011-04-26,3.87,19.13,29.522,10.391,22.875
2011-04-27,3.042,6.75,8.875,2.125,40.875
2011-04-28,3.667,10.333,13.375,3.042,21.167
2011-04-29,2.875,8.625,11.083,2.458,12.333
2011-04-30,4.417,12.917,16.958,4.042,22.75
2011-05-01,4.0,9.0,11.292,2.292,22.833
2011-05-02,4.208,17.667,26.042,8.375,74.292
2011-05-03,3.0,7.696,9.304,1.609,43.333
2011-05-04,3.542,9.292,11.917,2.625,21.375
2011-05-05,2.75,5.042,5.958,0.917,19.458
2011-05-06,2.875,9.25,11.0,1.75,17.875
2011-05-07,3.333,15.417,21.833,6.417,21.375
2011-05-08,5.417,14.833,20.375,5.542,26.583
2011-05-09,4.875,23.083,38.333,15.25,27.667
2011-05-10,4.696,19.261,26.87,7.609,34.125
