date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,,6.917,70.0,55.75,46.0,,26.125,35.917,9.792,2.042,27.458,8.9,5.588,2.8,
2011-01-02,,4.609,78.0,54.958,29.0,,17.417,24.292,6.875,0.917,22.708,10.7,6.104,3.4,
2011-01-03,,3.667,42.0,32.792,22.0,,12.167,14.583,2.417,0.042,3.292,10.1,6.771,4.4,
2011-01-04,,5.833,60.0,44.375,31.0,,25.333,44.542,19.208,1.375,10.917,10.2,5.529,1.7,
2011-01-05,,3.75,41.0,31.583,21.0,,17.667,23.875,6.208,0.833,5.917,9.2,5.821,3.8,
2011-01-06,,7.583,60.0,42.833,32.0,,39.625,97.0,57.375,1.917,20.833,9.2,5.1,2.1,
2011-01-07,,5.792,65.0,41.042,22.0,,29.083,66.042,36.958,0.833,9.375,8.7,5.012,2.1,
2011-01-08,,4.522,53.0,40.583,25.0,,21.583,33.917,12.333,1.875,5.917,9.5,5.079,1.2,
2011-01-09,,5.375,78.0,53.75,42.0,,28.542,44.5,15.958,1.958,23.958,10.3,6.05,2.3,
2011-01-10,,5.875,80.0,58.042,30.0,,35.208,86.042,50.833,1.375,19.917,10.8,6.446,1.5,
2011-01-11,,4.667,82.0,66.083,40.0,,28.833,67.583,38.75,1.292,18.542,10.9,5.279,2.0,
2011-01-12,,5.87,52.0,38.042,27.0,,32.609,77.913,45.304,0.955,8.917,6.6,3.3,-0.1,
2011-01-13,,8.25,67.0,52.542,38.0,,41.0,110.5,69.5,3.583,17.875,9.8,4.833,0.3,
2011-01-14,,6.217,64.0,42.625,27.0,,30.083,68.75,38.667,1.583,7.333,7.8,4.633,1.5,
2011-01-15,,6.667,55.0,43.833,31.0,,25.833,43.75,17.917,1.458,12.5,6.9,3.925,0.5,
2011-01-16,,4.542,56.0,44.833,36.0,,27.125,63.125,36.0,1.0,16.333,5.1,3.883,2.3,
2011-01-17,,5.542,60.0,48.625,34.0,,27.958,62.583,34.625,1.25,11.875,7.5,4.842,2.9,
2011-01-18,,7.25,71.0,57.417,41.0,,43.583,111.292,67.708,2.042,27.542,9.8,5.112,0.6,
2011-01-19,,5.792,67.0,59.792,52.0,,34.125,90.792,56.667,2.333,37.667,10.3,6.321,2.3,
2011-01-20,,3.478,97.0,88.625,63.0,,23.0,41.833,18.833,1.25,17.667,6.2,3.917,3.0,
2011-01-21,,3.583,98.0,89.542,80.0,,19.667,32.583,12.917,0.625,7.917,4.3,3.525,3.0,
2011-01-22,,4.458,99.0,97.333,94.0,,18.25,29.042,10.792,0.375,5.958,7.3,4.996,3.2,
2011-01-23,,8.042,98.0,87.75,66.0,,34.292,140.083,105.792,1.333,18.292,8.6,5.112,1.2,
2011-01-24,,6.167,98.0,66.125,44.0,,33.417,77.0,43.583,0.917,8.042,4.5,2.754,0.7,
2011-01-25,,6.583,83.0,59.042,26.0,,35.875,90.083,54.208,2.833,21.708,8.6,3.929,0.2,
2011-01-26,,5.13,86.0,51.667,27.0,,31.833,67.708,35.875,1.25,10.292,6.2,2.617,-0.6,
2011-01-27,,6.75,62.0,48.708,30.0,,39.957,110.391,70.435,1.955,19.087,7.4,3.121,-0.7,
2011-01-28,,5.167,65.0,44.833,25.0,,28.25,56.375,28.125,1.5,12.625,6.5,2.396,-0.8,
2011-01-29,,3.708,48.0,34.708,21.0,,10.667,13.875,3.208,0.917,2.833,6.0,2.717,0.0,
2011-01-30,,5.833,46.0,32.208,21.0,,31.083,70.375,39.292,1.125,7.333,6.6,3.404,1.3,
2011-01-31,,6.917,56.0,40.917,30.0,,36.833,85.208,48.375,3.333,18.833,8.6,3.671,-1.3,
2011-02-01,,4.739,61.0,45.833,35.0,,22.375,55.292,32.917,2.417,12.0,11.3,6.533,0.5,
2011-02-02,,4.0,45.0,29.958,15.0,,22.542,38.917,16.375,1.083,9.167,5.6,2.667,0.3,
2011-02-03,,7.542,58.0,39.583,21.0,,37.417,86.333,48.917,2.167,13.833,5.9,2.546,-1.2,
2011-02-04,,8.375,66.0,45.875,30.0,,37.625,96.375,58.75,3.917,19.083,11.1,5.179,-0.1,
2011-02-05,,5.375,78.0,49.583,30.0,,20.375,29.125,8.75,1.875,21.333,9.3,5.775,1.7,
2011-02-06,,6.625,96.0,88.833,80.0,,38.958,88.5,49.542,1.208,36.083,5.4,4.446,2.7,
2011-02-07,,6.174,99.0,96.333,82.0,,32.542,74.667,42.125,1.042,30.708,17.0,9.638,5.0,
2011-02-08,,5.0,97.0,56.417,30.0,,29.043,59.043,30.0,0.957,6.333,8.9,7.096,4.1,
2011-02-09,,4.667,53.0,34.333,17.0,,29.0,57.708,28.708,1.292,6.542,8.6,4.758,1.8,
2011-02-10,,5.292,82.0,47.833,30.0,,33.042,66.292,33.25,2.833,16.917,8.9,5.129,1.7,
2011-02-11,,4.792,87.0,52.667,27.0,,22.125,34.5,12.375,1.25,13.292,8.7,5.212,1.2,
2011-02-12,,4.417,48.0,33.75,21.0,,17.708,21.75,4.042,0.917,10.708,9.5,5.383,1.5,
2011-02-13,,5.217,73.0,48.292,33.0,,37.417,80.75,43.333,1.583,11.083,10.1,5.879,1.8,
2011-02-14,,5.458,97.0,87.75,62.0,,35.917,75.875,39.958,1.167,36.0,6.6,5.438,4.5,
2011-02-15,,6.125,96.0,74.333,40.0,,35.833,81.25,45.417,1.5,37.583,10.4,7.204,4.9,
2011-02-16,,4.542,94.0,70.417,43.0,,29.625,62.542,32.917,0.958,16.0,4.8,2.667,1.3,
2011-02-17,,4.667,98.0,77.542,42.0,,27.75,61.083,33.333,1.208,23.417,8.0,3.454,0.8,
2011-02-18,,3.625,89.0,50.458,20.0,,17.0,26.542,9.542,0.958,9.583,6.2,2.167,-1.1,
2011-02-19,,4.739,52.0,38.542,22.0,,20.417,29.75,9.333,1.333,11.292,7.1,3.025,-1.3,
2011-02-20,,6.583,63.0,43.042,24.0,,38.125,77.292,39.167,2.583,15.375,10.1,5.375,-0.4,
2011-02-21,,6.958,66.0,44.208,22.0,,44.5,93.292,48.792,3.417,22.5,13.5,7.567,1.4,
2011-02-22,,5.0,71.0,57.958,50.0,,31.542,58.625,27.083,2.667,23.208,9.2,7.517,4.5,
2011-02-23,,7.043,98.0,90.292,62.0,,40.818,83.545,42.727,2.045,36.565,10.1,6.95,5.1,
2011-02-24,,6.042,65.0,45.542,25.0,,34.125,52.917,18.792,2.75,25.917,14.6,11.029,9.0,
2011-02-25,,4.739,97.0,87.542,68.0,,22.833,35.292,12.458,0.667,13.917,9.2,6.354,4.5,
2011-02-26,,3.917,69.0,54.083,35.0,,13.5,16.333,2.833,0.875,7.083,8.2,6.221,4.3,
2011-02-27,,4.0,42.0,32.458,21.0,,22.042,35.167,13.125,0.875,6.917,9.0,4.992,1.8,
2011-02-28,,4.375,60.0,46.583,32.0,,25.125,47.625,22.5,1.167,6.333,6.3,3.633,0.2,
2011-03-01,,5.125,97.0,85.875,77.0,,33.542,63.833,30.292,0.958,16.875,11.2,7.904,3.3,
2011-03-02,,4.609,98.0,88.875,77.0,,30.25,62.458,32.208,1.125,14.583,9.5,7.454,4.7,
2011-03-03,,4.667,96.0,70.75,53.0,,21.0,32.625,11.625,0.958,11.25,10.3,6.975,3.9,
2011-03-04,,4.375,80.0,65.958,58.0,,15.625,20.208,4.583,2.167,16.542,6.6,5.767,4.4,
2011-03-05,,5.125,99.0,96.917,88.0,,33.875,60.417,26.542,0.917,14.75,9.9,6.054,3.2,
2011-03-06,,6.833,99.0,92.583,75.0,,35.625,92.917,57.292,1.5,27.25,15.8,11.483,9.3,
2011-03-07,,5.304,99.0,75.042,50.0,,27.318,57.091,29.773,1.0,33.208,14.6,12.062,10.5,
2011-03-08,,3.913,91.0,77.333,60.0,,20.875,35.583,14.708,1.0,10.958,10.6,8.946,7.5,
2011-03-09,,3.833,98.0,96.583,93.0,,21.875,38.958,17.083,0.25,14.708,8.6,7.721,6.2,
2011-03-10,,3.792,99.0,91.458,79.0,,16.625,24.542,7.917,0.042,4.917,6.5,5.283,3.8,
2011-03-11,,4.458,84.0,72.917,54.0,,16.417,21.75,5.333,1.375,10.417,10.9,7.308,4.0,
2011-03-12,,3.917,88.0,48.208,23.0,,22.542,37.708,15.167,1.625,8.25,11.5,7.154,3.9,
2011-03-13,,4.292,69.0,34.75,15.0,,23.292,32.958,9.667,0.958,4.208,11.1,6.95,3.6,
2011-03-14,,5.435,75.0,53.625,28.0,,27.583,46.875,19.292,1.375,8.042,10.8,7.192,2.5,
2011-03-15,,5.375,80.0,45.542,16.0,,31.625,69.542,37.917,1.625,22.708,13.3,8.033,3.9,
2011-03-16,,5.667,61.0,45.583,29.0,,37.542,70.0,32.458,1.583,13.083,11.3,7.508,2.6,
2011-03-17,,7.125,99.0,89.25,61.0,,36.25,68.083,31.833,2.917,30.083,12.0,9.212,7.8,
2011-03-18,,6.333,99.0,95.292,87.0,,25.958,39.583,13.625,1.125,40.042,12.2,9.788,8.3,
2011-03-19,,4.417,99.0,47.167,21.0,,27.083,49.625,22.542,0.917,9.75,12.2,9.746,7.7,
2011-03-20,,5.174,68.0,52.25,35.0,,26.917,34.542,7.625,2.667,18.042,12.2,8.508,5.0,
