date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,202.125,6.0,21.792,26.583,40.417,13.833,31.917,223.917
2011-01-02,197.826,4.409,14.217,18.87,30.13,11.261,23.625,212.043
2011-01-03,190.625,3.292,6.125,14.958,21.5,6.542,10.375,196.75
2011-01-04,197.652,5.174,16.913,25.87,46.174,20.304,16.348,214.565
2011-01-05,191.083,3.5,8.292,20.875,35.875,15.0,12.458,199.375
2011-01-06,197.75,6.625,27.333,39.625,91.958,52.333,20.625,225.083
2011-01-07,193.333,4.625,17.333,24.625,52.083,27.458,14.0,210.667
2011-01-08,193.833,3.917,13.917,19.792,30.083,10.292,14.167,207.75
2011-01-09,197.391,6.409,20.565,30.696,52.609,21.913,29.917,217.957
2011-01-10,197.435,6.478,24.13,36.783,73.565,36.783,25.0,221.565
2011-01-11,192.292,4.542,15.25,26.417,55.083,28.667,16.583,207.542
2011-01-12,194.25,5.0,18.625,29.292,62.792,33.5,13.833,212.875
2011-01-13,200.0,8.25,44.542,47.25,129.125,81.875,23.167,244.542
2011-01-14,198.583,6.375,24.917,31.0,76.625,45.625,14.25,223.5
2011-01-15,202.625,6.833,25.125,30.917,57.667,26.75,19.417,227.75
2011-01-16,197.087,5.591,18.652,30.87,62.957,32.087,25.5,215.739
2011-01-17,194.348,4.435,16.391,25.739,54.217,28.478,15.769,210.739
2011-01-18,203.417,7.708,36.542,42.5,101.375,58.875,,239.958
2011-01-19,195.625,5.25,21.542,27.625,62.458,34.833,19.462,217.167
2011-01-20,189.75,3.5,8.083,17.5,28.125,10.625,17.625,197.833
2011-01-21,188.958,3.5,7.0,16.667,25.792,9.125,9.833,195.958
2011-01-22,192.917,4.333,13.583,18.833,35.417,16.583,10.5,206.5
2011-01-23,204.565,7.864,33.087,30.478,106.348,75.87,17.292,237.652
2011-01-24,196.667,5.0,17.542,33.042,65.375,32.333,12.625,214.208
2011-01-25,209.917,6.957,49.25,39.435,106.87,67.435,23.652,259.167
2011-01-26,,4.458,,29.458,55.75,26.292,17.125,
