date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,10.625,14.292,3.667,4.542
2011-01-02,5.375,7.708,2.333,4.167
2011-01-03,10.958,14.75,3.792,6.083
2011-01-04,6.792,9.333,2.542,7.125
2011-01-05,12.792,16.458,3.667,5.583
2011-01-06,18.609,29.87,11.261,4.792
2011-01-07,10.625,18.917,8.292,4.0
2011-01-08,13.458,19.708,6.25,3.458
2011-01-09,18.917,27.417,8.5,7.042
2011-01-10,20.625,32.042,11.417,8.375
2011-01-11,10.625,13.708,3.083,6.208
2011-01-12,15.25,22.667,7.417,5.083
2011-01-13,13.5,18.25,4.75,7.542
2011-01-14,10.333,13.417,3.083,10.208
2011-01-15,16.042,21.083,5.042,6.458
2011-01-16,10.125,13.333,3.208,3.417
2011-01-17,15.913,27.565,11.652,3.174
2011-01-18,23.5,42.125,18.625,4.458
2011-01-19,23.5,35.167,11.667,3.417
2011-01-20,18.708,25.583,6.875,2.542
2011-01-21,19.792,27.375,7.583,2.333
2011-01-22,15.5,21.875,6.375,4.5
2011-01-23,8.208,10.583,2.375,4.25
2011-01-24,7.875,10.25,2.375,4.583
2011-01-25,10.0,13.25,3.25,5.375
2011-01-26,10.958,13.833,2.875,5.208
2011-01-27,18.583,27.458,8.875,5.667
2011-01-28,15.667,21.208,5.542,7.125
2011-01-29,11.25,15.542,4.292,5.833
2011-01-30,13.583,20.708,7.125,5.583
2011-01-31,17.391,25.217,7.826,5.25
2011-02-01,11.458,14.792,3.333,4.917
2011-02-02,6.917,9.417,2.5,3.708
2011-02-03,12.583,16.833,4.25,3.375
2011-02-04,10.125,12.875,2.75,6.958
2011-02-05,16.417,21.458,5.042,6.292
2011-02-06,22.292,30.625,8.333,4.826
2011-02-07,21.125,29.292,8.167,5.522
2011-02-08,7.333,9.792,2.458,4.542
2011-02-09,9.0,11.75,2.75,4.667
2011-02-10,16.375,24.458,8.083,5.875
2011-02-11,9.708,13.125,3.417,4.125
2011-02-12,11.042,15.083,4.042,5.0
2011-02-13,19.292,25.125,5.833,3.625
2011-02-14,27.957,47.522,19.565,3.958
2011-02-15,23.417,35.75,12.333,5.833
2011-02-16,11.417,15.875,4.458,4.333
2011-02-17,8.875,12.0,3.125,4.417
