date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-01-01,4.292,12.125,17.083,4.958,,4.167,
2011-01-02,4.292,6.708,8.542,1.833,,3.958,
2011-01-03,4.625,10.958,14.208,3.25,,5.417,
2011-01-04,4.167,5.375,7.208,1.833,,6.125,
2011-01-05,3.739,11.739,15.739,4.0,,3.542,
2011-01-06,4.042,27.25,55.167,27.917,,3.5,
2011-01-07,4.125,17.833,26.542,8.708,,4.043,
2011-01-08,3.542,17.125,25.875,8.75,,3.625,
2011-01-09,5.292,20.083,30.333,10.25,,6.833,
2011-01-10,6.75,27.708,59.792,32.083,,7.25,
2011-01-11,4.25,12.583,20.292,7.708,,5.75,
2011-01-12,4.174,23.522,49.304,25.783,,4.583,
2011-01-13,3.833,13.333,20.417,7.083,,6.625,
2011-01-14,4.333,9.458,12.375,2.917,,7.833,
2011-01-15,4.792,20.417,29.792,9.375,,5.125,
2011-01-16,3.125,10.708,14.958,4.25,,2.958,
2011-01-17,3.583,21.0,43.917,22.917,,3.375,
2011-01-18,4.826,31.696,76.304,44.609,,6.875,
2011-01-19,3.583,25.708,43.667,17.958,,3.917,
2011-01-20,3.958,24.0,37.75,13.75,,4.25,
2011-01-21,3.083,18.333,25.542,7.208,,3.333,
2011-01-22,3.625,16.5,23.708,7.208,,3.792,
2011-01-23,3.375,11.0,15.917,4.917,,3.708,
2011-01-24,2.652,6.391,11.304,4.913,,2.833,
2011-01-25,3.708,9.417,14.958,5.542,,4.958,
2011-01-26,2.792,8.25,12.708,4.458,,3.565,
2011-01-27,4.833,28.292,50.958,22.667,,5.833,
2011-01-28,5.0,21.958,35.292,13.333,,7.833,
2011-01-29,4.0,17.083,25.208,8.125,,5.75,
2011-01-30,4.5,15.583,26.208,10.625,,4.708,
2011-01-31,3.833,21.667,37.375,15.708,,4.667,
2011-02-01,3.917,14.292,22.625,8.333,,5.875,
2011-02-02,2.708,6.958,10.125,3.167,,2.875,
2011-02-03,3.542,14.75,23.458,8.708,,3.292,
2011-02-04,3.375,9.375,12.458,3.083,,5.417,
2011-02-05,4.625,14.958,18.583,3.625,,6.875,
2011-02-06,5.375,26.0,38.833,12.833,,6.917,
2011-02-07,4.783,19.826,31.261,11.435,,4.667,
2011-02-08,3.042,6.958,10.375,3.417,,3.087,
2011-02-09,3.042,8.667,12.625,3.958,,2.833,
2011-02-10,3.833,21.042,43.667,22.625,,3.583,
2011-02-11,3.75,13.542,20.208,6.667,,3.25,
2011-02-12,3.875,14.958,19.625,4.667,,3.583,
2011-02-13,4.208,23.75,32.125,8.375,,3.25,
2011-02-14,5.696,32.478,56.696,24.217,,4.75,
2011-02-15,6.045,32.609,59.696,27.087,,7.13,
2011-02-16,3.042,14.75,22.458,7.708,,3.174,
2011-02-17,3.542,12.167,17.0,4.833,,3.958,
2011-02-18,3.292,7.917,10.458,2.542,,2.5,
2011-02-19,3.417,12.5,16.833,4.333,,2.5,
2011-02-20,4.292,23.0,38.417,15.417,,4.0,
2011-02-21,5.304,35.609,71.391,35.783,,5.417,
2011-02-22,4.292,21.0,29.042,8.042,,3.208,
2011-02-23,5.458,25.792,43.125,17.333,,4.333,
2011-02-24,4.917,18.625,30.083,11.458,,5.333,
2011-02-25,5.125,22.625,29.583,6.958,,4.333,
2011-02-26,3.417,9.625,11.917,2.292,,3.583,
2011-02-27,3.583,11.875,20.458,8.583,,3.083,
2011-02-28,3.292,6.917,8.75,1.833,,2.417,
2011-03-01,4.833,39.208,82.625,43.417,,8.75,
2011-03-02,4.333,29.708,49.542,19.833,,5.833,
2011-03-03,3.083,8.333,9.958,1.625,,4.0,
2011-03-04,3.417,9.083,11.208,2.125,,2.083,
2011-03-05,5.458,28.917,56.125,27.208,,3.708,
2011-03-06,5.0,19.875,47.5,27.625,,5.125,
2011-03-07,6.478,27.0,39.261,12.261,,6.826,
2011-03-08,7.042,30.833,43.583,12.75,,6.208,
2011-03-09,5.75,18.5,24.708,6.208,,3.25,
2011-03-10,4.708,16.75,29.833,13.083,,3.458,
2011-03-11,3.583,11.708,15.708,4.0,,3.833,
2011-03-12,3.208,7.292,9.292,2.0,,3.875,
2011-03-13,4.043,22.174,30.609,8.435,,3.917,
2011-03-14,4.333,26.167,41.125,14.958,,4.875,
2011-03-15,4.417,19.75,27.375,7.625,,6.875,
2011-03-16,3.625,26.042,32.458,6.417,,4.25,
2011-03-17,4.625,28.625,38.25,9.625,,7.292,
2011-03-18,5.542,20.0,24.667,4.667,,5.458,
2011-03-19,3.458,14.042,17.792,3.75,,5.792,
2011-03-20,3.458,12.417,16.667,4.25,,4.417,
2011-03-21,3.696,23.652,32.609,8.957,,4.708,
2011-03-22,3.542,26.25,39.958,13.708,,6.083,
2011-03-23,3.458,24.333,31.875,7.542,,4.542,
2011-03-24,4.708,7.333,9.375,2.042,,4.708,
2011-03-25,2.458,3.958,5.333,1.375,,3.917,
2011-03-26,3.13,11.783,15.87,4.087,,3.917,
2011-03-27,4.583,27.167,38.75,11.583,,6.0,
2011-03-28,4.0,24.625,30.583,5.958,,6.87,
2011-03-29,4.0,25.625,34.917,9.292,,8.875,
2011-03-30,3.5,21.708,32.292,10.583,,6.625,
2011-03-31,2.792,7.125,8.917,1.792,,3.708,
2011-04-01,4.75,34.917,49.667,14.75,,9.792,
2011-04-02,4.167,22.583,31.292,8.708,,8.042,
2011-04-03,2.083,3.0,3.833,0.833,,3.917,
2011-04-04,2.75,9.565,13.435,3.87,,3.875,
2011-04-05,2.833,21.375,26.667,5.292,,5.792,
2011-04-06,3.208,26.25,39.792,13.542,,8.583,
2011-04-07,2.208,15.333,19.417,4.083,,6.5,
2011-04-08,2.833,27.5,39.042,11.542,,8.542,
2011-04-09,3.042,17.167,25.875,8.708,,7.958,
2011-04-10,3.75,15.583,18.875,3.292,,6.917,
2011-04-11,3.75,17.333,22.333,5.0,,8.625,
2011-04-12,3.792,18.391,27.696,9.304,,6.083,
2011-04-13,3.5,24.583,34.917,10.333,,7.458,
2011-04-14,4.417,29.042,40.125,11.083,,10.708,
2011-04-15,4.5,31.5,38.417,6.917,,11.333,
2011-04-16,4.375,16.125,25.708,9.583,,6.292,
2011-04-17,2.792,9.625,11.625,2.0,,4.375,
2011-04-18,4.0,29.783,39.304,9.522,,4.75,
2011-04-19,2.792,6.833,8.458,1.625,,2.917,
2011-04-20,2.833,11.208,14.167,2.958,,3.435,
2011-04-21,3.458,23.542,34.542,11.0,,7.125,
2011-04-22,3.667,30.125,41.917,11.792,,7.208,
2011-04-23,3.5,15.0,19.667,4.667,,3.542,
2011-04-24,3.083,7.5,9.292,1.792,,4.458,
2011-04-25,3.333,11.458,14.542,3.083,,5.417,
2011-04-26,3.125,15.652,20.391,4.739,,9.5,
2011-04-27,2.417,9.375,12.125,2.75,,5.208,
2011-04-28,3.167,9.667,11.875,2.208,,4.583,
2011-04-29,3.292,15.25,18.292,3.042,,5.625,
2011-04-30,3.333,17.458,22.542,5.083,,9.25,
2011-05-01,2.583,6.667,8.458,1.792,,6.208,
2011-05-02,3.708,18.917,23.875,4.958,,6.833,
2011-05-03,4.583,23.667,29.792,6.125,,7.667,
2011-05-04,4.0,17.5,22.875,5.375,,7.042,
2011-05-05,3.25,12.833,15.167,2.333,,6.583,
2011-05-06,3.083,15.667,20.583,4.917,,6.522,
2011-05-07,2.292,8.042,10.292,2.25,,6.042,
2011-05-08,2.542,9.833,11.792,1.958,,4.917,
2011-05-09,4.833,32.826,39.261,6.435,,12.75,
2011-05-10,2.875,23.042,36.292,13.25,,10.125,
2011-05-11,2.375,15.792,25.875,10.083,,5.833,
2011-05-12,2.25,18.125,31.792,13.667,,6.125,
2011-05-13,2.917,7.417,9.458,2.042,,5.5,
2011-05-14,3.167,9.625,11.5,1.875,,6.667,
2011-05-15,3.708,14.583,17.333,2.75,,7.25,
