date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-01,7.167,8.75,1.583,3.083,
2011-01-02,3.75,4.167,0.417,3.083,
2011-01-03,5.375,6.208,0.833,4.333,
2011-01-04,3.0,3.25,0.25,4.875,
2011-01-05,6.583,7.917,1.333,3.13,
2011-01-06,15.042,18.792,3.75,3.042,
2011-01-07,12.625,17.083,4.458,3.375,
2011-01-08,10.25,11.792,1.542,3.167,
2011-01-09,11.917,16.375,4.458,5.417,
2011-01-10,16.208,22.167,5.958,5.625,
2011-01-11,8.917,9.917,1.0,4.75,
2011-01-12,14.826,20.087,5.261,3.583,
2011-01-13,7.167,9.667,2.5,4.625,
2011-01-14,5.75,7.292,1.542,6.375,
2011-01-15,13.708,16.708,3.0,4.167,
2011-01-16,8.625,9.958,1.333,2.208,
2011-01-17,17.083,23.167,6.083,4.042,
2011-01-18,24.917,37.708,12.792,5.333,
2011-01-19,23.5,33.125,9.625,1.458,
2011-01-20,19.667,24.667,5.0,1.833,
2011-01-21,18.625,21.875,3.25,1.958,
2011-01-22,13.083,16.917,3.833,3.125,
2011-01-23,5.417,6.042,0.625,2.667,
2011-01-24,3.708,4.167,0.458,2.458,
2011-01-25,7.875,13.042,5.167,3.458,
2011-01-26,4.87,5.522,0.652,2.826,
2011-01-27,14.0,16.708,2.708,4.625,
2011-01-28,15.583,19.458,3.875,5.667,
2011-01-29,10.375,12.792,2.417,4.208,
2011-01-30,11.333,16.0,4.667,3.75,
2011-01-31,14.75,22.5,7.75,3.958,
2011-02-01,6.042,6.708,0.667,4.167,
2011-02-02,3.958,4.542,0.583,2.333,
2011-02-03,6.208,7.5,1.292,2.292,
2011-02-04,7.125,9.125,2.0,4.667,
2011-02-05,12.667,15.375,2.708,6.458,
2011-02-06,23.208,33.333,10.125,3.208,
2011-02-07,16.174,22.435,6.261,3.087,
2011-02-08,5.417,7.542,2.125,2.458,
2011-02-09,8.667,12.125,3.458,3.167,
2011-02-10,15.042,20.042,5.0,4.417,
2011-02-11,8.333,10.833,2.5,3.0,
2011-02-12,9.333,10.875,1.542,3.458,
2011-02-13,19.958,23.625,3.667,2.125,
2011-02-14,30.25,47.583,17.333,2.375,
2011-02-15,27.75,43.333,15.583,5.0,
2011-02-16,11.958,16.375,4.417,4.348,
2011-02-17,9.417,13.792,4.375,3.333,
2011-02-18,7.75,11.5,3.75,2.458,
2011-02-19,6.333,8.083,1.75,3.042,
2011-02-20,16.792,21.375,4.583,4.208,
2011-02-21,29.5,42.042,12.542,4.667,
2011-02-22,18.739,22.0,3.261,2.583,
2011-02-23,21.458,28.083,6.625,2.708,
2011-02-24,13.75,17.292,3.542,6.75,
2011-02-25,13.0,15.125,2.125,4.083,
2011-02-26,6.167,6.583,0.417,3.625,
2011-02-27,12.083,15.208,3.125,5.208,
2011-02-28,7.5,8.25,0.75,2.708,
2011-03-01,30.333,53.625,23.292,6.958,
2011-03-02,28.292,41.625,13.333,5.0,
2011-03-03,8.125,9.375,1.25,5.042,
2011-03-04,7.125,7.792,0.667,2.167,
2011-03-05,21.958,38.333,16.375,2.5,
2011-03-06,16.958,36.833,19.875,3.542,
2011-03-07,21.826,42.478,20.652,8.304,
2011-03-08,18.5,22.417,3.917,7.0,
2011-03-09,17.25,19.833,2.583,3.375,
2011-03-10,11.792,14.333,2.542,3.625,
2011-03-11,6.625,7.583,0.958,3.583,
2011-03-12,4.042,4.625,0.583,3.208,
2011-03-13,10.208,11.625,1.417,4.667,
2011-03-14,11.958,14.125,2.167,4.792,
2011-03-15,7.875,8.833,0.958,6.792,
2011-03-16,21.375,25.708,4.333,5.75,
2011-03-17,25.167,30.542,5.375,4.625,
2011-03-18,14.458,16.667,2.208,4.5,
2011-03-19,7.417,8.333,0.917,4.5,
2011-03-20,7.667,9.083,1.417,4.875,
2011-03-21,10.917,12.25,1.333,4.833,
2011-03-22,19.0,23.478,4.478,6.333,
2011-03-23,18.75,21.25,2.5,2.958,
2011-03-24,4.5,4.958,0.458,3.708,
2011-03-25,2.458,2.542,0.083,3.792,
2011-03-26,5.458,6.042,0.583,3.833,
2011-03-27,13.583,15.792,2.208,6.304,
2011-03-28,9.417,10.5,1.083,6.667,
2011-03-29,16.875,19.75,2.875,8.958,
2011-03-30,16.75,24.333,7.583,7.042,
2011-03-31,3.667,3.875,0.208,2.458,
2011-04-01,19.208,23.875,4.667,8.792,
2011-04-02,13.042,15.5,2.458,6.917,
2011-04-03,3.542,4.208,0.667,4.042,
2011-04-04,5.458,6.583,1.125,3.917,
2011-04-05,13.917,16.375,2.458,7.5,
2011-04-06,14.917,18.083,3.167,7.292,
2011-04-07,13.083,17.125,4.042,5.917,
2011-04-08,31.583,48.042,16.458,9.208,
2011-04-09,11.917,16.167,4.25,6.083,
2011-04-10,8.083,9.625,1.542,6.542,
2011-04-11,9.625,10.917,1.292,6.75,
2011-04-12,8.542,9.958,1.417,5.542,
2011-04-13,8.542,9.833,1.292,6.542,
2011-04-14,12.913,15.913,3.0,10.25,
2011-04-15,32.417,39.958,7.542,12.458,
2011-04-16,15.708,20.792,5.083,7.167,
2011-04-17,8.917,10.667,1.75,5.875,
2011-04-18,17.625,21.042,3.417,3.917,
2011-04-19,2.708,3.125,0.417,2.792,
2011-04-20,6.083,7.125,1.042,3.043,
2011-04-21,12.792,16.042,3.25,6.792,
2011-04-22,20.333,26.583,6.25,5.208,
2011-04-23,9.292,11.375,2.083,2.875,
2011-04-24,2.917,3.333,0.417,4.625,
2011-04-25,4.708,5.458,0.75,5.708,
2011-04-26,8.5,10.042,1.542,6.5,
2011-04-27,4.696,8.087,3.391,4.5,
2011-04-28,4.458,6.417,1.958,4.5,
2011-04-29,6.667,8.625,1.958,5.917,
2011-04-30,9.5,12.167,2.667,6.583,
2011-05-01,5.083,6.833,1.75,4.708,
2011-05-02,13.625,16.75,3.125,7.125,
2011-05-03,15.833,19.042,3.208,6.125,
2011-05-04,13.75,16.167,2.417,6.917,
2011-05-05,11.625,13.458,1.833,8.333,
2011-05-06,15.917,19.208,3.292,7.375,
2011-05-07,6.542,7.75,1.208,4.458,
2011-05-08,5.958,7.042,1.083,4.958,
2011-05-09,31.292,41.292,10.0,13.0,
2011-05-10,21.167,33.958,12.792,10.792,
2011-05-11,13.5,24.333,10.833,4.083,
2011-05-12,18.583,31.417,12.833,5.5,
2011-05-13,4.292,4.708,0.417,5.292,
2011-05-14,4.625,5.083,0.458,6.417,
2011-05-15,7.458,8.583,1.125,8.0,
2011-05-16,13.708,15.833,2.125,9.292,
2011-05-17,12.25,13.833,1.583,9.75,
2011-05-18,21.652,24.87,3.217,9.87,
2011-05-19,26.167,35.25,9.083,12.917,
2011-05-20,20.625,23.75,3.125,10.25,
2011-05-21,31.167,46.417,15.25,12.625,
2011-05-22,18.125,42.542,24.417,8.833,
2011-05-23,4.958,5.542,0.583,2.5,
2011-05-24,7.708,8.542,0.833,2.875,
2011-05-25,21.542,25.542,4.0,7.167,
2011-05-26,9.375,10.625,1.25,4.375,
2011-05-27,6.333,7.083,0.75,2.208,
2011-05-28,18.625,22.125,3.5,2.312,
2011-05-29,13.5,17.708,4.208,2.083,
2011-05-30,5.0,5.875,0.875,2.792,
2011-05-31,7.889,9.444,1.556,4.542,
2011-06-01,29.0,36.462,7.462,9.583,
2011-06-02,30.875,44.417,13.542,11.333,
2011-06-03,34.417,56.167,21.75,12.625,
2011-06-04,11.583,14.417,2.833,8.167,
2011-06-05,20.25,25.667,5.417,9.292,
2011-06-06,23.5,30.125,6.625,8.375,
2011-06-07,27.625,38.583,10.958,9.696,
2011-06-08,18.0,21.083,3.083,6.636,
2011-06-09,26.708,39.417,12.708,11.917,
2011-06-10,30.917,55.083,24.167,11.708,
2011-06-11,22.0,27.042,5.042,5.0,
2011-06-12,31.125,56.958,25.833,9.625,
2011-06-13,12.333,15.542,3.208,6.042,
2011-06-14,15.75,18.292,2.542,8.875,
2011-06-15,25.435,39.783,14.348,9.708,
2011-06-16,14.042,18.792,4.75,3.208,
2011-06-17,17.583,20.792,3.208,8.333,
2011-06-18,37.958,60.125,22.167,11.083,
2011-06-19,21.833,29.458,7.625,7.125,
2011-06-20,32.625,52.958,20.333,7.667,
2011-06-21,19.583,38.25,18.667,7.708,
2011-06-22,20.917,38.417,17.5,10.042,
2011-06-23,21.292,53.5,32.208,14.875,
2011-06-24,9.542,19.25,9.708,9.333,
2011-06-25,13.792,26.042,12.25,8.458,
2011-06-26,11.167,19.333,8.167,5.208,
2011-06-27,14.5,18.792,4.292,5.542,
2011-06-28,15.625,28.25,12.625,9.458,
2011-06-29,9.625,12.833,3.208,6.917,
2011-06-30,9.522,12.217,2.696,6.043,
2011-07-01,15.708,20.875,5.167,4.75,
2011-07-02,17.208,22.458,5.25,5.417,
2011-07-03,22.292,33.5,11.208,6.75,
2011-07-04,20.167,35.708,15.542,6.458,
2011-07-05,8.083,9.25,1.167,5.083,
2011-07-06,18.958,22.5,3.542,7.542,
2011-07-07,19.958,44.292,24.333,5.583,
2011-07-08,16.333,35.333,19.0,7.083,
2011-07-09,15.75,35.0,19.25,8.25,
2011-07-10,12.0,24.042,12.042,6.833,
2011-07-11,13.583,18.75,5.167,5.875,
2011-07-12,9.125,14.75,5.625,2.583,
2011-07-13,17.13,31.261,14.13,6.042,
2011-07-14,20.042,47.583,27.542,9.667,
