date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,185.91666666666666,99.0,82.54166666666667,56.0,5.708333333333333,7.958333333333333,9.833333333333334,1.875,,2,0.6666666666666666,17.416666666666668,67.0,37.833333333333336,9.0,191.625
2011-01-02,182.625,99.0,86.83333333333333,59.0,3.5416666666666665,3.8181818181818183,4.5,0.6818181818181818,,21,1.2272727272727273,15.541666666666666,68.0,39.25,17.0,186.16666666666666
2011-01-03,182.16666666666666,93.0,75.08333333333333,61.0,2.8333333333333335,6.0,6.791666666666667,0.7916666666666666,,4,0.7083333333333334,14.5,44.0,28.708333333333332,14.0,185.0
2011-01-04,184.4,99.0,85.83333333333333,65.0,3.8,7.818181818181818,8.681818181818182,0.8636363636363636,,12,1.8181818181818181,15.863636363636363,39.0,17.375,4.0,188.2
2011-01-05,184.08333333333334,97.0,75.41666666666667,61.0,2.375,6.0,8.0,2.0,,5,4.291666666666667,17.0,32.0,19.041666666666668,7.0,186.45833333333334
2011-01-06,185.75,94.0,81.125,61.0,2.875,6.041666666666667,7.208333333333333,1.1666666666666667,,6,1.5,17.666666666666668,35.0,24.958333333333332,14.0,188.625
2011-01-07,185.58333333333334,89.0,68.45833333333333,52.0,2.375,3.9166666666666665,5.125,1.2083333333333333,,0,3.3333333333333335,18.458333333333332,45.0,25.666666666666668,14.0,187.95833333333334
2011-01-08,186.83333333333334,90.0,73.625,55.0,3.0,4.375,5.25,0.875,,0,1.625,15.75,53.0,26.083333333333332,12.0,189.83333333333334
2011-01-09,190.16666666666666,96.0,81.95833333333333,69.0,6.5,13.863636363636363,15.727272727272727,1.8636363636363635,,2,1.0454545454545454,16.416666666666668,38.0,20.375,-3.0,196.66666666666666
2011-01-10,187.0,95.0,80.45833333333333,60.0,4.958333333333333,12.791666666666666,14.25,1.4583333333333333,,1,1.375,17.125,42.0,24.916666666666668,7.0,191.95833333333334
2011-01-11,183.52380952380952,99.0,90.04166666666667,68.0,3.142857142857143,4.956521739130435,5.391304347826087,0.43478260869565216,,7,1.0,14.695652173913043,19.0,0.5416666666666666,-18.0,186.66666666666666
2011-01-12,184.20833333333334,91.0,73.20833333333333,54.0,3.9583333333333335,9.333333333333334,10.458333333333334,1.125,,2,2.4583333333333335,14.041666666666666,17.0,-1.0416666666666667,-18.0,188.16666666666666
2011-01-13,185.20833333333334,99.0,87.83333333333333,63.0,5.0,12.25,14.458333333333334,2.2083333333333335,,16,1.6666666666666667,15.958333333333334,40.0,21.791666666666668,-3.0,190.20833333333334
