date,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-01-01,11.25,12.917,1.667,
2011-01-02,3.762,4.19,0.429,
2011-01-03,5.217,6.13,0.913,
2011-01-04,6.25,7.125,0.875,
2011-01-05,2.542,3.375,0.833,
2011-01-06,9.5,11.833,2.333,
2011-01-07,3.083,4.0,0.917,
2011-01-08,6.25,7.167,0.917,
2011-01-09,13.619,16.19,2.571,
2011-01-10,17.783,19.609,1.826,
2011-01-11,4.417,5.083,0.667,
2011-01-12,8.667,10.042,1.375,
2011-01-13,7.958,9.958,2.0,
2011-01-14,3.333,4.458,1.125,
2011-01-15,4.542,5.542,1.0,
2011-01-16,26.905,38.0,11.095,
2011-01-17,29.652,38.652,9.0,
2011-01-18,25.917,33.917,8.0,
2011-01-19,24.25,37.542,13.292,
2011-01-20,7.0,7.458,0.458,
2011-01-21,6.875,7.458,0.583,
2011-01-22,14.958,18.792,3.833,
2011-01-23,3.19,3.857,0.667,
2011-01-24,10.435,11.522,1.087,
2011-01-25,10.375,12.167,1.792,
2011-01-26,6.25,7.625,1.375,
2011-01-27,5.625,6.75,1.125,
2011-01-28,2.583,3.375,0.792,
2011-01-29,2.167,2.833,0.667,
2011-01-30,6.143,7.381,1.238,
2011-01-31,7.182,8.545,1.364,
2011-02-01,8.125,9.417,1.292,
2011-02-02,3.833,5.0,1.167,
2011-02-03,7.375,9.375,2.0,
2011-02-04,4.625,5.667,1.042,
2011-02-05,14.708,17.708,3.0,
2011-02-06,30.0,41.0,11.0,
2011-02-07,31.087,43.87,12.783,
2011-02-08,3.583,4.375,0.792,
2011-02-09,6.875,8.0,1.125,
2011-02-10,10.125,11.0,0.875,
2011-02-11,4.5,5.333,0.833,
2011-02-12,6.292,7.167,0.875,
2011-02-13,26.524,35.714,9.19,
2011-02-14,32.455,46.864,14.409,
2011-02-15,8.958,10.042,1.083,
2011-02-16,9.125,9.875,0.75,
2011-02-17,13.625,16.458,2.833,
2011-02-18,7.042,8.583,1.542,
2011-02-19,11.292,13.417,2.125,
2011-02-20,20.19,23.952,3.762,
2011-02-21,18.636,20.545,1.909,
2011-02-22,27.458,41.958,14.5,
2011-02-23,17.042,24.667,7.625,
2011-02-24,9.458,10.083,0.625,
2011-02-25,16.75,18.833,2.083,
2011-02-26,7.125,7.792,0.667,
2011-02-27,2.875,3.5,0.625,
2011-03-01,26.75,43.042,16.292,
2011-03-02,20.333,34.917,14.583,
2011-03-03,5.458,5.625,0.167,
2011-03-04,5.25,5.542,0.292,
2011-03-05,19.381,24.19,4.81,
2011-03-06,28.773,38.091,9.318,
2011-03-07,7.792,8.458,0.667,
2011-03-08,16.208,23.833,7.625,
2011-03-09,9.208,9.667,0.458,
2011-03-10,10.292,11.125,0.833,
2011-03-11,6.083,6.708,0.625,
2011-03-12,2.952,3.524,0.571,
2011-03-13,5.348,5.913,0.565,
2011-03-14,10.958,12.042,1.083,
2011-03-15,4.792,5.292,0.5,
2011-03-16,15.375,17.542,2.167,
2011-03-17,15.292,16.125,0.833,
2011-03-18,10.0,11.292,1.292,
2011-03-19,4.286,5.19,0.905,
2011-03-20,8.174,9.478,1.304,
2011-03-21,6.455,7.136,0.682,
2011-03-22,13.333,14.792,1.458,
2011-03-23,16.5,19.625,3.125,
2011-03-24,5.286,5.905,0.619,
2011-03-25,5.042,5.667,0.625,
2011-03-26,5.095,5.81,0.714,
2011-03-27,9.591,10.5,0.909,
2011-03-28,8.833,9.083,0.25,
2011-03-29,15.583,16.833,1.25,
2011-03-30,14.583,15.917,1.333,
2011-03-31,11.958,13.333,1.375,
2011-04-01,16.417,18.167,1.75,
2011-04-02,6.0,6.875,0.875,
2011-04-03,4.25,4.792,0.542,
2011-04-04,7.619,8.905,1.286,
2011-04-05,19.667,22.571,2.905,
2011-04-06,23.542,29.083,5.542,
2011-04-07,19.708,22.125,2.417,
2011-04-08,16.25,17.75,1.5,
2011-04-09,9.792,10.542,0.75,
2011-04-10,11.333,12.708,1.375,
2011-04-11,7.857,8.048,0.19,
2011-04-12,10.087,10.826,0.739,
2011-04-13,11.042,11.708,0.667,
2011-04-14,13.833,14.292,0.458,
2011-04-15,16.0,16.708,0.708,
2011-04-16,10.25,11.125,0.875,
2011-04-17,2.958,2.958,0.0,
2011-04-18,9.381,10.571,1.19,
2011-04-19,9.304,9.826,0.522,
2011-04-20,6.792,7.542,0.75,
2011-04-21,13.667,15.417,1.75,
2011-04-22,20.792,22.917,2.125,
2011-04-23,7.667,8.708,1.042,
2011-04-24,5.292,5.833,0.542,
2011-04-25,8.381,9.476,1.095,
2011-04-26,11.273,12.227,0.955,
2011-04-27,8.0,8.833,0.833,
2011-04-28,3.708,4.375,0.667,
2011-04-29,6.167,6.833,0.667,
2011-04-30,12.625,13.708,1.083,
2011-05-01,8.75,9.583,0.833,
2011-05-02,4.818,5.455,0.636,
2011-05-03,11.182,12.045,0.864,
2011-05-04,5.25,5.792,0.542,
2011-05-05,2.417,2.625,0.208,
2011-05-06,7.833,8.833,1.0,
2011-05-07,5.375,5.875,0.5,
2011-05-08,3.0,3.458,0.458,
2011-05-09,7.8,9.1,1.3,
2011-05-11,17.0,18.5,1.5,
2011-05-12,5.708,6.5,0.792,
2011-05-13,2.792,3.25,0.458,
2011-05-14,3.792,4.375,0.583,
2011-05-15,5.542,5.958,0.417,
2011-05-16,6.905,7.667,0.762,
2011-05-17,6.652,7.174,0.522,
2011-05-18,11.542,12.833,1.292,
2011-05-19,10.75,11.5,0.75,
2011-05-20,12.125,12.958,0.833,
2011-05-21,7.208,7.875,0.667,
2011-05-22,3.083,3.25,0.167,
2011-05-23,7.591,8.455,0.864,
2011-05-24,8.652,9.087,0.435,
2011-05-25,7.75,8.625,0.875,
2011-05-26,10.958,12.25,1.292,
2011-05-27,9.25,9.75,0.5,
2011-05-28,6.083,6.5,0.417,
2011-05-29,5.708,6.25,0.542,
2011-05-30,2.667,2.952,0.286,
2011-05-31,6.318,7.0,0.682,
2011-06-01,5.75,6.375,0.625,
2011-06-02,12.667,14.0,1.333,
2011-06-03,5.708,6.292,0.583,
2011-06-04,7.208,8.208,1.0,
2011-06-05,4.417,4.708,0.292,
2011-06-06,4.818,5.727,0.909,
2011-06-07,10.636,11.909,1.273,
2011-06-08,7.708,8.792,1.083,
2011-06-09,8.167,9.25,1.083,
2011-06-10,8.167,9.417,1.25,
2011-06-11,8.042,9.208,1.167,
2011-06-12,4.125,5.0,0.875,
2011-06-13,3.429,3.905,0.476,
2011-06-14,2.609,3.0,0.391,
2011-06-15,4.292,5.0,0.708,
2011-06-16,7.375,8.542,1.167,
2011-06-17,4.125,4.75,0.625,
2011-06-18,4.625,5.208,0.583,
2011-06-19,5.708,6.333,0.625,
2011-06-20,10.5,11.727,1.227,
2011-06-21,8.0,9.091,1.091,
2011-06-22,5.25,6.25,1.0,
2011-06-23,4.958,6.25,1.292,
2011-06-24,4.0,5.125,1.125,
2011-06-25,3.125,3.667,0.542,
2011-06-26,6.167,6.708,0.542,
2011-06-27,9.619,11.857,2.238,
2011-06-28,6.826,9.0,2.174,
2011-06-29,4.167,5.542,1.375,
2011-06-30,6.375,11.25,4.875,
2011-07-01,2.875,3.75,0.875,
2011-07-02,4.958,5.875,0.917,
2011-07-03,5.667,6.417,0.75,
2011-07-04,7.955,9.364,1.409,
2011-07-05,4.545,5.273,0.727,
2011-07-06,8.458,9.417,0.958,
2011-07-07,6.875,7.375,0.5,
2011-07-08,6.25,8.083,1.833,
2011-07-09,7.25,9.833,2.583,
2011-07-10,4.0,5.087,1.087,
2011-07-11,5.476,6.667,1.19,
2011-07-12,8.957,10.478,1.522,
2011-07-13,7.917,9.792,1.875,
2011-07-14,7.792,9.375,1.583,
2011-07-15,6.75,8.042,1.292,
2011-07-16,5.708,7.167,1.458,
2011-07-17,5.792,6.833,1.042,
2011-07-18,5.773,6.409,0.636,
2011-07-19,5.391,6.261,0.87,
2011-07-20,4.25,5.25,1.0,
2011-07-21,3.208,3.667,0.458,
2011-07-22,5.125,5.542,0.417,
2011-07-23,3.917,4.333,0.417,
2011-07-24,3.875,4.375,0.5,
2011-07-25,7.238,8.714,1.476,
2011-07-26,10.522,11.435,0.913,
2011-07-27,8.917,9.875,0.958,
2011-07-28,7.125,8.583,1.458,
2011-07-29,8.417,9.292,0.875,
2011-07-30,6.667,7.25,0.583,
2011-07-31,2.417,2.833,0.417,
2011-08-01,5.591,6.318,0.727,
2011-08-02,6.591,7.0,0.409,
2011-08-03,6.75,7.125,0.375,
2011-08-04,5.167,5.667,0.5,
2011-08-05,4.625,5.583,0.958,
2011-08-06,7.083,7.917,0.833,
2011-08-07,5.667,6.042,0.375,
2011-08-08,5.905,7.19,1.286,
2011-08-09,11.238,14.429,3.19,
2011-08-10,7.667,9.625,1.958,
2011-08-11,3.083,3.667,0.583,
2011-08-12,5.208,5.708,0.5,
2011-08-13,6.542,7.667,1.125,
2011-08-14,5.417,6.542,1.125,
2011-08-15,6.227,7.409,1.182,
2011-08-16,7.13,7.913,0.783,
2011-08-17,6.917,8.292,1.375,
2011-08-18,3.708,4.333,0.625,
2011-08-19,2.708,2.958,0.25,
2011-08-20,9.0,10.542,1.542,
2011-08-21,7.917,8.125,0.208,
2011-08-22,6.636,7.091,0.455,
2011-08-23,9.909,10.727,0.818,
2011-08-24,15.667,17.333,1.667,
2011-08-26,5.583,6.333,0.75,
2011-08-27,5.25,6.458,1.208,
2011-08-28,4.083,4.5,0.417,
2011-08-29,5.773,6.909,1.136,
2011-08-30,5.478,5.957,0.478,
2011-08-31,7.208,8.625,1.417,
2011-09-01,4.542,6.833,2.292,
2011-09-02,3.0,4.0,1.0,
2011-09-03,2.583,3.125,0.542,
2011-09-04,1.625,2.0,0.375,
2011-09-05,4.095,4.762,0.667,
2011-09-06,7.174,7.565,0.391,
2011-09-07,10.5,12.125,1.625,
2011-09-08,13.75,16.208,2.458,
2011-09-09,17.75,20.208,2.458,
2011-09-10,8.458,8.917,0.458,
2011-09-11,5.667,5.708,0.042,
2011-09-12,9.682,11.773,2.091,
2011-09-13,10.909,13.364,2.455,
2011-09-14,6.792,8.333,1.542,
2011-09-15,7.625,9.458,1.833,
2011-09-16,11.458,13.625,2.167,
2011-09-17,12.833,14.292,1.458,
2011-09-18,7.333,10.083,2.75,
2011-09-19,5.381,5.429,0.048,
2011-09-20,14.043,15.652,1.609,
2011-09-21,7.083,7.917,0.833,
2011-09-22,3.583,4.333,0.75,
2011-09-23,6.458,7.5,1.042,
2011-09-24,7.625,8.458,0.833,
2011-09-25,6.917,8.208,1.292,
2011-09-26,14.136,17.409,3.273,
2011-09-27,9.696,14.696,5.0,
2011-09-28,8.917,9.458,0.542,
2011-09-29,14.167,16.042,1.875,
2011-09-30,10.875,11.958,1.083,
2011-10-01,4.458,5.542,1.083,
2011-10-02,8.167,10.292,2.125,
2011-10-03,5.19,6.143,0.952,
2011-10-04,11.304,12.609,1.304,
2011-10-05,14.792,19.5,4.708,
2011-10-06,8.875,10.208,1.333,
2011-10-07,3.217,3.652,0.435,
2011-10-08,13.125,15.958,2.833,
2011-10-09,12.417,13.292,0.875,
2011-10-10,6.0,6.714,0.714,
2011-10-11,8.773,10.091,1.318,
2011-10-12,13.0,15.667,2.667,
2011-10-13,17.0,21.542,4.542,
2011-10-14,10.0,12.5,2.5,
2011-10-15,8.208,8.792,0.583,
2011-10-16,4.208,4.5,0.292,
2011-10-17,6.333,7.381,1.048,
2011-10-18,7.5,9.045,1.545,
2011-10-19,12.0,16.833,4.833,
2011-10-20,10.375,14.417,4.042,
2011-10-21,4.833,5.25,0.417,
2011-10-22,5.333,6.0,0.667,
2011-10-23,4.917,5.875,0.958,
2011-10-24,14.0,16.857,2.857,
2011-10-25,7.913,9.739,1.826,
2011-10-26,5.167,6.0,0.833,
2011-10-27,12.792,14.875,2.083,
2011-10-28,22.045,33.591,11.545,
2011-10-29,15.375,21.0,5.625,
2011-10-30,15.875,18.875,3.0,
2011-10-31,8.905,10.048,1.143,
2011-11-01,17.913,27.478,9.565,
2011-11-02,19.958,27.208,7.25,
2011-11-03,17.875,20.292,2.417,
2011-11-04,17.125,23.625,6.5,
2011-11-05,18.208,24.333,6.125,
2011-11-06,15.042,17.75,2.708,
2011-11-07,3.571,4.19,0.619,
2011-11-08,8.348,9.913,1.565,
2011-11-09,14.042,17.375,3.333,
2011-11-10,15.833,23.375,7.542,
2011-11-11,18.458,23.167,4.708,
2011-11-12,13.792,17.375,3.583,
2011-11-13,9.083,10.125,1.042,
2011-11-14,13.619,14.762,1.143,
2011-11-15,4.682,5.318,0.636,
2011-11-16,5.875,6.625,0.75,
2011-11-17,8.083,8.875,0.792,
2011-11-18,22.167,35.375,13.208,
2011-11-19,19.833,26.0,6.167,
2011-11-20,3.333,3.667,0.333,
2011-11-21,9.238,11.0,1.762,
2011-11-22,12.591,14.318,1.727,
2011-11-23,11.833,13.833,2.0,
2011-11-24,2.444,2.667,0.222,
2011-11-26,14.333,20.333,6.0,
2011-11-27,10.5,12.292,1.792,
2011-11-28,22.333,38.429,16.095,
2011-11-29,21.565,37.87,16.304,
2011-11-30,3.0,3.417,0.417,
2011-12-01,4.917,5.333,0.417,
2011-12-02,8.5,9.583,1.083,
