date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,188.0,4.0,76.0,54.875,30.0,14.083,15.167,21.083,5.917,,19.083,9.2,3.433,-0.6,202.083
2011-01-02,186.417,3.167,79.0,53.25,31.0,11.458,13.708,20.25,6.542,,16.0,11.9,3.962,-1.9,197.875
2011-01-03,184.917,3.125,57.0,34.167,16.0,7.542,12.458,17.708,5.25,,11.625,11.4,5.496,-0.7,192.458
2011-01-04,186.375,4.542,80.0,56.083,33.0,13.083,16.375,26.958,10.583,,13.304,7.5,2.338,-3.1,199.458
2011-01-05,188.545,3.958,64.0,38.75,18.0,10.136,18.417,31.292,12.875,,12.667,9.9,3.004,-3.7,198.682
2011-01-06,190.208,4.417,65.0,45.25,22.0,17.375,31.875,70.708,38.833,,15.125,10.7,3.471,-3.7,207.583
2011-01-07,189.417,3.0,60.0,38.333,16.0,10.417,19.087,35.522,16.435,,13.792,10.4,4.383,-0.9,199.833
2011-01-08,189.458,2.667,58.0,36.25,18.0,7.833,11.917,17.875,5.958,,10.958,10.4,4.392,-2.5,197.292
2011-01-09,190.5,4.667,76.0,54.042,29.0,18.958,23.542,50.125,26.583,,21.0,10.0,3.021,-2.3,209.458
2011-01-10,190.583,5.5,78.0,57.458,30.0,21.208,32.75,74.042,41.292,,22.375,10.0,3.25,-2.7,211.792
2011-01-11,190.364,4.0,78.0,51.708,25.0,13.727,21.818,53.091,31.273,,17.348,11.0,3.429,-1.1,204.091
2011-01-12,186.136,3.75,62.0,39.333,18.0,9.409,28.208,60.417,32.208,,13.208,7.9,1.671,-3.8,195.545
2011-01-13,186.625,5.417,76.0,48.542,20.0,17.083,29.125,73.708,44.583,,19.435,11.3,2.938,-5.0,203.708
2011-01-14,186.542,5.0,67.0,44.083,22.0,8.167,20.13,40.13,20.0,,13.708,8.8,3.104,-2.5,194.708
2011-01-15,187.667,4.833,73.0,51.958,34.0,10.208,18.042,28.917,10.875,,17.125,6.5,2.067,-3.5,197.875
2011-01-16,185.217,3.0,54.0,42.5,29.0,8.261,25.773,48.955,23.182,,22.609,6.0,3.454,2.1,193.478
2011-01-17,185.458,6.304,71.0,47.708,26.0,18.208,32.5,76.792,44.292,,26.5,8.4,3.067,-2.5,203.667
2011-01-18,186.125,5.875,78.0,57.958,32.0,20.042,32.958,82.125,49.167,,24.917,9.0,1.525,-5.1,206.167
2011-01-19,189.261,4.333,85.0,62.708,33.0,20.435,26.375,66.75,40.375,,23.292,9.9,3.904,-3.5,209.696
2011-01-20,187.875,3.125,92.0,88.083,74.0,9.042,27.083,52.208,25.125,,21.375,3.2,1.938,0.8,196.917
2011-01-21,188.417,3.917,92.0,88.667,82.0,9.542,22.696,40.13,17.435,,14.583,4.4,3.071,1.5,197.958
2011-01-22,193.25,3.958,92.0,86.833,74.0,17.125,16.667,35.833,19.167,,16.652,8.1,4.55,0.9,210.375
2011-01-23,195.042,5.333,92.0,83.0,59.0,20.875,24.917,74.917,50.0,,19.75,8.4,4.154,0.6,215.917
2011-01-24,194.708,3.783,89.0,70.042,39.0,15.083,28.375,55.875,27.5,,15.083,4.8,1.158,-2.1,209.792
2011-01-25,193.5,3.667,89.0,65.292,28.0,15.75,25.167,60.417,35.25,,14.958,9.4,1.929,-3.6,209.25
2011-01-26,193.273,5.087,87.0,56.792,29.0,21.455,28.0,71.609,43.609,,16.957,6.1,0.525,-4.2,214.727
2011-01-27,194.208,5.875,84.0,60.458,32.0,21.542,27.167,67.292,40.125,,17.333,6.8,0.038,-6.0,215.75
2011-01-28,193.5,3.792,83.0,53.083,27.0,17.625,20.696,44.435,23.739,,17.042,6.5,0.367,-4.5,211.125
2011-01-29,191.167,2.583,54.0,32.75,17.0,12.167,12.333,17.75,5.417,,13.0,7.1,1.967,-2.0,203.333
2011-01-30,190.708,2.958,68.0,39.292,22.0,19.5,23.333,48.25,24.917,,13.958,7.4,1.442,-3.6,210.208
2011-01-31,190.708,4.87,73.0,47.917,23.0,21.042,29.375,66.542,37.167,,16.667,9.4,1.488,-6.0,211.75
2011-02-01,191.167,3.792,78.0,51.458,28.0,24.042,26.083,62.375,36.292,,20.375,10.4,1.967,-5.2,215.208
2011-02-02,189.174,3.292,62.0,33.708,14.0,8.043,23.125,47.375,24.25,,14.75,4.7,0.508,-3.8,197.217
2011-02-03,192.167,5.125,71.0,43.542,16.0,15.458,30.958,65.083,34.125,,16.917,8.0,0.312,-7.2,207.625
2011-02-04,190.333,6.042,72.0,45.583,17.0,17.208,30.391,60.391,30.0,,18.958,11.9,2.204,-5.9,207.542
2011-02-05,190.292,5.292,74.0,52.667,24.0,16.083,23.417,36.125,12.708,,21.375,9.9,2.821,-4.9,206.375
2011-02-06,192.333,7.125,89.0,77.792,60.0,21.708,34.417,85.208,50.792,,39.917,5.0,3.229,-0.3,214.042
2011-02-07,190.833,6.652,92.0,89.5,84.0,23.042,30.417,90.833,60.417,,32.167,9.6,6.908,4.3,213.875
2011-02-08,187.667,4.208,81.0,54.458,33.0,10.0,24.375,42.75,18.375,,14.75,8.5,4.912,0.5,197.667
2011-02-09,190.273,4.696,79.0,46.458,18.0,22.909,27.217,71.739,44.522,,16.0,8.9,2.104,-4.6,213.182
2011-02-10,191.292,5.125,80.0,53.5,23.0,27.417,28.708,69.333,40.625,,20.292,10.4,2.854,-3.6,218.708
2011-02-11,188.875,4.167,83.0,48.875,23.0,17.125,18.739,34.652,15.913,,14.625,9.5,3.242,-3.4,206.0
2011-02-12,188.292,2.875,77.0,47.25,24.0,14.167,15.375,24.542,9.167,,14.542,9.6,2.504,-3.6,202.458
2011-02-13,189.958,3.583,73.0,49.375,28.0,20.25,30.667,59.25,28.583,,23.542,8.6,2.854,-3.3,210.208
2011-02-14,188.25,5.261,91.0,73.25,52.0,21.5,33.833,76.792,42.958,,34.333,6.3,3.583,-1.1,209.75
2011-02-15,189.042,5.833,92.0,65.0,37.0,19.125,23.542,70.792,47.25,,20.667,13.0,6.025,3.0,208.167
2011-02-16,188.261,4.292,80.0,49.375,33.0,12.565,30.667,55.375,24.708,,19.792,4.2,2.996,1.2,200.826
2011-02-17,190.13,4.304,87.0,62.542,23.0,17.435,26.217,63.13,36.913,,26.304,9.1,3.062,-1.8,207.565
2011-02-18,188.125,3.0,83.0,39.542,13.0,7.042,15.087,25.783,10.696,,14.625,6.9,1.988,-2.1,195.167
2011-02-19,191.333,3.375,72.0,46.25,14.0,13.417,19.0,28.417,9.417,,17.917,7.8,0.804,-7.1,204.75
2011-02-20,191.0,4.25,77.0,47.792,16.0,14.292,28.083,55.167,27.083,,18.708,10.8,3.304,-4.9,205.292
2011-02-21,190.75,6.0,77.0,41.833,12.0,16.292,34.708,71.167,36.458,,20.792,14.0,5.804,-3.7,207.042
