date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,72.0,57.417,32.0,8.0,9.167,1.167,,0.333,17.917,8.3,2.162,-1.9
2011-01-02,77.0,54.167,32.0,6.667,8.0,1.333,,0.25,14.833,10.4,3.383,-1.9
2011-01-03,55.0,34.583,20.0,2.708,2.833,0.125,,0.208,8.833,9.6,5.308,1.7
2011-01-04,71.0,50.792,33.0,5.625,7.042,1.417,,0.625,12.625,8.1,2.967,-2.7
2011-01-05,48.0,33.958,20.0,3.917,4.583,0.667,,0.304,9.375,8.3,3.675,-0.8
2011-01-06,72.0,41.375,22.0,15.435,19.522,4.087,,0.583,14.042,9.6,4.025,-2.8
2011-01-07,66.0,38.792,20.0,6.625,8.083,1.458,,0.458,9.375,8.3,3.958,-1.0
2011-01-08,54.0,36.833,23.0,3.667,3.958,0.292,,0.208,9.583,8.6,4.167,0.5
2011-01-09,72.0,55.875,32.0,11.25,13.208,1.958,,0.542,20.458,9.2,2.3,-2.6
2011-01-10,74.0,58.625,35.0,21.25,28.125,6.875,,0.792,22.208,9.5,3.238,-1.7
2011-01-11,82.0,54.25,30.0,13.045,19.773,6.727,,0.762,18.727,9.0,2.796,-1.2
2011-01-12,62.0,43.167,22.0,11.708,14.875,3.167,,0.217,11.25,6.5,0.279,-5.5
2011-01-13,72.0,48.917,24.0,18.435,26.304,7.87,,0.667,18.208,10.8,2.304,-5.2
2011-01-14,63.0,46.583,26.0,8.0,9.417,1.417,,1.0,14.042,7.7,2.321,-1.7
2011-01-15,63.0,47.792,37.0,8.25,9.25,1.0,,0.958,17.917,6.2,2.875,-1.5
2011-01-16,57.0,45.667,33.0,11.625,14.375,2.75,,1.0,20.542,5.1,2.808,1.3
2011-01-17,63.0,50.375,29.0,17.25,21.917,4.667,,0.75,23.833,8.1,2.333,-1.7
2011-01-18,75.0,57.625,35.0,21.333,27.458,6.125,,0.792,24.917,8.2,1.246,-4.3
2011-01-19,88.0,65.458,36.0,17.792,23.833,6.042,,0.696,25.333,9.0,3.412,-3.0
2011-01-20,91.0,85.667,74.0,6.905,8.0,1.095,,0.364,14.955,2.6,1.817,0.6
2011-01-21,92.0,86.708,80.0,6.083,7.583,1.5,,0.0,10.708,4.4,2.846,1.7
2011-01-22,93.0,87.875,76.0,8.417,11.875,3.458,,0.0,14.875,7.6,4.421,1.7
2011-01-23,93.0,84.417,58.0,16.5,28.417,11.917,,0.292,17.917,8.1,3.625,0.2
2011-01-24,87.0,70.542,43.0,11.167,12.958,1.792,,0.25,12.083,5.1,0.667,-3.1
2011-01-25,87.0,65.333,32.0,15.083,21.833,6.75,,0.333,15.25,8.1,1.275,-3.4
2011-01-26,80.0,52.75,33.0,9.083,12.125,3.042,,0.565,13.083,4.7,0.354,-3.7
2011-01-27,78.0,59.875,36.0,12.591,19.773,7.182,,0.696,16.13,6.0,-0.508,-6.1
2011-01-28,76.0,48.708,31.0,6.875,7.583,0.708,,0.958,15.75,4.6,0.296,-4.2
2011-01-29,61.0,37.417,20.0,5.042,5.417,0.375,,0.792,12.875,5.7,0.758,-3.3
2011-01-30,58.0,38.333,23.0,8.208,10.125,1.917,,0.583,14.0,5.7,0.971,-3.4
2011-01-31,67.0,48.583,25.0,13.958,18.458,4.5,,0.667,15.667,8.0,0.512,-5.2
2011-02-01,76.0,52.958,33.0,13.25,18.792,5.542,,1.0,18.167,9.4,1.021,-5.5
2011-02-02,58.0,31.417,12.0,5.208,5.917,0.708,,1.174,12.208,4.1,0.571,-3.0
2011-02-03,68.0,40.542,17.0,16.217,21.217,5.0,,1.0,16.375,6.5,-0.083,-6.4
2011-02-04,72.0,42.958,17.0,12.333,16.333,4.0,,0.667,17.0,10.8,2.392,-5.5
2011-02-05,77.0,50.792,28.0,11.375,12.5,1.125,,1.417,23.167,9.8,3.354,-1.8
2011-02-06,92.0,78.583,56.0,18.833,25.292,6.458,,0.458,40.833,5.0,3.096,0.6
2011-02-07,94.0,88.583,60.0,18.273,25.955,7.682,,0.0,34.522,9.8,6.483,3.5
2011-02-08,79.0,48.542,33.0,6.083,7.0,0.917,,0.625,11.75,8.4,4.642,0.7
2011-02-09,64.0,44.875,22.0,10.542,14.375,3.833,,0.435,13.208,8.4,1.4,-4.2
2011-02-10,71.0,50.625,23.0,14.957,19.174,4.217,,0.583,17.167,9.2,2.296,-3.6
2011-02-11,77.0,49.5,25.0,7.25,8.333,1.083,,0.5,15.042,7.8,2.275,-2.7
2011-02-12,70.0,46.375,28.0,4.792,5.208,0.417,,0.375,14.333,7.5,1.662,-4.2
2011-02-13,65.0,48.417,31.0,14.042,17.125,3.083,,0.667,23.333,7.8,2.438,-2.6
2011-02-14,92.0,76.792,58.0,18.75,27.458,8.708,,0.458,38.5,5.9,2.504,-1.7
2011-02-15,93.0,66.958,40.0,9.75,16.333,6.583,,0.792,20.917,11.0,5.083,2.9
2011-02-16,80.0,49.625,35.0,17.75,23.417,5.667,,0.783,22.167,5.0,2.762,0.5
2011-02-17,84.0,61.333,26.0,13.7,20.15,6.45,,0.696,21.739,7.1,2.271,-2.8
2011-02-18,80.0,38.792,14.0,3.083,3.792,0.708,,1.125,14.167,5.0,1.117,-3.3
2011-02-19,70.0,44.417,15.0,7.0,8.625,1.625,,0.667,18.167,7.2,0.429,-6.5
2011-02-20,67.0,46.25,18.0,12.125,15.042,2.917,,0.542,17.875,10.7,2.758,-4.6
2011-02-21,71.0,43.583,13.0,18.917,24.0,5.083,,0.917,22.708,14.0,5.188,-3.2
2011-02-22,84.0,56.5,39.0,17.125,19.667,2.542,,2.083,33.958,10.4,6.558,1.8
2011-02-23,92.0,80.5,49.0,12.125,16.292,4.167,,0.435,33.875,11.6,7.121,3.6
2011-02-24,73.0,51.042,27.0,10.696,11.783,1.087,,2.333,33.458,14.7,9.379,3.8
2011-02-25,90.0,81.542,69.0,7.875,9.25,1.375,,0.5,19.625,8.1,5.071,1.8
2011-02-26,81.0,54.583,36.0,5.167,6.625,1.458,,0.208,15.583,8.1,4.446,2.4
2011-02-27,43.0,31.167,21.0,1.739,2.304,0.565,,0.652,16.636,7.7,3.058,-0.6
2011-02-28,62.0,41.625,28.0,12.583,15.083,2.5,,0.667,18.667,6.2,1.971,-1.8
2011-03-01,95.0,81.583,58.0,14.667,21.375,6.708,,0.261,20.25,10.9,4.762,-0.3
2011-03-02,93.0,91.542,89.0,13.435,24.739,11.304,,0.208,21.25,6.5,4.596,2.9
2011-03-03,93.0,67.75,37.0,9.75,10.792,1.042,,0.625,23.375,11.6,7.188,3.6
2011-03-04,89.0,64.75,52.0,7.667,8.417,0.75,,0.625,25.667,6.5,4.538,1.4
2011-03-05,93.0,91.0,88.0,12.75,18.25,5.5,,0.0,14.667,9.4,4.583,0.3
2011-03-06,95.0,83.375,60.0,18.833,24.458,5.625,,0.542,28.375,18.2,10.958,5.0
2011-03-07,95.0,63.542,41.0,10.958,12.417,1.458,,0.917,29.833,14.1,11.608,9.0
2011-03-08,76.0,65.667,60.0,10.667,12.625,1.958,,0.913,28.708,9.6,8.6,7.4
2011-03-09,92.0,87.5,75.0,8.864,10.682,1.818,,0.0,20.435,7.1,5.879,3.8
2011-03-10,90.0,85.0,76.0,4.458,5.375,0.917,,0.0,8.667,6.8,4.708,3.5
2011-03-11,89.0,72.958,50.0,7.875,10.25,2.375,,0.417,16.458,10.2,5.475,2.3
2011-03-12,69.0,40.542,21.0,4.333,5.917,1.583,,0.375,11.167,10.4,5.221,-0.9
2011-03-13,70.0,38.708,19.0,3.833,4.667,0.833,,0.375,11.708,9.5,4.625,-1.9
2011-03-14,80.0,55.042,32.0,10.167,12.25,2.083,,0.5,17.583,11.0,4.438,-1.8
2011-03-15,84.0,51.0,25.0,6.75,8.75,2.0,,0.652,22.833,10.5,4.729,-1.2
2011-03-16,71.0,43.5,27.0,10.217,12.0,1.783,,0.625,23.375,10.5,5.438,0.6
2011-03-17,86.0,69.833,51.0,15.833,19.833,4.0,,0.458,42.0,9.8,6.196,2.5
2011-03-18,92.0,87.542,77.0,14.125,19.417,5.292,,0.25,31.625,11.4,7.479,3.9
2011-03-19,94.0,44.333,24.0,3.783,4.696,0.913,,0.0,11.0,9.7,6.629,3.2
2011-03-20,63.0,39.042,18.0,5.375,6.167,0.792,,0.333,18.458,14.1,6.683,-0.1
2011-03-21,55.0,33.375,17.0,2.833,3.5,0.667,,0.333,14.875,11.9,6.071,0.9
2011-03-22,68.0,47.667,33.0,20.333,28.167,7.833,,1.304,30.625,12.3,6.983,-1.0
2011-03-23,93.0,68.0,45.0,22.522,25.696,3.174,,1.042,39.958,11.6,8.954,6.6
2011-03-24,93.0,70.375,30.0,8.917,9.958,1.042,,0.292,17.958,15.3,8.071,3.8
2011-03-25,85.0,49.958,14.0,4.25,5.0,0.75,,0.417,12.375,14.1,6.683,0.7
2011-03-26,67.0,45.417,21.0,5.333,6.458,1.125,,0.458,16.042,9.9,4.721,-0.6
2011-03-27,77.0,48.125,19.0,9.542,10.875,1.333,,0.833,20.583,14.7,6.908,-0.7
2011-03-28,84.0,61.25,25.0,10.25,13.917,3.667,,0.917,27.0,16.4,7.571,1.4
2011-03-29,68.0,45.0,17.0,12.0,14.455,2.455,,1.095,22.227,18.8,9.975,1.1
2011-03-30,77.0,54.417,34.0,16.391,21.174,4.783,,1.125,29.708,20.7,12.392,5.4
2011-03-31,88.0,58.417,34.0,2.417,2.792,0.375,,0.292,14.375,18.3,12.375,7.4
2011-04-01,78.0,54.542,24.0,13.348,15.826,2.478,,0.625,25.667,17.6,8.629,-0.1
2011-04-02,84.0,49.125,22.0,10.833,12.458,1.625,,0.958,27.75,19.5,11.071,3.9
2011-04-03,63.0,40.25,26.0,6.25,6.875,0.625,,0.333,22.917,11.3,7.062,3.4
2011-04-04,52.0,31.375,18.0,3.958,4.5,0.542,,0.0,20.667,12.6,7.3,1.5
2011-04-05,58.0,34.875,14.0,15.0,17.182,2.182,,0.696,25.318,18.5,8.212,-1.5
2011-04-06,73.0,44.042,10.0,15.417,18.292,2.875,,0.792,25.083,21.6,11.462,1.7
2011-04-07,79.0,56.917,24.0,18.958,22.417,3.458,,0.957,27.458,21.0,12.517,5.7
2011-04-08,78.0,57.375,36.0,13.174,15.261,2.087,,0.542,23.083,21.5,14.483,7.2
2011-04-09,90.0,79.917,70.0,15.75,18.917,3.167,,0.458,27.583,14.7,12.85,11.3
2011-04-10,90.0,66.125,41.0,8.083,8.833,0.75,,0.583,21.667,17.9,12.942,9.5
2011-04-11,87.0,65.875,42.0,12.417,14.708,2.292,,0.792,23.458,19.1,11.921,6.1
2011-04-12,49.0,28.917,15.0,4.708,5.292,0.583,,0.667,22.625,14.8,9.483,3.8
2011-04-13,65.0,41.458,15.0,14.125,16.083,1.958,,0.917,24.667,22.5,11.679,0.8
2011-04-14,63.0,42.167,20.0,14.208,15.375,1.167,,1.565,26.75,24.2,14.833,5.1
2011-04-15,66.0,44.708,24.0,14.545,16.636,2.091,,1.696,28.435,25.8,18.033,9.2
2011-04-16,75.0,49.375,29.0,8.083,9.208,1.125,,0.833,25.125,25.7,16.196,9.9
2011-04-17,71.0,42.625,24.0,4.792,5.083,0.292,,0.75,19.875,19.7,13.046,7.5
2011-04-18,93.0,63.333,48.0,12.583,13.583,1.0,,1.0,21.625,16.8,13.525,10.1
2011-04-19,93.0,90.208,85.0,8.792,9.875,1.083,,0.0,16.417,11.0,8.408,4.7
2011-04-20,95.0,69.125,36.0,12.042,15.708,3.667,,0.458,17.875,16.8,9.829,3.2
2011-04-21,84.0,73.125,62.0,16.708,19.458,2.75,,0.783,22.042,14.6,10.717,7.1
2011-04-22,88.0,74.0,52.0,14.783,17.565,2.783,,0.542,28.417,18.3,13.758,9.6
