date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,194.0,7.167,84.0,64.583,44.0,20.391,19.292,33.042,13.75,,16.792,8.9,4.104,0.6,214.391
2011-01-02,187.391,4.652,92.0,64.375,43.0,10.652,13.0,21.417,8.417,,9.75,11.5,4.554,-0.5,198.043
2011-01-03,178.826,4.167,62.0,44.542,25.0,5.696,10.0,14.0,4.0,,1.708,10.9,5.65,0.4,184.522
2011-01-04,189.455,6.273,89.0,66.0,47.0,15.091,17.333,37.143,19.81,,9.227,7.3,3.192,-1.8,204.545
2011-01-05,185.13,5.375,75.0,51.042,27.0,15.783,22.25,43.417,21.167,,4.125,9.5,3.112,-2.3,200.913
2011-01-06,189.478,7.792,79.0,56.625,34.0,26.783,36.125,98.333,62.208,,11.875,9.9,3.9,-2.3,216.261
2011-01-07,181.087,4.042,73.0,52.542,29.0,12.87,13.083,20.5,7.417,,4.792,9.2,4.467,0.1,193.957
2011-01-08,180.261,3.87,60.0,47.708,32.0,13.435,9.0,12.125,3.125,,2.875,9.7,4.85,0.1,193.696
2011-01-09,189.957,7.333,83.0,63.667,43.0,31.652,24.625,54.792,30.167,,17.333,9.1,3.867,-1.0,221.609
2011-01-10,188.75,8.545,91.0,63.174,31.0,30.5,36.65,86.45,49.8,,19.818,10.1,4.275,-1.4,219.25
2011-01-11,188.826,6.417,83.0,55.167,28.0,17.609,21.333,67.042,45.708,,16.083,10.3,3.679,-0.4,206.435
2011-01-12,183.652,5.833,62.0,41.042,22.0,19.435,19.208,41.542,22.333,,7.208,6.8,2.367,-1.7,203.087
2011-01-13,189.217,8.875,80.0,53.5,26.0,33.435,36.125,119.0,82.875,,17.083,11.0,3.846,-3.7,222.652
2011-01-14,187.261,5.696,69.0,50.958,31.0,20.13,14.542,28.083,13.542,,9.917,8.0,3.771,-0.1,207.391
2011-01-15,187.087,6.625,75.0,60.0,46.0,18.217,18.833,33.417,14.583,,13.625,6.1,2.779,-1.7,205.304
2011-01-16,181.826,5.125,59.0,52.917,44.0,20.13,18.304,27.522,9.217,,14.875,5.2,3.492,2.2,201.957
2011-01-17,186.522,7.083,70.0,55.0,38.0,31.478,30.542,60.542,30.0,,24.0,7.4,3.442,-0.2,218.0
2011-01-18,198.435,9.958,87.0,65.875,42.0,48.696,42.208,137.667,95.458,,30.5,8.6,2.546,-3.4,247.13
2011-01-19,189.81,6.957,92.0,69.261,42.0,25.857,27.565,83.739,56.174,,22.913,9.2,4.5,-1.4,215.667
2011-01-20,177.87,4.217,98.0,91.667,70.0,7.826,12.625,16.208,3.583,,12.833,3.1,1.758,0.9,185.696
2011-01-21,177.739,4.542,98.0,92.083,81.0,9.913,15.25,20.0,4.75,,5.833,3.9,2.862,1.6,187.652
2011-01-22,182.696,6.25,98.0,86.958,67.0,21.091,16.261,34.522,18.261,,8.083,7.8,4.788,2.5,203.773
2011-01-23,188.652,7.875,99.0,83.958,54.0,26.478,25.083,74.542,49.458,,12.75,8.0,4.317,0.6,215.13
2011-01-24,181.696,5.458,94.0,65.417,36.0,11.348,20.458,35.75,15.292,,6.833,4.6,1.404,-1.1,193.043
2011-01-25,185.0,7.125,92.0,64.583,27.0,21.522,27.667,73.667,46.0,,11.667,9.1,2.471,-2.3,206.522
2011-01-26,188.273,7.318,89.0,58.333,34.0,24.818,25.826,66.522,40.696,,12.522,5.3,1.033,-3.0,213.091
2011-01-27,189.565,7.833,87.0,63.667,37.0,24.348,27.875,90.833,62.958,,15.125,6.5,0.662,-4.8,213.913
2011-01-28,184.522,5.292,89.0,57.417,32.0,16.261,15.0,28.957,13.957,,11.667,5.8,0.729,-3.1,200.783
2011-01-29,180.391,3.958,57.0,38.917,21.0,5.391,8.292,9.708,1.417,,7.0,6.6,2.108,-1.4,185.783
2011-01-30,186.783,6.542,66.0,44.375,31.0,21.478,22.167,52.25,30.083,,11.167,6.2,2.021,-1.8,208.261
2011-01-31,186.435,7.208,80.0,54.583,33.0,19.174,29.0,78.0,49.0,,12.625,9.1,1.804,-4.2,205.609
2011-02-01,185.174,6.696,87.0,60.458,34.0,20.522,26.042,64.583,38.542,,15.292,10.8,2.642,-4.6,205.696
2011-02-02,181.136,5.043,66.0,41.167,22.0,10.773,16.609,29.13,12.522,,6.696,4.6,1.146,-2.3,191.909
2011-02-03,187.0,7.875,77.0,49.167,25.0,22.304,32.217,79.435,47.217,,12.5,6.7,1.021,-4.8,209.304
2011-02-04,187.435,7.208,79.0,51.667,24.0,22.609,30.917,67.333,36.417,,17.292,10.5,3.183,-4.6,210.043
