date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,193.348,2.75,72.0,54.333,40.0,32.913,22.0,35.958,13.958,0.833,13.958,6.9,4.05,1.1,226.261
2011-01-02,189.792,1.708,78.0,55.667,30.0,17.042,14.833,18.292,3.458,0.333,12.917,11.1,4.571,0.7,206.833
2011-01-03,185.0,1.333,52.0,37.958,23.0,13.125,12.417,13.667,1.25,0.0,5.167,10.5,5.6,1.7,198.125
2011-01-04,188.435,1.833,66.0,48.417,33.0,16.565,18.958,27.083,8.125,0.708,4.417,9.5,4.108,-0.6,205.0
2011-01-05,187.125,1.208,56.0,37.0,24.0,12.75,16.13,20.565,4.435,0.25,6.542,9.2,4.579,1.2,199.875
2011-01-06,193.0,2.727,61.0,44.833,24.0,36.0,39.045,71.864,32.818,1.87,12.739,10.5,4.642,0.3,229.0
2011-01-07,188.417,1.167,65.0,41.375,25.0,12.792,16.333,20.458,4.125,0.0,6.25,9.2,4.788,1.7,201.208
2011-01-08,189.5,1.375,48.0,38.167,26.0,13.958,13.708,15.958,2.25,0.083,6.652,9.3,4.912,1.2,203.458
2011-01-09,193.348,2.458,75.0,52.708,36.0,28.609,28.625,45.708,17.083,1.375,17.333,9.8,4.838,0.2,221.957
2011-01-10,192.583,2.083,75.0,52.0,34.0,27.833,31.417,49.917,18.5,1.333,16.583,9.8,5.554,-0.3,220.417
2011-01-11,188.583,1.667,68.0,53.208,38.0,21.375,23.792,42.542,18.75,1.0,15.875,11.3,4.725,0.9,209.958
2011-01-12,188.783,2.125,49.0,36.417,25.0,24.565,23.565,43.652,20.087,0.292,8.625,7.1,2.867,-0.6,213.348
2011-01-13,193.292,2.826,58.0,44.542,27.0,41.5,39.625,91.042,51.417,1.958,20.524,10.9,4.221,-2.2,234.792
2011-01-14,190.25,2.125,58.0,40.0,27.0,24.417,20.833,34.0,13.167,0.913,13.208,8.4,4.35,1.2,214.667
2011-01-15,199.696,2.792,55.0,46.292,32.0,31.043,27.875,46.792,18.917,1.875,23.708,6.5,3.304,-0.4,230.739
2011-01-16,192.542,1.75,54.0,43.792,36.0,20.958,26.125,35.333,9.208,1.042,28.667,5.0,3.617,1.7,213.5
2011-01-17,190.75,1.708,67.0,47.833,32.0,22.833,22.0,34.292,12.292,0.458,23.0,8.0,4.208,1.5,213.583
2011-01-18,196.318,3.565,68.0,54.083,37.0,54.909,43.043,115.043,72.0,2.217,40.739,8.7,3.754,-1.4,251.227
2011-01-19,192.042,2.125,71.0,59.208,47.0,33.208,24.652,58.174,33.522,1.875,36.208,10.2,4.912,-0.3,225.25
2011-01-20,185.667,,91.0,86.0,76.0,13.611,14.0,15.222,1.222,0.389,25.667,3.5,2.267,1.5,199.278
2011-01-21,186.174,,92.0,85.833,72.0,14.391,14.708,17.125,2.417,0.0,13.917,3.3,2.621,1.8,200.565
2011-01-22,188.333,,94.0,83.75,71.0,27.417,13.583,29.542,15.958,0.083,7.958,7.5,4.75,2.4,215.75
2011-01-23,198.375,,94.0,83.667,63.0,50.667,26.833,89.0,62.167,0.75,21.958,7.4,3.804,0.4,249.042
2011-01-24,194.13,,92.0,63.958,44.0,32.13,26.708,49.875,23.167,0.417,15.458,4.5,2.017,-0.2,226.261
2011-01-25,196.625,,82.0,60.792,30.0,39.0,32.25,79.583,47.333,0.958,24.958,8.8,3.108,-1.8,235.625
2011-01-26,193.833,,83.0,50.625,30.0,29.917,26.522,45.348,18.826,0.708,18.75,6.2,2.1,-0.9,223.75
2011-01-27,195.696,4.565,71.0,54.0,37.0,38.783,31.917,91.625,59.708,1.292,18.875,7.7,1.692,-3.4,234.478
2011-01-28,193.792,3.542,73.0,47.125,27.0,29.042,23.5,51.208,27.708,1.0,19.792,6.3,1.483,-2.3,222.833
2011-01-29,189.75,1.708,49.0,40.375,25.0,11.25,8.042,8.792,0.75,0.0,10.958,6.5,1.921,-0.6,201.0
2011-01-30,194.783,4.958,60.0,41.375,26.0,40.87,29.625,78.125,48.5,0.625,15.875,6.6,1.85,-3.0,235.652
2011-01-31,194.667,3.875,64.0,44.667,31.0,34.375,33.792,65.125,31.333,1.208,22.875,8.0,2.542,-3.0,229.042
2011-02-01,194.458,4.25,68.0,48.208,30.0,39.458,28.583,85.417,56.833,1.833,20.625,12.4,3.454,-3.2,233.917
2011-02-02,189.455,1.652,48.0,33.375,18.0,11.409,14.545,17.455,2.909,0.609,9.348,5.1,1.667,-1.2,200.864
2011-02-03,195.417,3.696,57.0,40.5,19.0,43.417,37.375,94.583,57.208,1.667,21.625,6.8,1.629,-3.7,238.833
2011-02-04,196.208,3.25,65.0,39.208,21.0,40.417,35.917,87.542,51.625,1.304,25.458,11.3,4.221,-3.0,236.625
2011-02-05,190.478,2.042,73.0,50.708,34.0,16.478,17.958,20.292,2.333,1.375,24.375,8.7,5.021,0.0,206.957
2011-02-06,193.958,2.958,89.0,75.792,60.0,33.125,39.458,62.542,23.083,1.167,61.125,5.0,3.662,1.7,227.083
2011-02-07,191.042,2.958,94.0,89.792,81.0,36.042,33.458,57.0,23.542,0.125,48.792,8.9,6.983,4.2,227.083
2011-02-08,188.565,1.333,87.0,45.958,35.0,15.435,19.875,26.792,6.917,0.042,11.292,8.3,6.062,2.1,204.0
2011-02-09,189.958,1.375,53.0,36.667,20.0,16.333,20.913,30.826,9.913,0.0,13.0,8.0,3.717,-0.6,206.292
2011-02-10,195.917,2.826,76.0,49.583,29.0,35.292,36.167,79.0,42.833,1.333,23.2,9.0,4.288,-0.5,231.208
2011-02-11,189.826,1.667,78.0,45.792,26.0,19.913,19.292,28.125,8.833,0.652,12.083,9.6,4.45,-0.7,209.739
2011-02-12,189.125,1.333,56.0,38.958,28.0,14.458,14.375,16.458,2.083,0.458,11.875,9.2,3.962,-0.7,203.583
2011-02-13,190.667,1.917,54.0,44.167,32.0,19.556,28.875,40.458,11.583,1.708,22.417,9.5,4.829,0.3,210.222
2011-02-14,,2.125,89.0,74.792,52.0,,33.917,50.5,16.583,1.167,41.583,5.6,4.242,3.0,
2011-02-15,190.0,2.478,91.0,67.5,40.0,34.125,27.696,59.478,31.783,1.273,35.478,10.4,6.225,4.2,224.125
2011-02-16,188.625,1.333,90.0,57.917,39.0,15.958,21.391,24.174,2.783,0.375,14.917,3.9,2.579,0.9,204.583
2011-02-17,189.458,1.478,91.0,69.333,31.0,19.583,20.083,27.708,7.625,0.792,24.583,8.7,3.217,0.5,209.042
2011-02-18,188.13,1.083,86.0,46.375,22.0,10.478,11.083,12.833,1.75,0.217,7.208,5.9,1.808,-1.3,198.609
2011-02-19,195.167,2.375,65.0,41.292,18.0,24.083,24.167,35.0,10.833,0.792,14.708,9.0,2.258,-3.6,219.25
2011-02-20,199.042,2.375,61.0,43.542,22.0,27.708,33.333,51.333,18.0,1.833,17.25,10.2,4.425,-1.9,226.75
2011-02-21,193.13,2.458,64.0,40.417,19.0,32.348,40.292,76.5,36.208,2.583,24.25,13.4,7.1,0.0,225.478
2011-02-22,188.625,1.792,64.0,54.5,48.0,17.417,20.125,23.458,3.333,2.625,25.0,9.9,7.121,3.8,206.042
2011-02-23,189.917,2.542,93.0,81.042,48.0,37.625,32.217,52.696,20.478,1.167,33.667,10.8,7.029,4.5,227.542
2011-02-24,192.826,1.913,73.0,44.333,28.0,17.348,13.958,16.208,2.25,2.875,25.792,15.3,10.967,8.0,210.174
2011-02-25,189.458,1.708,92.0,84.25,69.0,14.708,15.458,16.792,1.333,0.0,14.542,8.0,5.054,3.0,204.167
2011-02-26,189.0,1.042,69.0,51.292,35.0,10.417,8.0,8.75,0.75,0.0,6.833,9.3,5.558,3.5,199.417
2011-02-27,187.435,1.0,42.0,32.792,24.0,10.565,9.667,11.375,1.708,0.0,8.167,8.6,4.292,0.9,198.0
2011-02-28,189.792,1.042,57.0,44.333,30.0,13.208,13.75,15.667,1.917,0.167,9.958,7.2,3.142,-0.5,203.0
2011-03-01,191.13,1.958,90.0,75.083,53.0,27.565,29.696,42.0,12.304,0.458,22.0,12.8,7.788,1.8,218.696
2011-03-02,191.875,1.826,92.0,85.875,74.0,35.125,25.25,49.542,24.292,0.5,23.042,9.5,6.425,3.3,227.0
2011-03-03,189.792,1.125,92.0,64.708,45.0,11.875,10.125,10.792,0.667,0.478,12.75,12.1,6.875,3.3,201.667
2011-03-04,187.913,1.0,87.0,62.708,52.0,10.348,7.167,7.25,0.083,0.167,14.458,6.3,5.112,2.9,198.261
2011-03-05,187.25,2.25,95.0,92.375,89.0,30.167,28.125,39.333,11.208,0.042,14.917,8.0,4.712,2.1,217.417
2011-03-06,189.542,2.292,95.0,87.333,73.0,36.25,27.958,50.875,22.917,0.625,27.292,15.3,10.675,7.2,225.792
2011-03-07,190.435,1.875,95.0,69.792,33.0,19.826,18.708,22.0,3.292,0.708,37.125,15.8,12.142,10.1,210.261
2011-03-08,189.5,1.458,74.0,65.167,52.0,15.625,16.043,17.304,1.261,0.625,17.083,10.5,9.112,7.5,205.125
2011-03-09,190.583,1.826,92.0,89.042,75.0,18.5,19.875,21.833,1.958,0.167,19.958,9.0,6.692,4.7,209.083
2011-03-10,187.043,1.25,91.0,81.625,69.0,12.783,11.042,11.917,0.875,0.0,5.208,7.5,4.8,1.4,199.826
2011-03-11,189.375,1.625,86.0,70.5,48.0,16.458,14.292,18.333,4.042,0.667,12.208,11.4,6.629,2.3,205.833
2011-03-12,187.583,1.167,83.0,42.917,20.0,12.833,14.667,17.208,2.542,0.25,5.458,12.0,6.367,2.7,200.417
2011-03-13,189.13,1.125,62.0,40.167,21.0,13.13,15.167,16.792,1.625,0.042,6.708,10.9,6.138,2.0,202.261
2011-03-14,192.182,1.522,68.0,50.583,31.0,21.091,26.391,33.696,7.304,1.217,12.522,10.7,6.629,1.8,213.273
2011-03-15,189.667,1.583,79.0,46.333,23.0,22.875,20.478,42.522,22.043,1.083,20.667,13.2,6.912,2.0,212.542
2011-03-16,187.857,1.435,60.0,43.75,27.0,13.0,20.083,23.458,3.375,1.292,19.542,11.0,6.908,1.7,200.857
2011-03-17,,2.417,93.0,82.792,61.0,,36.667,44.0,7.333,0.435,34.625,7.8,6.258,4.1,
2011-03-18,,2.625,94.0,88.167,76.0,,24.917,42.458,17.542,0.25,30.667,11.4,8.65,5.4,
2011-03-19,,1.208,94.0,41.5,22.0,,14.542,19.75,5.208,0.0,9.458,11.5,8.321,5.4,
2011-03-20,,1.5,60.0,42.0,27.0,,17.042,19.0,1.958,1.333,16.25,12.4,7.825,3.3,
2011-03-21,,1.042,42.0,31.542,20.0,,11.125,11.667,0.542,0.0,9.417,12.3,7.508,3.9,
2011-03-22,,3.333,56.0,41.917,28.0,,56.0,114.739,58.739,1.542,33.958,14.2,8.521,2.3,
2011-03-23,,2.609,95.0,73.5,48.0,,43.25,61.625,18.375,0.833,41.375,11.6,8.646,7.4,
2011-03-24,,2.167,94.0,80.25,43.0,,30.0,39.292,9.292,0.087,10.708,10.8,7.375,5.0,
2011-03-25,,2.0,80.0,46.375,21.0,,17.875,34.667,16.792,0.333,9.833,13.5,8.271,3.0,
2011-03-26,,1.625,62.0,37.125,20.0,,25.583,38.958,13.375,0.125,11.708,11.6,7.288,1.7,
2011-03-27,,1.792,66.0,43.542,20.0,,29.0,39.917,10.917,1.25,16.333,14.0,8.717,1.8,
2011-03-28,,1.917,75.0,47.875,24.0,,30.042,52.042,22.0,1.333,27.208,18.2,10.146,3.6,
2011-03-29,189.0,1.304,53.0,38.917,18.0,30.375,20.273,22.727,2.455,1.304,16.609,17.0,11.408,5.4,219.375
2011-03-30,193.0,1.913,62.0,53.708,41.0,35.941,28.25,56.625,28.375,0.833,24.167,19.9,14.162,8.6,228.941
2011-03-31,,1.0,89.0,59.833,42.0,,6.417,7.0,0.583,0.0,15.375,19.5,13.721,7.4,
2011-04-01,,2.125,72.0,50.167,25.0,,30.625,49.75,19.125,1.455,17.625,16.1,10.558,3.5,
2011-04-02,,2.348,73.0,47.208,23.0,,28.208,36.667,8.458,1.208,28.042,19.0,12.671,7.4,
2011-04-03,,1.375,67.0,45.708,30.0,,10.417,11.167,0.75,0.083,9.917,9.0,7.508,6.0,
2011-04-04,,1.292,65.0,41.833,14.0,,15.792,17.458,1.667,0.042,6.917,15.1,8.762,4.8,
2011-04-05,,1.625,54.0,33.5,18.0,,24.913,28.304,3.391,1.125,12.083,17.2,9.967,2.4,
2011-04-06,,2.417,66.0,41.292,17.0,,38.125,57.708,19.583,2.417,21.25,20.1,13.154,5.3,
2011-04-07,,1.667,64.0,49.583,32.0,,24.5,31.083,6.583,1.167,23.083,21.0,15.354,9.5,
2011-04-08,,1.0,63.0,52.833,43.0,,8.125,8.625,0.5,0.0,9.5,19.1,17.388,15.4,
2011-04-09,,1.391,94.0,79.833,59.0,,13.292,14.417,1.125,0.25,18.042,17.9,15.717,11.3,
2011-04-10,,1.417,89.0,61.667,39.0,,7.583,7.958,0.375,0.875,13.375,18.0,13.696,9.9,
2011-04-11,,2.0,87.0,66.958,36.0,,23.458,34.375,10.917,1.292,28.958,19.6,13.383,8.6,
2011-04-12,,1.083,83.0,36.0,16.0,,11.435,12.478,1.043,0.083,15.292,16.3,11.033,6.8,
2011-04-13,,2.25,69.0,46.25,29.0,,40.917,51.042,10.125,2.708,22.75,20.1,13.504,5.1,
2011-04-14,,2.333,71.0,46.542,17.0,,38.125,45.542,7.417,3.875,32.625,23.5,16.217,8.7,
2011-04-15,184.5,1.826,73.0,53.917,37.0,21.3,26.13,33.304,7.174,2.727,32.391,22.9,18.262,12.4,205.8
2011-04-16,183.417,1.348,82.0,53.958,29.0,14.417,9.458,10.125,0.667,0.5,14.792,25.8,19.017,12.2,197.833
