date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2015-02-01,199.792,3.917,11.458,19.292,22.875,3.583,14.583,16.583,211.25
2015-02-02,195.083,3.167,7.208,11.958,14.333,2.375,6.708,7.0,202.292
2015-02-03,197.0,3.182,8.571,13.182,15.182,2.0,7.409,8.652,205.571
2015-02-04,204.5,5.625,25.792,33.875,56.833,22.958,15.833,18.708,230.292
2015-02-05,198.958,4.625,19.833,25.875,39.333,13.458,16.75,19.0,218.792
2015-02-06,195.375,3.458,8.167,12.75,14.167,1.417,16.292,17.958,203.542
2015-02-07,196.042,3.0,3.333,6.458,7.333,0.875,6.0,7.333,199.375
2015-02-08,200.25,3.708,13.708,18.125,23.375,5.25,11.167,12.5,213.958
2015-02-09,203.174,5.13,22.826,21.696,53.304,31.609,16.522,18.826,226.0
2015-02-10,196.174,3.0,4.13,7.391,8.87,1.478,8.583,9.917,200.304
2015-02-11,199.375,3.667,12.458,14.208,16.75,2.542,13.708,15.292,211.833
2015-02-12,206.375,5.167,26.083,35.833,51.625,15.792,23.458,26.792,232.458
2015-02-13,198.5,4.417,21.292,27.75,32.917,5.167,27.542,29.583,219.792
2015-02-14,187.5,3.083,13.25,8.458,9.417,0.958,9.25,10.667,200.75
2015-02-15,197.182,3.348,11.364,11.682,13.409,1.727,5.261,5.435,208.545
2015-02-16,201.625,3.708,11.417,19.958,24.833,4.875,9.125,8.875,213.042
2015-02-17,202.348,4.826,19.522,20.217,50.217,30.0,12.458,12.125,221.87
2015-02-18,201.958,4.292,25.708,24.583,38.833,14.25,13.625,13.667,227.667
2015-02-19,203.083,5.292,35.292,32.417,53.042,20.625,20.0,21.083,238.375
2015-02-20,199.375,4.75,28.917,27.708,36.542,8.833,25.083,25.542,228.292
2015-02-21,193.292,3.375,12.958,9.167,10.75,1.583,7.375,8.083,206.25
2015-02-22,194.292,3.167,13.042,11.083,12.542,1.458,8.375,10.458,207.333
2015-02-23,199.818,4.522,24.0,21.783,30.435,8.652,17.957,19.174,223.818
2015-02-24,194.913,3.174,15.13,13.0,14.739,1.739,14.125,15.167,210.043
2015-02-25,195.667,2.875,12.583,14.917,16.875,1.958,7.958,7.375,208.25
2015-02-26,201.208,4.5,23.75,29.667,41.958,12.292,13.667,14.292,224.958
2015-02-27,198.5,4.167,16.417,20.625,23.667,3.042,21.458,22.75,214.917
2015-02-28,199.167,4.167,16.833,17.5,20.542,3.042,20.375,22.167,216.0
2015-03-01,193.364,2.739,5.5,6.043,7.304,1.261,6.833,6.826,198.864
2015-03-02,194.522,3.913,17.87,20.957,25.261,4.304,10.75,11.333,212.391
2015-03-03,199.625,4.625,32.333,32.667,44.917,12.25,19.75,22.208,231.958
2015-03-04,196.667,4.708,33.042,20.083,23.875,3.792,27.375,30.75,229.708
2015-03-05,193.708,3.667,16.5,11.917,13.583,1.667,21.458,24.625,210.208
2015-03-06,191.542,3.667,13.208,12.292,14.0,1.708,19.833,21.625,204.75
2015-03-07,199.5,5.75,35.208,30.375,49.292,18.917,27.625,28.25,234.708
2015-03-08,200.273,6.217,41.955,34.174,57.87,23.696,20.304,24.087,242.227
2015-03-09,195.13,3.0,,10.261,11.217,0.957,12.833,15.917,
2015-03-10,197.957,3.261,,8.87,9.87,1.0,10.913,13.087,
2015-03-11,198.417,3.0,,10.458,11.417,0.958,13.917,16.625,
2015-03-12,198.375,3.0,,8.625,9.542,0.917,12.583,14.417,
2015-03-13,198.958,3.0,,7.708,8.5,0.792,12.917,14.292,
2015-03-14,198.182,3.043,9.308,11.773,12.773,1.0,9.217,9.727,207.308
2015-03-15,198.333,3.375,9.417,10.667,12.042,1.375,10.292,10.667,207.75
2015-03-16,203.348,4.348,26.348,30.609,38.304,7.696,16.042,18.333,229.696
2015-03-17,206.167,5.083,36.917,36.25,52.417,16.167,20.583,23.167,243.083
2015-03-18,198.292,3.625,21.875,22.708,29.542,6.833,19.875,21.75,220.167
2015-03-19,194.652,3.696,20.043,18.652,22.435,3.783,13.696,15.435,214.696
2015-03-20,194.458,3.375,8.583,5.458,6.125,0.667,20.917,28.667,203.042
2015-03-21,195.083,2.875,7.875,5.5,6.25,0.75,8.667,11.083,202.958
2015-03-22,197.333,3.292,15.042,18.083,21.333,3.25,11.75,13.292,212.375
2015-03-23,199.909,4.0,19.5,20.864,29.5,8.636,18.435,20.565,219.409
2015-03-24,197.125,2.917,8.958,9.75,10.833,1.083,11.125,11.5,206.083
2015-03-25,199.25,3.0,11.0,13.917,18.25,4.333,6.375,6.625,210.25
2015-03-26,197.708,3.042,9.167,11.208,12.417,1.208,8.833,9.708,206.875
2015-03-27,196.375,3.125,8.0,8.75,9.625,0.875,9.375,10.083,204.375
2015-03-28,196.333,3.167,8.708,10.542,11.625,1.083,10.708,11.708,205.042
2015-03-29,198.773,3.217,13.045,16.043,18.13,2.087,14.87,16.174,211.818
2015-03-30,197.174,3.783,16.87,21.087,22.913,1.826,22.958,26.542,214.043
2015-03-31,196.5,3.792,14.25,19.333,23.208,3.875,18.792,22.167,210.75
2016-01-01,202.583,4.0,16.167,15.0,17.833,2.833,13.458,14.167,218.75
2016-01-02,207.792,5.0,23.125,21.25,29.958,8.708,12.458,13.792,230.917
2016-01-03,202.25,4.375,13.417,12.167,15.042,2.875,12.333,14.042,215.667
2016-01-04,198.952,4.364,11.524,11.773,14.636,2.864,14.875,21.5,210.476
2016-01-05,193.458,2.958,5.083,5.208,6.125,0.917,6.458,5.286,198.542
2016-01-06,201.458,4.667,20.708,21.583,35.25,13.667,9.042,11.5,222.167
2016-01-07,207.75,6.458,39.958,32.167,66.208,34.042,20.625,24.667,247.708
2016-01-08,201.083,4.708,20.917,19.917,26.25,6.333,25.75,28.875,222.0
2016-01-09,191.708,2.833,8.708,9.833,10.917,1.083,2.792,3.292,200.417
