date,NO2_mean,NOX_mean,NO_mean,SPM_mean
2011-01-01,17.792,22.542,4.75,17.208
2011-01-02,11.348,12.87,1.522,13.5
2011-01-03,7.417,7.583,0.167,5.5
2011-01-04,12.833,14.708,1.875,8.625
2011-01-05,12.083,13.958,1.875,6.958
2011-01-06,27.5,43.5,16.0,13.478
2011-01-07,8.333,8.917,0.583,6.292
2011-01-08,8.333,8.75,0.417,6.667
2011-01-09,22.565,31.609,9.043,17.864
2011-01-10,31.333,48.458,17.125,18.8
2011-01-11,17.391,27.217,9.826,19.65
2011-01-12,15.0,20.542,5.542,7.917
2011-01-13,31.917,56.0,24.083,18.917
2011-01-14,13.417,19.0,5.583,10.333
2011-01-15,19.542,25.958,6.417,18.167
2011-01-16,19.826,25.957,6.13,21.292
2011-01-17,25.083,33.625,8.542,19.542
2011-01-18,34.042,56.917,22.875,29.545
2011-01-19,21.625,34.833,13.208,25.583
2011-01-20,13.5,15.0,1.5,20.125
2011-01-21,13.167,14.458,1.292,14.625
2011-01-22,13.75,24.75,11.0,9.875
2011-01-23,24.217,74.261,50.043,20.125
2011-01-24,19.833,33.25,13.417,11.583
2011-01-25,25.125,51.042,25.917,21.125
2011-01-26,20.875,30.667,9.792,14.5
2011-01-27,26.875,53.917,27.042,18.5
2011-01-28,17.833,32.042,14.208,16.833
2011-01-29,7.917,8.417,0.5,9.042
2011-01-30,26.261,60.087,33.826,12.875
2011-01-31,23.792,35.458,11.667,13.826
2011-02-01,21.875,38.625,16.75,15.136
2011-02-02,8.667,10.125,1.458,9.0
2011-02-03,29.75,57.167,27.417,14.435
2011-02-04,27.417,49.25,21.833,17.7
2011-02-05,16.0,17.083,1.083,17.7
2011-02-06,31.364,40.545,9.182,44.692
2011-02-07,29.792,42.208,12.417,33.667
2011-02-08,10.25,10.75,0.5,7.25
2011-02-09,14.667,17.75,3.083,7.792
2011-02-10,33.333,61.125,27.792,18.208
2011-02-11,12.375,12.833,0.458,11.125
2011-02-12,8.833,9.208,0.375,10.625
2011-02-13,28.957,40.261,11.304,11.111
2011-02-14,27.318,33.364,6.045,37.667
2011-02-15,24.208,39.292,15.083,28.583
2011-02-16,16.875,18.417,1.542,14.083
2011-02-17,18.708,23.542,4.833,17.5
2011-02-18,7.708,8.208,0.5,10.042
2011-02-19,20.167,29.167,9.0,14.208
2011-02-20,28.261,38.261,10.0,16.792
2011-02-21,34.083,46.875,12.792,21.333
2011-02-22,19.042,21.833,2.792,24.25
2011-02-23,24.0,31.583,7.583,26.167
2011-02-24,15.833,16.542,0.708,27.25
2011-02-25,15.708,16.792,1.083,15.583
2011-02-26,11.083,11.75,0.667,10.792
2011-02-27,5.652,6.13,0.478,10.292
2011-02-28,15.583,17.833,2.25,11.917
2011-03-01,29.917,55.167,25.25,19.25
2011-03-02,24.375,45.708,21.333,21.083
2011-03-03,10.542,11.083,0.542,13.125
2011-03-04,8.708,9.125,0.417,16.208
2011-03-05,22.227,32.773,10.545,10.783
2011-03-06,28.542,53.917,25.375,23.25
2011-03-07,18.792,21.042,2.25,32.75
2011-03-08,15.625,16.333,0.708,21.5
2011-03-09,17.875,18.833,0.958,17.875
2011-03-10,9.583,9.917,0.333,7.375
2011-03-11,14.583,15.75,1.167,13.875
2011-03-12,9.957,11.478,1.522,10.25
2011-03-13,9.542,10.042,0.5,11.167
2011-03-14,21.75,23.083,1.333,17.333
2011-03-15,17.167,23.375,6.208,20.917
2011-03-16,21.083,23.5,2.417,21.833
2011-03-17,32.0,36.458,4.458,35.042
2011-03-18,24.333,37.583,13.25,34.792
2011-03-19,9.348,9.913,0.565,13.125
2011-03-20,14.25,15.0,0.75,18.667
2011-03-21,6.167,6.542,0.375,13.958
2011-03-22,40.917,60.542,19.625,33.792
2011-03-23,30.625,34.875,4.25,36.958
2011-03-24,19.333,22.625,3.292,12.375
2011-03-25,14.625,20.667,6.042,13.083
2011-03-26,14.217,15.696,1.478,14.333
2011-03-27,22.0,24.625,2.625,18.708
2011-03-28,22.542,29.375,6.833,28.75
2011-03-29,15.458,17.208,1.75,18.083
2011-03-30,28.5,46.292,17.792,26.75
2011-03-31,6.125,6.25,0.125,15.833
2011-04-01,24.417,27.375,2.958,16.0
2011-04-02,29.125,34.333,5.208,29.292
2011-04-03,14.917,15.292,0.375,10.792
2011-04-04,9.864,10.455,0.591,7.13
2011-04-05,34.542,38.542,4.0,13.042
2011-04-06,39.125,46.917,7.792,19.958
2011-04-07,34.13,37.087,2.957,21.292
2011-04-08,17.5,19.042,1.542,12.667
2011-04-09,17.208,18.833,1.625,11.417
2011-04-10,14.708,15.042,0.333,12.542
2011-04-11,26.13,29.13,3.0,24.167
2011-04-12,11.083,11.417,0.333,13.542
2011-04-13,35.333,39.583,4.25,19.125
2011-04-14,39.375,43.667,4.292,28.292
2011-04-15,33.583,37.917,4.333,29.0
2011-04-16,12.625,13.667,1.042,18.042
2011-04-17,11.292,11.625,0.333,12.958
2011-04-18,17.773,19.0,1.227,15.455
2011-04-19,12.565,13.348,0.783,12.043
2011-04-20,16.125,20.792,4.667,11.0
2011-04-21,18.75,20.583,1.833,16.292
2011-04-22,20.167,21.458,1.292,24.5
2011-04-23,11.958,12.708,0.75,16.083
2011-04-24,8.208,8.333,0.125,12.25
2011-04-25,14.125,15.417,1.292,15.625
2011-04-26,24.125,29.083,4.958,20.208
2011-04-27,14.0,15.739,1.739,37.667
2011-04-28,10.542,11.167,0.625,16.375
2011-04-29,13.542,14.458,0.917,15.542
2011-04-30,18.917,21.083,2.167,27.917
2011-05-01,14.75,14.958,0.208,23.083
2011-05-02,13.909,15.682,1.773,94.652
2011-05-03,11.042,11.333,0.292,58.708
2011-05-04,11.958,12.333,0.375,28.25
2011-05-05,7.542,7.583,0.042,22.042
2011-05-06,14.667,15.458,0.792,20.792
2011-05-07,24.708,28.667,3.958,26.917
2011-05-08,15.708,18.167,2.458,31.0
2011-05-09,21.87,23.522,1.652,27.75
2011-05-10,34.762,37.857,3.095,34.042
2011-05-11,21.167,21.917,0.75,15.833
2011-05-12,15.917,16.708,0.792,12.917
2011-05-13,24.542,33.917,9.375,19.625
2011-05-14,21.125,25.25,4.125,46.292
2011-05-15,10.417,10.792,0.375,22.042
2011-05-16,20.333,22.905,2.571,31.333
2011-05-17,27.833,29.056,1.222,38.625
2011-05-18,23.583,24.958,1.375,38.25
2011-05-19,25.292,27.417,2.125,40.708
2011-05-20,33.0,38.667,5.667,41.875
2011-05-21,20.958,22.875,1.917,42.708
2011-05-22,12.083,12.792,0.708,25.792
2011-05-23,12.957,13.565,0.609,11.917
2011-05-24,16.167,16.833,0.667,11.0
2011-05-25,26.458,37.958,11.5,19.875
2011-05-26,22.458,23.542,1.083,24.458
2011-05-27,26.583,28.875,2.292,22.708
2011-05-28,17.375,18.125,0.75,17.833
2011-05-29,9.625,9.917,0.292,7.625
2011-05-30,6.045,6.273,0.227,3.783
2011-05-31,6.292,6.75,0.458,15.667
2011-06-01,17.375,19.25,1.875,35.875
2011-06-02,28.583,38.417,9.833,32.792
2011-06-03,27.458,32.0,4.542,27.208
2011-06-04,19.0,20.125,1.125,36.75
2011-06-05,15.5,15.875,0.375,51.417
2011-06-06,12.783,13.174,0.391,35.667
2011-06-07,24.708,27.042,2.333,39.083
2011-06-08,17.417,17.625,0.208,16.625
2011-06-09,21.583,22.958,1.375,23.125
2011-06-10,20.167,21.0,0.833,29.333
2011-06-11,19.125,19.625,0.5,34.333
2011-06-12,18.583,18.875,0.292,34.875
2011-06-13,29.174,31.348,2.174,29.5
2011-06-14,24.0,25.917,1.917,25.083
2011-06-15,19.542,20.375,0.833,14.0
2011-06-16,31.667,37.917,6.25,21.667
2011-06-17,12.333,12.708,0.375,12.625
2011-06-18,25.917,27.958,2.042,18.667
2011-06-19,12.708,12.833,0.125,24.083
2011-06-20,19.391,21.043,1.652,20.542
2011-06-21,20.864,28.045,7.182,14.045
2011-06-22,35.375,42.833,7.458,33.792
2011-06-23,24.208,30.5,6.292,34.958
2011-06-24,14.042,17.875,3.833,25.708
2011-06-25,13.042,14.917,1.875,22.333
2011-06-26,9.583,9.792,0.208,24.708
2011-06-27,20.227,22.5,2.273,25.435
2011-06-28,28.333,36.083,7.75,37.958
2011-06-29,21.333,22.125,0.792,30.667
2011-06-30,24.208,26.333,2.125,31.25
2011-07-01,22.5,25.333,2.833,34.542
2011-07-02,9.708,10.042,0.333,46.375
2011-07-03,11.125,11.792,0.667,28.208
2011-07-04,11.957,13.435,1.478,42.375
2011-07-05,17.208,17.875,0.667,24.042
2011-07-06,17.583,18.208,0.625,32.542
2011-07-07,17.292,20.042,2.75,22.917
2011-07-08,23.708,36.5,12.792,29.792
2011-07-09,21.833,33.667,11.833,33.542
2011-07-10,9.583,10.583,1.0,19.625
2011-07-11,16.435,19.783,3.348,16.958
2011-07-12,11.333,16.708,5.375,15.792
2011-07-13,12.5,15.75,3.25,17.292
2011-07-14,14.542,18.292,3.75,16.667
2011-07-15,21.083,24.667,3.583,19.083
2011-07-16,11.958,13.625,1.667,21.917
2011-07-17,7.708,8.583,0.875,20.208
2011-07-18,6.87,8.913,2.043,21.875
2011-07-19,10.542,17.708,7.167,30.75
2011-07-20,10.083,12.417,2.333,30.583
2011-07-21,6.583,6.875,0.292,13.125
2011-07-22,8.583,9.5,0.917,14.583
2011-07-23,8.125,8.583,0.458,11.417
2011-07-24,9.417,10.042,0.625,18.875
2011-07-25,13.727,14.636,0.909,23.783
2011-07-26,17.333,19.542,2.208,16.292
2011-07-27,31.75,37.875,6.125,25.417
2011-07-28,23.333,24.708,1.375,33.208
2011-07-29,26.875,31.292,4.417,30.708
2011-07-30,12.167,12.542,0.375,16.542
2011-07-31,6.167,6.292,0.125,22.875
2011-08-01,10.739,11.522,0.783,25.375
2011-08-02,17.75,19.625,1.875,30.042
2011-08-03,17.792,22.0,4.208,25.083
2011-08-04,11.875,16.333,4.458,22.917
2011-08-05,12.5,17.75,5.25,16.5
2011-08-06,15.667,18.167,2.5,24.458
2011-08-07,10.25,10.583,0.333,23.167
2011-08-08,20.739,22.261,1.522,30.167
2011-08-09,20.083,20.833,0.75,34.583
2011-08-10,18.417,19.5,1.083,44.522
2011-08-11,23.167,24.583,1.417,56.5
2011-08-12,18.667,19.167,0.5,51.0
2011-08-13,12.417,12.583,0.167,64.217
2011-08-14,8.875,8.917,0.042,60.083
2011-08-15,12.952,13.524,0.571,30.625
2011-08-16,11.083,11.292,0.208,43.167
2011-08-17,14.333,14.625,0.292,37.083
2011-08-18,18.417,20.042,1.625,53.458
2011-08-19,13.458,14.208,0.75,22.083
2011-08-20,12.417,12.667,0.25,13.042
2011-08-21,6.542,6.583,0.042,10.458
2011-08-22,13.864,14.682,0.818,11.609
2011-08-23,20.542,23.5,2.958,29.625
2011-08-24,14.542,22.5,7.958,23.75
2011-08-25,15.458,29.375,13.917,12.583
2011-08-26,13.917,28.417,14.5,21.25
2011-08-27,11.75,12.208,0.458,15.542
2011-08-28,7.667,7.833,0.167,14.917
2011-08-29,9.13,9.739,0.609,15.542
2011-08-30,9.917,10.708,0.792,14.917
2011-08-31,12.375,14.625,2.25,19.667
2011-09-01,10.583,16.75,6.167,24.417
2011-09-02,9.5,15.292,5.792,28.292
2011-09-03,7.417,9.667,2.25,33.083
2011-09-04,7.833,9.125,1.292,26.333
2011-09-05,22.522,28.087,5.565,23.458
2011-09-06,14.542,15.125,0.583,12.042
2011-09-07,17.5,17.917,0.417,20.458
2011-09-08,21.958,23.208,1.25,31.042
2011-09-09,19.0,20.708,1.708,30.417
2011-09-10,16.0,17.167,1.167,35.708
2011-09-11,11.417,14.292,2.875,20.25
2011-09-12,13.609,19.174,5.565,15.625
2011-09-13,12.792,16.333,3.542,19.458
2011-09-14,17.542,23.333,5.792,27.125
2011-09-15,12.25,16.625,4.375,14.083
2011-09-16,11.125,15.958,4.833,13.542
2011-09-17,7.833,12.042,4.208,18.292
2011-09-18,6.542,7.792,1.25,13.958
2011-09-19,8.565,11.739,3.174,24.375
2011-09-20,13.625,15.0,1.375,8.958
2011-09-21,11.348,14.783,3.435,12.591
2011-09-22,14.708,19.958,5.25,13.0
2011-09-23,15.958,16.792,0.833,12.625
2011-09-24,13.875,14.75,0.875,12.667
2011-09-25,12.083,12.458,0.375,14.833
2011-09-26,23.522,26.174,2.652,21.0
2011-09-27,17.667,20.333,2.667,18.208
2011-09-28,17.875,19.625,1.75,20.667
2011-09-29,21.458,22.583,1.125,24.458
2011-09-30,29.708,32.667,2.958,41.792
2011-10-01,11.875,12.125,0.25,15.583
2011-10-02,8.167,8.417,0.25,19.75
2011-10-03,8.565,8.913,0.348,8.125
2011-10-04,19.208,20.708,1.5,12.75
2011-10-05,22.167,23.333,1.167,18.292
