date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,203.0,4.917,22.167,15.292,19.042,3.75,1.167,20.792,225.167
2011-01-02,200.087,4.391,14.565,11.348,13.348,2.0,1.261,16.167,214.652
2011-01-03,192.125,3.417,9.083,6.375,7.0,0.625,1.125,7.583,201.208
2011-01-04,196.417,4.667,11.833,11.042,13.0,1.958,1.5,12.333,208.25
2011-01-05,194.167,4.083,11.042,12.208,15.333,3.125,1.167,11.917,205.208
2011-01-06,196.958,5.25,19.542,24.125,38.083,13.958,1.833,18.25,216.5
2011-01-07,194.625,3.917,10.292,8.542,10.958,2.417,1.083,11.917,204.917
2011-01-08,195.292,4.0,10.042,7.875,8.917,1.042,1.042,9.708,205.333
2011-01-09,200.348,5.652,25.435,23.0,34.609,11.609,1.478,27.75,225.783
2011-01-10,199.625,5.583,29.417,30.583,52.667,22.083,1.833,26.667,229.042
2011-01-11,196.125,4.542,22.417,18.708,35.042,16.333,1.833,23.542,218.542
2011-01-12,194.542,4.792,18.75,19.333,30.958,11.625,1.208,14.875,213.292
2011-01-13,195.0,5.667,26.583,28.0,54.583,26.583,1.75,22.25,221.583
2011-01-14,196.833,5.5,19.75,14.625,25.5,10.875,1.542,17.125,216.583
2011-01-15,201.417,5.708,23.792,19.958,26.792,6.833,1.458,19.917,225.208
2011-01-16,197.391,5.087,22.913,25.043,37.652,12.609,1.174,28.083,220.304
2011-01-17,198.167,5.125,27.958,28.875,48.75,19.875,1.792,28.542,226.125
2011-01-18,201.417,6.5,36.167,36.375,70.333,33.958,2.042,33.5,237.583
2011-01-19,197.125,4.542,26.0,24.0,44.083,20.083,2.167,30.583,223.125
2011-01-20,194.0,3.833,17.25,18.583,24.167,5.583,1.042,19.75,211.25
2011-01-21,193.5,3.667,16.667,16.458,20.042,3.583,1.0,14.375,210.167
2011-01-22,195.833,4.875,22.917,16.083,24.542,8.458,1.0,10.083,218.75
2011-01-23,204.619,6.864,39.286,24.091,83.636,59.545,1.381,17.5,243.905
2011-01-24,197.583,4.542,20.917,20.375,32.5,12.125,1.0,14.208,218.5
2011-01-25,196.25,5.167,26.125,23.833,44.25,20.417,1.417,18.667,222.375
2011-01-26,198.208,4.917,20.542,21.958,33.083,11.125,1.375,18.167,218.75
2011-01-27,204.333,6.583,31.708,26.667,59.167,32.5,1.5,23.708,236.042
2011-01-28,200.583,5.083,21.208,17.833,32.292,14.458,1.75,22.167,221.792
2011-01-29,196.25,3.708,11.25,7.458,8.583,1.125,1.167,13.917,207.5
2011-01-30,198.783,5.391,24.609,25.13,46.217,21.087,1.348,18.833,223.391
2011-01-31,196.174,4.667,20.783,23.292,45.0,21.708,1.75,20.25,216.957
2011-02-01,198.417,5.083,23.917,22.083,42.25,20.167,1.917,20.5,222.333
2011-02-02,193.292,3.917,11.083,9.667,12.583,2.917,1.667,14.708,204.375
2011-02-03,197.25,5.833,24.625,29.167,50.542,21.375,1.75,18.875,221.875
2011-02-04,192.417,5.583,27.75,21.792,40.417,18.625,2.042,21.958,220.167
2011-02-05,194.292,5.083,19.167,15.625,17.167,1.542,2.375,22.042,213.458
2011-02-06,203.304,7.043,28.957,32.0,48.0,16.0,1.391,49.75,232.261
2011-02-07,197.5,7.0,33.333,30.083,51.333,21.25,1.417,36.625,230.833
2011-02-08,189.75,3.958,14.875,11.125,14.083,2.958,1.083,10.583,204.625
2011-02-09,188.667,3.917,16.125,17.292,25.25,7.958,1.333,13.375,204.792
2011-02-10,201.391,6.042,29.087,29.917,59.583,29.667,1.833,24.0,230.478
2011-02-11,197.833,3.958,14.5,13.625,17.542,3.917,1.333,14.875,212.333
2011-02-12,198.167,3.875,10.958,8.708,9.75,1.042,1.292,13.458,209.125
2011-02-13,195.522,5.478,22.13,30.87,44.913,14.043,1.87,15.333,217.652
2011-02-14,195.333,5.75,28.292,31.792,48.042,16.25,1.542,47.769,223.625
2011-02-15,193.917,6.0,24.583,21.875,39.167,17.292,1.625,29.0,218.5
2011-02-16,191.583,4.042,18.0,21.083,24.917,3.833,1.0,18.708,209.583
2011-02-17,191.75,4.625,19.542,21.5,31.792,10.292,1.667,22.333,211.292
2011-02-18,190.5,3.708,12.417,9.583,12.125,2.542,1.167,13.625,202.917
