date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,192.478,68.0,54.0,37.0,15.174,13.75,16.417,2.667,16.375,3.958,20.917,7.6,2.579,-0.6,207.652
2011-01-02,189.696,77.0,55.75,36.0,10.957,8.958,11.167,2.208,9.208,3.583,14.542,10.4,3.404,-1.9,200.652
2011-01-03,185.348,52.0,38.5,24.0,5.478,4.75,5.5,0.75,3.042,1.167,4.417,9.9,5.038,2.1,190.826
2011-01-04,185.826,70.0,51.292,33.0,9.478,9.739,12.348,2.609,6.792,4.583,8.917,9.4,2.962,-2.2,195.304
2011-01-05,189.286,59.0,43.0,24.0,9.667,13.0,15.913,2.913,4.2,2.87,8.222,7.5,2.833,-1.2,198.952
2011-01-06,190.091,60.0,41.167,20.0,18.409,21.375,32.125,10.75,15.3,4.208,22.444,10.4,4.396,-0.5,208.5
2011-01-07,189.625,61.0,42.542,26.0,7.917,7.375,8.75,1.375,2.75,2.304,5.625,8.4,3.829,0.5,197.542
2011-01-08,192.208,57.0,42.75,26.0,9.875,9.417,11.167,1.75,4.75,2.542,6.792,8.6,3.267,-0.7,202.083
2011-01-09,199.208,70.0,51.875,32.0,24.042,19.458,29.208,9.75,21.333,5.417,32.458,9.0,2.958,-2.2,223.25
2011-01-10,198.458,71.0,52.25,33.0,24.542,26.583,36.25,9.667,16.792,5.625,27.875,9.6,4.238,-1.6,223.0
2011-01-11,198.625,67.0,47.917,25.0,18.542,14.565,28.609,14.043,9.292,3.958,19.583,10.3,3.517,-0.3,217.167
2011-01-12,199.292,53.0,37.333,24.0,16.958,15.417,25.5,10.083,4.875,2.583,8.542,6.9,1.754,-2.0,216.25
2011-01-13,200.042,59.0,42.333,24.0,18.917,22.5,35.208,12.708,8.208,4.417,14.708,10.7,3.433,-3.9,218.958
2011-01-14,202.417,53.0,40.0,25.0,13.417,11.875,16.917,5.042,8.208,2.739,11.5,7.7,3.388,-1.0,215.833
2011-01-15,204.5,66.0,48.417,36.0,17.042,14.083,17.875,3.792,13.5,3.917,20.458,6.6,2.433,-2.7,221.542
2011-01-16,202.5,54.0,45.458,36.0,20.792,19.0,30.625,11.625,20.583,3.417,30.958,4.2,2.742,0.6,223.292
2011-01-17,204.167,59.0,47.208,30.0,25.458,25.458,37.917,12.458,16.875,4.667,27.292,7.4,2.996,-0.3,229.625
2011-01-18,208.75,67.0,52.667,36.0,37.5,30.826,59.87,29.043,24.125,7.125,41.583,8.2,2.167,-3.1,246.25
2011-01-19,204.917,79.0,58.25,40.0,22.417,18.833,30.708,11.875,16.208,5.542,32.0,9.5,3.946,-2.1,227.333
2011-01-20,202.909,91.0,88.042,83.0,15.0,18.864,22.318,3.455,14.25,2.045,21.391,2.5,1.579,0.2,217.909
2011-01-21,201.87,93.0,88.625,84.0,13.696,15.792,19.0,3.208,8.417,1.304,16.917,3.6,2.642,1.8,215.565
2011-01-22,209.708,93.0,84.958,70.0,22.542,16.333,28.875,12.542,7.667,1.333,14.292,7.9,4.538,1.7,232.25
2011-01-23,210.417,92.0,84.583,67.0,33.25,17.208,58.042,40.833,12.5,2.042,22.0,7.8,3.079,0.0,243.667
2011-01-24,203.0,90.0,57.125,33.0,12.696,15.375,19.75,4.375,7.25,1.542,9.667,6.2,2.083,-1.2,215.696
2011-01-25,200.591,80.0,57.667,26.0,21.045,18.87,33.826,14.957,10.083,2.708,20.875,8.5,2.229,-2.4,221.636
2011-01-26,191.87,83.0,50.917,30.0,16.217,18.667,29.917,11.25,8.75,3.917,14.25,5.2,1.15,-2.1,208.087
2011-01-27,193.913,73.0,55.875,28.0,25.609,24.917,53.25,28.333,13.833,5.458,19.375,7.3,0.075,-5.3,219.522
2011-01-28,192.652,77.0,50.25,27.0,18.783,15.458,35.208,19.75,12.792,4.957,18.542,5.3,0.279,-3.6,211.435
2011-01-29,188.435,57.0,44.917,28.0,6.391,5.792,6.667,0.875,6.25,3.458,7.292,5.3,0.558,-2.4,194.826
