date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,187.783,10.87,12.833,18.042,5.208,,,198.652
2011-01-02,188.043,8.174,9.417,15.833,6.417,,,196.217
2011-01-03,182.609,2.696,4.625,6.292,1.667,,,185.304
2011-01-04,186.304,6.0,10.75,18.583,7.833,,,192.304
2011-01-05,184.783,5.826,10.458,15.792,5.333,,,190.609
2011-01-06,185.182,16.818,22.13,43.478,21.348,,,202.0
2011-01-07,185.0,6.957,13.696,30.391,16.696,,,191.957
2011-01-08,184.739,6.174,8.333,12.958,4.625,,,190.913
2011-01-09,189.043,24.522,23.625,59.792,36.167,,,213.565
2011-01-10,187.174,21.783,29.5,75.125,45.625,,,208.957
2011-01-11,187.826,14.304,18.292,54.458,36.167,,,202.13
2011-01-12,184.174,12.261,19.75,43.667,23.917,,,196.435
2011-01-13,185.174,14.87,22.708,50.208,27.5,,,200.043
2011-01-14,186.652,9.957,13.565,24.652,11.087,,,196.609
2011-01-15,188.217,9.783,11.375,16.167,4.792,,,198.0
2011-01-16,186.136,17.818,20.182,45.364,25.182,,,203.955
2011-01-17,190.087,24.783,33.042,81.708,48.667,,,214.87
2011-01-18,189.783,30.13,34.167,101.167,67.0,,,219.913
2011-01-19,185.652,16.087,27.208,71.458,44.25,,,201.739
2011-01-20,184.0,8.565,16.708,25.583,8.875,,,192.565
2011-01-21,183.391,9.87,14.565,23.391,8.826,,,193.261
2011-01-22,186.435,25.0,14.083,41.5,27.417,,,211.435
2011-01-23,188.957,21.435,21.625,87.0,65.375,,,210.391
2011-01-24,184.478,10.174,17.125,33.125,16.0,,,194.652
2011-01-25,186.739,13.652,22.208,55.958,33.75,,,200.391
2011-01-26,186.048,15.286,18.455,42.045,23.591,,,201.333
2011-01-27,188.826,17.87,16.0,62.333,46.333,,,206.696
2011-01-28,187.304,11.565,,,,,,198.87
2011-01-29,186.217,8.696,,,,,,194.913
2011-01-30,188.391,18.826,,,,,,207.217
2011-01-31,185.652,11.783,19.818,33.0,13.182,,,197.435
2011-02-01,186.522,12.087,21.625,54.708,33.083,,,198.609
2011-02-02,184.652,6.696,10.042,17.458,7.417,,,191.348
2011-02-03,187.913,24.174,29.292,82.583,53.292,,,212.087
2011-02-04,186.174,10.565,17.304,38.391,21.087,,,196.739
2011-02-05,185.391,8.435,12.333,17.0,4.667,,,193.826
2011-02-06,192.857,22.571,30.318,70.545,40.227,,,215.429
