date,SO2_mean
2011-01-01,3.375
2011-01-02,4.25
2011-01-03,7.458
2011-01-04,8.458
2011-01-05,5.042
2011-01-06,4.875
2011-01-07,2.542
2011-01-08,2.917
2011-01-09,5.667
2011-01-10,5.042
2011-01-11,5.75
2011-01-12,3.913
2011-01-13,8.75
2011-01-14,8.5
2011-01-15,4.292
2011-01-16,2.917
2011-01-17,3.208
2011-01-18,4.208
2011-01-19,3.292
2011-01-20,2.167
2011-01-21,2.0
2011-01-22,2.75
2011-01-23,3.833
2011-01-24,4.292
2011-01-25,6.25
2011-01-26,5.708
2011-01-27,9.5
2011-01-28,5.542
2011-01-29,3.25
2011-01-30,4.417
2011-01-31,4.875
2011-02-01,6.0
2011-02-02,5.087
2011-02-03,4.417
2011-02-04,7.667
2011-02-05,10.042
2011-02-06,3.5
2011-02-07,3.667
2011-02-08,4.667
2011-02-09,6.042
2011-02-10,4.958
2011-02-11,3.708
2011-02-12,4.958
2011-02-13,2.042
2011-02-14,1.542
2011-02-15,3.087
2011-02-16,3.5
2011-02-17,6.792
2011-02-18,4.708
2011-02-19,3.958
2011-02-20,4.833
2011-02-21,7.417
2011-02-22,3.217
2011-02-23,4.042
2011-02-24,6.583
2011-02-25,5.125
2011-02-26,2.375
2011-02-27,3.167
2011-02-28,3.792
2011-03-01,5.833
2011-03-02,5.125
2011-03-03,4.375
2011-03-04,2.458
2011-03-05,2.583
2011-03-06,4.333
2011-03-07,8.625
2011-03-08,8.167
2011-03-09,4.708
2011-03-10,2.25
2011-03-11,3.75
2011-03-12,4.833
2011-03-13,3.542
2011-03-14,5.25
2011-03-15,6.75
2011-03-16,4.375
2011-03-17,5.042
2011-03-18,4.167
2011-03-19,4.0
2011-03-20,5.667
2011-03-21,4.043
2011-03-22,7.917
2011-03-23,3.75
2011-03-24,5.833
2011-03-25,6.583
2011-03-26,4.875
2011-03-27,5.958
2011-03-28,6.417
2011-03-29,10.208
2011-03-30,11.375
2011-03-31,4.333
2011-04-01,8.708
2011-04-02,8.167
2011-04-03,3.917
2011-04-04,3.625
2011-04-05,6.0
2011-04-06,9.0
2011-04-07,9.458
2011-04-08,5.875
2011-04-09,4.708
2011-04-10,7.833
2011-04-11,8.042
2011-04-12,5.333
2011-04-13,6.542
2011-04-14,10.708
2011-04-15,10.458
2011-04-16,4.042
2011-04-17,5.5
2011-04-18,3.75
2011-04-19,3.125
2011-04-20,3.25
2011-04-21,7.792
2011-04-22,4.792
2011-04-23,2.667
2011-04-24,4.667
2011-04-25,5.583
2011-04-26,11.125
2011-04-27,7.478
2011-04-28,4.208
2011-04-29,5.958
2011-04-30,9.833
2011-05-01,5.708
2011-05-02,7.875
2011-05-03,7.875
2011-05-04,6.667
2011-05-05,7.0
2011-05-06,6.5
2011-05-07,6.625
2011-05-08,6.875
2011-05-09,13.375
2011-05-10,5.708
2011-05-11,2.917
2011-05-12,3.25
2011-05-13,5.208
2011-05-14,6.583
2011-05-15,9.042
2011-05-16,9.458
2011-05-17,8.095
2011-05-18,11.435
2011-05-19,10.583
2011-05-20,12.583
2011-05-21,10.208
2011-05-22,4.958
2011-05-23,2.75
2011-05-24,3.708
2011-05-25,6.208
2011-05-26,4.375
2011-05-27,2.5
2011-05-28,2.0
2011-05-29,1.792
2011-05-30,3.625
2011-05-31,4.708
2011-06-01,4.792
2011-06-02,6.583
2011-06-03,8.0
2011-06-04,9.917
2011-06-05,10.25
2011-06-06,8.625
2011-06-07,7.708
2011-06-08,5.652
2011-06-09,9.792
2011-06-10,6.375
2011-06-11,4.208
2011-06-12,4.25
2011-06-13,4.042
2011-06-14,7.208
2011-06-15,9.5
2011-06-16,3.208
2011-06-17,4.25
2011-06-18,4.042
2011-06-19,5.708
2011-06-20,3.542
2011-06-21,5.917
2011-06-22,11.833
2011-06-23,12.25
2011-06-24,11.542
2011-06-25,13.458
2011-06-26,4.333
2011-06-27,5.875
2011-06-28,10.458
2011-06-29,9.739
2011-06-30,8.708
2011-07-01,4.167
2011-07-02,4.208
2011-07-03,5.875
2011-07-04,5.208
2011-07-05,5.708
2011-07-06,7.5
2011-07-07,3.167
2011-07-08,6.708
2011-07-09,8.625
2011-07-10,10.792
2011-07-11,7.5
2011-07-12,5.417
2011-07-13,6.417
2011-07-14,8.708
2011-07-15,10.042
2011-07-16,11.208
2011-07-17,8.542
2011-07-18,2.958
2011-07-19,1.583
2011-07-20,2.25
2011-07-21,4.435
2011-07-22,5.917
2011-07-23,6.917
2011-07-24,6.667
2011-07-25,5.75
2011-07-26,4.958
2011-07-27,8.292
2011-07-28,8.083
2011-07-29,6.958
2011-07-30,5.75
2011-07-31,6.583
2011-08-01,6.917
2011-08-02,6.667
2011-08-03,7.125
2011-08-04,7.625
2011-08-05,6.292
2011-08-06,5.375
2011-08-07,6.75
2011-08-08,7.917
2011-08-09,7.083
2011-08-10,7.261
2011-08-11,7.125
2011-08-12,6.292
2011-08-13,9.75
2011-08-14,9.667
2011-08-15,6.917
2011-08-16,7.375
2011-08-17,9.0
2011-08-18,9.583
2011-08-19,6.208
2011-08-20,3.958
2011-08-21,3.292
2011-08-22,5.75
2011-08-23,4.0
2011-08-24,6.0
2011-08-25,5.667
2011-08-26,5.875
2011-08-27,6.833
2011-08-28,7.083
2011-08-29,8.417
2011-08-30,8.043
2011-08-31,7.333
2011-09-01,4.208
2011-09-02,2.0
2011-09-03,1.0
2011-09-04,2.958
2011-09-05,4.667
2011-09-06,5.167
2011-09-07,7.542
2011-09-08,8.042
2011-09-09,8.125
2011-09-10,6.5
2011-09-11,7.625
2011-09-12,7.208
2011-09-13,9.25
2011-09-14,8.5
2011-09-15,6.833
2011-09-16,3.875
2011-09-17,2.375
2011-09-18,3.625
2011-09-19,2.708
2011-09-20,1.542
2011-09-21,1.958
2011-09-22,3.522
2011-09-23,3.375
2011-09-24,4.125
2011-09-25,5.292
2011-09-26,4.5
2011-09-27,4.833
2011-09-28,6.625
2011-09-29,6.708
2011-09-30,4.458
2011-10-01,2.917
2011-10-02,4.0
2011-10-03,3.333
2011-10-04,3.75
2011-10-05,2.625
2011-10-06,3.667
