date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,196.696,5.542,20.565,16.792,25.625,8.833,,217.261
2011-01-02,193.417,3.417,11.0,10.875,14.667,3.792,,204.417
2011-01-03,193.917,4.125,13.417,14.625,22.625,8.0,,207.333
2011-01-04,194.583,3.833,11.292,15.348,22.0,6.652,,205.875
2011-01-05,193.0,4.0,18.696,24.583,44.167,19.583,,211.696
2011-01-06,194.167,4.458,35.25,27.458,66.667,39.208,,229.417
2011-01-07,195.083,5.348,22.833,28.458,70.0,41.542,,217.917
2011-01-08,195.375,3.792,19.042,18.667,33.542,14.875,,214.417
2011-01-09,197.583,5.083,25.25,24.5,44.208,19.708,,222.833
2011-01-10,197.0,6.625,39.522,27.125,66.917,39.792,,236.522
2011-01-11,192.708,3.75,12.542,21.957,41.783,19.826,,205.25
2011-01-12,195.167,5.125,39.958,25.875,55.292,29.417,,235.125
2011-01-13,194.083,4.875,28.542,24.625,63.542,38.917,,222.625
2011-01-14,195.042,5.13,20.375,24.292,45.167,20.875,,215.417
2011-01-15,193.87,4.042,17.565,19.833,33.625,13.792,,211.435
2011-01-16,194.708,4.708,16.958,33.25,90.542,57.292,,211.667
2011-01-17,195.167,5.75,30.708,33.458,94.167,60.708,,225.875
2011-01-18,196.174,6.0,35.478,31.957,97.0,65.043,,231.652
2011-01-19,193.917,5.333,26.667,34.667,119.458,84.792,,220.583
2011-01-20,190.833,4.125,23.208,27.583,60.958,33.375,,214.042
2011-01-21,192.292,5.391,24.042,30.667,78.083,47.417,,216.333
2011-01-22,190.583,4.25,16.458,18.5,31.333,12.833,,207.042
2011-01-23,194.182,2.167,12.227,15.083,23.375,8.292,,206.409
2011-01-24,193.583,1.542,9.417,11.083,16.042,4.958,,203.0
2011-01-25,195.542,3.417,22.083,19.391,35.696,16.304,,217.625
2011-01-26,195.458,2.417,12.042,19.0,31.583,12.583,,207.5
2011-01-27,197.125,4.417,31.042,26.375,54.125,27.75,,228.167
2011-01-28,196.0,4.739,18.826,27.458,52.792,25.333,,214.826
2011-01-29,196.375,4.458,21.333,21.583,39.75,18.167,,217.708
2011-01-30,196.083,4.5,24.625,27.25,69.375,42.125,,220.708
2011-01-31,194.5,4.458,27.417,26.5,64.167,37.667,,221.917
2011-02-01,194.958,3.917,17.083,23.87,57.043,33.174,,212.042
2011-02-02,193.909,1.958,9.455,14.458,23.208,8.75,,203.364
2011-02-03,195.167,3.208,21.958,20.917,39.875,18.958,,217.125
2011-02-04,196.375,4.87,20.0,27.208,57.875,30.667,,216.375
2011-02-05,199.667,7.083,27.875,27.708,55.917,28.208,,227.542
2011-02-06,197.042,6.833,21.625,30.083,83.583,53.5,,218.667
2011-02-07,196.136,4.25,20.455,23.0,44.917,21.917,,216.591
2011-02-08,194.083,1.583,9.625,11.652,17.565,5.913,,203.708
2011-02-09,194.958,2.792,13.458,23.0,42.875,19.875,,208.417
2011-02-10,196.083,4.417,29.375,25.833,62.708,36.875,,225.458
2011-02-11,195.333,3.348,16.542,18.875,34.042,15.167,,211.875
2011-02-12,194.478,3.708,18.348,19.958,33.333,13.375,,212.826
2011-02-13,195.083,5.625,22.125,31.75,90.0,58.25,,217.208
2011-02-14,194.375,6.458,36.667,29.958,85.042,55.083,,231.042
2011-02-15,193.833,5.042,17.625,29.043,74.739,45.696,,211.458
2011-02-16,193.167,4.167,33.125,36.4,98.4,62.0,,226.292
2011-02-17,193.565,2.958,18.652,12.9,18.6,5.7,,212.217
2011-02-18,195.792,3.043,13.375,16.167,27.208,11.042,,209.167
2011-02-19,197.083,3.917,15.708,17.875,30.875,13.0,,212.792
2011-02-20,197.167,5.417,34.25,26.125,61.333,35.208,,231.417
2011-02-21,198.792,7.833,38.167,38.0,108.083,70.083,,236.958
2011-02-22,195.609,5.417,20.522,39.043,99.348,60.304,,216.13
2011-02-23,195.083,5.75,38.667,28.833,63.542,34.708,,233.75
2011-02-24,196.042,5.083,16.542,32.333,63.125,30.792,,212.583
2011-02-25,194.042,4.783,17.917,24.417,45.958,21.542,,211.958
2011-02-26,193.375,3.458,10.583,19.125,33.5,14.375,,203.958
2011-02-27,198.0,4.583,31.625,30.375,70.625,40.25,,229.625
2011-02-28,195.889,4.125,22.778,32.958,81.792,48.833,,218.667
2011-03-01,194.958,4.958,26.458,31.625,88.708,57.083,,221.417
2011-03-02,194.417,5.0,26.583,30.458,73.375,42.917,,221.0
2011-03-03,195.333,4.217,16.083,28.625,55.292,26.667,,211.417
2011-03-04,196.696,4.917,19.522,23.583,46.333,22.75,,216.217
2011-03-05,197.333,8.292,56.917,29.917,77.417,47.5,,254.25
2011-03-06,197.667,6.667,39.917,21.667,57.875,36.208,,237.583
2011-03-07,199.304,6.25,26.913,30.174,61.913,31.739,,226.217
2011-03-08,201.25,7.875,32.5,31.0,79.25,48.25,,233.75
2011-03-09,196.417,5.375,31.375,26.667,53.0,26.333,,227.792
2011-03-10,195.292,5.13,21.625,24.875,50.292,25.417,,216.917
2011-03-11,193.875,3.042,16.333,14.958,22.333,7.375,,210.208
2011-03-12,194.261,2.333,13.13,19.75,34.75,15.0,,207.391
2011-03-13,194.417,3.042,21.792,23.25,37.292,14.042,,216.208
2011-03-14,195.458,4.625,31.792,26.783,61.87,35.087,,227.25
2011-03-15,195.333,5.889,21.042,34.042,76.292,42.25,,216.375
2011-03-16,195.375,7.455,20.917,37.542,86.208,48.667,,216.292
2011-03-17,192.87,6.261,30.043,31.875,59.958,28.083,,222.913
2011-03-18,197.583,7.125,26.125,23.042,36.292,13.25,,223.708
2011-03-19,193.917,4.292,13.458,24.958,52.708,27.75,,207.375
2011-03-20,195.958,4.625,17.458,22.542,47.417,24.875,,213.417
2011-03-21,195.292,4.792,26.083,22.826,40.043,17.217,,221.375
2011-03-22,197.0,7.042,33.783,37.333,87.917,50.583,,230.783
2011-03-23,192.583,5.167,22.917,36.458,78.542,42.083,,215.5
2011-03-24,194.0,4.913,14.25,14.333,19.333,5.0,,208.25
2011-03-25,195.292,2.875,10.417,9.0,11.833,2.833,,205.708
2011-03-26,196.167,4.042,15.75,24.583,48.792,24.208,,211.917
2011-03-27,197.391,6.583,34.739,28.792,54.667,25.875,,232.13
2011-03-28,196.833,6.792,29.708,34.783,82.261,47.478,,226.542
2011-03-29,195.917,5.25,24.0,31.958,60.917,28.958,,219.917
2011-03-30,193.708,4.625,25.667,26.917,58.083,31.167,,219.375
2011-03-31,191.667,3.913,14.625,20.792,35.458,14.667,,206.292
2011-04-01,195.708,5.333,26.208,38.083,69.083,31.0,,221.917
2011-04-02,193.708,4.739,24.083,29.5,50.375,20.875,,217.792
2011-04-03,191.667,2.917,9.75,19.708,31.583,11.875,,201.417
2011-04-04,192.833,3.5,16.083,29.25,55.0,25.75,,208.917
2011-04-05,193.13,3.875,23.13,30.833,59.25,28.417,,216.261
2011-04-06,193.333,4.583,25.792,32.957,65.087,32.13,,219.125
2011-04-07,190.913,3.292,32.043,29.917,60.333,30.417,,222.957
2011-04-08,189.458,4.667,27.333,39.833,89.875,50.042,,216.792
2011-04-09,188.583,4.522,18.375,19.25,29.333,10.083,,206.958
2011-04-10,192.167,5.333,20.375,22.042,28.0,5.958,,212.542
2011-04-11,192.0,5.125,27.25,34.625,60.25,25.625,,219.25
2011-04-12,192.217,4.208,39.261,22.375,32.667,10.292,,231.478
2011-04-13,193.208,5.875,45.958,27.652,53.304,25.652,,239.167
2011-04-14,192.25,6.208,34.5,39.792,69.542,29.75,,226.75
2011-04-15,192.958,7.708,34.917,50.417,96.875,46.458,,227.875
2011-04-16,190.708,5.087,18.792,23.292,45.792,22.5,,209.5
2011-04-17,191.739,3.5,13.87,23.417,36.583,13.167,,205.609
2011-04-18,192.042,5.958,42.5,33.792,67.375,33.583,,234.542
2011-04-19,189.708,3.0,25.542,20.917,37.375,16.458,,215.25
2011-04-20,190.458,2.958,19.0,22.783,41.565,18.783,,209.458
2011-04-21,193.25,4.583,21.208,30.917,67.542,36.625,,214.458
2011-04-22,192.435,5.167,25.261,40.208,85.167,44.958,,217.696
2011-04-23,188.25,4.348,16.125,30.75,58.292,27.542,,204.375
2011-04-24,192.0,4.083,15.375,17.458,23.083,5.625,,207.375
2011-04-25,191.875,4.5,42.042,24.792,37.417,12.625,,233.917
2011-04-26,192.292,5.458,30.083,43.333,86.292,42.958,,222.375
2011-04-27,192.304,4.542,27.826,29.087,60.174,31.087,,220.13
2011-04-28,193.042,3.917,33.625,23.917,34.875,10.958,,226.667
2011-04-29,196.042,4.542,18.0,25.458,36.958,11.5,,214.042
2011-04-30,194.87,4.957,20.609,32.625,55.125,22.5,,215.478
2011-05-01,190.375,3.5,15.625,20.667,27.75,7.083,,206.0
2011-05-02,194.826,4.5,20.826,24.875,36.167,11.292,,215.652
2011-05-03,195.875,4.708,17.292,23.25,34.917,11.667,,213.167
2011-05-04,195.458,5.833,18.958,21.13,28.087,6.957,,214.417
2011-05-05,194.391,3.958,19.261,25.083,35.25,10.167,,213.652
2011-05-06,194.25,3.792,16.542,29.083,47.708,18.625,,210.792
2011-05-07,188.833,3.348,16.5,19.792,28.5,8.708,,205.333
2011-05-08,190.25,5.0,23.875,21.167,26.667,5.5,,214.125
2011-05-09,193.75,5.167,24.375,37.833,60.167,22.333,,218.125
2011-05-10,187.522,4.208,49.87,23.792,60.625,36.833,,237.391
2011-05-11,182.667,4.417,53.708,21.435,53.304,31.87,,236.375
2011-05-12,182.458,3.542,36.042,26.208,67.167,40.958,,218.5
2011-05-13,189.542,3.292,50.083,15.625,19.458,3.833,,239.625
2011-05-14,192.417,4.043,16.625,21.625,29.708,8.083,,209.042
2011-05-15,194.043,4.542,22.348,20.25,29.333,9.083,,216.391
2011-05-16,193.875,4.417,25.167,26.25,44.917,18.667,,219.042
2011-05-17,192.333,4.917,34.042,35.125,53.333,18.208,,226.375
2011-05-18,193.125,4.708,23.0,32.043,56.391,24.348,,216.125
2011-05-19,193.625,4.667,24.75,38.5,62.708,24.208,,218.375
2011-05-20,190.13,4.167,30.043,30.25,54.083,23.833,,220.174
2011-05-21,187.5,4.13,22.25,26.542,46.0,19.458,,209.75
2011-05-22,188.625,3.292,18.458,18.0,29.583,11.583,,207.083
2011-05-23,191.042,3.75,16.917,32.167,65.167,33.0,,207.958
2011-05-24,190.208,3.458,17.5,31.333,56.042,24.708,,207.708
2011-05-25,190.652,3.875,20.13,33.261,59.087,25.826,,210.783
2011-05-26,190.167,4.375,19.208,42.333,76.042,33.708,,209.375
2011-05-27,189.75,4.25,19.625,39.5,70.458,30.958,,209.375
2011-05-28,191.25,5.826,25.833,32.458,68.542,36.083,,217.083
2011-05-29,186.417,3.958,19.75,18.708,32.292,13.583,,206.167
2011-05-30,189.217,2.875,14.522,18.042,32.333,14.292,,203.739
2011-05-31,191.375,3.625,17.625,26.417,47.458,21.042,,209.0
2011-06-01,190.667,4.042,18.917,31.304,65.609,34.304,,209.583
2011-06-02,192.833,4.083,27.0,28.5,58.375,29.875,,219.833
2011-06-03,193.542,5.25,26.708,30.333,62.0,31.667,,220.25
2011-06-04,192.13,5.348,23.304,21.292,32.708,11.417,,215.435
2011-06-05,192.292,4.958,24.167,22.583,30.75,8.167,,216.458
2011-06-06,192.375,6.375,35.458,26.75,41.125,14.375,,227.833
2011-06-07,190.522,4.917,22.087,40.667,73.042,32.375,,212.609
2011-06-08,188.333,4.25,22.833,28.522,47.304,18.783,,211.167
2011-06-09,192.25,5.625,28.792,29.792,53.25,23.458,,221.042
2011-06-10,192.125,4.917,30.708,30.708,65.583,34.875,,222.833
2011-06-11,188.458,4.739,26.917,25.333,45.292,19.958,,215.375
2011-06-12,193.739,5.625,28.696,24.583,41.667,17.083,,222.435
2011-06-13,189.417,4.542,49.958,20.167,31.917,11.75,,239.375
2011-06-14,193.292,5.083,40.167,24.292,36.167,11.875,,233.458
2011-06-15,194.167,5.167,24.792,33.826,72.0,38.174,,218.958
2011-06-16,191.208,4.833,26.875,42.792,80.125,37.333,,218.083
2011-06-17,190.217,4.458,34.565,26.667,47.375,20.708,,224.783
2011-06-18,191.792,5.174,26.333,26.417,51.333,24.917,,218.125
2011-06-19,192.542,5.958,27.875,21.958,31.042,9.083,,220.417
2011-06-20,186.708,4.208,28.792,27.583,59.958,32.375,,215.5
2011-06-21,187.095,4.583,50.667,21.5,40.333,18.833,,237.762
2011-06-22,185.609,4.333,38.522,25.87,57.957,32.087,,224.13
2011-06-23,183.458,3.875,61.542,18.375,39.75,21.375,,245.0
2011-06-24,183.292,3.25,47.417,13.625,33.625,20.0,,230.708
