date,SO2_mean
2011-01-01,3.542
2011-01-02,4.083
2011-01-03,5.583
2011-01-04,6.5
2011-01-05,3.542
2011-01-06,4.333
2011-01-07,3.375
2011-01-08,5.25
2011-01-09,6.208
2011-01-10,6.478
2011-01-11,5.667
2011-01-12,4.667
2011-01-13,6.833
2011-01-14,8.917
2011-01-15,3.917
2011-01-16,2.917
2011-01-17,3.542
2011-01-18,7.333
2011-01-19,3.667
2011-01-20,3.667
2011-01-21,3.0
2011-01-22,4.292
2011-01-23,3.958
2011-01-24,4.333
2011-01-25,4.958
2011-01-26,3.833
2011-01-27,6.458
2011-01-28,4.75
2011-01-29,4.708
2011-01-30,3.913
2011-01-31,6.625
2011-02-01,5.792
2011-02-02,3.75
2011-02-03,4.375
2011-02-04,7.792
2011-02-05,5.667
2011-02-06,4.042
2011-02-07,3.583
2011-02-08,4.75
2011-02-09,4.458
2011-02-10,4.583
2011-02-11,4.292
2011-02-12,4.917
2011-02-13,2.458
2011-02-14,2.542
2011-02-15,2.875
2011-02-16,4.417
2011-02-17,3.917
2011-02-18,3.208
2011-02-19,4.458
2011-02-20,7.435
2011-02-21,6.083
2011-02-22,3.125
2011-02-23,4.167
2011-02-24,7.75
2011-02-25,4.542
2011-02-26,3.208
2011-02-27,3.375
2011-02-28,3.583
2011-03-01,12.083
2011-03-02,4.708
2011-03-03,4.167
2011-03-04,2.167
2011-03-05,2.583
2011-03-06,5.417
2011-03-07,8.917
2011-03-08,9.583
2011-03-09,4.625
2011-03-10,3.5
2011-03-11,4.25
2011-03-12,4.542
2011-03-13,4.583
2011-03-14,8.333
2011-03-15,6.25
2011-03-16,4.292
2011-03-17,4.958
2011-03-18,4.75
2011-03-19,4.87
2011-03-20,6.25
2011-03-21,6.75
2011-03-22,7.667
2011-03-23,3.25
2011-03-24,5.167
2011-03-25,4.417
2011-03-26,3.958
2011-03-27,7.083
2011-03-28,8.917
2011-03-29,15.792
2011-03-30,14.375
2011-03-31,5.583
2011-04-01,12.875
2011-04-02,8.958
2011-04-03,4.292
2011-04-04,4.739
2011-04-05,7.292
2011-04-06,15.083
2011-04-07,10.708
2011-04-08,5.417
2011-04-09,6.625
2011-04-10,11.333
2011-04-11,7.417
2011-04-12,8.083
2011-04-13,8.542
2011-04-14,18.917
2011-04-15,6.417
2011-04-16,4.75
2011-04-17,5.917
2011-04-18,3.875
2011-04-19,4.292
2011-04-20,4.375
2011-04-21,10.667
2011-04-22,5.208
2011-04-23,3.667
2011-04-24,5.417
2011-04-25,6.0
2011-04-26,13.0
2011-04-27,8.333
2011-04-28,5.042
2011-04-29,7.0
2011-04-30,15.667
2011-05-01,7.375
2011-05-02,12.333
