date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,188.957,13.087,14.458,18.5,4.042,,,202.043
2011-01-02,188.0,4.708,6.0,6.696,0.696,,,192.708
2011-01-03,188.25,5.667,9.625,11.5,1.875,,,193.917
2011-01-04,189.125,6.667,11.208,14.667,3.458,,,195.792
2011-01-05,188.167,8.375,15.083,20.083,5.0,,,196.542
2011-01-06,191.261,12.565,23.0,35.292,12.292,,,203.826
2011-01-07,192.5,17.625,16.458,28.5,12.042,,,210.125
2011-01-08,192.545,13.318,17.042,25.25,8.208,,,205.864
2011-01-09,193.042,14.875,15.13,20.435,5.304,,,207.917
2011-01-10,194.125,22.375,23.167,37.542,14.375,,,216.5
2011-01-11,191.261,7.478,11.792,16.875,5.083,,,198.739
2011-01-12,194.208,17.833,25.0,38.708,13.708,,,212.042
2011-01-13,192.652,13.87,19.25,34.5,15.25,,,206.522
2011-01-14,193.125,9.75,15.667,26.75,11.083,,,202.875
2011-01-15,191.292,10.792,12.0,14.958,2.958,,,202.083
2011-01-16,191.043,7.739,12.87,21.043,8.174,,,198.783
2011-01-17,191.083,18.958,22.667,37.792,15.125,,,210.042
2011-01-18,192.227,16.955,25.0,38.864,13.864,,,209.182
2011-01-19,190.458,13.917,19.75,29.917,10.167,,,204.375
2011-01-20,188.958,13.542,17.625,31.5,13.875,,,202.5
2011-01-21,188.333,11.917,16.833,23.958,7.125,,,200.25
2011-01-22,188.292,10.833,13.167,18.792,5.625,,,199.125
2011-01-23,192.304,8.174,12.478,21.435,8.957,,,200.478
2011-01-24,192.0,5.958,13.625,21.917,8.292,,,197.958
2011-01-25,194.208,8.292,14.958,23.417,8.458,,,202.5
2011-01-26,194.333,5.917,14.792,22.75,7.958,,,200.25
2011-01-27,195.458,13.667,18.5,27.083,8.583,,,209.125
2011-01-28,193.348,9.043,16.0,21.708,5.708,,,202.391
2011-01-29,193.417,10.042,12.125,15.292,3.167,,,203.458
2011-01-30,193.25,11.042,15.0,25.739,10.739,,,204.292
2011-01-31,191.792,11.125,20.542,32.125,11.583,,,202.917
2011-02-01,191.917,8.958,17.708,26.667,8.958,,,200.875
2011-02-02,192.957,6.174,12.167,18.167,6.0,,,199.13
2011-02-03,194.125,8.667,17.833,25.917,8.083,,,202.792
2011-02-04,194.667,8.375,17.167,25.5,8.333,,,203.042
2011-02-05,197.125,15.25,18.25,22.0,3.75,,,212.375
2011-02-06,194.111,8.0,17.435,23.783,6.348,,,202.111
2011-02-07,195.0,14.286,16.667,25.0,8.333,,,209.286
2011-02-08,193.0,9.391,10.792,17.708,6.917,,,202.391
2011-02-09,193.333,10.125,13.667,21.917,8.25,,,203.458
2011-02-10,193.5,12.375,15.667,24.083,8.417,,,205.875
2011-02-11,193.958,11.625,16.75,24.25,7.5,,,205.583
2011-02-12,194.292,9.042,11.167,14.667,3.5,,,203.333
2011-02-13,191.87,15.522,16.261,20.435,4.174,,,207.391
2011-02-14,193.042,27.292,24.083,39.0,14.917,,,220.333
2011-02-15,189.875,11.917,10.875,16.542,5.667,,,201.792
2011-02-16,189.0,13.0,15.792,24.25,8.458,,,202.0
2011-02-17,189.208,13.542,14.917,23.042,8.125,,,202.75
2011-02-18,193.652,10.957,13.792,19.583,5.792,,,204.609
2011-02-19,194.625,11.75,12.625,16.625,4.0,,,206.375
2011-02-20,193.667,15.625,24.0,35.435,11.435,,,209.292
2011-02-21,194.083,26.75,30.917,49.542,18.625,,,220.833
2011-02-22,193.083,13.0,21.042,25.0,3.958,,,206.083
2011-02-23,193.087,21.478,18.917,33.5,14.583,,,214.565
2011-02-24,192.833,11.375,17.75,21.542,3.792,,,204.208
2011-02-25,191.083,14.333,15.208,18.0,2.792,,,205.417
2011-02-26,190.667,7.417,4.917,5.458,0.542,,,198.083
2011-02-27,192.5,12.375,12.0,16.739,4.739,,,204.875
2011-02-28,191.435,10.957,17.167,22.167,5.0,,,202.391
2011-03-01,189.75,16.792,21.083,28.375,7.292,,,206.542
2011-03-02,189.417,17.0,18.5,31.792,13.292,,,206.417
2011-03-03,190.292,8.958,8.0,9.708,1.708,,,199.25
2011-03-04,191.217,11.087,9.708,11.292,1.583,,,202.304
2011-03-05,192.792,28.292,28.652,55.304,26.652,,,221.083
2011-03-06,193.333,24.667,25.0,50.25,25.25,,,218.0
2011-03-07,194.25,25.417,21.375,25.167,3.792,,,219.667
2011-03-08,195.478,19.652,26.333,33.667,7.333,,,215.13
2011-03-09,192.958,18.542,27.208,36.417,9.208,,,211.5
2011-03-10,190.5,11.667,11.75,15.167,3.417,,,202.167
2011-03-11,190.333,10.417,9.792,11.958,2.167,,,200.75
2011-03-12,190.25,6.833,8.652,11.0,2.348,,,197.083
2011-03-13,191.043,10.261,19.958,25.125,5.167,,,201.304
2011-03-14,191.167,21.708,23.222,26.556,3.333,,,212.875
2011-03-15,191.167,12.0,7.778,8.333,0.556,,,203.167
2011-03-16,191.542,14.625,19.417,23.375,3.958,,,206.167
2011-03-17,188.958,18.542,18.875,23.25,4.375,,,207.5
2011-03-18,194.739,20.261,14.917,19.208,4.292,,,215.0
2011-03-19,190.375,7.708,5.2,5.25,0.05,,,198.083
2011-03-20,190.917,8.542,10.583,12.542,1.958,,,199.458
2011-03-21,191.458,13.417,19.955,23.227,3.273,,,204.875
2011-03-22,192.333,16.5,23.458,28.958,5.5,,,208.833
2011-03-23,188.174,14.522,18.167,21.958,3.792,,,202.696
2011-03-24,189.917,10.0,10.75,12.917,2.167,,,199.917
2011-03-25,191.25,7.458,6.083,7.083,1.0,,,198.708
2011-03-26,192.542,8.333,8.87,10.696,1.826,,,200.875
2011-03-27,194.25,15.208,21.625,25.75,4.125,,,209.458
2011-03-28,191.591,13.636,16.75,20.75,4.0,,,205.227
2011-03-29,192.083,16.292,20.292,24.0,3.708,,,208.375
2011-03-30,189.917,15.042,18.0,21.625,3.625,,,204.958
2011-03-31,188.25,9.75,9.292,10.167,0.875,,,198.0
2011-04-01,188.167,13.167,27.292,29.417,2.125,,,201.333
2011-04-02,189.739,9.696,14.875,16.375,1.5,,,199.435
2011-04-03,189.333,4.125,5.375,5.75,0.375,,,193.458
2011-04-04,190.125,5.625,10.304,12.739,2.435,,,195.75
2011-04-05,191.375,9.833,19.875,22.458,2.583,,,201.208
2011-04-06,191.458,13.833,26.958,30.292,3.333,,,205.292
2011-04-07,188.435,13.13,21.5,24.708,3.208,,,201.565
2011-04-08,186.609,13.261,21.125,24.042,2.917,,,199.87
2011-04-09,186.75,11.333,13.375,16.958,3.583,,,198.083
2011-04-10,189.958,10.667,15.458,16.125,0.667,,,200.625
2011-04-11,189.0,11.083,12.739,14.13,1.391,,,200.083
2011-04-12,190.708,14.75,24.208,28.042,3.833,,,205.458
2011-04-13,190.783,16.696,29.0,32.75,3.75,,,207.478
2011-04-14,189.917,18.208,31.583,34.667,3.083,,,208.125
2011-04-15,189.417,20.583,26.5,28.75,2.25,,,210.0
2011-04-16,188.958,9.583,9.708,11.833,2.125,,,198.542
2011-04-17,189.292,6.833,10.083,10.583,0.5,,,196.125
2011-04-18,190.696,14.696,24.826,31.043,6.217,,,205.391
2011-04-19,189.826,6.652,14.417,17.167,2.75,,,196.478
2011-04-20,190.417,5.542,13.542,15.458,1.917,,,195.958
2011-04-21,192.25,14.375,22.833,26.625,3.792,,,206.625
2011-04-22,190.542,14.375,22.792,27.333,4.542,,,204.917
