date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,189.167,8.667,13.6,19.15,5.55,,197.833
2011-01-02,189.565,2.609,4.458,5.292,0.833,,192.174
2011-01-03,190.958,4.042,9.125,13.875,4.75,,195.0
2011-01-04,190.833,4.083,12.609,20.435,7.826,,194.917
2011-01-05,189.042,6.125,17.739,47.043,29.304,,195.167
2011-01-06,190.208,14.75,28.75,88.417,59.667,,204.958
2011-01-07,189.478,11.217,17.571,59.571,42.0,,200.696
2011-01-08,189.875,10.667,18.0,47.304,29.304,,200.542
2011-01-09,191.208,9.958,20.083,54.667,34.583,,201.167
2011-01-10,191.583,15.333,35.208,130.083,94.875,,206.917
2011-01-11,188.625,7.708,20.208,66.5,46.292,,196.333
2011-01-12,190.333,11.524,33.0,114.0,81.0,,201.857
2011-01-13,190.292,13.042,24.667,101.375,76.708,,203.333
2011-01-14,190.0,6.25,13.167,29.458,16.292,,196.25
2011-01-15,188.167,7.625,15.708,37.375,21.667,,195.792
2011-01-16,188.583,10.75,25.542,92.5,66.958,,199.333
2011-01-17,188.696,9.478,25.25,94.25,69.0,,198.174
2011-01-18,188.583,12.042,35.417,144.833,109.417,,200.625
2011-01-19,188.833,12.958,36.304,144.87,108.565,,201.792
2011-01-20,185.958,8.292,24.25,86.083,61.833,,194.25
2011-01-21,187.208,9.417,23.208,79.917,56.708,,196.625
2011-01-22,186.043,4.565,13.667,31.542,17.875,,190.609
2011-01-23,187.708,4.208,14.375,34.125,19.75,,191.917
2011-01-24,187.292,5.667,27.667,88.333,60.667,,192.958
2011-01-25,189.042,4.917,16.13,37.783,21.652,,193.958
2011-01-26,189.125,4.375,19.087,54.348,35.261,,193.5
2011-01-27,189.565,12.609,29.667,104.125,74.458,,202.174
2011-01-28,190.417,11.458,20.042,61.5,41.458,,201.875
2011-01-29,190.625,8.292,18.708,56.333,37.625,,198.917
2011-01-30,190.0,5.583,15.0,61.375,46.375,,195.583
2011-01-31,188.083,7.667,25.917,89.167,63.25,,195.75
2011-02-01,188.913,7.609,21.75,85.0,63.25,,196.522
