date,PM25_mean,SO2_mean,SPM_mean
2011-01-01,,0.833,9.708
2011-01-02,,0.917,10.167
2011-01-03,,0.708,8.875
2011-01-04,,1.0,10.042
2011-01-05,,1.087,10.5
2011-01-06,,0.875,12.696
2011-01-07,,0.875,9.875
2011-01-08,,1.0,9.917
2011-01-09,,0.833,14.708
2011-01-10,,1.125,14.125
2011-01-11,,1.125,11.208
2011-01-12,,1.087,10.167
2011-01-13,,1.458,14.667
2011-01-14,,0.917,12.792
2011-01-15,,1.125,13.75
2011-01-16,,1.167,15.542
2011-01-17,,1.042,12.792
2011-01-18,,1.292,16.167
2011-01-19,,1.391,19.87
2011-01-20,,1.042,11.333
2011-01-21,,0.833,9.833
2011-01-22,,0.708,7.875
2011-01-23,,1.083,14.708
2011-01-24,,1.083,12.875
2011-01-25,,1.208,11.417
2011-01-26,,1.174,11.375
2011-01-27,,1.458,13.875
2011-01-28,,1.292,12.5
2011-01-29,,1.167,11.417
2011-01-30,,1.292,12.292
2011-01-31,,0.958,11.375
2011-02-01,,1.417,11.542
2011-02-02,,1.391,10.625
2011-02-03,,1.083,11.25
2011-02-04,,1.083,11.167
2011-02-05,,0.833,10.917
2011-02-06,,1.458,15.0
2011-02-07,,1.5,18.458
2011-02-08,,1.042,13.083
2011-02-09,,1.043,9.958
2011-02-10,,1.583,12.333
2011-02-11,,0.917,10.417
2011-02-12,,0.75,11.5
2011-02-13,,1.125,11.708
2011-02-14,,1.083,14.292
2011-02-15,,1.708,20.773
2011-02-16,,1.174,12.045
2011-02-17,,1.167,12.625
2011-02-18,,1.083,11.125
2011-02-19,,1.417,14.417
2011-02-20,,1.208,13.0
2011-02-21,,1.458,14.208
2011-02-22,,1.25,13.5
2011-02-23,,1.739,16.708
2011-02-24,,1.75,20.833
2011-02-25,,0.917,11.708
2011-02-26,,0.792,13.625
2011-02-27,,1.0,15.958
2011-02-28,,0.875,9.875
2011-03-01,,1.304,16.542
2011-03-02,,1.667,21.478
2011-03-03,,1.083,15.292
2011-03-04,,1.042,13.625
2011-03-05,,1.25,11.958
2011-03-06,,1.0,10.25
2011-03-07,,0.958,12.826
2011-03-08,,1.174,14.5
2011-03-09,,1.167,20.625
2011-03-10,,0.917,13.25
2011-03-11,,0.792,9.208
2011-03-12,,0.958,10.875
2011-03-13,,0.875,9.833
2011-03-14,,1.083,12.667
2011-03-15,,1.826,23.167
2011-03-16,,1.167,17.875
