date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2012-01-01,90.0,86.75,78.0,10.625,12.542,1.917,0.667,3.542,-22.0,-33.5,-49.0
2012-01-02,89.0,81.25,66.0,17.542,21.292,3.75,1.708,7.875,14.0,-15.25,-45.0
2012-01-03,85.0,80.833,69.0,12.083,15.333,3.25,1.667,6.958,-42.0,-58.417,-67.0
2012-01-04,84.0,78.792,68.0,16.75,20.458,3.708,1.292,2.75,-50.0,-60.75,-71.0
2012-01-05,88.0,76.667,61.0,21.458,25.167,3.708,0.958,2.917,11.0,-18.625,-52.0
2012-01-06,91.0,81.667,61.0,6.773,8.0,1.227,1.0,3.75,2.0,-24.958,-43.0
2012-01-07,89.0,82.833,74.0,13.167,15.292,2.125,1.333,4.792,-21.0,-31.125,-40.0
2012-01-08,88.0,83.25,66.0,15.542,18.083,2.542,1.591,5.125,-21.0,-32.542,-43.0
2012-01-09,85.0,81.958,73.0,18.583,22.292,3.708,1.625,5.667,-22.0,-36.042,-52.0
2012-01-10,86.0,82.625,77.0,14.458,17.0,2.542,1.25,3.333,-36.0,-51.375,-59.0
2012-01-11,85.0,81.625,73.0,15.542,18.583,3.042,1.292,1.783,-21.0,-40.5,-60.0
2012-01-12,93.0,81.542,66.0,35.333,51.208,15.875,4.25,20.375,8.0,-2.625,-27.0
2012-01-13,94.0,75.917,58.0,11.25,13.042,1.792,3.333,16.0,21.0,-2.375,-23.0
2012-01-14,86.0,77.958,66.0,22.682,30.773,8.091,1.417,5.542,-8.0,-18.167,-31.0
2012-01-15,87.0,79.083,67.0,22.333,26.667,4.333,2.833,4.417,-14.0,-30.792,-41.0
2012-01-16,88.0,85.0,80.0,19.958,23.75,3.792,1.682,2.875,-17.0,-30.083,-41.0
2012-01-17,88.0,82.792,66.0,23.333,28.667,5.333,1.917,2.917,-10.0,-35.0,-49.0
2012-01-18,87.0,82.333,74.0,20.042,24.792,4.75,2.0,3.417,-31.0,-49.0,-57.0
