date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2012-01-01,193.667,1.5,13.167,3.875,5.083,1.208,12.375,206.833
2012-01-02,194.292,2.5,15.0,6.364,8.091,1.727,19.542,209.292
2012-01-03,195.083,1.875,12.958,3.083,3.458,0.375,21.0,208.042
2012-01-04,194.458,1.208,12.333,3.25,4.0,0.75,18.375,206.792
2012-01-05,194.708,2.375,17.167,11.458,15.292,3.833,,211.875
2012-01-06,193.5,1.583,13.0,2.958,3.25,0.292,,206.5
2012-01-07,194.409,1.875,11.636,5.375,6.958,1.583,,206.045
2012-01-08,192.045,2.458,11.864,8.042,9.75,1.708,12.625,203.909
2012-01-09,191.708,3.111,17.042,16.75,23.833,7.083,16.125,208.75
2012-01-10,189.833,2.348,13.417,7.136,9.5,2.364,10.958,203.25
2012-01-11,191.917,2.292,12.375,6.625,8.625,2.0,10.75,204.292
2012-01-12,193.458,3.792,18.208,14.417,18.0,3.583,22.833,211.667
2012-01-13,193.458,3.125,16.333,7.042,7.75,0.708,23.875,209.792
2012-01-14,190.458,2.292,15.583,11.25,15.792,4.542,11.333,206.042
2012-01-15,191.25,2.75,16.583,14.542,21.417,6.875,14.625,207.833
2012-01-16,191.2,2.833,17.3,15.375,21.042,5.667,12.333,208.5
2012-01-17,190.625,3.083,16.667,12.625,16.583,3.958,10.708,207.292
2012-01-18,190.292,2.048,13.917,5.273,6.727,1.455,11.958,204.208
2012-01-19,190.333,2.125,14.25,5.375,6.75,1.375,17.167,204.583
2012-01-20,190.875,1.625,13.5,4.75,6.417,1.667,12.0,204.375
2012-01-21,192.542,2.917,17.958,22.333,34.042,11.708,14.0,210.5
2012-01-22,191.5,2.889,17.167,18.542,29.0,10.458,16.0,208.667
2012-01-23,191.174,3.917,19.652,21.25,30.5,9.25,15.083,210.826
2012-01-24,191.227,3.261,18.182,17.083,24.708,7.625,14.083,209.409
2012-01-25,190.25,2.958,14.542,6.792,8.083,1.292,14.917,204.792
2012-01-26,190.667,3.167,14.917,6.818,9.091,2.273,14.792,205.583
2012-01-27,191.042,2.75,15.167,9.792,11.833,2.042,13.208,206.208
2012-01-28,189.818,2.909,17.227,14.417,19.25,4.833,12.583,207.045
2012-01-29,191.917,2.0,13.917,4.458,5.792,1.333,11.958,205.833
2012-01-30,193.833,3.542,17.458,12.958,18.083,5.125,11.083,211.292
2012-01-31,196.217,3.333,19.304,16.583,22.083,5.5,12.833,215.522
2012-02-01,190.682,3.0,18.318,14.375,18.75,4.375,20.125,209.0
2012-02-02,187.75,2.583,14.333,4.833,6.208,1.375,17.292,202.083
2012-02-03,190.417,2.0,12.5,2.0,2.182,0.182,13.917,202.917
2012-02-04,188.208,2.458,15.333,7.833,11.542,3.708,15.75,203.542
