date,CO_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean
2011-01-01,4.542,24.708,33.583,8.875,,21.0
2011-01-02,3.292,16.583,22.375,5.792,,14.417
2011-01-03,2.292,10.583,12.25,1.667,,3.708
2011-01-04,3.583,20.333,27.0,6.667,,9.708
2011-01-05,3.696,23.565,40.348,16.783,,5.667
2011-01-06,5.087,38.364,65.5,27.136,,12.091
2011-01-07,2.083,14.25,16.917,2.667,,5.292
2011-01-08,2.333,13.792,16.75,2.958,,5.708
2011-01-09,4.792,33.583,53.25,19.667,,18.5
2011-01-10,5.667,36.333,51.0,14.667,,24.458
2011-01-11,3.625,13.75,16.625,2.875,,19.792
2011-01-12,3.864,27.5,48.364,20.864,,8.875
2011-01-13,5.75,42.792,93.25,50.458,,19.5
2011-01-14,4.208,26.125,38.125,12.0,,10.208
2011-01-15,5.0,27.667,40.375,12.708,,16.375
2011-01-16,3.083,28.542,41.708,13.167,,16.292
2011-01-17,3.304,31.727,49.409,17.682,,14.125
2011-01-18,5.458,48.0,90.542,42.542,,28.958
2011-01-19,3.652,31.652,49.739,18.087,,27.167
2011-01-20,3.0,21.792,26.458,4.667,,15.833
2011-01-21,2.625,18.583,21.75,3.167,,7.458
2011-01-22,4.125,20.167,32.667,12.5,,6.458
2011-01-23,7.167,33.375,106.625,73.25,,14.958
2011-01-24,3.522,25.913,41.304,15.391,,8.917
2011-01-25,5.292,38.958,82.042,43.083,,19.125
2011-01-26,4.565,26.609,38.478,11.87,,12.042
2011-01-27,6.417,35.792,79.0,43.208,,17.417
2011-01-28,3.875,23.25,34.583,11.333,,16.417
2011-01-29,2.292,9.333,10.542,1.208,,7.042
2011-01-30,3.25,24.5,36.75,12.25,,8.167
2011-01-31,4.458,32.833,56.0,23.167,,12.917
2011-02-01,4.167,27.083,48.708,21.625,,16.458
2011-02-02,2.391,17.0,22.696,5.696,,7.708
2011-02-03,6.739,36.333,80.417,44.083,,13.636
2011-02-04,5.875,35.625,68.375,32.75,,15.917
2011-02-05,5.208,27.458,35.833,8.375,,21.708
2011-02-06,5.667,40.833,59.542,18.708,,37.208
2011-02-07,5.958,37.542,72.417,34.875,,34.875
2011-02-08,3.75,24.25,35.042,10.792,,8.083
2011-02-09,3.429,30.091,50.318,20.227,,7.435
2011-02-10,5.125,37.333,67.833,30.5,,16.333
2011-02-11,3.625,24.333,31.542,7.208,,14.333
2011-02-12,2.583,13.792,16.208,2.417,,10.708
2011-02-13,4.208,38.708,60.708,22.0,,22.083
2011-02-14,4.292,35.333,45.708,10.375,,36.042
2011-02-15,4.625,28.917,47.167,18.25,,27.75
2011-02-16,3.043,23.087,31.0,7.913,,13.208
2011-02-17,4.043,32.208,45.292,13.083,,20.292
2011-02-18,2.875,13.542,16.25,2.708,,9.042
2011-02-19,4.417,20.417,26.833,6.417,,13.5
2011-02-20,5.75,40.292,64.667,24.375,,19.958
2011-02-21,6.042,47.583,77.875,30.292,,26.292
2011-02-22,4.167,30.333,40.042,9.708,,26.875
2011-02-23,5.909,36.0,66.136,30.136,,32.542
2011-02-24,4.833,28.417,37.625,9.208,,29.333
2011-02-25,4.333,25.208,29.75,4.542,,18.333
2011-02-26,3.333,15.792,18.667,2.875,,9.167
2011-02-27,2.75,10.708,12.917,2.208,,10.333
2011-02-28,3.125,23.667,33.167,9.5,,11.167
2011-03-01,4.87,36.261,57.087,20.826,,17.375
2011-03-02,5.435,34.458,67.917,33.458,,18.045
2011-03-03,3.75,18.167,23.417,5.25,,14.042
2011-03-04,3.625,14.875,16.875,2.0,,20.583
2011-03-05,4.875,28.167,46.5,18.333,,10.375
2011-03-06,7.5,39.417,97.042,57.625,,30.375
2011-03-07,4.917,31.708,51.75,20.042,,37.083
2011-03-08,4.19,35.615,44.692,9.077,,19.083
2011-03-09,4.042,27.625,35.667,8.042,,18.083
2011-03-10,3.542,16.25,18.333,2.083,,4.0
2011-03-11,4.417,19.583,24.042,4.458,,15.5
2011-03-12,3.542,20.043,34.087,14.043,,6.958
2011-03-13,3.375,18.958,25.708,6.75,,7.333
2011-03-14,4.0,31.636,44.773,13.136,,13.125
2011-03-15,4.227,26.478,45.783,19.304,,20.792
2011-03-16,4.042,22.042,32.167,10.125,,20.708
2011-03-17,6.125,44.625,63.875,19.25,,41.958
2011-03-18,6.875,36.042,59.833,23.792,,42.583
2011-03-19,3.292,21.75,32.792,11.042,,11.75
2011-03-20,3.5,25.625,32.667,7.042,,15.583
2011-03-21,2.667,18.348,25.391,7.043,,11.167
2011-03-22,7.857,65.381,131.286,65.905,,38.875
2011-03-23,5.917,43.125,61.75,18.625,,37.875
2011-03-24,6.167,36.208,56.333,20.125,,17.583
2011-03-25,5.667,26.125,42.667,16.542,,12.042
2011-03-26,3.708,23.25,30.583,7.333,,11.083
2011-03-27,4.667,27.625,36.833,9.208,,16.583
2011-03-28,5.5,34.583,54.75,20.167,,33.292
2011-03-29,3.783,24.304,35.087,10.783,,18.625
2011-03-30,3.136,19.913,28.826,8.913,,15.409
2011-03-31,2.708,10.208,14.5,4.292,,15.208
2011-04-01,3.667,31.375,47.292,15.917,,20.458
2011-04-02,5.0,43.042,60.292,17.25,,32.417
