date,CO_mean,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,5.416666666666667,71.0,53.375,42.0,30.791666666666668,37.541666666666664,6.75,24.75,90.0,68.83333333333333,42.0
2011-01-02,3.875,61.0,45.791666666666664,29.0,18.791666666666668,22.958333333333332,4.166666666666667,14.041666666666666,110.0,76.25,47.0
2011-01-03,2.5,35.0,29.666666666666668,20.0,14.25,14.708333333333334,0.4583333333333333,2.7083333333333335,99.0,71.54166666666667,46.0
2011-01-04,3.8333333333333335,53.0,39.125,29.0,20.083333333333332,23.125,3.0416666666666665,10.708333333333334,116.0,68.83333333333333,31.0
2011-01-05,2.5217391304347827,38.0,25.458333333333332,14.0,18.863636363636363,20.636363636363637,1.7727272727272727,5.0,98.0,65.45833333333333,39.0
2011-01-06,4.791666666666667,58.0,40.083333333333336,29.0,31.75,41.541666666666664,9.791666666666666,11.458333333333334,92.0,60.208333333333336,37.0
2011-01-07,2.25,43.0,31.5,20.0,12.5,13.333333333333334,0.8333333333333334,4.5,85.0,65.33333333333333,51.0
2011-01-08,2.375,36.0,29.166666666666668,22.0,12.0,12.625,0.625,3.7916666666666665,86.0,64.79166666666667,39.0
2011-01-09,4.958333333333333,58.0,48.75,38.0,34.75,48.166666666666664,13.416666666666666,19.208333333333332,83.0,62.041666666666664,35.0
2011-01-10,5.541666666666667,68.0,53.625,42.0,33.708333333333336,42.375,8.666666666666666,22.291666666666668,100.0,73.79166666666667,51.0
2011-01-11,3.9583333333333335,72.0,52.041666666666664,30.0,30.916666666666668,48.166666666666664,17.25,22.083333333333332,98.0,59.708333333333336,32.0
2011-01-12,4.708333333333333,55.0,33.916666666666664,25.0,23.375,33.583333333333336,10.208333333333334,8.458333333333334,59.0,40.75,18.0
2011-01-13,5.434782608695652,55.0,44.125,33.0,40.86363636363637,75.4090909090909,34.54545454545455,17.291666666666668,111.0,63.458333333333336,23.0
2011-01-14,4.291666666666667,47.0,39.708333333333336,30.0,23.083333333333332,31.708333333333332,8.625,11.208333333333334,68.0,56.5,39.0
2011-01-15,4.291666666666667,50.0,41.416666666666664,34.0,24.583333333333332,31.5,6.916666666666667,12.333333333333334,63.0,51.291666666666664,41.0
2011-01-16,2.875,48.0,42.125,35.0,19.375,22.75,3.375,13.0,58.0,50.958333333333336,42.0
2011-01-17,1.9583333333333333,52.0,45.041666666666664,34.0,15.25,16.833333333333332,1.5833333333333333,9.583333333333334,66.0,51.208333333333336,42.0
2011-01-18,6.041666666666667,59.0,52.041666666666664,45.0,50.041666666666664,88.83333333333333,38.791666666666664,29.416666666666668,75.0,51.375,17.0
2011-01-19,3.7083333333333335,66.0,55.541666666666664,47.0,30.916666666666668,42.25,11.333333333333334,29.416666666666668,94.0,69.04166666666667,43.0
2011-01-20,2.5652173913043477,87.0,79.45833333333333,70.0,18.045454545454547,19.363636363636363,1.3181818181818181,17.583333333333332,56.0,35.458333333333336,23.0
2011-01-21,2.625,86.0,78.875,70.0,16.0,16.958333333333332,0.9583333333333334,10.166666666666666,45.0,38.5,33.0
2011-01-22,3.5416666666666665,87.0,78.33333333333333,66.0,19.083333333333332,23.416666666666668,4.333333333333333,9.875,82.0,60.25,44.0
2011-01-23,5.625,86.0,73.875,54.0,30.916666666666668,57.875,26.958333333333332,17.25,89.0,66.04166666666667,17.0
2011-01-24,3.125,82.0,54.666666666666664,35.0,22.166666666666668,28.958333333333332,6.791666666666667,8.083333333333334,46.0,33.833333333333336,17.0
2011-01-25,3.875,74.0,54.958333333333336,28.0,28.583333333333332,41.833333333333336,13.25,15.166666666666666,89.0,48.333333333333336,12.0
2011-01-26,3.7916666666666665,63.0,39.625,27.0,23.375,26.791666666666668,3.4166666666666665,10.083333333333334,54.0,38.125,20.0
