date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,THC_mean
2011-01-01,204.333,6.708,28.708,30.625,61.25,30.625,,24.375,233.042
2011-01-02,196.083,4.375,18.875,23.833,46.458,22.625,,16.542,214.958
2011-01-03,193.042,3.75,13.542,24.0,42.708,18.708,,7.042,206.583
2011-01-04,196.5,6.167,20.625,30.208,63.958,33.75,,14.208,217.125
2011-01-05,201.042,6.542,25.875,36.667,82.458,45.792,,11.333,226.917
2011-01-06,201.727,7.739,35.909,45.478,113.522,68.043,,15.522,237.636
2011-01-07,193.083,3.917,17.0,29.0,63.875,34.875,,8.958,210.083
2011-01-08,194.333,4.625,18.833,26.875,58.708,31.833,,8.167,213.167
2011-01-09,204.958,8.083,34.833,39.083,94.208,55.125,,22.208,239.792
2011-01-10,202.708,8.583,41.5,47.667,117.583,69.917,,25.75,244.208
2011-01-11,194.333,6.583,28.042,37.292,108.25,70.958,,24.417,222.375
2011-01-12,197.217,6.773,28.043,40.043,106.522,66.478,,14.087,225.261
2011-01-13,200.042,8.833,39.375,46.25,126.625,80.375,,20.333,239.417
2011-01-14,200.042,8.375,31.083,34.792,87.5,52.708,,15.292,231.125
2011-01-15,201.833,8.25,30.375,33.458,72.0,38.542,,17.0,232.208
2011-01-16,194.208,6.167,19.75,36.333,83.625,47.292,,19.958,213.958
2011-01-17,195.5,7.125,24.75,41.375,93.708,52.333,,19.917,220.25
2011-01-18,205.435,11.636,53.739,55.182,166.909,111.727,,33.091,259.174
2011-01-19,195.5,4.5,27.625,41.75,99.958,58.208,,30.167,223.125
2011-01-20,187.792,2.042,17.25,30.042,70.917,40.875,,18.583,205.042
2011-01-21,186.417,2.917,18.333,28.25,70.917,42.667,,10.875,204.75
2011-01-22,196.5,4.958,29.708,24.667,64.333,39.667,,10.417,226.208
2011-01-23,209.75,8.5,48.5,36.625,145.708,109.083,,16.708,258.25
2011-01-24,193.083,3.75,21.708,36.875,83.708,46.833,,12.958,214.792
2011-01-25,196.375,5.875,32.542,38.042,108.75,70.708,,18.792,228.917
2011-01-26,194.391,6.217,25.87,39.85,99.05,59.2,,15.0,220.261
2011-01-27,198.375,8.167,32.208,41.5,116.958,75.458,,18.667,230.583
2011-01-28,193.625,6.917,22.333,34.333,84.542,50.208,,17.917,215.958
2011-01-29,189.583,4.25,11.333,20.292,41.625,21.333,,10.458,200.917
2011-01-30,194.792,6.75,23.292,38.292,94.708,56.417,,13.708,218.083
2011-01-31,197.625,7.583,30.708,42.708,104.458,61.75,,17.083,228.333
2011-02-01,191.458,6.833,22.208,29.167,60.208,31.042,,19.75,213.667
2011-02-02,191.043,6.13,19.565,34.609,88.739,54.13,,11.348,210.609
2011-02-03,205.455,6.667,34.182,40.917,102.75,61.833,,16.417,239.636
2011-02-04,210.458,6.5,38.083,40.042,92.708,52.667,,18.292,248.542
2011-02-05,211.417,8.167,36.042,41.0,82.042,41.042,,26.0,247.458
2011-02-06,206.958,8.458,39.208,46.667,130.917,84.25,,47.875,246.167
2011-02-07,203.042,8.083,41.958,36.25,104.458,68.208,,37.708,245.0
2011-02-08,196.043,5.261,23.348,33.087,74.522,41.435,,12.682,219.391
2011-02-09,194.625,4.667,20.5,36.667,82.375,45.708,,11.167,215.125
2011-02-10,199.167,6.958,32.0,45.583,111.333,65.75,,20.625,231.167
2011-02-11,196.542,5.667,25.542,34.458,69.083,34.625,,20.5,222.083
2011-02-12,194.458,4.583,17.0,26.083,50.625,24.542,,14.042,211.458
2011-02-13,198.583,7.125,27.708,44.25,102.458,58.208,,25.25,226.292
2011-02-14,194.833,7.208,31.833,41.292,112.958,71.667,,41.042,226.667
2011-02-15,196.5,8.083,31.417,38.5,103.917,65.417,,32.208,227.917
2011-02-16,190.667,4.167,17.375,34.458,69.708,35.25,,17.958,208.042
2011-02-17,194.304,6.043,27.087,40.217,98.783,58.565,,27.652,221.391
2011-02-18,191.083,2.875,14.917,26.833,61.625,34.792,,14.208,206.0
2011-02-19,198.833,3.875,19.958,30.333,56.042,25.708,,16.167,218.792
2011-02-20,200.792,5.958,29.667,45.625,100.667,55.042,,21.083,230.458
2011-02-21,202.583,6.792,36.917,51.25,106.042,54.792,,24.5,239.5
2011-02-22,196.917,5.833,25.0,42.125,80.542,38.417,,30.875,221.917
2011-02-23,197.909,7.348,35.773,39.217,105.0,65.783,,37.3,233.682
2011-02-24,198.708,6.083,22.125,39.917,66.75,26.833,,43.5,220.833
2011-02-25,199.0,5.833,24.417,35.458,71.708,36.25,,21.75,223.417
2011-02-26,199.417,4.042,17.333,28.708,51.583,22.875,,12.417,216.75
2011-02-27,193.958,3.292,11.667,26.875,55.167,28.292,,13.333,205.625
2011-02-28,197.75,4.208,17.083,37.25,72.708,35.458,,15.708,214.833
2011-03-01,204.542,9.375,45.625,43.708,124.208,80.5,,24.25,250.167
2011-03-02,201.591,8.182,40.273,40.174,117.783,77.609,,23.435,241.864
2011-03-03,197.333,6.417,20.208,33.292,59.042,25.75,,19.917,217.542
2011-03-04,200.167,5.75,19.792,27.375,47.25,19.875,,24.458,219.958
2011-03-05,200.958,7.875,35.792,40.333,107.292,66.958,,15.333,236.75
