date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,198.042,7.875,29.958,23.958,44.542,20.583,22.875,228.0
2011-01-02,193.25,5.958,17.875,17.333,31.042,13.708,15.375,211.125
2011-01-03,189.417,6.0,17.0,19.25,39.25,20.0,8.125,206.417
2011-01-04,196.125,7.708,24.792,22.75,52.583,29.833,13.75,220.917
2011-01-05,191.125,9.417,32.667,29.875,85.042,55.167,11.458,223.792
2011-01-06,195.957,10.435,38.435,39.261,108.87,69.609,15.417,234.391
2011-01-07,190.417,6.292,14.542,22.333,44.083,21.75,8.708,204.958
2011-01-08,189.125,7.125,18.042,20.792,39.667,18.875,8.917,207.167
2011-01-09,196.042,10.792,38.708,31.542,81.083,49.542,20.5,234.75
2011-01-10,196.727,10.739,51.955,38.652,117.522,78.87,24.955,248.682
2011-01-11,193.583,6.5,29.125,27.708,86.333,58.625,20.875,222.708
2011-01-12,197.625,7.208,34.792,30.417,83.708,53.292,12.542,232.417
2011-01-13,200.167,10.708,55.292,39.792,136.958,97.167,20.333,255.458
2011-01-14,200.417,8.917,36.625,28.958,72.542,43.583,16.417,237.042
2011-01-15,203.25,9.167,35.417,28.125,64.083,35.958,17.292,238.667
2011-01-16,194.917,6.625,23.0,31.083,63.208,32.125,20.042,217.917
2011-01-17,201.208,9.833,43.625,38.542,101.75,63.208,25.542,244.833
2011-01-18,206.792,12.083,54.583,47.333,133.458,86.125,32.0,261.375
2011-01-19,196.609,6.565,30.478,32.174,76.783,44.609,27.826,227.087
2011-01-20,187.917,3.458,15.958,18.5,37.375,18.875,17.458,203.875
2011-01-21,185.583,3.875,15.167,18.417,37.0,18.583,9.833,200.75
2011-01-22,192.167,7.083,33.5,16.167,46.583,30.417,12.208,225.667
2011-01-23,202.167,11.458,52.542,29.5,143.5,114.0,18.042,254.708
2011-01-24,195.0,8.435,38.261,31.478,106.652,75.174,14.682,233.261
2011-01-25,193.125,10.375,47.083,34.417,131.125,96.708,22.542,240.208
2011-01-26,192.625,8.542,31.458,31.917,90.458,58.542,17.792,224.083
2011-01-27,196.417,9.875,38.875,35.667,128.917,93.25,20.042,235.292
2011-01-28,192.167,6.917,21.667,25.333,69.167,43.833,19.0,213.833
2011-01-29,187.417,4.5,8.5,13.208,22.708,9.5,11.083,195.917
2011-01-30,190.875,8.875,30.875,30.542,90.042,59.5,17.167,221.75
2011-01-31,192.917,9.042,32.417,32.25,106.542,74.292,19.625,225.333
2011-02-01,193.565,5.913,20.87,21.304,55.0,33.696,19.5,214.435
2011-02-02,191.125,5.25,18.292,29.708,70.458,40.75,11.875,209.417
2011-02-03,197.208,10.083,47.958,37.917,133.708,95.792,17.958,245.167
2011-02-04,198.667,9.458,45.375,35.792,126.75,90.958,20.0,244.042
2011-02-05,201.25,9.583,39.708,34.083,74.0,39.917,23.083,240.958
2011-02-06,194.125,8.333,38.583,39.25,97.833,58.583,46.667,232.708
2011-02-07,196.087,8.435,40.783,33.739,85.913,52.174,39.435,236.87
2011-02-08,190.583,5.875,24.042,25.042,54.958,29.917,13.917,214.625
2011-02-09,192.375,6.0,23.292,28.708,73.125,44.417,10.917,215.667
2011-02-10,195.708,8.208,38.625,35.792,101.458,65.667,18.458,234.333
2011-02-11,193.708,6.958,30.208,28.375,60.875,32.5,19.375,223.917
2011-02-12,193.5,5.458,15.083,19.0,37.208,18.208,14.792,208.583
2011-02-13,195.25,8.167,28.833,42.083,95.667,53.583,26.583,224.083
2011-02-14,193.091,6.818,28.318,33.348,71.652,38.304,39.762,221.409
2011-02-15,193.792,7.208,28.125,28.0,66.75,38.75,35.458,221.917
2011-02-16,186.917,4.75,16.792,26.833,48.0,21.167,20.042,203.708
