date,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,93.0,55.708333333333336,25.0
2011-01-02,106.0,54.625,21.0
2011-01-03,90.0,48.416666666666664,18.0
2011-01-04,100.0,53.083333333333336,20.0
2011-01-05,87.0,50.208333333333336,15.0
2011-01-06,87.0,51.541666666666664,12.0
2011-01-07,77.0,38.125,12.0
2011-01-08,85.0,41.583333333333336,3.0
2011-01-09,81.0,47.0,15.0
2011-01-10,83.0,54.75,2.0
2011-01-11,85.0,46.0,11.0
2011-01-12,61.0,19.958333333333332,-12.0
2011-01-13,100.0,45.833333333333336,0.0
2011-01-14,67.0,32.666666666666664,3.0
2011-01-15,49.0,26.75,-5.0
2011-01-16,34.0,25.0,9.0
2011-01-17,57.0,30.5,9.0
2011-01-18,73.0,36.958333333333336,-7.0
2011-01-19,86.0,49.333333333333336,15.0
2011-01-20,31.0,20.041666666666668,10.0
2011-01-21,43.0,32.375,24.0
2011-01-22,81.0,58.875,34.0
2011-01-23,79.0,52.75,-2.0
2011-01-24,26.0,3.625,-13.0
2011-01-25,77.0,37.541666666666664,-9.0
2011-01-26,52.0,17.916666666666668,-13.0
2011-01-27,85.0,36.041666666666664,17.0
2011-01-28,42.0,8.5,-22.0
2011-01-29,59.0,15.875,-17.0
2011-01-30,53.0,15.125,-18.0
2011-01-31,82.0,30.875,-7.0
2011-02-01,98.0,59.458333333333336,15.0
2011-02-02,38.0,10.875,-13.0
2011-02-03,47.0,18.0,-23.0
2011-02-04,105.0,51.583333333333336,-2.0
2011-02-05,70.0,43.583333333333336,13.0
2011-02-06,47.0,36.833333333333336,28.0
2011-02-07,150.0,88.58333333333333,33.0
2011-02-08,83.0,49.5,13.0
2011-02-09,70.0,38.291666666666664,12.0
2011-02-10,79.0,39.125,0.0
2011-02-11,66.0,35.916666666666664,1.0
2011-02-12,84.0,42.916666666666664,10.0
2011-02-13,77.0,35.583333333333336,-1.0
2011-02-14,50.0,44.041666666666664,39.0
