date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,197.397,5.311,10.404,4.206,6.075,1.869,28.512,3.052,,207.801
2011-01-02,191.834,5.083,8.314,3.92,5.441,1.521,15.265,2.527,,200.149
2011-01-03,196.222,5.24,9.381,4.465,6.441,1.976,24.218,2.786,,205.604
2011-01-04,192.04,4.893,7.986,4.306,6.553,2.246,18.831,2.814,,200.026
2011-01-05,195.926,5.565,10.744,7.584,13.763,6.18,22.729,3.123,,206.67
2011-01-06,195.035,5.07,10.724,8.611,15.305,6.694,17.545,2.905,,205.758
2011-01-07,198.223,5.318,11.744,9.712,19.092,9.381,19.704,3.633,,209.967
2011-01-08,199.259,5.257,12.715,7.297,12.974,5.677,23.89,2.642,,211.973
2011-01-09,199.973,5.314,11.978,8.037,13.929,5.892,27.013,3.082,,211.952
2011-01-10,201.753,6.368,10.795,8.453,14.389,5.935,48.966,6.085,,212.547
2011-01-11,195.842,5.718,9.392,7.265,12.695,5.429,37.995,4.537,,205.234
2011-01-12,195.42,5.22,8.965,8.896,16.058,7.162,18.213,4.268,,204.385
2011-01-13,193.926,4.369,8.207,6.645,11.794,5.149,24.926,3.69,,202.133
2011-01-14,200.333,5.831,11.817,9.151,15.121,5.97,41.707,4.548,,212.151
2011-01-15,198.128,5.249,9.199,7.348,10.161,2.813,29.507,2.574,,207.327
2011-01-16,190.305,4.787,8.082,7.99,12.681,4.692,12.032,1.272,,198.387
2011-01-17,191.404,5.043,11.245,8.294,15.613,7.319,10.947,1.65,,202.649
2011-01-18,195.346,5.191,14.011,8.796,18.391,9.595,16.659,5.301,,209.357
2011-01-19,192.858,5.417,14.614,10.727,20.301,9.574,16.982,1.998,,207.471
2011-01-20,192.66,5.6,13.755,8.574,18.589,10.014,12.144,1.863,,206.415
2011-01-21,192.023,5.321,12.449,8.127,15.398,7.271,14.641,2.509,,204.472
2011-01-22,193.62,4.779,10.765,5.563,10.149,4.586,15.414,2.345,,204.385
2011-01-23,189.398,3.261,6.155,3.955,6.661,2.706,11.691,2.049,,195.553
2011-01-24,190.262,3.834,6.711,4.812,8.381,3.568,14.736,2.512,,196.973
2011-01-25,192.487,4.78,6.733,6.002,10.7,4.698,22.245,3.91,,199.22
