date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,200.583,2.542,98.0,82.083,56.0,8.292,9.083,9.583,0.5,7,0.625,5.458,9.6,4.788,-0.1,208.875
2011-01-02,196.292,2.208,98.0,93.25,77.0,5.333,4.875,4.875,0.0,33,0.5,7.25,5.0,2.946,1.1,201.625
2011-01-03,203.125,1.958,98.0,88.5,70.0,5.583,4.833,5.0,0.167,7,0.333,4.375,4.9,2.517,0.7,208.708
2011-01-04,196.542,2.583,98.0,92.333,76.0,5.5,5.958,6.333,0.375,34,1.25,6.625,5.4,1.983,0.5,202.042
2011-01-05,199.652,2.25,98.0,87.0,68.0,7.0,7.083,7.5,0.417,5,0.583,4.875,4.3,2.038,0.4,206.652
2011-01-06,202.333,2.875,98.0,93.417,82.0,9.417,10.783,13.522,2.739,13,0.792,5.417,4.5,2.233,0.8,211.75
2011-01-07,202.125,2.217,98.0,95.958,89.0,7.25,7.958,8.875,0.917,16,0.174,4.458,3.1,1.421,0.5,209.375
2011-01-08,200.75,2.208,98.0,89.708,64.0,7.625,7.333,8.375,1.042,2,0.25,5.167,5.3,1.896,0.5,208.375
2011-01-09,196.667,2.083,96.0,86.208,68.0,6.417,5.208,5.75,0.542,8,1.417,7.625,7.1,4.617,1.3,203.083
2011-01-10,206.042,3.083,98.0,85.917,66.0,9.5,9.625,11.458,1.833,1,1.333,12.917,8.1,4.842,1.5,215.542
2011-01-11,194.292,2.292,98.0,92.458,75.0,6.583,5.5,5.958,0.458,12,1.292,5.833,6.2,2.121,-1.3,200.875
2011-01-12,200.087,2.167,97.0,79.417,59.0,8.043,7.958,9.042,1.083,3,0.625,4.0,4.0,1.175,-1.9,208.13
2011-01-13,195.0,2.375,98.0,91.5,77.0,7.083,6.478,7.043,0.565,15,1.333,7.708,7.0,3.654,1.1,202.083
2011-01-14,197.542,2.583,98.0,87.75,61.0,7.208,5.833,6.625,0.792,5,1.435,7.833,5.5,2.029,-0.4,204.75
2011-01-15,200.0,2.375,98.0,91.875,58.0,7.25,5.0,5.417,0.417,7,1.0,8.792,6.2,2.3,0.9,207.25
2011-01-16,195.917,2.25,92.0,76.708,63.0,8.167,8.542,8.958,0.417,0,1.625,12.792,4.5,2.454,0.5,204.083
2011-01-17,195.208,2.042,88.0,82.625,73.0,7.625,9.167,9.708,0.542,0,1.083,6.5,3.8,2.371,0.3,202.833
2011-01-18,202.5,2.583,92.0,74.0,40.0,9.208,11.167,14.375,3.208,0,1.708,7.042,9.0,3.275,-1.9,211.708
2011-01-19,196.304,1.667,84.0,72.625,59.0,6.217,7.0,7.25,0.25,0,0.875,5.542,9.4,6.25,2.1,202.522
2011-01-20,196.333,2.167,97.0,88.5,72.0,8.5,11.435,13.0,1.565,5,1.625,7.167,8.7,6.129,4.5,204.833
2011-01-21,201.042,2.083,97.0,91.292,74.0,7.75,8.125,8.792,0.667,0,0.609,4.875,8.6,5.75,4.0,208.792
2011-01-22,199.167,2.304,97.0,84.958,58.0,8.208,7.208,7.833,0.625,3,0.375,3.75,10.7,6.3,2.3,207.375
2011-01-23,193.542,2.375,98.0,96.333,94.0,6.625,5.458,5.792,0.333,7,0.708,4.542,5.4,1.742,-0.9,200.167
2011-01-24,196.333,2.208,98.0,89.583,76.0,5.375,5.792,6.458,0.667,5,1.042,7.25,2.9,0.567,-1.3,201.708
2011-01-25,194.625,2.5,98.0,91.292,74.0,5.75,6.136,6.909,0.773,15,1.636,3.917,2.6,1.012,-1.0,200.375
2011-01-26,198.348,2.25,98.0,93.833,74.0,5.957,5.043,5.652,0.609,22,1.5,1.9,2.0,-0.354,-2.3,204.304
2011-01-27,199.25,3.208,98.0,94.5,86.0,7.25,8.0,8.957,0.957,16,2.391,8.458,2.9,1.525,0.3,206.5
2011-01-28,193.667,2.208,98.0,91.542,83.0,6.524,4.875,5.458,0.583,2,1.652,6.333,1.6,-0.104,-1.3,200.19
2011-01-29,185.833,2.042,98.0,89.583,71.0,6.5,3.833,4.458,0.625,7,1.0,5.25,0.6,-0.775,-1.9,192.333
2011-01-30,190.455,2.333,98.0,84.958,53.0,6.909,5.833,6.667,0.833,5,1.087,3.125,2.6,0.446,-1.2,197.364
2011-01-31,194.818,2.667,98.0,91.542,69.0,9.682,9.125,10.375,1.25,14,1.042,6.792,3.6,0.088,-3.3,204.5
2011-02-01,193.75,2.875,98.0,82.375,54.0,11.292,5.875,6.833,0.958,15,2.167,11.167,4.5,1.562,-0.9,205.042
