date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,THC_mean
2013-01-01,,,,,,12.5,,
2013-01-02,,,,,,5.667,,
2013-01-03,,,,,,6.917,,
2013-01-04,,,,,,11.292,,
2013-01-05,,,,,,2.25,,
2013-01-06,,,,,,4.5,,
2013-01-07,,,,,,4.167,,
2013-01-08,,,,,,15.125,,
2013-01-09,,,,,,4.375,,
2013-01-10,,,,,,1.417,,
2013-01-11,,,,,,4.542,,
2013-01-12,,,,,,8.042,,
2013-01-13,,,,,,4.833,,
2013-01-14,,,,,,5.583,,
2013-01-15,,,,,,4.154,,
2013-01-16,,,,,,13.857,,
2013-01-17,,,,,,11.917,,
2013-01-18,,,,,,6.542,,
2013-01-19,,,,,,6.5,,
2013-01-20,,,,,,7.522,,
2013-01-21,,,,,,22.417,,
2013-01-22,,,,,,10.333,,
2013-01-23,,,,,,10.292,,
2013-01-24,,,,,,11.042,,
2013-01-25,,,,,,9.25,,
2013-01-26,,,,,,12.875,,
2013-01-27,,,,,,7.333,,
2013-01-28,,,,,,9.583,,
2013-01-29,,,,,,6.667,,
2013-01-30,,,,,,9.875,,
2013-01-31,,,,,,12.708,,
2013-02-01,,,,,,11.292,,
2013-02-02,,,,,,17.75,,
2013-02-03,,,,,,14.708,,
2013-02-04,,,,,,4.208,,
2013-02-05,,,,,,5.958,,
2013-02-06,,,,,,6.542,,
2013-02-07,,,,,,5.208,,
2013-02-08,,,,,,4.667,,
2013-02-09,,,,,,3.375,,
2013-02-10,,,,,,8.5,,
2013-02-11,,,,,,5.542,,
2013-02-12,,,,,,4.917,,
2013-02-13,,,,,,5.667,,
2013-02-14,,,,,,6.292,,
2013-02-15,,,,,,1.0,,
2013-02-16,,,,,,19.417,,
2013-02-17,,,,,,20.792,,
2013-02-18,,,,,,11.417,,
2013-02-19,,,,,,11.417,,
2013-02-20,,,,,,10.0,,
2013-02-21,,,,,,9.583,,
2013-02-22,,,,,,6.583,,
2013-02-23,,,,,,8.5,,
2013-02-24,,,,,,15.667,,
2013-02-25,,,,,,38.292,,
2013-02-26,,,,,,77.304,,
2013-02-27,,,,,,37.0,,
2013-02-28,,,,,,19.5,,
2013-03-01,,,,,,12.292,,
2013-03-02,,,,,,7.625,,
2013-03-03,,,,,,9.667,,
2013-03-04,,,,,,10.917,,
2013-03-05,,,,,,7.583,,
2013-03-06,,,,,,11.292,,
2013-03-07,,,,,,11.125,,
2013-03-08,,,,,,7.667,,
2013-03-09,,,,,,11.458,,
2013-03-10,,,,,,7.542,,
2013-03-11,,,,,,8.417,,
2013-03-12,,,,,,19.833,,
2013-03-13,,,,,,5.917,,
2013-03-14,,,,,,7.25,,
2013-03-15,,,,,,13.167,,
2013-03-16,,,,,,29.25,,
2013-03-17,,,,,,27.958,,
2013-03-18,,,,,,26.708,,
2013-03-19,,,,,,11.542,,
2013-03-20,,,,,,5.833,,
2013-03-21,,,,,,5.125,,
2013-03-22,,,,,,6.75,,
2013-03-23,,,,,,11.375,,
2013-03-24,,,,,,26.458,,
2013-03-25,,,,,,25.5,,
2013-03-26,,,,,,19.5,,
2013-03-27,,,,,,23.773,,
2013-03-28,,,,,,23.167,,
2013-03-29,,,,,,19.333,,
2013-03-30,,,,,,13.208,,
2013-03-31,,,,,,15.125,,
2013-07-01,,,,,,14.167,,
2013-07-02,,,,,,13.792,,
2013-07-03,,,,,,10.708,,
2013-07-04,,,,,,9.917,,
2013-07-05,,,,,,10.458,,
2013-07-06,,,,,,9.958,,
2013-07-07,,,,,,7.0,,
2013-07-08,,,,,,11.042,,
2013-07-09,,,,,,10.083,,
2013-07-10,,,,,,8.125,,
2013-07-11,,,,,,9.708,,
2013-07-12,,,,,,19.292,,
2013-07-13,,,,,,20.375,,
2013-07-14,,,,,,12.292,,
2013-07-15,,,,,,5.75,,
2013-07-16,,,,,,8.625,,
2013-07-17,,,,,,11.583,,
2013-07-18,,,,,,8.167,,
2013-07-19,,,,,,6.167,,
2013-07-20,,,,,,5.583,,
2013-07-21,,,,,,9.083,,
2013-07-22,,,,,,14.833,,
2013-07-23,,,,,,15.0,,
2013-07-24,,,,,,8.696,,
2013-07-25,,,,,,22.667,,
2013-07-26,,,,,,35.167,,
2013-07-27,,,,,,28.75,,
2013-07-28,,,,,,18.458,,
2013-07-29,,,,,,17.583,,
2013-07-30,,,,,,23.167,,
2013-07-31,,,,,,20.917,,
2013-08-01,,,,,,20.833,,
2013-08-02,,,,,,6.75,,
2013-08-03,,,,,,6.25,,
2013-08-04,,,,,,10.458,,
2013-08-05,,,,,,14.125,,
2013-08-06,,,,,,16.958,,
2013-08-07,,,,,,24.208,,
2013-08-08,,,,,,26.583,,
2013-08-09,,,,,,23.417,,
2013-08-10,,,,,,28.708,,
2013-08-11,,,,,,32.25,,
2013-08-12,,,,,,35.917,,
2013-08-13,,,,,,34.333,,
2013-08-14,,,,,,26.292,,
2013-08-15,,,,,,27.167,,
2013-08-16,,,,,,29.583,,
2013-08-17,,,,,,24.958,,
2013-08-18,,,,,,16.625,,
2013-08-19,,,,,,15.75,,
2013-08-20,,,,,,11.542,,
2013-08-21,,,,,,11.208,,
2013-08-22,,,,,,9.227,,
2013-08-23,,,,,,4.875,,
2013-08-24,,,,,,12.708,,
2013-08-25,,,,,,8.727,,
2013-08-26,,,,,,6.304,,
2013-08-27,,,,,,4.125,,
2013-08-28,,,,,,6.5,,
2013-08-29,,,,,,16.917,,
2013-08-30,,,,,,8.583,,
2013-08-31,,,,,,11.5,,
2013-09-01,,,,,,5.5,,
2013-09-02,,,,,,3.5,,
2013-09-03,,,,,,3.208,,
2013-09-04,,,,,,2.375,,
2013-09-05,,,,,,3.958,,
2013-09-06,,,,,,5.292,,
2013-09-07,,,,,,4.583,,
2013-09-08,,,,,,4.042,,
2013-09-09,,,,,,4.958,,
2013-09-10,,,,,,5.167,,
2013-09-11,,,,,,11.75,,
2013-09-12,,,,,,14.375,,
2013-09-13,,,,,,21.917,,
2013-09-14,,,,,,31.833,,
2013-09-15,,,,,,17.458,,
2013-09-16,,,,,,4.292,,
2013-09-17,,,,,,3.0,,
2013-09-18,,,,,,7.125,,
2013-09-19,,,,,,10.417,,
2013-09-20,,,,,,17.667,,
2013-09-21,,,,,,16.708,,
2013-09-22,,,,,,12.375,,
2013-09-23,,,,,,9.25,,
2013-09-24,,,,,,19.087,,
2013-09-25,,,,,,12.833,,
2013-09-26,,,,,,3.708,,
2013-09-27,,,,,,4.5,,
2013-09-28,,,,,,8.667,,
2013-09-29,,,,,,12.542,,
2013-09-30,,,,,,12.208,,
2013-10-01,,,,,,9.417,,
2013-10-02,,,,,,8.333,,
2013-10-03,,,,,,6.167,,
2013-10-04,,,,,,6.083,,
2013-10-05,,,,,,8.875,,
