date,CH4_mean,CO_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,188.542,4.875,9.083,24.5,48.083,23.583,8.708,197.625
2011-01-02,188.292,5.542,9.375,25.333,51.083,25.75,6.208,197.667
2011-01-03,187.708,4.25,7.833,20.417,35.083,14.667,6.375,195.542
2011-01-04,188.292,6.333,9.875,26.875,60.667,33.792,9.042,198.167
2011-01-05,189.217,5.167,9.174,26.083,53.0,26.917,8.0,198.391
2011-01-06,190.913,7.696,15.87,30.391,68.391,38.0,8.5,206.783
2011-01-07,191.625,5.833,11.583,22.75,41.958,19.208,7.75,203.208
2011-01-08,191.0,4.083,9.667,17.583,28.833,11.25,5.25,200.667
2011-01-09,189.708,5.917,11.125,23.208,42.958,19.75,8.625,200.833
2011-01-10,190.917,9.792,17.875,30.75,68.917,38.167,16.417,208.792
2011-01-11,187.25,5.042,8.625,21.375,40.542,19.167,8.917,195.875
2011-01-12,190.167,7.583,13.5,25.375,51.458,26.083,5.708,203.667
2011-01-13,189.696,6.826,12.609,29.435,65.739,36.304,8.542,202.304
2011-01-14,192.042,6.875,10.833,22.667,50.208,27.542,9.292,202.875
2011-01-15,192.0,4.958,9.75,18.792,36.708,17.917,9.542,201.75
2011-01-16,189.792,4.542,8.417,21.333,39.333,18.0,11.667,198.208
2011-01-17,189.0,4.167,8.333,20.042,32.042,12.0,9.125,197.333
2011-01-18,191.909,7.042,14.727,30.625,68.875,38.25,8.083,206.636
2011-01-19,191.167,3.833,7.125,21.0,32.625,11.625,5.5,198.292
2011-01-20,187.739,5.913,10.13,28.217,58.826,30.609,14.375,197.87
2011-01-21,187.208,4.917,8.458,22.417,40.542,18.125,10.708,195.667
2011-01-22,187.042,5.667,9.917,21.583,43.917,22.333,5.0,196.958
2011-01-23,187.292,4.75,5.583,20.792,39.5,18.708,6.208,192.875
2011-01-24,188.375,5.208,6.875,19.75,38.458,18.708,7.625,195.25
2011-01-25,188.917,6.917,8.875,25.917,60.792,34.875,8.542,197.792
2011-01-26,190.958,6.75,9.333,24.792,51.833,27.042,9.417,200.292
2011-01-27,191.87,8.609,12.304,30.217,61.391,31.174,11.958,204.174
2011-01-28,190.125,4.042,5.458,16.792,27.25,10.458,10.208,195.583
2011-01-29,191.333,3.25,5.625,12.833,19.208,6.375,6.125,196.958
2011-01-30,191.75,4.917,7.5,22.875,45.125,22.25,6.542,199.25
2011-01-31,192.0,6.125,9.667,30.125,62.792,32.667,8.042,201.667
2011-02-01,184.75,5.25,7.333,22.875,45.792,22.917,12.333,192.083
2011-02-02,190.292,5.417,7.333,23.875,53.0,29.125,9.042,197.625
2011-02-03,191.0,8.174,13.739,31.739,66.217,34.478,8.583,204.739
2011-02-04,189.417,6.75,11.583,27.708,55.875,28.167,14.25,201.0
2011-02-05,190.375,5.667,11.25,27.375,46.5,19.125,14.417,201.625
2011-02-06,195.917,8.5,18.917,35.417,73.917,38.5,24.375,214.833
2011-02-07,192.417,11.625,23.0,37.75,86.083,48.333,14.375,215.417
2011-02-08,186.708,5.083,9.083,22.958,50.208,27.25,6.625,195.792
2011-02-09,188.208,8.125,12.583,28.25,63.333,35.083,7.917,200.792
2011-02-10,190.87,8.522,13.913,32.609,73.261,40.652,8.333,204.783
2011-02-11,189.333,7.083,10.875,21.417,38.208,16.792,9.542,200.208
2011-02-12,189.333,4.375,7.583,19.458,33.083,13.625,11.708,196.917
2011-02-13,191.833,5.542,12.125,28.542,55.5,26.958,13.208,203.958
2011-02-14,194.5,8.667,20.833,35.667,88.667,53.0,21.625,215.333
2011-02-15,190.875,6.333,11.917,27.958,52.167,24.208,21.417,202.792
2011-02-16,188.917,5.708,10.958,24.708,46.625,21.917,8.083,199.875
2011-02-17,191.826,5.826,10.0,28.174,55.217,27.043,8.292,201.826
2011-02-18,192.708,4.667,7.208,22.958,41.083,18.125,7.5,199.917
2011-02-19,195.0,5.542,10.083,25.875,46.458,20.583,7.875,205.083
2011-02-20,195.458,8.917,18.125,32.917,64.292,31.375,10.792,213.583
2011-02-21,194.792,7.125,13.375,33.5,73.0,39.5,20.375,208.167
2011-02-22,193.5,4.75,4.773,22.652,33.739,11.087,25.958,198.273
2011-02-23,199.208,13.5,16.292,41.522,90.565,49.043,27.708,215.5
2011-02-24,192.261,6.913,9.0,27.348,42.565,15.217,29.625,201.261
2011-02-25,190.583,5.208,7.333,25.261,42.174,16.913,14.833,197.917
2011-02-26,191.833,4.417,6.542,22.174,32.913,10.739,11.625,198.375
2011-02-27,193.083,4.458,5.333,22.826,38.261,15.435,11.25,198.417
2011-02-28,193.458,4.167,6.083,21.875,33.042,11.167,8.583,199.542
2011-03-01,190.25,4.833,8.792,26.304,44.304,18.0,17.292,199.042
2011-03-02,188.0,4.217,7.478,21.208,30.875,9.667,13.625,195.478
2011-03-03,189.875,4.292,6.625,17.125,23.833,6.708,14.708,196.5
2011-03-04,189.833,3.25,5.25,11.208,14.875,3.667,11.833,195.083
2011-03-05,190.583,5.542,10.458,24.958,44.0,19.042,10.292,201.042
2011-03-06,191.5,9.75,19.208,28.875,68.708,39.833,8.25,210.708
2011-03-07,190.0,7.417,11.083,33.583,61.792,28.208,24.917,201.083
2011-03-08,189.0,5.75,8.708,23.957,38.261,14.304,15.792,197.708
2011-03-09,190.087,5.0,4.826,21.25,30.792,9.542,18.5,194.913
2011-03-10,188.708,5.375,5.25,24.958,40.667,15.708,12.958,193.958
2011-03-11,188.875,4.708,6.833,20.667,33.333,12.667,10.625,195.708
2011-03-12,189.042,5.083,4.292,25.792,47.208,21.417,10.75,193.333
2011-03-13,192.364,5.409,8.227,28.667,49.762,21.095,10.417,200.591
2011-03-14,194.292,6.625,12.833,34.0,57.792,23.792,13.458,207.125
2011-03-15,192.917,6.333,11.542,34.304,63.609,29.304,15.083,204.458
2011-03-16,191.435,6.478,11.913,32.25,55.375,23.125,16.75,203.348
2011-03-17,189.083,8.292,15.917,35.833,66.083,30.25,15.208,205.0
2011-03-18,185.208,5.542,9.833,29.583,49.583,20.0,10.167,195.042
2011-03-19,186.333,5.913,8.5,28.417,55.0,26.583,8.958,194.833
2011-03-20,187.75,5.208,9.167,24.458,39.875,15.417,7.417,196.917
2011-03-21,188.292,5.625,9.583,31.708,57.292,25.583,14.042,197.875
2011-03-22,188.0,6.792,13.5,39.043,66.826,27.783,17.0,201.5
2011-03-23,190.13,4.739,6.087,21.875,30.0,8.125,24.792,196.217
2011-03-24,189.292,5.292,7.542,31.542,54.833,23.292,3.792,196.833
2011-03-25,191.125,5.375,7.583,24.75,40.833,16.083,8.208,198.708
2011-03-26,194.625,5.542,8.667,30.875,55.208,24.333,11.2,203.292
2011-03-27,194.417,6.625,13.5,33.958,52.875,18.917,24.8,207.917
2011-03-28,191.0,5.875,9.917,34.708,53.167,18.458,31.375,200.917
2011-03-29,192.917,7.208,14.417,38.13,63.435,25.304,20.042,207.333
2011-03-30,189.826,6.87,20.522,38.667,54.167,15.5,18.917,210.348
2011-03-31,187.25,6.25,14.042,30.583,50.375,19.792,9.833,201.292
2011-04-01,188.125,6.208,10.083,36.375,59.958,23.583,13.833,198.208
2011-04-02,188.542,6.25,8.042,31.167,47.542,16.375,13.208,196.583
2011-04-03,187.833,3.625,4.208,21.083,31.542,10.458,6.917,192.042
2011-04-04,189.458,4.167,4.25,23.875,33.875,10.0,7.167,193.708
2011-04-05,188.217,4.957,13.043,29.957,43.826,13.87,12.875,201.261
2011-04-06,188.714,5.667,17.714,38.583,62.875,24.292,14.783,206.429
2011-04-07,189.913,5.5,32.826,35.0,56.833,21.833,6.667,222.739
2011-04-08,185.833,5.0,23.708,27.875,46.25,18.375,10.333,209.542
2011-04-09,186.417,6.792,16.542,35.042,66.542,31.5,9.167,202.958
2011-04-10,187.083,5.292,16.5,29.875,41.583,11.708,17.875,203.583
2011-04-11,187.042,5.792,12.042,26.583,40.042,13.458,16.208,199.083
2011-04-12,188.833,6.696,15.708,36.652,59.478,22.826,23.417,204.542
2011-04-13,189.292,6.5,24.917,35.458,52.042,16.583,19.375,214.208
2011-04-14,189.435,6.708,22.304,41.167,59.125,17.958,25.333,211.739
2011-04-15,190.792,7.542,25.625,41.0,66.167,25.167,19.625,216.417
2011-04-16,187.25,6.333,12.792,29.542,47.667,18.125,25.375,200.042
2011-04-17,187.125,3.083,6.375,15.167,20.958,5.792,11.208,193.5
2011-04-18,186.625,4.304,9.042,23.833,34.708,10.875,16.333,195.667
2011-04-19,187.875,6.261,13.292,37.957,63.478,25.522,11.25,201.167
2011-04-20,187.625,5.375,10.333,32.0,59.958,27.958,6.333,197.958
2011-04-21,187.826,5.75,17.391,35.083,60.5,25.417,10.125,205.217
2011-04-22,187.167,6.542,22.583,34.083,55.417,21.333,15.833,209.75
2011-04-23,185.417,6.958,18.375,35.792,64.167,28.375,8.542,203.792
2011-04-24,189.25,8.375,25.625,26.417,36.125,9.708,16.958,214.875
2011-04-25,187.792,7.167,18.417,34.5,52.5,18.0,16.417,206.208
2011-04-26,188.625,8.174,23.458,38.458,66.083,27.625,16.458,212.083
2011-04-27,186.25,7.125,20.167,42.13,62.565,20.435,29.625,206.417
2011-04-28,188.636,5.958,14.636,35.333,61.125,25.792,13.5,203.273
2011-04-29,191.5,5.458,19.417,27.083,40.917,13.833,7.542,210.917
2011-04-30,193.917,7.042,27.375,33.958,54.708,20.75,22.958,221.292
2011-05-01,187.917,5.375,17.542,24.083,33.875,9.792,23.125,205.458
2011-05-02,189.083,6.25,16.0,34.208,62.375,28.167,45.542,205.083
2011-05-03,191.25,6.348,16.792,28.417,49.75,21.333,72.042,208.042
2011-05-04,188.75,5.0,11.958,28.783,44.957,16.174,26.708,200.708
2011-05-05,186.043,3.75,7.739,16.375,22.083,5.708,12.333,193.783
2011-05-06,187.583,5.5,13.25,31.208,48.333,17.125,22.125,200.833
2011-05-07,184.292,6.125,16.625,34.708,52.917,18.208,15.375,200.917
2011-05-08,185.417,8.792,19.917,22.792,31.458,8.667,17.292,205.333
2011-05-09,188.833,6.833,22.125,43.958,76.125,32.167,20.292,210.958
2011-05-10,182.048,5.348,14.952,22.739,49.957,27.217,20.609,197.0
2011-05-11,186.174,4.542,9.435,22.609,33.087,10.478,14.917,195.609
2011-05-12,187.083,5.667,14.792,25.875,49.542,23.667,18.0,201.875
2011-05-13,186.417,6.25,15.375,32.083,49.583,17.5,50.25,201.792
2011-05-14,187.792,6.208,15.667,31.417,40.375,8.958,27.0,203.458
2011-05-15,188.833,6.792,16.208,30.583,39.958,9.375,20.375,205.042
2011-05-16,190.0,6.167,16.208,43.542,57.708,14.167,38.375,206.208
2011-05-17,189.0,5.652,10.708,31.083,42.458,11.375,38.708,199.708
2011-05-18,188.13,5.458,12.652,38.391,57.957,19.565,24.542,200.783
2011-05-19,187.792,6.625,17.333,41.833,62.833,21.0,19.833,205.125
2011-05-20,187.167,5.958,18.083,41.583,67.292,25.708,28.125,205.25
2011-05-21,183.75,5.458,16.25,30.792,50.875,20.083,24.292,200.0
2011-05-22,184.208,3.625,7.875,15.417,21.917,6.5,14.583,192.083
2011-05-23,186.958,4.375,9.792,22.0,34.708,12.708,10.75,196.75
2011-05-24,187.333,6.348,13.625,36.0,66.208,30.208,11.5,200.958
2011-05-25,187.304,4.208,13.739,26.708,45.75,19.042,14.208,201.043
2011-05-26,188.667,6.208,17.208,36.087,60.348,24.261,23.792,205.875
2011-05-27,188.125,5.208,15.792,31.167,45.5,14.333,20.375,203.917
2011-05-28,188.125,5.208,15.25,24.458,40.667,16.208,24.292,203.375
2011-05-29,184.708,3.25,10.542,14.875,21.417,6.542,4.833,195.25
2011-05-30,183.25,4.792,11.417,27.208,46.917,19.708,10.375,194.667
2011-05-31,187.458,7.217,17.875,29.0,56.458,27.458,13.833,205.333
2011-06-01,187.609,5.667,16.087,27.208,57.333,30.125,11.957,203.696
2011-06-02,189.042,6.375,15.417,33.739,60.391,26.652,12.083,204.458
