date,NO2_mean,NOX_mean,NO_mean,PM25_mean
2011-01-01,9.667,10.375,0.708,
2011-01-02,3.542,4.167,0.625,
2011-01-03,6.958,7.625,0.667,
2011-01-04,5.348,6.783,1.435,
2011-01-05,5.667,6.917,1.25,
2011-01-06,14.333,17.125,2.792,
2011-01-07,13.167,15.458,2.292,
2011-01-08,9.75,11.25,1.5,
2011-01-09,6.167,7.208,1.042,
2011-01-10,15.708,22.583,6.875,
2011-01-11,5.13,6.087,0.957,
2011-01-12,15.542,20.333,4.792,
2011-01-13,9.375,10.667,1.292,
2011-01-14,6.875,8.625,1.75,
2011-01-15,6.833,8.167,1.333,
2011-01-16,9.875,11.917,2.042,
2011-01-17,13.0,15.083,2.083,
2011-01-18,24.739,35.87,11.13,
2011-01-19,16.0,19.375,3.375,
2011-01-20,15.333,20.25,4.917,
2011-01-21,13.5,16.917,3.417,
2011-01-22,8.917,10.25,1.333,
2011-01-23,3.682,4.545,0.864,
2011-01-24,5.417,6.417,1.0,
2011-01-25,2.417,3.083,0.667,
2011-01-26,8.696,12.217,3.522,
2011-01-27,9.917,12.833,2.917,
2011-01-28,5.167,6.292,1.125,
2011-01-29,5.333,6.583,1.25,
2011-01-30,5.667,7.708,2.042,
2011-01-31,11.25,13.333,2.083,
2011-02-01,4.375,5.708,1.333,
2011-02-02,2.696,4.0,1.304,
2011-02-03,9.042,12.708,3.667,
2011-02-04,4.292,5.667,1.375,
2011-02-05,16.875,20.833,3.958,
2011-02-06,38.417,63.958,25.542,
2011-02-07,23.333,33.5,10.167,
2011-02-08,2.5,3.917,1.417,
2011-02-09,4.174,6.304,2.13,
2011-02-10,8.333,11.875,3.542,
2011-02-11,3.417,4.75,1.333,
2011-02-12,5.625,6.792,1.167,
2011-02-13,16.625,19.75,3.125,
2011-02-14,30.333,45.833,15.5,
2011-02-15,8.75,9.917,1.167,
2011-02-16,9.087,11.565,2.478,
2011-02-17,8.167,11.083,2.917,
2011-02-18,4.75,6.375,1.625,
2011-02-19,7.5,9.542,2.042,
2011-02-20,12.913,16.478,3.565,
2011-02-21,11.458,13.875,2.417,
2011-02-22,11.125,13.458,2.333,
2011-02-23,15.167,21.75,6.583,
2011-02-24,6.304,7.87,1.565,
2011-02-25,8.25,9.75,1.5,
2011-02-26,3.125,4.292,1.167,
2011-02-27,4.333,6.042,1.708,
2011-02-28,8.625,10.708,2.083,
2011-03-01,15.875,21.5,5.625,
2011-03-02,7.217,7.957,0.739,
2011-03-03,1.875,2.542,0.667,
2011-03-04,1.792,2.5,0.708,
2011-03-05,13.458,15.75,2.292,
2011-03-06,10.792,14.542,3.75,
2011-03-07,4.125,5.417,1.292,
2011-03-08,9.208,12.667,3.458,
2011-03-09,7.957,8.913,0.957,
2011-03-10,2.375,2.958,0.583,
2011-03-11,2.25,2.917,0.667,
2011-03-12,1.381,2.19,0.81,
2011-03-13,7.083,8.25,1.167,
2011-03-14,8.708,10.083,1.375,
2011-03-15,7.417,8.333,0.917,
2011-03-16,18.913,21.522,2.609,
2011-03-17,23.958,27.208,3.25,
2011-03-18,2.75,3.75,1.0,
2011-03-19,4.917,6.083,1.167,
2011-03-20,5.875,7.042,1.167,
2011-03-21,6.417,7.292,0.875,
2011-03-22,9.5,10.708,1.208,
2011-03-23,14.333,15.583,1.25,
2011-03-24,3.435,4.304,0.87,
2011-03-25,1.875,2.75,0.875,
2011-03-26,5.417,6.667,1.25,
2011-03-27,8.083,9.125,1.042,
2011-03-28,6.208,6.917,0.708,
2011-03-29,14.0,15.875,1.875,
2011-03-30,7.667,8.208,0.542,
2011-03-31,2.609,3.565,0.957,
2011-04-01,14.208,16.0,1.792,
2011-04-02,4.917,5.542,0.625,
2011-04-03,4.125,4.75,0.625,
2011-04-04,7.792,8.833,1.042,
2011-04-05,12.167,13.458,1.292,
2011-04-06,17.261,19.261,2.0,
2011-04-07,13.542,15.167,1.625,
2011-04-08,6.167,6.542,0.375,
2011-04-09,7.792,8.667,0.875,
2011-04-10,8.875,9.583,0.708,
2011-04-11,13.792,15.583,1.792,
2011-04-12,13.542,15.417,1.875,
2011-04-13,6.913,7.913,1.0,
2011-04-14,13.542,15.333,1.792,
2011-04-15,13.667,15.708,2.042,
2011-04-16,4.625,5.667,1.042,
2011-04-17,4.292,5.333,1.042,
2011-04-18,7.625,9.208,1.583,
2011-04-19,5.792,7.042,1.25,
2011-04-20,4.261,5.348,1.087,
2011-04-21,9.417,10.917,1.5,
2011-04-22,12.667,14.333,1.667,
2011-04-23,12.125,14.75,2.625,
2011-04-24,5.833,6.833,1.0,
2011-04-25,6.625,7.625,1.0,
2011-04-26,15.125,16.333,1.208,
2011-04-27,6.333,7.208,0.875,
2011-04-28,5.261,6.478,1.217,
2011-04-29,6.833,8.167,1.333,
2011-04-30,15.708,21.083,5.375,
2011-05-01,3.25,4.25,1.0,
2011-05-02,5.833,7.167,1.333,
2011-05-03,8.958,10.542,1.583,
2011-05-04,3.667,4.792,1.125,
2011-05-05,2.783,3.609,0.826,
2011-05-06,10.875,11.875,1.0,
2011-05-07,11.0,12.292,1.292,
2011-05-08,4.833,5.375,0.542,
2011-05-09,11.174,12.0,0.826,
2011-05-10,7.792,8.75,0.958,
2011-05-11,8.375,9.083,0.708,
2011-05-12,13.174,15.217,2.043,
2011-05-13,4.958,5.625,0.667,
2011-05-14,4.75,5.333,0.583,
2011-05-15,8.667,9.417,0.75,
2011-05-16,9.292,10.083,0.792,
2011-05-17,8.792,9.458,0.667,
2011-05-18,11.417,12.458,1.042,
2011-05-19,12.565,13.435,0.87,
2011-05-20,13.667,14.625,0.958,
2011-05-21,7.292,7.958,0.667,
2011-05-22,2.417,2.667,0.25,
2011-05-23,6.417,7.167,0.75,
2011-05-24,5.417,6.625,1.208,
2011-05-25,7.458,9.25,1.792,
2011-05-26,12.458,13.542,1.083,
2011-05-27,9.13,10.217,1.087,
2011-05-28,8.958,10.292,1.333,
2011-05-29,2.25,3.25,1.0,
2011-05-30,1.917,2.917,1.0,
2011-05-31,4.333,6.125,1.792,
2011-06-01,13.167,16.042,2.875,
2011-06-02,9.458,11.917,2.458,
2011-06-03,6.783,6.957,0.174,
2011-06-04,7.625,8.333,0.708,
2011-06-05,3.25,3.292,0.042,
2011-06-06,5.333,5.5,0.167,
2011-06-07,10.958,11.5,0.542,
2011-06-08,8.417,8.5,0.083,
2011-06-09,10.625,11.042,0.417,
2011-06-10,6.739,7.174,0.435,
2011-06-11,4.25,4.5,0.25,
2011-06-12,5.292,5.708,0.417,
2011-06-13,3.667,4.333,0.667,
2011-06-14,2.333,2.75,0.417,
2011-06-15,5.042,5.75,0.708,
2011-06-16,7.5,8.25,0.75,
2011-06-17,4.217,4.957,0.739,
2011-06-18,8.458,9.292,0.833,
2011-06-19,4.25,4.708,0.458,
2011-06-20,10.417,11.25,0.833,
2011-06-21,7.833,9.583,1.75,
2011-06-22,7.375,8.5,1.125,
2011-06-23,5.042,6.333,1.292,
2011-06-24,3.792,4.958,1.167,
2011-06-25,4.826,5.609,0.783,
2011-06-26,4.417,4.917,0.5,
2011-06-27,11.792,18.625,6.833,
2011-06-28,4.708,5.708,1.0,
2011-06-29,5.583,6.958,1.375,
2011-06-30,6.875,8.708,1.833,
2011-07-01,4.792,6.292,1.5,
2011-07-02,2.826,2.913,0.087,
2011-07-03,4.583,4.708,0.125,
2011-07-04,3.727,3.909,0.182,
2011-07-05,3.435,3.435,0.0,
2011-07-06,8.5,8.833,0.333,
2011-07-07,9.522,10.087,0.565,
2011-07-08,5.542,6.333,0.792,
2011-07-09,6.958,7.708,0.75,
2011-07-10,2.292,2.333,0.042,
2011-07-11,6.167,6.417,0.25,
2011-07-12,4.542,5.083,0.542,
2011-07-13,5.652,6.087,0.435,
2011-07-14,5.875,6.208,0.333,
2011-07-15,6.042,6.125,0.083,
2011-07-16,5.708,5.792,0.083,
2011-07-17,4.167,4.167,0.0,
2011-07-18,5.292,5.292,0.0,
2011-07-19,7.958,10.583,2.625,
2011-07-20,5.913,6.826,0.913,
2011-07-21,4.458,4.5,0.042,
2011-07-22,4.667,4.958,0.292,
2011-07-23,3.75,3.875,0.125,
2011-07-24,2.917,2.958,0.042,
2011-07-25,6.25,6.542,0.292,
2011-07-26,7.792,8.583,0.792,
2011-07-27,9.435,10.435,1.0,
2011-07-28,6.25,7.125,0.875,
2011-07-29,4.583,5.917,1.333,
2011-07-30,2.875,2.958,0.083,
2011-07-31,3.125,3.167,0.042,
2011-08-01,7.125,7.667,0.542,
2011-08-02,8.583,9.125,0.542,
2011-08-03,7.609,8.652,1.043,
2011-08-04,7.0,7.417,0.417,
2011-08-05,6.542,7.042,0.5,
2011-08-06,6.917,7.667,0.75,
2011-08-07,3.917,4.042,0.125,
2011-08-08,6.0,6.417,0.417,
2011-08-09,6.708,7.083,0.375,
2011-08-10,5.875,6.0,0.125,
2011-08-11,3.174,3.435,0.261,
2011-08-12,4.25,4.417,0.167,
2011-08-13,2.708,2.792,0.083,
2011-08-14,3.125,3.417,0.292,
2011-08-15,3.583,3.667,0.083,
2011-08-16,2.708,2.708,0.0,
2011-08-17,3.652,3.783,0.13,
2011-08-18,5.087,5.348,0.261,
2011-08-19,4.042,4.042,0.0,
2011-08-20,8.125,8.542,0.417,
2011-08-21,4.792,4.792,0.0,
2011-08-22,7.792,8.625,0.833,
2011-08-23,8.542,8.875,0.333,
2011-08-24,10.0,11.042,1.042,
2011-08-25,11.826,17.783,5.957,
2011-08-26,8.292,9.833,1.542,
2011-08-27,3.542,3.792,0.25,
2011-08-28,3.833,4.083,0.25,
2011-08-29,6.75,7.292,0.542,
2011-08-30,7.333,7.75,0.417,
2011-08-31,8.875,9.917,1.042,
2011-09-01,8.957,9.652,0.696,
2011-09-02,10.75,13.125,2.375,
2011-09-03,5.958,6.708,0.75,
2011-09-04,4.958,5.333,0.375,
2011-09-05,3.0,3.083,0.083,
2011-09-06,4.417,4.458,0.042,
2011-09-07,7.667,7.75,0.083,
2011-09-08,9.75,10.25,0.5,
2011-09-09,11.696,13.696,2.0,
2011-09-10,7.167,9.375,2.208,
2011-09-11,4.083,4.5,0.417,
2011-09-12,5.708,6.958,1.25,
2011-09-13,6.375,7.833,1.458,
2011-09-14,5.833,6.625,0.792,
2011-09-15,5.958,6.333,0.375,
2011-09-16,7.87,9.261,1.391,
2011-09-17,9.5,10.75,1.25,
2011-09-18,3.25,4.458,1.208,
2011-09-19,2.792,2.958,0.167,
2011-09-20,8.583,8.708,0.125,
2011-09-21,5.708,5.917,0.208,
2011-09-22,11.417,13.417,2.0,
2011-09-23,6.261,7.087,0.826,
2011-09-24,6.708,7.25,0.542,
2011-09-25,7.917,8.333,0.417,
2011-09-26,12.25,14.083,1.833,
2011-09-27,10.875,12.042,1.167,
2011-09-28,10.5,11.583,1.083,
2011-09-29,11.792,12.625,0.833,
2011-09-30,6.609,6.696,0.087,
2011-10-01,4.167,4.583,0.417,
2011-10-02,7.5,8.25,0.75,
2011-10-03,6.167,7.042,0.875,
2011-10-04,8.542,9.625,1.083,
2011-10-05,16.125,19.167,3.042,
2011-10-06,8.25,9.625,1.375,
2011-10-07,5.875,6.125,0.25,
2011-10-08,10.217,10.87,0.652,
2011-10-09,8.042,8.333,0.292,
2011-10-10,8.5,8.958,0.458,
2011-10-11,8.625,8.875,0.25,
2011-10-12,12.042,13.167,1.125,
2011-10-13,15.792,17.458,1.667,
2011-10-14,15.333,16.75,1.417,
2011-10-15,10.304,10.783,0.478,
2011-10-16,2.042,2.083,0.042,
2011-10-17,4.875,5.208,0.333,
2011-10-18,5.875,6.333,0.458,
2011-10-19,7.75,8.375,0.625,
2011-10-20,12.917,16.125,3.208,
2011-10-21,13.75,17.25,3.5,
2011-10-22,10.391,11.478,1.087,
2011-10-23,4.333,4.458,0.125,
2011-10-24,9.292,10.667,1.375,
2011-10-25,4.583,4.833,0.25,
2011-10-26,10.083,11.625,1.542,
2011-10-27,12.667,14.75,2.083,
2011-10-28,15.333,18.708,3.375,
2011-10-29,11.217,12.261,1.043,
2011-10-30,12.625,13.583,0.958,
2011-10-31,5.583,5.75,0.167,
2011-11-01,11.417,12.792,1.375,
2011-11-02,20.708,30.917,10.208,
2011-11-03,12.667,15.042,2.375,
2011-11-04,13.042,18.083,5.042,
2011-11-05,22.708,34.167,11.458,
2011-11-06,10.565,11.609,1.043,
2011-11-07,8.25,8.708,0.458,
2011-11-08,9.458,10.542,1.083,
2011-11-09,11.042,13.75,2.708,
2011-11-10,11.833,13.792,1.958,
2011-11-11,19.583,27.875,8.292,
2011-11-12,10.0,14.125,4.125,
2011-11-13,13.522,14.652,1.13,
2011-11-14,12.75,16.417,3.667,
2011-11-15,6.333,7.25,0.917,
2011-11-16,7.5,8.542,1.042,
2011-11-17,15.042,18.583,3.542,
2011-11-18,25.417,44.042,18.625,
2011-11-19,18.708,28.375,9.667,
2011-11-20,3.0,3.391,0.391,
2011-11-21,1.556,2.556,1.0,
2011-11-28,31.0,44.0,13.0,
2011-11-29,25.174,49.696,24.522,
2011-11-30,4.208,5.625,1.417,
2011-12-01,2.917,4.333,1.417,
2011-12-02,7.458,10.042,2.583,
2011-12-03,13.375,20.75,7.375,
2011-12-04,3.417,4.875,1.458,
2011-12-05,7.833,9.708,1.875,
2011-12-06,20.261,30.739,10.478,
2011-12-07,11.875,13.625,1.75,
2011-12-08,7.25,8.333,1.083,
2011-12-09,8.792,10.5,1.708,
2011-12-10,9.25,11.542,2.292,
2011-12-11,5.917,6.792,0.875,
2011-12-12,10.583,12.333,1.75,
2011-12-13,11.087,13.391,2.304,
2011-12-14,16.958,23.125,6.167,
2011-12-15,7.458,8.75,1.292,
2011-12-16,8.667,10.458,1.792,
2011-12-17,15.417,19.708,4.292,
2011-12-18,6.25,7.292,1.042,
2011-12-19,12.25,14.833,2.583,
2011-12-20,13.652,16.391,2.739,
2011-12-21,13.292,15.125,1.833,
2011-12-22,9.292,11.625,2.333,
2011-12-23,4.792,5.792,1.0,
2011-12-24,7.792,10.042,2.25,
