date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,RAIN_sum,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,,,98.0,85.125,50.0,,4.75,5.5,0.75,3.667,30,0.208,2.292,80.0,42.25,-3.0,
2011-01-02,,,98.0,85.458,63.0,,2.792,3.292,0.5,2.792,8,0.208,1.333,54.0,35.583,17.0,
2011-01-03,,,98.0,91.083,78.0,,6.609,7.957,1.348,4.417,1,0.0,2.792,38.0,19.458,6.0,
2011-01-04,,,99.0,92.167,85.0,,5.75,7.292,1.542,5.542,13,0.917,2.833,45.0,16.042,-2.0,
2011-01-05,,,97.0,88.167,69.0,,5.25,6.708,1.458,8.5,4,0.167,5.958,39.0,13.417,0.0,
2011-01-06,,,99.0,94.417,86.0,,8.417,11.625,3.208,5.478,7,0.5,3.417,38.0,18.333,-8.0,
2011-01-07,,,97.0,85.917,63.0,,5.5,6.5,1.0,7.083,0,0.042,6.833,38.0,13.542,-2.0,
2011-01-08,,,99.0,95.25,85.0,,8.125,10.333,2.208,4.208,3,0.0,2.292,36.0,12.542,0.0,
2011-01-09,,,99.0,85.458,62.0,,4.625,5.208,0.583,8.875,2,0.625,6.875,87.0,44.5,5.0,
2011-01-10,,,97.0,92.333,86.0,,8.13,9.217,1.087,8.292,5,1.957,6.208,58.0,37.708,10.0,
2011-01-11,,,98.0,84.875,65.0,,3.292,4.042,0.75,7.208,5,1.0,5.708,45.0,18.375,-19.0,
2011-01-12,,,94.0,78.292,57.0,,7.167,9.75,2.583,4.083,1,0.75,2.833,33.0,7.125,-24.0,
2011-01-13,,,97.0,89.417,76.0,,5.833,7.583,1.75,9.792,10,1.167,7.5,64.0,35.25,10.0,
2011-01-14,,,99.0,79.083,57.0,,4.5,5.792,1.292,9.833,4,1.25,6.625,43.0,18.958,3.0,
2011-01-15,,,98.0,90.375,70.0,,5.25,6.25,1.0,9.375,6,0.875,8.125,31.0,16.542,0.0,
2011-01-16,,,94.0,65.292,51.0,,3.083,3.75,0.667,8.667,0,0.167,6.583,48.0,30.25,-5.0,
2011-01-17,,,95.0,66.542,52.0,,6.609,8.391,1.783,8.542,0,0.217,3.958,53.0,31.75,-9.0,
2011-01-18,,,99.0,83.875,48.0,,9.583,16.292,6.708,8.167,4,0.75,6.958,95.0,38.667,-22.0,
2011-01-19,,,99.0,73.458,60.0,,4.75,5.458,0.708,8.167,0,2.75,8.458,93.0,77.417,48.0,
2011-01-20,,,83.0,70.917,62.0,,3.833,4.542,0.708,9.583,0,2.0,9.565,99.0,80.917,63.0,
2011-01-21,,,94.0,81.0,64.0,,6.958,9.25,2.292,7.417,1,0.583,7.792,94.0,67.5,46.0,
2011-01-22,,,92.0,77.042,64.0,,4.333,5.417,1.083,3.083,1,0.625,2.042,101.0,78.917,59.0,
2011-01-23,,,93.0,85.833,78.0,,4.167,5.75,1.583,6.458,4,0.5,5.25,58.0,21.042,-3.0,
2011-01-24,,,97.0,78.583,64.0,,3.913,5.217,1.304,5.136,2,0.565,4.375,24.0,9.375,-4.0,
2011-01-25,,,98.0,91.958,77.0,,5.583,7.708,2.125,3.917,11,0.917,3.083,24.0,5.417,-4.0,
2011-01-26,,,97.0,90.25,79.0,,6.875,8.875,2.0,6.125,5,1.25,5.042,12.0,-4.458,-12.0,
2011-01-27,,,99.0,93.583,80.0,,8.125,10.625,2.5,8.583,13,2.0,7.292,27.0,10.417,2.0,
2011-01-28,,,99.0,82.583,66.0,,2.875,3.625,0.75,8.792,2,1.583,6.417,11.0,0.292,-8.0,
2011-01-29,,,98.0,89.875,79.0,,3.458,3.917,0.458,6.292,4,0.583,4.542,-3.0,-9.875,-22.0,
2011-01-30,,,96.0,83.625,65.0,,4.857,6.381,1.524,8.875,3,1.0,5.286,17.0,-2.0,-19.0,
2011-01-31,,,98.0,87.542,62.0,,9.435,12.522,3.087,8.875,3,0.81,9.222,27.0,-2.375,-42.0,
2011-02-01,,,97.0,68.375,50.0,,3.083,4.25,1.167,11.167,12,1.478,11.875,43.0,16.625,-17.0,
2011-02-02,,,97.0,66.542,39.0,,2.792,4.0,1.208,8.792,5,1.043,8.833,7.0,-10.833,-24.0,
2011-02-03,,,98.0,92.0,76.0,,7.875,10.958,3.083,4.125,13,1.083,5.667,18.0,-5.875,-40.0,
2011-02-04,,,98.0,85.208,70.0,,3.458,4.375,0.917,12.042,9,1.708,11.833,41.0,22.083,6.0,
2011-02-05,,,97.0,82.417,58.0,,8.292,9.667,1.375,11.667,0,0.833,10.958,57.0,24.75,-7.0,
2011-02-06,,,99.0,89.125,56.0,,19.909,33.591,13.682,18.545,4,1.208,23.458,84.0,37.25,-7.0,
2011-02-07,,,99.0,96.5,91.0,,14.565,19.217,4.652,9.833,24,1.375,14.667,61.0,43.833,11.0,
2011-02-08,,,99.0,90.0,66.0,,3.609,5.478,1.87,4.208,11,0.958,6.333,29.0,3.292,-13.0,
2011-02-09,,,97.0,88.292,76.0,,6.043,8.0,1.957,1.333,6,1.217,4.333,21.0,-0.292,-14.0,
2011-02-10,,,99.0,94.042,84.0,,8.083,11.042,2.958,3.667,7,1.0,6.292,21.0,11.25,3.0,
2011-02-11,,,98.0,80.375,58.0,,5.083,6.417,1.333,5.333,2,1.0,9.25,33.0,10.625,-21.0,
2011-02-12,,,94.0,80.542,56.0,,5.583,6.333,0.75,8.083,1,0.875,11.583,34.0,11.625,-12.0,
2011-02-13,,,98.0,85.833,60.0,,11.042,14.25,3.208,7.917,0,1.292,13.625,48.0,16.708,-12.0,
2011-02-14,,,99.0,93.375,84.0,,15.292,24.375,9.083,9.958,0,1.167,16.375,65.0,36.833,9.0,
2011-02-15,,,94.0,73.333,54.0,,4.708,5.542,0.833,10.667,3,1.125,15.125,64.0,33.0,-15.0,
2011-02-16,,,93.0,69.542,52.0,,5.391,6.348,0.957,5.208,1,1.13,7.542,51.0,20.625,-16.0,
2011-02-17,,,98.0,88.958,74.0,,3.417,4.208,0.792,4.792,9,1.125,9.958,28.0,3.583,-14.0,
2011-02-18,,,97.0,84.375,58.0,,3.792,4.667,0.875,4.708,2,0.792,7.875,10.0,-15.75,-32.0,
2011-02-19,,,99.0,82.667,58.0,,3.708,4.25,0.542,4.375,2,0.708,6.125,36.0,4.333,-31.0,
2011-02-20,,,99.0,88.042,69.0,,6.667,8.542,1.875,4.75,4,1.333,6.875,55.0,25.125,3.0,
2011-02-21,,,97.0,82.125,61.0,,6.917,8.583,1.667,10.292,2,3.792,15.739,87.0,43.875,24.0,
2011-02-22,,,97.0,73.167,53.0,,8.0,11.0,3.0,18.458,0,3.542,27.542,77.0,50.042,-1.0,
2011-02-23,,,99.0,91.667,75.0,,10.87,15.609,4.739,16.708,15,2.087,25.167,101.0,70.792,52.0,
2011-02-24,,,94.0,72.292,57.0,,5.0,5.696,0.696,19.739,0,2.957,24.217,82.0,58.792,35.0,
