date,NO2_mean,NOX_mean,NO_mean,SO2_mean
2011-01-01,2.625,3.167,0.542,3.5
2011-01-02,2.375,2.958,0.583,2.083
2011-01-03,2.958,3.708,0.75,2.75
2011-01-04,2.833,3.583,0.75,2.5
2011-01-05,3.917,5.125,1.208,2.125
2011-01-06,3.208,4.375,1.167,1.417
2011-01-07,3.391,4.348,0.957,2.0
2011-01-08,3.917,5.458,1.542,1.833
2011-01-09,3.75,5.125,1.375,2.083
2011-01-10,5.875,7.708,1.833,6.5
2011-01-11,5.083,6.375,1.292,4.625
2011-01-12,4.783,6.87,2.087,2.727
2011-01-13,3.625,4.5,0.875,3.167
2011-01-14,5.5,6.958,1.458,4.375
2011-01-15,5.333,6.667,1.333,1.792
2011-01-16,7.042,9.208,2.167,1.125
2011-01-17,4.913,6.957,2.043,1.174
2011-01-18,5.333,8.875,3.542,5.958
2011-01-19,9.375,12.5,3.125,1.75
2011-01-20,6.958,10.708,3.75,1.417
2011-01-21,5.5,7.792,2.292,2.0
2011-01-22,4.375,6.208,1.833,1.917
2011-01-23,2.833,3.417,0.583,1.208
2011-01-24,3.208,4.083,0.875,2.0
2011-01-25,4.043,5.478,1.435,3.783
2011-01-26,4.042,5.583,1.542,1.625
2011-01-27,4.792,6.333,1.542,3.625
2011-01-28,5.583,7.042,1.458,2.542
2011-01-29,4.125,5.25,1.125,3.208
2011-01-30,5.208,6.833,1.625,2.833
2011-01-31,5.609,7.565,1.957,5.913
2011-02-01,4.042,4.875,0.833,4.125
2011-02-02,2.708,3.542,0.833,1.083
2011-02-03,2.917,3.958,1.042,1.208
2011-02-04,4.625,5.958,1.333,2.75
2011-02-05,4.708,5.583,0.875,1.458
2011-02-06,7.333,10.25,2.917,1.0
2011-02-07,3.208,4.25,1.042,1.292
2011-02-08,2.5,3.375,0.875,1.0
2011-02-09,2.87,3.783,0.913,1.087
2011-02-10,5.792,8.0,2.208,1.913
2011-02-11,2.75,3.375,0.625,4.125
2011-02-12,3.25,3.833,0.583,2.917
2011-02-13,10.333,13.625,3.292,1.167
2011-02-14,11.565,17.739,6.174,1.0
2011-02-15,8.292,10.667,2.375,1.042
2011-02-16,4.167,5.333,1.167,1.25
2011-02-17,3.042,3.833,0.792,1.458
2011-02-18,2.625,3.292,0.667,1.583
2011-02-19,2.083,2.458,0.375,1.042
2011-02-20,3.565,5.0,1.435,4.739
2011-02-21,7.458,10.083,2.625,11.0
2011-02-22,5.458,7.417,1.958,2.292
2011-02-23,5.818,7.682,1.864,1.417
2011-02-24,6.667,7.833,1.167,3.833
2011-02-25,5.0,6.292,1.292,1.208
2011-02-26,3.917,4.958,1.042,1.417
2011-02-27,3.5,5.083,1.583,2.542
2011-02-28,5.455,7.182,1.727,1.5
2011-03-01,5.292,7.333,2.042,1.0
2011-03-02,7.125,9.958,2.833,1.0
2011-03-03,4.75,6.333,1.583,1.708
2011-03-04,2.75,3.583,0.833,1.0
2011-03-05,3.917,6.167,2.25,1.917
2011-03-06,3.0,4.5,1.5,1.125
2011-03-07,7.708,11.083,3.375,1.583
2011-03-08,6.696,9.13,2.435,2.261
2011-03-09,6.174,8.217,2.043,1.783
2011-03-10,2.958,3.833,0.875,3.25
2011-03-11,2.833,3.167,0.333,3.25
2011-03-12,2.542,2.958,0.417,1.0
2011-03-13,3.913,4.913,1.0,4.292
2011-03-14,3.478,4.0,0.522,2.292
2011-03-15,5.0,5.818,0.818,3.478
2011-03-16,8.0,10.042,2.042,1.875
2011-03-17,3.208,4.583,1.375,1.0
2011-03-18,2.667,3.792,1.125,1.0
2011-03-19,2.792,4.083,1.292,1.958
2011-03-20,3.625,4.833,1.208,1.125
2011-03-21,3.583,4.708,1.125,2.667
2011-03-22,3.667,4.708,1.042,5.875
2011-03-23,4.87,6.348,1.478,1.13
2011-03-24,2.13,2.522,0.391,1.875
2011-03-25,1.708,1.875,0.167,1.833
2011-03-26,2.583,3.042,0.458,1.542
2011-03-27,3.125,3.708,0.583,2.25
2011-03-28,3.875,4.417,0.542,3.0
2011-03-29,3.958,4.458,0.5,3.292
2011-03-30,3.348,3.913,0.565,1.87
2011-03-31,2.208,2.75,0.542,1.583
2011-04-01,3.583,4.75,1.167,9.375
2011-04-02,3.375,4.333,0.958,7.625
2011-04-03,4.833,6.125,1.292,5.667
2011-04-04,4.875,6.583,1.708,4.792
2011-04-05,3.522,4.652,1.13,3.875
2011-04-06,2.375,3.125,0.75,3.583
2011-04-07,2.25,3.292,1.042,3.167
2011-04-08,2.125,3.25,1.125,3.13
2011-04-09,2.542,3.667,1.125,4.958
2011-04-10,2.917,3.792,0.875,5.875
2011-04-11,3.958,4.958,1.0,6.5
2011-04-12,3.708,4.5,0.792,5.708
2011-04-13,2.958,3.583,0.625,9.25
2011-04-14,2.958,3.708,0.75,6.917
2011-04-15,3.696,5.217,1.522,5.875
2011-04-16,3.75,4.583,0.833,6.042
2011-04-17,4.833,5.667,0.833,5.542
2011-04-18,3.0,3.826,0.826,5.391
2011-04-19,3.667,4.333,0.667,4.167
2011-04-20,3.375,3.583,0.208,5.208
2011-04-21,3.958,4.375,0.417,7.478
2011-04-22,5.667,7.208,1.542,5.25
2011-04-23,3.042,3.667,0.625,4.458
2011-04-24,3.542,3.917,0.375,5.042
2011-04-25,4.0,4.652,0.652,5.542
2011-04-26,3.917,4.625,0.708,9.208
2011-04-27,3.833,5.25,1.417,4.792
2011-04-28,2.833,3.417,0.583,4.667
2011-04-29,2.542,2.792,0.25,6.583
2011-04-30,3.208,3.792,0.583,4.75
2011-05-01,2.375,3.208,0.833,4.333
2011-05-02,3.957,4.783,0.826,5.833
2011-05-03,4.458,5.875,1.417,4.417
2011-05-04,2.542,3.583,1.042,4.792
2011-05-05,2.917,3.917,1.0,3.333
2011-05-06,2.042,3.0,0.958,1.913
2011-05-07,2.75,4.333,1.583,1.708
2011-05-08,2.583,4.625,2.042,2.708
2011-05-09,2.417,5.042,2.625,4.875
2011-05-10,2.167,5.125,2.958,4.542
2011-05-11,2.261,4.652,2.391,3.917
2011-05-12,2.667,4.5,1.833,3.0
2011-05-13,2.792,3.167,0.375,4.708
2011-05-14,2.917,2.958,0.042,6.25
2011-05-15,3.292,3.292,0.0,9.708
2011-05-16,3.958,4.208,0.25,9.417
2011-05-17,4.348,5.217,0.87,6.875
2011-05-18,3.542,4.167,0.625,6.375
2011-05-19,2.75,3.792,1.042,4.042
2011-05-20,3.435,5.391,1.957,2.609
2011-05-21,2.208,4.542,2.333,2.375
2011-05-22,2.0,3.75,1.75,3.875
2011-05-23,4.792,7.083,2.292,2.708
2011-05-24,3.333,5.042,1.708,1.958
2011-05-25,0.913,1.174,0.261,2.042
2011-05-26,2.083,2.833,0.75,1.375
2011-05-27,3.875,5.292,1.417,1.417
2011-05-28,4.5,6.0,1.5,1.958
2011-05-29,1.542,2.083,0.542,2.083
2011-05-30,1.833,2.25,0.417,3.333
2011-05-31,2.375,2.875,0.5,3.792
2011-06-01,3.826,5.261,1.435,4.292
2011-06-02,3.667,5.333,1.667,2.917
2011-06-03,2.667,3.75,1.083,2.783
2011-06-04,2.125,3.208,1.083,3.167
