date,PM25_mean,SO2_mean,SPM_mean
2011-03-01,,0.041666666666666664,
2011-03-02,,0.08333333333333333,
2011-03-03,,0.625,
2011-03-04,,0.041666666666666664,
2011-03-05,,0.0,
2011-03-06,,0.0,
2011-03-07,,0.5416666666666666,
2011-03-08,,1.0416666666666667,
2011-03-09,,0.5833333333333334,
2011-03-10,,1.3333333333333333,
2011-03-11,,1.9166666666666667,
2011-03-12,,0.6666666666666666,
2011-03-13,,0.7916666666666666,
2011-03-14,,2.5416666666666665,
2011-03-15,,2.0833333333333335,
2011-03-16,,0.8695652173913043,
2011-03-17,,0.0,
2011-03-18,,0.0,
2011-03-19,,0.5833333333333334,
2011-03-20,,0.625,
2011-03-21,,1.0,
2011-03-23,,0.2222222222222222,
2011-03-24,,1.5833333333333333,
2011-03-25,,1.3333333333333333,
2011-03-26,,1.0,
2011-03-27,,1.25,
2011-03-28,,1.5454545454545454,
2011-03-29,,2.0,
2011-03-30,,0.7916666666666666,
2011-03-31,,0.8333333333333334,
2012-01-01,,1.0,
2012-01-02,,1.3333333333333333,
2012-01-03,,1.625,
2012-01-04,,2.0833333333333335,
2012-01-05,,1.9565217391304348,
2012-01-06,,0.9583333333333334,
2012-01-07,,1.2083333333333333,
2012-01-08,,0.9565217391304348,
2012-01-09,,3.5833333333333335,
2012-01-10,,1.7916666666666667,
2012-01-11,,8.208333333333334,
2012-01-12,,1.375,
2012-01-13,,0.5,
2012-01-14,,0.875,
2012-01-15,,2.869565217391304,
2012-01-16,,1.7916666666666667,
2012-01-17,,1.4583333333333333,
2012-01-18,,1.0,
2012-01-19,,1.0,
2012-01-20,,2.6666666666666665,
2012-01-21,,1.2727272727272727,
2012-01-22,,0.041666666666666664,
2012-01-23,,0.4583333333333333,
2012-01-24,,0.5833333333333334,
2012-01-25,,1.4583333333333333,
2012-01-26,,4.416666666666667,
2012-01-27,,1.0833333333333333,
2012-01-28,,0.8333333333333334,
2012-01-29,,2.5,
2012-01-30,,9.25,
2012-01-31,,4.125,
2012-02-01,,0.08333333333333333,
2012-02-02,,0.25,
2012-02-03,,2.6666666666666665,
2012-02-04,,0.08333333333333333,
2012-02-05,,0.391304347826087,
2012-02-06,,0.375,
2012-02-07,,1.625,
2012-02-08,,1.0,
2012-02-09,,1.625,
2012-02-10,,1.0416666666666667,
2012-02-11,,3.0833333333333335,
2012-02-12,,0.7391304347826086,
2012-02-13,,2.4583333333333335,
2012-02-14,,1.4583333333333333,
2012-02-15,,0.9166666666666666,
2012-02-16,,1.375,
2012-02-17,,0.875,
2012-02-18,,0.22727272727272727,
2012-02-19,,0.0,
2012-02-20,,0.625,
2012-02-21,,2.5833333333333335,
2012-02-22,,2.7916666666666665,
2012-02-23,,2.75,
2012-02-24,,1.125,
2012-02-25,,3.217391304347826,
2012-02-26,,0.7916666666666666,
2012-02-27,,0.375,
2012-02-28,,1.2083333333333333,
2012-03-01,,0.4583333333333333,
2012-03-02,,1.0,
2012-03-03,,1.4166666666666667,
2012-03-04,,3.2916666666666665,
2012-03-05,,2.0454545454545454,
2012-03-06,,0.9166666666666666,
2012-03-07,,2.0416666666666665,
2012-03-08,,2.0,
2012-03-09,,1.5,
2012-03-10,,0.16666666666666666,
2012-03-11,,2.1666666666666665,
2012-03-12,,3.0869565217391304,
2012-03-13,,1.5416666666666667,
2012-03-14,,1.2083333333333333,
2012-03-15,,3.5,
2012-03-16,,0.8333333333333334,
2012-03-17,,1.25,
2012-03-18,,0.08695652173913043,
2012-03-19,,0.9166666666666666,
2012-03-20,,0.2916666666666667,
2012-03-21,,0.75,
2012-03-22,,3.4583333333333335,
2012-03-23,,0.875,
2012-03-24,,1.1666666666666667,
2012-03-25,,1.0909090909090908,
2012-03-26,,1.9583333333333333,
2012-03-27,,0.0,
2012-03-28,,0.5416666666666666,
2012-03-29,,0.625,
2012-03-30,,5.583333333333333,
2012-03-31,,1.75,
2012-04-01,,1.0,
2012-04-02,,0.875,
2012-04-03,,0.34782608695652173,
2012-04-04,,1.125,
2012-04-05,,1.625,
2012-04-06,,1.25,
2012-04-07,,1.0,
2012-04-08,,2.4583333333333335,
2012-04-09,,1.7916666666666667,
2012-04-10,,0.6818181818181818,
2012-04-11,,0.0,
2012-04-12,,0.4166666666666667,
2012-04-13,,0.20833333333333334,
2012-04-14,,0.8333333333333334,
