date,CO_mean,NO2_mean,NOX_mean,NO_mean
2011-01-01,,8.833333333333334,13.083333333333334,4.25
2011-01-02,,9.25,12.583333333333334,3.3333333333333335
2011-01-03,,13.041666666666666,18.0,4.958333333333333
2011-01-04,,12.958333333333334,19.458333333333332,6.5
2011-01-05,,20.047619047619047,37.23809523809524,17.19047619047619
2011-01-06,,18.416666666666668,37.083333333333336,18.666666666666668
2011-01-07,,13.5,27.125,13.625
2011-01-08,,13.708333333333334,23.083333333333332,9.375
2011-01-09,,15.5,28.125,12.625
2011-01-10,,21.041666666666668,38.541666666666664,17.5
2011-01-11,,14.875,30.416666666666668,15.541666666666666
2011-01-12,,18.181818181818183,36.86363636363637,18.681818181818183
2011-01-13,,20.416666666666668,40.583333333333336,20.166666666666668
2011-01-14,,20.75,38.333333333333336,17.583333333333332
2011-01-15,,14.541666666666666,22.458333333333332,7.916666666666667
2011-01-16,,17.041666666666668,36.166666666666664,19.125
2011-01-17,,11.583333333333334,24.625,13.041666666666666
2011-01-18,,16.166666666666668,36.458333333333336,20.291666666666668
2011-01-19,,14.0,51.86363636363637,37.86363636363637
2011-01-20,,9.416666666666666,24.375,14.958333333333334
2011-01-21,,14.125,39.666666666666664,25.541666666666668
2011-01-22,,10.416666666666666,20.458333333333332,10.041666666666666
2011-01-23,,12.5,23.791666666666668,11.291666666666666
2011-01-24,,15.0,26.333333333333332,11.333333333333334
2011-01-25,,16.75,30.791666666666668,14.041666666666666
2011-01-26,,18.0,33.90909090909091,15.909090909090908
2011-01-27,,20.791666666666668,38.958333333333336,18.166666666666668
2011-01-28,,18.416666666666668,30.958333333333332,12.541666666666666
2011-01-29,,14.375,21.291666666666668,6.916666666666667
2011-01-30,,18.833333333333332,34.125,15.291666666666666
2011-01-31,,19.0,34.125,15.125
2011-02-01,,16.583333333333332,28.166666666666668,11.583333333333334
2011-02-02,,12.0,18.545454545454547,6.545454545454546
2011-02-03,,18.956521739130434,34.82608695652174,15.869565217391305
2011-02-04,,20.125,34.583333333333336,14.458333333333334
2011-02-05,,14.583333333333334,23.875,9.291666666666666
2011-02-06,,14.208333333333334,41.041666666666664,26.833333333333332
2011-02-07,,14.916666666666666,34.833333333333336,19.916666666666668
2011-02-08,,14.375,23.458333333333332,9.083333333333334
2011-02-09,,17.181818181818183,33.04545454545455,15.863636363636363
2011-02-10,,15.708333333333334,27.75,12.041666666666666
2011-02-11,,15.583333333333334,24.958333333333332,9.375
2011-02-12,,13.625,20.375,6.75
2011-02-13,,16.291666666666668,40.708333333333336,24.416666666666668
2011-02-14,,15.416666666666666,53.416666666666664,38.0
2011-02-15,,18.583333333333332,42.25,23.666666666666668
2011-02-16,,13.136363636363637,22.045454545454547,8.909090909090908
2011-02-17,,15.25,26.083333333333332,10.833333333333334
2011-02-18,,12.875,20.833333333333332,7.958333333333333
2011-02-19,,11.166666666666666,16.458333333333332,5.291666666666667
2011-02-20,,17.583333333333332,29.791666666666668,12.208333333333334
2011-02-21,,17.958333333333332,30.375,12.416666666666666
2011-02-22,,14.041666666666666,38.208333333333336,24.166666666666668
2011-02-23,,9.590909090909092,21.363636363636363,11.772727272727273
2011-02-24,,11.75,15.375,3.625
2011-02-25,,15.583333333333334,30.916666666666668,15.333333333333334
2011-02-26,,6.75,9.416666666666666,2.6666666666666665
2011-02-27,,15.083333333333334,25.666666666666668,10.583333333333334
2011-02-28,,15.208333333333334,25.708333333333332,10.5
2011-03-01,,14.761904761904763,32.57142857142857,17.80952380952381
2011-03-02,,16.625,40.708333333333336,24.083333333333332
2011-03-03,,8.5,13.625,5.125
2011-03-04,,10.833333333333334,20.5,9.666666666666666
2011-03-05,,16.5,36.541666666666664,20.041666666666668
2011-03-06,,15.0,27.833333333333332,12.833333333333334
2011-03-07,,14.625,21.833333333333332,7.208333333333333
2011-03-08,,15.318181818181818,30.227272727272727,14.909090909090908
2011-03-09,,17.75,34.125,16.375
2011-03-10,,10.75,15.833333333333334,5.083333333333333
2011-03-11,,8.5,11.5,3.0
2011-03-12,,10.833333333333334,16.625,5.791666666666667
2011-03-13,,15.625,25.583333333333332,9.958333333333334
2011-03-14,,16.5,25.458333333333332,8.958333333333334
2011-03-15,,14.590909090909092,21.59090909090909,7.0
2011-03-16,,15.5625,29.1875,13.625
2011-03-17,,16.416666666666668,34.125,17.708333333333332
2011-03-18,,13.375,26.125,12.75
2011-03-19,,12.958333333333334,22.25,9.291666666666666
2011-03-20,,16.25,25.291666666666668,9.041666666666666
2011-03-21,,18.166666666666668,26.333333333333332,8.166666666666666
2011-03-22,,15.954545454545455,24.0,8.045454545454545
2011-03-23,,16.083333333333332,36.5,20.416666666666668
2011-03-24,,14.25,17.708333333333332,3.4583333333333335
2011-03-25,,9.75,11.75,2.0
2011-03-26,,15.375,21.875,6.5
2011-03-27,,16.416666666666668,24.791666666666668,8.375
2011-03-28,,12.75,18.208333333333332,5.458333333333333
2011-03-29,,15.590909090909092,21.272727272727273,5.681818181818182
2011-03-30,,14.958333333333334,21.75,6.791666666666667
2011-03-31,,12.791666666666666,20.375,7.583333333333333
2011-04-01,,18.347826086956523,24.565217391304348,6.217391304347826
2011-04-02,,16.75,23.333333333333332,6.583333333333333
2011-04-03,,5.75,6.708333333333333,0.9583333333333334
2011-04-04,,6.25,8.708333333333334,2.4583333333333335
2011-04-05,,13.166666666666666,19.083333333333332,5.916666666666667
2011-04-06,,13.0,18.333333333333332,5.333333333333333
2011-04-07,,10.391304347826088,16.695652173913043,6.304347826086956
2011-04-08,,11.625,19.916666666666668,8.291666666666666
2011-04-09,,9.5,18.375,8.875
2011-04-10,,9.125,12.625,3.5
2011-04-11,,10.125,15.375,5.25
2011-04-12,,11.5,15.708333333333334,4.208333333333333
2011-04-13,,12.0,17.333333333333332,5.333333333333333
2011-04-14,,14.681818181818182,20.09090909090909,5.409090909090909
2011-04-15,,15.625,22.333333333333332,6.708333333333333
2011-04-16,,10.5,18.083333333333332,7.583333333333333
2011-04-17,,8.791666666666666,11.708333333333334,2.9166666666666665
2011-04-18,,18.541666666666668,35.791666666666664,17.25
2011-04-19,,14.958333333333334,23.166666666666668,8.208333333333334
2011-04-20,,9.416666666666666,13.541666666666666,4.125
2011-04-21,,13.65,21.4,7.75
2011-04-22,,16.583333333333332,29.75,13.166666666666666
2011-04-23,,10.625,15.458333333333334,4.833333333333333
2011-04-24,,9.083333333333334,12.375,3.2916666666666665
2011-04-25,,14.0,20.041666666666668,6.041666666666667
2011-04-26,,12.958333333333334,19.791666666666668,6.833333333333333
2011-04-27,,10.958333333333334,20.041666666666668,9.083333333333334
2011-04-28,,12.952380952380953,19.38095238095238,6.428571428571429
2011-04-29,,10.291666666666666,15.041666666666666,4.75
2011-04-30,,12.75,20.375,7.625
2011-05-01,,7.375,10.666666666666666,3.2916666666666665
2011-05-02,,12.25,18.75,6.5
2011-05-03,,10.333333333333334,16.25,5.916666666666667
2011-05-04,,8.75,13.958333333333334,5.208333333333333
2011-05-05,,9.454545454545455,14.136363636363637,4.681818181818182
2011-05-06,,10.5,16.916666666666668,6.416666666666667
2011-05-07,,9.541666666666666,15.958333333333334,6.416666666666667
2011-05-08,,5.666666666666667,9.458333333333334,3.7916666666666665
2011-05-09,,9.541666666666666,15.666666666666666,6.125
2011-05-10,,8.5,19.416666666666668,10.916666666666666
2011-05-11,,6.125,16.791666666666668,10.666666666666666
2011-05-12,,7.7727272727272725,27.272727272727273,19.5
2011-05-13,,14.083333333333334,21.833333333333332,7.75
2011-05-14,,13.5,18.75,5.25
2011-05-15,,10.125,12.583333333333334,2.4583333333333335
2011-05-16,,11.25,15.5,4.25
2011-05-17,,11.541666666666666,16.875,5.333333333333333
2011-05-18,,13.333333333333334,18.083333333333332,4.75
2011-05-19,,11.090909090909092,16.363636363636363,5.2727272727272725
2011-05-20,,8.708333333333334,13.333333333333334,4.625
2011-05-21,,7.458333333333333,13.541666666666666,6.083333333333333
2011-05-22,,5.625,10.166666666666666,4.541666666666667
2011-05-23,,10.666666666666666,22.083333333333332,11.416666666666666
2011-05-24,,11.75,19.5,7.75
2011-05-25,,10.916666666666666,16.708333333333332,5.791666666666667
2011-05-26,,12.952380952380953,25.19047619047619,12.238095238095237
2011-05-27,,15.666666666666666,33.625,17.958333333333332
2011-05-28,,11.375,32.208333333333336,20.833333333333332
2011-05-29,,6.375,13.625,7.25
