date,NO2_mean,NOX_mean,NO_mean,PM25_mean
2014-03-02,10.167,13.0,2.833,21.625
2014-03-03,15.083,18.917,3.833,18.167
2014-03-04,3.833,3.833,0.0,11.792
2014-03-05,6.952,7.81,0.857,11.048
2014-03-06,9.875,10.458,0.583,17.917
2014-03-07,7.0,7.304,0.304,17.083
2014-03-08,8.0,9.958,1.958,15.667
2014-03-09,6.25,6.292,0.042,16.417
2014-03-10,2.0,2.0,0.0,6.417
2014-03-11,3.095,3.095,0.0,8.333
2014-03-12,6.042,6.167,0.125,21.583
2014-03-13,9.75,11.625,1.875,15.917
2014-03-14,5.609,6.087,0.478,30.0
2014-03-15,5.75,6.125,0.375,18.667
2014-03-16,14.208,19.375,5.167,16.292
2014-03-17,9.375,17.542,8.167,19.625
2014-03-18,7.0,7.75,0.75,14.667
2014-03-19,1.952,2.048,0.095,3.905
2014-03-20,4.583,5.0,0.417,11.875
2014-03-21,7.609,8.174,0.565,17.958
2014-03-22,6.417,6.625,0.208,49.542
2014-03-23,6.292,6.708,0.417,18.583
2014-03-24,7.25,7.792,0.542,9.667
2014-03-25,9.417,10.458,1.042,12.583
2014-03-26,10.042,11.292,1.25,15.458
2014-03-27,12.333,13.714,1.381,18.048
2014-03-28,7.0,8.087,1.087,19.042
2014-03-29,3.875,4.125,0.25,15.25
2014-03-30,6.25,7.042,0.792,18.208
2014-03-31,11.083,12.167,1.083,29.208
2015-01-01,9.042,11.208,2.167,30.042
2015-01-02,10.696,11.304,0.609,22.125
2015-01-03,8.292,9.5,1.208,17.5
2015-01-04,9.208,15.958,6.75,21.417
2015-01-05,9.917,12.208,2.292,29.917
2015-01-06,14.042,19.583,5.542,14.625
2015-01-07,6.667,7.952,1.286,18.333
2015-01-08,4.917,4.917,0.0,10.417
2015-01-09,10.696,13.13,2.435,15.75
2015-01-10,10.167,11.333,1.167,19.417
2015-01-11,9.708,11.417,1.708,27.333
2015-01-12,9.958,14.958,5.0,15.25
2015-01-13,9.0,9.417,0.417,7.833
2015-01-14,9.381,11.0,1.619,11.429
2015-01-15,12.542,14.792,2.25,14.583
2015-01-16,12.857,19.143,6.286,32.542
2015-01-17,10.375,11.542,1.167,23.042
2015-01-18,3.125,3.125,0.0,9.958
2015-01-19,0.875,0.875,0.0,2.083
2015-01-20,3.571,3.571,0.0,9.476
2015-01-21,12.5,15.625,3.125,18.708
2015-01-22,9.458,13.875,4.417,16.917
2015-01-23,7.476,10.19,2.714,19.583
2015-01-24,1.875,1.875,0.0,4.958
2015-01-25,7.625,7.875,0.25,9.583
2015-01-26,10.0,10.625,0.625,15.542
2015-01-27,13.714,20.048,6.333,21.571
2015-01-28,18.792,28.333,9.542,25.583
2015-01-29,12.458,19.0,6.542,9.625
2015-01-30,5.048,5.762,0.714,3.417
2015-01-31,5.208,5.958,0.75,15.792
2015-02-01,8.792,9.333,0.542,43.292
2015-02-02,8.125,9.833,1.708,12.083
2015-02-03,7.238,7.476,0.238,13.333
2015-02-04,7.875,8.375,0.5,23.375
2015-02-05,11.583,12.125,0.542,23.125
2015-02-06,5.35,6.85,1.5,13.792
2015-02-07,5.083,5.208,0.125,18.0
2015-02-08,6.708,7.833,1.125,17.792
2015-02-09,3.429,3.429,0.0,19.762
2015-02-10,15.208,18.0,2.792,14.708
2015-02-11,16.583,19.333,2.75,22.833
2015-02-12,19.5,26.417,6.917,20.417
2015-02-13,10.652,14.565,3.913,6.042
2015-02-14,1.792,1.792,0.0,10.792
2015-02-15,1.417,1.417,0.0,5.0
2015-02-16,5.208,5.25,0.042,7.833
2015-02-17,7.19,7.381,0.19,11.524
2015-02-18,11.208,13.75,2.542,10.292
2015-02-19,17.667,21.083,3.417,12.042
2015-02-20,4.609,4.609,0.0,5.75
2015-02-21,3.917,3.917,0.0,15.208
2015-02-22,11.708,13.458,1.75,13.375
2015-02-23,8.095,8.333,0.238,12.238
2015-02-24,6.542,6.583,0.042,12.625
2015-02-25,6.042,6.25,0.208,9.667
2015-02-26,13.958,16.75,2.792,23.292
2015-02-27,11.435,12.696,1.261,31.833
2015-02-28,8.0,8.208,0.208,24.625
2015-03-01,7.429,8.429,1.0,14.19
2015-03-02,8.25,9.042,0.792,20.333
2015-03-03,9.25,9.333,0.083,18.083
2015-03-04,7.167,7.75,0.583,20.917
2015-03-05,6.435,8.739,2.304,22.0
2015-03-06,5.458,6.5,1.042,12.75
2015-03-07,7.0,9.5,2.5,15.25
2015-03-08,7.762,9.714,1.952,24.952
2015-03-09,3.625,4.458,0.833,13.208
2015-03-10,6.292,7.375,1.083,6.958
2015-03-11,3.917,4.458,0.542,6.542
2015-03-12,6.304,8.478,2.174,12.792
2015-03-13,5.708,6.917,1.208,14.792
2015-03-14,1.917,2.917,1.0,16.583
2015-03-15,6.762,8.095,1.333,27.19
2015-03-16,7.292,8.917,1.625,18.375
2015-03-17,8.167,10.0,1.833,14.375
2015-03-18,7.208,8.542,1.333,9.042
2015-03-19,4.043,4.174,0.13,16.083
2015-03-20,4.708,4.917,0.208,25.917
2015-03-21,2.625,2.625,0.0,10.0
2015-03-22,5.875,6.708,0.833,10.292
2015-03-23,6.714,7.238,0.524,13.429
2015-03-24,4.417,4.75,0.333,13.083
2015-03-25,2.5,2.5,0.0,4.708
2015-03-26,5.739,9.043,3.304,12.5
2015-03-27,2.75,3.75,1.0,18.25
2015-03-28,6.542,7.833,1.292,24.5
2015-03-29,8.143,9.429,1.286,28.095
2015-03-30,5.75,6.792,1.042,23.25
2015-03-31,7.833,9.5,1.667,19.375
2015-04-01,6.667,7.333,0.667,16.75
2015-04-02,2.952,3.238,0.286,23.714
2015-04-03,0.042,0.042,0.0,12.708
2015-04-04,7.783,8.087,0.304,13.375
2015-04-05,2.167,2.167,0.0,10.042
2015-04-06,5.25,5.75,0.5,7.667
2015-04-07,3.714,3.714,0.0,6.524
2015-04-08,3.125,3.125,0.0,9.375
2015-04-09,6.833,7.25,0.417,13.458
2015-04-10,7.333,7.5,0.167,3.125
2015-04-11,2.261,2.348,0.087,5.375
2015-04-12,4.125,4.375,0.25,7.833
2015-04-13,4.292,4.625,0.333,4.417
2015-04-14,1.458,1.458,0.0,9.958
2015-04-15,3.333,3.333,0.0,21.0
2015-04-16,4.917,5.042,0.125,25.375
2015-04-17,5.667,5.75,0.083,19.583
2015-04-18,9.0,10.087,1.087,16.167
2015-04-19,6.125,6.292,0.167,28.375
2015-04-20,3.208,3.25,0.042,7.958
2015-04-21,3.571,3.667,0.095,8.714
2015-04-22,5.417,5.833,0.417,14.792
2015-04-23,7.458,7.75,0.292,25.375
2015-04-24,6.917,7.25,0.333,25.0
2015-04-25,7.957,8.348,0.391,25.333
2015-04-26,6.458,6.542,0.083,19.042
2015-04-27,8.048,8.714,0.667,22.429
2015-04-28,7.958,8.167,0.208,27.583
2015-04-29,4.5,4.583,0.083,4.417
2015-04-30,4.583,4.75,0.167,3.083
2015-05-01,5.042,5.333,0.292,6.0
2015-05-02,3.957,4.174,0.217,11.5
2015-05-03,3.75,3.75,0.0,12.375
2015-05-04,1.375,1.375,0.0,14.75
2015-05-05,4.083,4.083,0.0,17.417
2015-05-06,4.083,4.167,0.083,21.917
2015-05-07,4.381,4.429,0.048,20.095
2015-05-08,5.833,6.292,0.458,11.75
2015-05-09,4.304,4.391,0.087,16.083
2015-05-10,3.125,3.333,0.208,16.875
2015-05-11,5.458,6.042,0.583,23.292
2015-05-12,1.048,1.048,0.0,7.048
2015-05-13,1.458,1.458,0.0,21.714
2015-05-14,3.458,3.833,0.375,16.083
2015-05-15,3.417,3.792,0.375,13.25
2015-05-16,4.913,4.913,0.0,19.417
2015-05-17,4.625,5.0,0.375,27.125
2015-05-18,5.958,6.417,0.458,17.583
2015-05-19,4.048,4.19,0.143,6.762
2015-05-20,4.167,4.167,0.0,24.125
2015-05-21,6.208,6.708,0.5,12.542
2015-05-22,5.542,6.042,0.5,15.375
2015-05-23,7.783,8.087,0.304,24.792
2015-05-24,2.833,2.833,0.0,6.542
2015-05-25,5.083,5.625,0.542,19.667
2015-05-26,6.238,6.667,0.429,22.095
2015-05-27,7.167,7.375,0.208,23.042
2015-05-28,9.125,9.375,0.25,31.208
2015-05-29,4.292,4.375,0.083,18.792
2015-05-30,9.261,9.522,0.261,27.708
2015-05-31,3.667,3.667,0.0,20.833
2015-06-01,4.375,4.375,0.0,28.875
2015-06-02,5.81,5.952,0.143,23.095
2015-06-03,2.667,2.708,0.042,9.5
2015-06-04,5.792,6.042,0.25,12.125
2015-06-05,5.458,5.458,0.0,10.75
2015-06-06,4.043,4.217,0.174,4.708
2015-06-07,5.167,5.458,0.292,15.333
2015-06-08,4.542,4.625,0.083,2.583
2015-06-09,5.619,5.857,0.238,3.095
2015-06-10,6.25,6.75,0.5,10.083
2015-06-11,3.0,3.167,0.167,3.833
2015-06-12,2.292,2.458,0.167,23.042
2015-06-13,4.304,4.304,0.0,32.5
2015-06-14,3.792,3.875,0.083,7.458
2015-06-15,4.75,4.792,0.042,6.458
2015-06-16,4.792,4.792,0.0,17.25
2015-06-17,5.143,5.333,0.19,17.714
2015-06-18,5.042,5.042,0.0,0.542
2015-06-19,5.25,5.375,0.125,2.667
2015-06-20,2.913,3.739,0.826,3.917
2015-06-21,2.625,3.458,0.833,9.875
2015-06-22,3.875,4.958,1.083,18.333
2015-06-23,4.095,5.19,1.095,19.0
2015-06-24,5.667,7.25,1.583,18.833
2015-06-25,4.667,6.167,1.5,5.625
2015-06-26,0.917,1.417,0.5,8.417
2015-06-27,3.696,3.957,0.261,7.958
2015-06-28,3.083,3.083,0.0,9.917
2015-06-29,4.583,5.333,0.75,16.583
2015-06-30,6.792,7.292,0.5,12.625
2015-07-01,1.81,1.81,0.0,9.667
2015-07-02,4.375,4.625,0.25,11.375
2015-07-03,5.958,6.958,1.0,20.667
2015-07-04,3.652,4.217,0.565,17.417
2015-07-05,2.958,3.167,0.208,12.458
2015-07-06,6.25,7.458,1.208,15.792
2015-07-07,8.762,10.0,1.238,5.571
2015-07-08,5.875,8.125,2.25,9.75
2015-07-09,5.292,7.333,2.042,15.25
