date,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean
2011-01-01,1.958,3.0,1.042,7.583,37.083
2011-01-02,1.417,2.417,1.0,6.0,14.042
2011-01-03,1.792,2.792,1.0,7.25,25.25
2011-01-04,1.708,2.708,1.0,4.542,14.583
2011-01-05,1.833,2.875,1.042,4.458,12.333
2011-01-06,2.333,3.542,1.208,4.375,11.458
2011-01-07,2.833,4.125,1.292,5.417,17.875
2011-01-08,2.458,3.667,1.208,4.542,13.583
2011-01-09,3.167,4.625,1.458,9.333,28.708
2011-01-10,4.13,5.652,1.522,11.739,47.913
2011-01-11,2.917,3.917,1.0,8.625,21.708
2011-01-12,2.583,3.625,1.042,5.25,10.0
2011-01-13,2.208,3.0,0.792,7.458,17.917
2011-01-14,2.208,3.167,0.958,8.542,35.417
2011-01-15,2.75,3.667,0.917,5.333,8.667
2011-01-16,2.739,3.696,0.957,4.13,11.391
2011-01-17,2.042,3.042,1.0,3.25,7.0
2011-01-18,5.333,6.875,1.542,4.833,12.833
2011-01-19,7.125,8.917,1.792,4.917,16.833
2011-01-20,5.417,6.958,1.542,3.292,9.75
2011-01-21,2.667,3.917,1.25,3.667,9.75
2011-01-22,2.458,3.458,1.0,3.042,9.833
2011-01-23,1.652,3.0,1.348,3.261,11.565
2011-01-24,1.833,3.208,1.375,4.833,14.958
2011-01-25,1.75,2.625,0.875,5.417,17.667
2011-01-26,1.417,2.417,1.0,3.917,7.542
2011-01-27,1.667,2.625,0.958,5.083,12.917
2011-01-28,3.917,4.917,1.0,6.333,29.333
2011-01-29,1.5,2.5,1.0,7.458,20.542
2011-01-30,2.667,3.917,1.25,6.875,18.208
2011-01-31,2.542,3.75,1.208,7.458,18.417
2011-02-01,1.833,2.833,1.0,6.0,30.375
2011-02-02,1.667,2.708,1.042,2.708,7.333
2011-02-03,2.167,3.167,1.0,2.958,7.5
2011-02-04,1.417,2.583,1.167,5.458,18.125
2011-02-05,2.5,3.625,1.125,5.833,24.5
2011-02-06,3.87,5.565,1.696,4.565,25.87
2011-02-07,2.833,3.833,1.0,3.667,12.792
2011-02-08,1.333,1.75,0.417,3.0,4.667
2011-02-09,1.5,1.958,0.458,3.5,10.625
2011-02-10,2.208,2.917,0.708,3.917,10.458
2011-02-11,2.042,3.0,0.958,4.833,8.875
2011-02-12,2.083,2.958,0.875,4.542,11.083
2011-02-13,6.043,7.13,1.087,4.739,17.174
2011-02-14,6.417,7.75,1.333,2.875,8.167
2011-02-15,5.708,6.75,1.042,3.083,17.292
2011-02-16,2.875,3.625,0.75,4.542,14.125
2011-02-17,1.875,2.5,0.625,4.5,14.917
2011-02-18,1.375,1.5,0.125,3.125,11.917
2011-02-19,1.958,2.125,0.167,3.417,10.625
2011-02-20,1.435,2.13,0.696,3.522,11.304
2011-02-21,4.167,5.167,1.0,3.583,14.75
2011-02-22,3.833,4.792,0.958,4.0,10.917
2011-02-23,3.125,4.042,0.917,3.458,16.208
2011-02-24,1.833,2.583,0.75,10.583,36.042
2011-02-25,2.958,3.917,0.958,4.417,30.583
2011-02-26,1.625,2.208,0.583,2.833,9.792
2011-02-27,1.958,2.5,0.542,3.792,9.958
2011-02-28,3.125,3.958,0.833,3.417,7.833
2011-03-01,4.542,5.5,0.958,3.208,9.542
2011-03-02,2.792,3.375,0.583,2.583,8.458
2011-03-03,1.667,2.125,0.458,4.083,14.208
2011-03-04,2.708,3.292,0.583,4.708,17.417
2011-03-05,3.957,5.304,1.348,2.087,5.304
2011-03-06,1.917,2.917,1.0,3.417,21.708
2011-03-07,2.792,3.792,1.0,5.417,37.5
2011-03-08,3.958,5.167,1.208,5.708,44.708
2011-03-09,3.0,4.042,1.042,5.292,26.583
2011-03-10,1.083,2.083,1.0,4.75,13.0
2011-03-11,1.458,2.458,1.0,7.167,27.0
2011-03-12,1.391,2.391,1.0,3.913,8.87
2011-03-13,2.083,3.167,1.083,4.167,10.542
2011-03-14,2.042,3.25,1.208,5.958,15.083
2011-03-15,1.833,2.958,1.125,9.167,34.292
2011-03-16,2.792,4.0,1.208,6.0,28.167
2011-03-17,0.917,1.917,1.0,3.333,27.958
2011-03-18,1.542,2.625,1.083,3.083,20.0
2011-03-19,1.565,2.609,1.043,3.522,22.739
2011-03-20,1.875,2.583,0.708,4.208,17.167
2011-03-21,2.5,3.083,0.583,6.375,14.875
2011-03-22,2.167,2.583,0.417,5.792,16.583
2011-03-23,1.375,1.625,0.25,2.833,16.292
2011-03-24,1.292,1.875,0.583,5.458,34.167
2011-03-25,1.208,1.75,0.542,4.75,15.208
2011-03-26,2.083,2.792,0.708,3.708,9.125
2011-03-27,1.417,2.125,0.708,4.125,13.083
2011-03-28,1.25,1.875,0.625,6.458,34.083
