date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean
2011-01-01,13.917,15.458,1.542,,8.792,35.542
2011-01-02,8.0,8.417,0.417,,4.542,17.0
2011-01-03,13.957,14.783,0.826,,7.667,30.792
2011-01-04,11.476,12.905,1.429,,4.429,28.762
2011-01-05,16.917,20.333,3.417,,5.625,25.708
2011-01-06,19.083,24.917,5.833,,6.458,25.708
2011-01-07,15.667,20.167,4.5,,5.75,19.875
2011-01-08,18.375,23.0,4.625,,6.833,24.833
2011-01-09,17.238,20.429,3.19,,8.714,41.857
2011-01-10,22.217,31.522,9.304,,11.125,57.25
2011-01-11,15.458,24.5,9.042,,6.833,42.167
2011-01-12,24.375,35.125,10.75,,6.542,21.708
2011-01-13,18.542,23.458,4.917,,7.417,30.125
2011-01-14,16.75,19.125,2.375,,8.208,42.5
2011-01-15,13.625,14.5,0.875,,5.792,28.167
2011-01-16,12.292,13.792,1.5,,4.75,14.917
2011-01-17,12.0,14.05,2.05,,3.778,11.556
2011-01-18,23.042,38.5,15.458,,2.5,
2011-01-19,22.167,35.5,13.333,,2.318,34.083
2011-01-20,11.458,14.292,2.833,,1.565,9.833
2011-01-21,7.792,8.625,0.833,,1.792,11.458
2011-01-22,7.875,8.625,0.75,,1.5,15.292
2011-01-23,7.625,8.708,1.083,,1.292,11.375
2011-01-24,9.0,10.348,1.348,,1.958,16.833
2011-01-25,13.762,15.952,2.19,,3.143,23.286
2011-01-26,14.875,21.875,7.0,,3.417,16.208
2011-01-27,18.167,22.958,4.792,,3.652,27.292
2011-01-28,13.958,18.75,4.792,,4.375,38.208
2011-01-29,7.458,8.708,1.25,,3.625,27.208
2011-01-30,11.375,13.0,1.625,,4.167,25.0
2011-01-31,17.478,20.783,3.304,,5.458,27.25
2011-02-01,14.857,19.429,4.571,,4.0,35.19
2011-02-02,6.667,8.25,1.583,,1.625,11.0
2011-02-03,16.125,19.333,3.208,,3.217,18.625
2011-02-04,16.042,19.875,3.833,,3.833,28.833
2011-02-05,12.167,13.542,1.375,,3.458,35.042
2011-02-06,24.083,43.958,19.875,,3.042,36.875
2011-02-07,9.174,10.13,0.957,,1.917,18.458
2011-02-08,5.714,6.286,0.571,,1.095,9.952
2011-02-09,14.208,17.667,3.458,,2.333,17.583
2011-02-10,16.417,21.417,5.0,,3.174,18.5
2011-02-11,10.333,12.083,1.75,,2.792,14.5
2011-02-12,14.208,15.75,1.542,,3.375,19.333
2011-02-13,24.292,51.708,27.417,,2.375,27.708
2011-02-14,25.25,62.2,36.95,,1.571,24.476
2011-02-15,13.875,22.833,8.958,,1.292,14.583
2011-02-16,12.958,15.042,2.083,,1.917,21.458
2011-02-17,8.25,9.5,1.25,,2.217,14.417
2011-02-18,7.667,8.5,0.833,,2.125,15.208
2011-02-19,9.042,9.667,0.625,,2.625,19.625
2011-02-20,15.583,19.083,3.5,,4.0,19.167
2011-02-21,21.65,26.65,5.0,,3.429,27.0
2011-02-22,22.583,47.208,24.625,,4.125,19.667
2011-02-23,14.958,24.083,9.125,,2.792,19.375
2011-02-24,13.75,14.417,0.667,,7.652,45.708
2011-02-25,11.542,12.458,0.917,,2.375,36.583
2011-02-26,7.5,7.958,0.458,,1.875,12.917
2011-02-27,11.25,15.083,3.833,,2.958,14.833
2011-02-28,10.1,10.7,0.6,,3.476,11.048
2011-03-01,24.0,37.125,13.125,,2.375,18.708
2011-03-02,14.5,16.667,2.167,,2.087,13.958
2011-03-03,5.292,5.5,0.208,,7.625,13.917
2011-03-04,16.917,19.417,2.5,,2.875,23.958
2011-03-05,25.375,51.833,26.458,,2.042,16.583
2011-03-06,9.25,10.25,1.0,,1.857,19.048
2011-03-07,13.417,14.833,1.417,,2.708,51.667
2011-03-08,17.625,24.833,7.208,,3.5,45.583
2011-03-09,8.417,9.0,0.583,,2.348,33.5
2011-03-10,8.25,8.958,0.708,,2.875,18.958
2011-03-11,7.875,8.792,0.917,,4.75,30.167
2011-03-12,7.583,8.083,0.5,,2.25,13.875
2011-03-13,16.95,18.7,1.75,,4.714,18.667
2011-03-14,17.5,21.042,3.542,,4.625,26.667
2011-03-15,16.167,17.917,1.75,,5.833,44.083
2011-03-16,23.417,26.25,2.833,,5.087,44.25
2011-03-17,13.25,14.042,0.792,,1.917,22.833
2011-03-18,11.667,11.917,0.25,,1.542,25.125
2011-03-19,11.857,13.952,2.095,,1.762,25.143
2011-03-20,13.043,16.217,3.174,,2.667,23.167
2011-03-21,14.167,16.292,2.125,,3.333,21.042
2011-03-22,16.167,17.958,1.792,,5.333,27.583
2011-03-23,10.458,11.167,0.708,,2.304,13.167
2011-03-24,5.875,6.5,0.625,,2.708,39.208
