date,SO2_mean,SPM_mean
2011-01-01,1.875,
2011-01-02,2.0,
2011-01-03,2.125,
2011-01-04,1.458,
2011-01-05,2.125,
2011-01-06,1.583,
2011-01-07,2.125,
2011-01-08,2.375,
2011-01-09,2.792,
2011-01-10,3.875,
2011-01-11,2.25,
2011-01-12,2.087,
2011-01-13,2.208,
2011-01-14,2.25,
2011-01-15,2.25,
2011-01-16,1.042,
2011-01-17,2.042,
2011-01-18,1.333,
2011-01-19,1.083,
2011-01-20,1.625,
2011-01-21,1.458,
2011-01-22,1.125,
2011-01-23,1.917,
2011-01-24,2.708,
2011-01-25,2.417,
2011-01-26,1.917,
2011-01-27,1.917,
2011-01-28,2.417,
2011-01-29,3.375,
2011-01-30,2.583,
2011-01-31,3.75,
2011-02-01,1.917,
2011-02-02,1.5,
2011-02-03,1.417,
2011-02-04,1.667,
2011-02-05,1.0,
2011-02-06,1.292,
2011-02-07,2.083,
2011-02-08,1.292,
2011-02-09,1.917,
2011-02-10,1.708,
2011-02-11,1.833,
2011-02-12,2.792,
2011-02-13,1.542,
2011-02-14,1.208,
2011-02-15,2.208,
2011-02-16,3.75,
2011-02-17,3.5,
2011-02-18,3.0,
2011-02-19,2.958,
2011-02-20,2.667,
2011-02-21,3.375,
2011-02-22,4.292,
2011-02-23,3.708,
2011-02-24,8.227,
2011-02-25,3.542,
2011-02-26,2.917,
2011-02-27,2.5,
2011-02-28,2.375,
2011-03-01,2.783,17.857
2011-03-02,2.591,14.318
2011-03-03,4.458,15.542
2011-03-04,3.458,20.208
2011-03-05,2.417,15.375
2011-03-06,2.667,19.208
2011-03-07,4.958,42.042
2011-03-08,3.917,39.542
2011-03-09,3.125,26.0
2011-03-10,3.0,16.875
2011-03-11,3.833,23.167
2011-03-12,2.917,6.667
2011-03-13,2.792,9.417
2011-03-14,3.292,10.375
2011-03-15,4.667,35.708
2011-03-16,5.0,28.875
2011-03-17,3.125,23.792
2011-03-18,2.333,21.208
2011-03-19,2.75,21.708
2011-03-20,2.5,13.792
2011-03-21,2.708,15.958
2011-03-22,3.542,19.208
2011-03-23,1.708,21.458
2011-03-24,3.25,35.333
2011-03-25,2.417,16.625
2011-03-26,2.417,12.875
2011-03-27,2.542,15.375
2011-03-28,2.417,37.458
2011-03-29,3.083,35.333
2011-03-30,11.909,28.682
2011-03-31,2.958,20.917
2011-04-01,4.708,51.25
2011-04-02,4.625,43.583
2011-04-03,4.917,41.667
2011-04-04,6.083,22.625
2011-04-05,4.917,19.875
2011-04-06,5.833,22.167
2011-04-07,11.182,19.545
2011-04-08,1.783,20.391
2011-04-09,5.333,40.417
2011-04-10,5.708,32.417
2011-04-11,4.792,41.458
2011-04-12,4.542,33.208
2011-04-13,5.25,31.167
2011-04-14,5.375,28.833
2011-04-15,5.958,52.958
2011-04-16,6.542,67.167
2011-04-17,7.583,56.625
