date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,THC_mean
2011-01-01,191.375,13.458,13.417,20.333,6.917,18.792,204.833
2011-01-02,188.125,9.833,11.565,15.652,4.087,11.708,197.958
2011-01-03,189.625,10.917,14.0,19.292,5.292,10.292,200.542
2011-01-04,189.083,11.458,16.0,22.875,6.875,10.333,200.542
2011-01-05,190.048,8.905,16.9,22.1,5.2,10.208,198.952
2011-01-06,192.417,21.375,23.167,52.542,29.375,16.542,213.792
2011-01-07,193.333,18.333,21.458,45.833,24.375,13.792,211.667
2011-01-08,193.708,19.083,17.333,34.083,16.75,16.208,212.792
2011-01-09,192.417,17.875,21.292,43.917,22.625,19.25,210.292
2011-01-10,192.667,22.125,23.958,60.958,37.0,23.125,214.792
2011-01-11,190.625,16.208,23.708,53.583,29.875,19.625,206.833
2011-01-12,190.652,18.826,25.042,58.917,33.875,16.125,209.478
2011-01-13,192.333,30.542,28.435,78.217,49.783,21.958,222.875
2011-01-14,192.875,22.417,24.667,59.833,35.167,15.917,215.292
2011-01-15,195.042,22.708,19.0,37.667,18.667,23.25,217.75
2011-01-16,194.583,26.833,30.5,92.083,61.583,28.042,221.417
2011-01-17,191.792,21.083,26.958,67.792,40.833,22.458,212.875
2011-01-18,190.75,23.542,27.25,69.208,41.958,26.75,214.292
2011-01-19,189.65,18.5,23.333,55.417,32.083,26.042,208.15
2011-01-20,188.292,10.792,19.87,34.913,15.043,20.9,199.083
2011-01-21,188.375,12.542,19.458,40.083,20.625,,200.917
2011-01-22,188.792,14.917,13.458,32.333,18.875,,203.708
2011-01-23,190.625,20.0,18.333,65.792,47.458,17.2,210.625
2011-01-24,192.208,17.958,21.25,43.792,22.542,15.917,210.167
2011-01-25,192.208,20.583,23.875,63.958,40.083,19.75,212.792
2011-01-26,191.609,19.0,26.75,69.083,42.333,16.708,210.609
2011-01-27,194.5,23.583,28.739,78.609,49.87,17.833,218.083
2011-01-28,193.208,17.125,21.542,46.5,24.958,20.083,210.333
2011-01-29,191.583,11.125,13.875,19.208,5.333,10.833,202.708
2011-01-30,193.083,17.25,26.625,58.5,31.875,14.708,210.333
2011-01-31,193.25,16.167,23.792,56.208,32.417,15.625,209.417
2011-02-01,191.773,15.5,23.25,48.0,24.75,13.636,207.273
2011-02-02,189.708,8.708,20.292,30.25,9.958,11.208,198.417
2011-02-03,193.625,23.375,28.913,71.739,42.826,15.583,217.0
2011-02-04,195.125,22.792,24.792,53.375,28.583,17.667,217.917
2011-02-05,193.333,13.875,16.5,23.625,7.125,21.292,207.208
2011-02-06,192.625,20.083,27.0,63.25,36.25,32.625,212.708
2011-02-07,192.5,25.875,23.25,72.0,48.75,24.167,218.375
2011-02-08,191.783,16.0,23.875,51.5,27.625,12.125,207.783
2011-02-09,191.208,14.583,29.292,56.875,27.583,10.125,205.792
2011-02-10,195.625,19.833,23.522,50.391,26.87,14.458,215.458
2011-02-11,193.917,13.625,20.875,34.5,13.625,15.667,207.542
2011-02-12,194.25,13.875,16.042,22.833,6.792,13.0,208.125
2011-02-13,193.417,17.0,28.292,62.042,33.75,23.583,210.417
2011-02-14,193.5,21.708,27.792,66.042,38.25,32.208,215.208
2011-02-15,194.895,24.579,21.905,53.619,31.714,36.917,219.474
2011-02-16,193.25,18.833,25.583,58.667,33.083,27.583,212.083
2011-02-17,191.25,12.958,21.0,44.826,23.826,21.792,204.208
2011-02-18,190.75,13.458,22.25,37.375,15.125,12.292,204.208
2011-02-19,193.708,13.667,16.833,26.208,9.375,12.792,207.375
2011-02-20,192.958,16.458,22.708,43.833,21.125,15.708,209.417
2011-02-21,192.292,21.375,26.625,55.75,29.125,24.833,213.667
2011-02-22,191.478,13.304,21.583,36.167,14.583,26.708,204.783
2011-02-23,189.292,17.125,25.167,52.708,27.542,24.375,206.417
2011-02-24,192.042,12.333,20.783,32.043,11.261,25.833,204.375
2011-02-25,191.875,13.292,21.042,35.5,14.458,15.75,205.167
2011-02-26,191.583,10.583,13.708,19.875,6.167,12.792,202.167
2011-02-27,190.833,10.958,23.167,41.25,18.083,12.875,201.792
2011-02-28,192.5,14.708,23.667,49.708,26.042,18.875,207.208
2011-03-01,189.417,17.917,28.667,60.667,32.0,16.0,207.333
2011-03-02,190.208,15.542,22.174,51.478,29.304,17.333,205.75
2011-03-03,189.5,9.458,17.042,24.667,7.625,14.708,198.958
2011-03-04,189.833,6.458,9.208,11.25,2.042,18.792,196.292
2011-03-05,190.875,14.667,23.25,47.208,23.958,13.417,205.542
2011-03-06,191.0,19.167,21.667,43.542,21.875,21.917,210.167
2011-03-07,191.174,13.87,15.75,24.625,8.875,23.25,205.043
2011-03-08,192.542,12.625,22.333,34.25,11.917,26.167,205.167
2011-03-09,192.0,12.708,23.739,40.609,16.87,16.708,204.708
2011-03-10,189.75,7.875,15.958,20.667,4.708,6.375,197.625
2011-03-11,190.167,7.625,12.208,16.583,4.375,10.583,197.792
2011-03-12,189.917,9.958,22.5,29.542,7.042,7.958,199.875
2011-03-13,190.625,8.292,24.542,34.25,9.708,9.583,198.917
2011-03-14,192.286,14.619,21.682,37.773,16.091,16.042,206.905
2011-03-15,193.542,16.958,28.417,54.542,26.125,19.667,210.5
2011-03-16,192.292,13.542,23.478,34.957,11.478,22.208,205.833
2011-03-17,195.042,25.458,27.042,63.458,36.417,30.667,220.5
2011-03-18,195.542,21.292,17.333,31.292,13.958,21.042,216.833
2011-03-19,189.0,8.75,21.833,29.083,7.25,13.5,197.75
2011-03-20,189.958,10.417,15.583,20.708,5.125,16.167,200.375
2011-03-21,190.174,9.565,22.625,28.083,5.458,11.75,199.739
2011-03-22,193.583,20.667,29.292,55.5,26.208,29.292,214.25
2011-03-23,193.458,20.917,26.783,48.261,21.478,37.708,214.375
2011-03-24,188.583,9.875,18.042,24.958,6.917,9.292,198.458
2011-03-25,190.167,10.5,14.875,18.458,3.583,8.5,200.667
2011-03-26,192.625,13.958,28.542,44.458,15.917,12.458,206.583
2011-03-27,193.833,13.583,24.625,34.167,9.542,16.0,207.417
2011-03-28,192.522,16.0,26.083,37.167,11.083,25.458,208.522
2011-03-29,194.875,16.708,26.458,41.417,14.958,20.583,211.583
2011-03-30,194.25,25.167,25.478,48.87,23.391,30.083,219.417
2011-03-31,186.417,9.042,11.292,13.542,2.25,17.125,195.458
2011-04-01,192.042,13.792,24.75,35.208,10.458,20.522,205.833
2011-04-02,191.125,13.167,23.833,34.167,10.333,29.542,204.292
2011-04-03,191.958,7.167,10.25,11.75,1.5,17.667,199.125
2011-04-04,189.739,9.478,21.375,32.042,10.667,15.083,199.217
