date,CH4_mean,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,THC_mean
2011-01-01,207.708,17.792,13.125,15.5,2.375,,22.042,225.5
2011-01-02,196.375,6.917,5.917,7.167,1.25,,13.125,203.292
2011-01-03,192.364,2.818,4.125,4.333,0.208,,9.375,195.182
2011-01-04,194.75,10.875,7.667,14.0,6.333,,10.5,205.625
2011-01-05,191.458,5.458,6.083,12.083,6.0,,9.708,196.917
2011-01-06,194.083,13.25,15.542,25.167,9.625,,14.125,207.333
2011-01-07,195.708,5.333,6.125,9.708,3.583,,9.833,201.042
2011-01-08,195.625,5.792,6.208,7.542,1.333,,9.333,201.417
2011-01-09,200.833,15.542,14.917,18.125,3.208,,20.042,216.375
2011-01-10,203.682,24.682,21.792,33.625,11.833,,22.083,228.364
2011-01-11,204.708,18.333,13.25,28.25,15.0,,17.167,223.042
2011-01-12,198.417,8.417,10.417,17.458,7.042,,9.292,206.833
2011-01-13,201.083,18.042,16.5,29.708,13.208,,15.5,219.125
2011-01-14,204.083,6.917,7.708,11.333,3.625,,12.833,211.0
2011-01-15,206.875,15.417,13.125,17.0,3.875,,20.667,222.292
2011-01-16,202.917,16.417,17.542,28.083,10.542,,20.333,219.333
2011-01-17,199.333,20.944,20.524,26.381,5.857,,19.458,220.278
2011-01-18,205.292,29.542,24.75,33.625,8.875,,28.75,234.833
2011-01-19,197.875,21.5,18.583,24.958,6.375,,26.917,219.375
2011-01-20,192.417,10.333,10.667,11.833,1.167,,19.0,202.75
2011-01-21,193.167,7.458,8.333,8.333,0.0,,15.958,200.625
2011-01-22,198.083,13.75,9.125,10.708,1.583,,13.542,211.833
2011-01-23,197.833,17.292,10.458,18.292,7.833,,14.833,215.125
2011-01-24,192.955,12.091,12.417,13.5,1.083,,12.792,205.045
2011-01-25,197.542,17.958,14.958,19.5,4.542,,16.375,215.5
2011-01-26,195.875,13.833,11.917,13.5,1.583,,12.333,209.708
2011-01-27,201.667,19.5,17.458,23.042,5.583,,16.5,221.167
2011-01-28,196.125,9.417,8.875,9.292,0.417,,14.417,205.542
2011-01-29,195.125,2.5,3.125,3.125,0.0,,11.5,197.625
2011-01-30,196.952,7.095,10.13,10.957,0.826,0.692,11.4,204.048
2011-01-31,204.042,14.042,13.625,18.792,5.167,1.0,,218.083
2011-02-01,199.958,10.208,12.682,21.273,8.591,1.417,14.333,210.167
2011-02-02,196.125,3.0,7.75,13.292,5.542,1.25,11.458,199.125
2011-02-03,199.25,12.167,15.792,23.167,7.375,1.125,14.5,211.417
2011-02-04,204.417,14.583,15.167,23.5,8.333,1.375,16.833,219.0
2011-02-05,201.083,7.458,11.125,11.542,0.417,1.958,22.292,208.542
2011-02-06,201.409,23.091,20.542,30.125,9.583,1.833,37.083,224.5
2011-02-07,202.833,32.208,20.375,41.625,21.25,1.083,37.458,235.042
2011-02-08,192.958,5.458,2.364,5.727,3.364,1.042,9.75,198.417
2011-02-09,198.292,10.333,10.292,14.375,4.083,1.125,9.167,208.625
2011-02-10,199.875,18.375,17.833,25.083,7.25,1.208,15.417,218.25
2011-02-11,197.458,10.542,9.792,10.5,0.708,1.042,12.0,208.0
